科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
偿还债务支付的现金,"10,355,066.20","30,411,648.00","25,640,283.18","41,340,511.82","30,112,612.30","30,224,079.84","30,332,105.81","30,443,506.76","125,740.28","419,345.56","366,262.64","486,261.96","121,607.14","275,856.89","52,846,087.48","191,840,612.40","224,254,365.80","312,608,615.75","423,773,932.23","473,726,330.87","68,809,258.80","147,106,571.50","333,658,766.41","864,953,008.55","269,607,548.27","412,756,928.45","494,953,627.52","1,334,093,006.64","148,227,675.17","314,536,515.77","408,183,013.53","498,262,246.02","131,136,774.17","181,239,560.86","401,371,728.09","889,173,887.30","202,305,847.45"
经营活动产生的现金流量净额,"2,901,722.33","24,349,959.74","28,661,781.10","47,409,738.90","395,282.36","3,770,823.23","14,033,040.94","52,688,780.28","15,859,614.42","30,632,377.32","58,365,405.10","101,880,804.13","6,147,988.03","21,102,407.92","30,187,523.31","121,846,933.85","-82,064,157.59","40,073,818.53","88,523,076.45","58,529,757.23","370,385.35","13,983,860.66","109,143,715.15","328,814,253.41","46,151,150.43","-83,569,705.15","-69,847,026.86","99,477,605.97","-110,422,025.70","-15,421,644.42","75,611,388.28","192,935,471.80","89,996,295.99","118,110,482.47","200,377,403.69","281,018,673.44","145,406,246.04"
分配股利、利润或偿还利息支付的现金,"717,758.65","8,944,498.55","7,470,314.70","8,900,875.95","245,391.80","16,151,900.11","16,213,030.12","16,265,741.21","14,293,054.59","15,890,470.19","15,913,919.84","16,054,529.04","1,592,498.17","19,399,778.37","30,428,571.40","26,461,101.33","3,333,544.95","20,538,810.56","21,921,654.33","24,702,727.05","4,055,952.95","33,298,615.50","41,139,051.30","53,124,534.27","10,939,562.03","88,059,349.31","102,092,024.01","104,238,920.68","8,838,121.19","27,298,185.70","40,275,297.72","139,524,218.48","15,578,945.16","119,431,747.81","146,660,603.33","198,074,369.99","17,430,501.41"
收回投资收到的现金,,,,,,,,"82,530,000.00",,,,,,,,,,,,,,,,"123,270,000.00",,,,"37,487,158.63","8,684,412.03","97,653,674.86","112,703,625.86","137,003,625.86","83,239,850.76","110,854,560.30","174,219,523.48","202,489,111.79","16,454,664.01"
支付其他与筹资活动有关的现金,"11,629,043.69","5,532,409.56","547,880.23","4,324,113.12","10,813,064.79","11,413,064.79","11,413,064.79","11,413,064.79",,,"76,772.05","12,731,000.00",,,,"84,750,841.91","47,694,783.52","302,955,538.13","65,870,437.50","610,830,314.82","163,232,720.44","229,049,447.59","167,535,588.67","8,970,171.08",,,,"63,052,412.23","286,492,179.97","41,161,878.94","82,811,370.11","515,272,817.93","2,215,107.22","65,478,937.47","67,900,766.96","67,049,412.74","5,120,801.55"
取得投资收益收到的现金,,,,,,,,"1,560,309.19","1,430,879.00",,,"8,815,650.80","651,613.90","1,295,087.10","1,347,538.10","3,200,618.82",,"532,253.60","3,027,221.00",,"1,550,610.34","2,300,364.76",,"3,032,577.66",,,,"2,654,026.30",,"466,401.91",,"7,158,099.01",,"7,911,969.91","10,911,969.91","11,909,079.91","1,026,151.79"
筹资活动现金流出小计,"22,701,868.54","44,888,556.11","33,658,478.11","54,565,500.89","41,171,068.89","57,789,044.74","57,958,200.72","58,122,312.76","14,418,794.87","16,309,815.75","16,356,954.53","29,271,791.00","1,714,105.31","19,675,635.26","83,274,658.88","303,052,555.64","275,282,694.27","636,102,964.44","511,566,024.06","1,109,259,372.74","236,097,932.19","409,454,634.59","542,333,406.38","927,047,713.90","280,547,110.30","500,816,277.76","597,045,651.53","1,501,384,339.55","443,557,976.33","382,996,580.41","531,269,681.36","1,153,059,282.43","148,930,826.55","366,150,246.14","615,933,098.38","1,154,297,670.03","224,857,150.41"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,"38,500.00","38,500.00","38,500.00","35,964.33","39,230.76","62,660.13","129,280.14","222,634.62","1,766,000.18","2,920,918.57","3,918,309.34","1,149,977.57","42,595.64","1,088,606.76","1,136,388.67","7,273,348.79",780.00,"248,785.55","12,956,563.51","29,465,643.94","954,589.74","852,749.70","2,850,329.55","25,409,738.28","4,966,334.31"
筹资活动产生的现金流量净额,"5,653,197.66","4,523,091.89","4,489,380.00","-3,973,138.74","521,364,931.11","504,746,955.26","504,577,799.28","504,413,687.24","-14,418,794.87","-8,543,895.75","-4,759,494.53","72,069,829.00","-1,714,105.31","70,324,364.74","70,474,265.80","-32,589,462.30","82,660,935.77","49,792,511.99","39,942,806.12","130,871,649.75","856,164,538.11","480,754,676.14","494,953,131.67","500,957,070.46","170,586,509.71","498,394,983.49","529,622,868.86","320,983,871.00","141,489,415.29","372,383,247.17","473,490,713.93","71,955,617.45","619,069,173.45","642,340,953.86","812,182,479.24","590,742,019.34","-69,857,150.41"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,"149,096.15","88,447,321.63","125,159,060.00","126,567,778.74","170,220,101.77","848,073,902.89","26,858.81",,,,,,,,
四、汇率变动对现金的影响,"-58,238.81","-275,266.91","-144,813.94","-233,218.71",-356.53,"-102,163.44","-85,436.68","-1,609,250.99","-81,827.41","-423,883.98","-1,448,532.10","-1,626,875.42","-13,061.77","246,247.02","586,670.03","-3,536,038.42","-108,481.81","243,848.96","-2,928,883.20","1,602,925.43","-739,923.67","-2,264,406.17","-3,474,139.22","2,549,780.82","-1,519,990.34","-1,539,481.36","1,376,336.96","3,524,521.92","-8,704,681.35","2,557,629.93","4,924,605.69","39,629,904.11","6,895,110.75","39,949,535.84","42,286,613.36","-89,992,888.86","-11,987,904.35"
收到其他与投资活动有关的现金,,,,,,,,,,"2,809,484.00","6,124,496.78",,,"174,000,000.00","174,000,000.00","177,670,000.00","3,000,000.00","5,650,000.00","5,650,000.00","5,263,914.37","1,972,257.55","2,045,595.74","3,688,479.40","3,312,825.34","5,590,000.00","5,590,000.00","5,590,000.00","6,862,892.50","22,111,886.17","19,447,672.08","48,976,094.18","55,993,839.49","156,989.96",,,"1,408,364.06","148,750.00"
四(2)、其他原因对现金的影响,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,"84,090,309.19","1,430,879.00","2,809,484.00","6,124,496.78","8,815,650.80","690,113.90","175,333,587.10","175,386,038.10","180,906,583.15","3,039,230.76","6,244,913.73","8,806,501.14","5,486,548.99","5,288,868.07","7,266,879.07","7,755,884.89","219,212,702.20","130,791,655.64","133,246,385.50","176,946,490.44","902,351,329.11","30,823,937.01","117,816,534.40","174,636,283.55","229,621,208.30","84,351,430.46","119,619,279.91","187,981,822.94","241,216,294.04","22,595,900.11"
五、现金及现金等价物净增加额,"943,414.18","3,671,191.33","62,873.62","7,107,400.13","509,773,728.55","426,961,649.55","408,872,862.34","362,530,332.69","-40,209,369.79","-106,926,302.70","-152,464,626.94","-261,753,641.96","-26,205,972.62","-11,142,692.06","-44,472,842.15","-48,215,600.92","-9,153,813.85","18,557,082.06","26,166,979.52","25,401,398.85","283,976,501.53","101,513,850.69","25,112,493.46","131,918,890.53","60,341,118.31","-58,665,068.59","-23,819,588.28","477,994,298.48","-353,987,370.78","-394,441,383.10","-284,033,417.61","-284,984,432.75","-95,668,550.50","-95,007,965.95","152,169,381.81","-114,889,017.09","66,157,091.92"
购建固定资产、无形资产和其他长期资产支付的现金,"7,553,267.00","24,917,833.19","32,943,473.54","36,095,981.32","11,986,128.39","81,453,965.49","109,652,541.20","194,523,193.03","42,999,240.93","88,450,224.29","126,530,502.19","184,377,050.47","30,766,907.47","61,729,298.84","99,854,339.39","116,818,970.44","12,681,340.98","77,798,011.15","100,371,543.47","130,226,850.72","18,378,870.64","66,703,546.76","103,929,782.67","114,408,797.52","27,711,398.59","36,990,292.48","61,927,044.30","95,296,835.04","44,994,535.21","147,891,697.24","224,814,995.72","368,621,801.95","866,727,863.61","973,614,440.80","1,042,710,900.14","1,075,377,297.84","19,999,999.47"
期初现金及现金等价物余额,"1,997,663.29","2,941,077.47","6,612,268.80","6,612,268.80","13,719,668.93","13,719,668.93","13,719,668.93","13,719,668.93","376,250,001.62","376,250,001.62","376,250,001.62","376,250,001.62","114,496,359.66","114,496,359.66","139,474,708.34","114,496,359.66","67,089,306.74","66,280,758.74","66,280,758.74","66,280,758.74","91,682,157.59","91,682,157.59","91,682,157.59","91,682,157.59","223,601,048.12","223,601,048.12","223,601,048.12","223,601,048.12","700,285,600.78","701,595,346.60","701,595,346.60","701,595,346.60","416,610,913.85","416,610,913.85","416,610,913.85","416,610,913.85","301,721,896.76"
投资支付的现金,,,,,,,,"82,530,000.00",,"42,950,160.00","84,216,000.00","84,416,000.00",,"215,600,000.00","215,600,000.00",,,,,,,,"9,212,704.11","512,281,380.99","66,456,271.57","142,930,836.73","5,700,836.73","298,571,999.27","65,042,582.13","149,352,692.88","194,497,027.50","317,187,967.21","29,252,697.54","26,379,733.23","32,913,993.28","47,461,773.21",
期末现金及现金等价物余额,"2,941,077.47","6,612,268.80","6,675,142.42","13,719,668.93","523,493,397.48","440,681,318.48","422,592,531.27","376,250,001.62","336,040,631.83","269,323,698.92","223,785,374.68","114,496,359.66","88,290,387.04","103,353,667.60","95,001,866.19","66,280,758.74","57,935,492.89","84,837,840.80","92,447,738.26","91,682,157.59","375,658,659.12","193,196,008.28","116,794,651.05","223,601,048.12","283,942,166.43","164,935,979.53","199,781,459.84","701,595,346.60","346,298,230.00","307,153,963.50","417,561,928.99","416,610,913.85","320,942,363.35","321,602,947.90","568,780,295.66","301,721,896.76","367,878,988.68"
