科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,"5,705,971.49","227,965.26","22,198,217.72","11,053,917.72","8,097,507.11","6,377,280.00","4,782,960.00","5,503,377.26",,"23,608,399.61",
其他流动资产,,,,,,"32,146.07",,"3,291,870.24","2,668,444.30","10,627,976.07","2,223,869.13"
其他流动负债,,,,,,,,,,,
流动资产合计,"330,303,521.67","406,183,913.31","505,721,055.63","561,389,353.58","598,296,423.55","889,787,762.04","883,138,814.29","933,648,680.69","1,055,694,302.54","1,109,322,844.97","1,171,999,543.64"
流动负债合计,"70,315,186.09","108,033,574.07","182,033,742.61","210,447,987.54","242,754,945.61","206,862,207.38","199,194,722.39","336,922,782.45","440,166,109.57","532,400,710.97","571,091,476.81"
可供出售金融资产,,"17,800,000.00","17,800,000.00","17,800,000.00","17,800,000.00","17,800,000.00","26,301,000.00","66,301,000.00","66,301,000.00","75,301,000.00","75,301,000.00"
长期借款,"19,500,000.00","22,655,000.00","3,817,500.00",,"3,592,500.00","20,000,000.00","20,000,000.00","20,000,000.00","48,274,400.00","28,274,400.00","43,861,784.60"
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,"1,490,760.72",,"5,846,017.90","7,357,153.48","3,089,006.62","5,303,171.73","3,479,371.93","2,805,533.75","5,335,478.46","1,468,470.84","14,857,193.04"
长期股权投资,,,,,,,,,,,
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,,"430,957.26","593,418.80","475,833.80","361,647.74","438,391.02","407,608.36","376,825.70","346,043.04","325,521.27","325,521.27"
固定资产,"95,013,281.78","100,312,142.49","123,384,671.13","128,145,575.37","137,972,319.39","160,236,902.83","165,991,319.46","193,612,900.98","194,704,571.24","203,503,821.58","212,411,235.72"
递延所得税负债,,,,,,,,,,,
在建工程,,,,,,"919,338.69","1,410,560.68","1,719,574.79","2,948,420.54","7,396,990.48","6,368,862.75"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"21,508,260.72","23,545,957.26","10,933,936.70","8,465,987.28","7,654,154.36","26,330,562.75","24,475,980.29","23,727,359.45","54,500,921.50","33,217,581.92","59,545,498.91"
固定资产清理,,,,,,,,,,,
负债合计,"91,823,446.81","131,579,531.33","192,967,679.31","218,913,974.82","250,409,099.97","233,192,770.13","223,670,702.68","360,650,141.90","494,667,031.07","565,618,292.89","630,636,975.72"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"38,200,000.00","38,200,000.00","38,200,000.00","38,200,000.00","38,200,000.00","50,940,000.00","50,940,000.00","50,940,000.00","50,940,000.00","71,316,000.00","71,316,000.00"
油气资产,,,,,,,,,,,
资本公积,"189,638,193.09","189,638,193.09","189,638,193.09","189,638,193.09","189,638,193.09","490,889,564.13","490,889,564.13","490,889,564.13","490,889,564.13","470,513,564.13","470,513,564.13"
无形资产,"8,148,584.00","7,994,831.41","7,752,397.81","7,633,532.25","7,574,877.21","7,601,104.64","7,535,237.05","7,553,120.47","7,490,693.19","7,426,370.01","7,409,411.49"
盈余公积,"7,393,124.43","11,833,201.08","16,635,575.90","16,635,575.90","16,635,575.90","21,165,579.64","21,165,579.64","21,165,579.64","21,165,579.64","25,622,203.23","25,622,203.23"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,"48,453,870.27","111,088,488.42","112,911,855.91","128,093,097.98"
未分配利润,"107,495,995.75","159,574,024.75","216,230,976.98","252,374,699.44","266,133,983.88","280,618,838.10","289,759,514.42","313,672,186.63","326,884,253.71","365,934,399.51","379,547,072.93"
长期待摊费用,"535,055.21","322,500.00","2,287,809.47","5,856,203.35","5,909,638.14","7,344,753.93","9,657,523.62","8,702,776.41","9,870,886.40","30,622,184.30","40,276,817.10"
少数股东权益,"3,240,465.41","6,747,620.50","9,594,242.37","11,885,987.93","13,144,779.77","15,674,168.37","20,772,134.71","40,523,045.83","68,082,180.15","70,386,193.84","79,305,672.98"
递延所得税资产,"3,790,782.83","4,959,183.54","6,320,733.61","6,823,766.63","6,608,374.31","8,791,058.24","3,163,040.48","9,217,874.52","4,530,246.37","13,241,206.68","15,081,520.31"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,"8,630,720.00",,"9,664,379.67",
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"107,487,703.82","131,388,657.44","157,545,612.02","166,259,077.60","175,865,209.05","202,693,158.33","214,058,681.29","344,191,837.44","396,934,306.16","460,067,808.63","484,941,945.35"
所有者权益(或股东权益)合计,"345,967,778.68","405,993,039.42","470,298,988.34","508,734,456.36","523,752,532.64","859,288,150.24","873,526,792.90","917,190,376.23","957,961,577.63","1,003,772,360.71","1,026,304,513.27"
资产总计,"437,791,225.49","537,572,570.75","663,266,667.65","727,648,431.18","774,161,632.60","1,092,480,920.37","1,097,197,495.58","1,277,840,518.13","1,452,628,608.70","1,569,390,653.60","1,656,941,488.99"
负债和所有者(或股东权益)合计,"437,791,225.49","537,572,570.75","663,266,667.65","727,648,431.18","774,161,632.61","1,092,480,920.37","1,097,197,495.58","1,277,840,518.13","1,452,628,608.70","1,569,390,653.60","1,656,941,488.99"
