科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"4,626,312.15","7,241,838.43","14,157,067.35","8,799,495.12","12,817,319.23","18,024,014.25","7,256,517.41","13,251,918.57","20,130,527.94","27,287,533.73","9,816,355.35","17,491,440.08","26,844,315.73","36,564,577.97","15,149,062.15","30,103,739.00","46,090,576.60","63,182,280.57","24,137,102.11","46,355,587.18","69,190,661.48","93,967,670.21","25,876,572.96","49,822,324.03","71,926,622.51","104,640,877.25","28,985,058.91","55,221,312.16","81,450,544.98"
取得借款收到的现金,"36,213,952.90","118,243,781.21","116,849,444.27","43,063,263.93","81,464,259.23","81,464,259.23",,"40,000,000.00","40,000,000.00","40,000,000.00","60,000,000.00","130,000,000.00","190,000,000.00","218,049,700.20","87,624,151.03","218,247,105.37","310,490,442.58","358,461,510.52","144,475,145.00","327,863,770.44","465,803,588.74","610,008,168.74","49,827,464.70","199,043,964.70","279,237,411.30","399,929,111.30","71,000,000.00","435,476,680.00","527,476,680.00"
支付的各项税费,"968,210.99","4,316,776.95","12,143,552.70","8,304,444.74","9,882,351.73","11,256,126.66","3,759,016.98","9,636,844.48","12,905,430.26","13,773,662.71","3,170,677.98","6,737,839.78","10,474,499.52","12,371,728.16","3,200,801.19","7,273,832.69","12,438,558.71","16,443,556.59","5,702,506.99","13,764,839.10","20,425,255.04","24,673,231.31","4,469,381.30","14,047,248.82","22,138,249.15","25,319,936.31","6,378,415.42","12,687,721.79","20,527,637.40"
收到其他与筹资活动有关的现金,,,"11,503,205.51",,,,,,,,,,,,,,,"33,216,840.00",,,,"4,211,896.50","12,149,165.08","16,915,805.11","11,542,547.61","12,741,109.22",,"6,490,969.00","8,796,828.00"
支付其他与经营活动有关的现金,"14,559,074.81","14,050,312.03","14,527,968.73","6,089,640.45","8,318,564.78","13,499,528.96","10,717,270.91","36,772,271.24","17,598,319.91","15,740,989.27","5,328,951.02","8,708,857.58","13,759,915.70","19,461,897.55","11,753,574.05","18,597,972.02","24,055,839.45","30,295,641.56","5,560,879.97","13,415,639.40","21,593,708.19","31,863,062.19","6,999,013.90","18,000,504.75","26,963,902.02","44,715,642.16","11,714,793.13","23,404,871.15","42,134,622.03"
筹资活动现金流入小计,"36,213,952.90","132,553,143.01","128,352,649.78","43,063,263.93","534,384,259.23","534,384,259.23",,"40,000,000.00","40,000,000.00","40,000,000.00","60,000,000.00","130,000,000.00","190,000,000.00","218,049,700.20","87,624,151.03","218,247,105.37","319,490,442.58","400,678,350.52","144,475,145.00","327,863,770.44","465,803,588.74","614,220,065.24","272,776,601.54","420,129,654.99","494,949,844.09","616,840,105.70","71,000,000.00","441,967,649.00","536,273,508.00"
经营活动现金流出小计,"78,870,385.97","160,821,773.18","156,676,009.63","96,879,381.51","145,576,705.84","214,836,170.83","76,183,514.47","176,692,149.45","222,000,551.91","291,968,137.87","100,069,105.90","174,484,767.59","269,606,135.16","380,930,916.38","134,387,756.70","244,910,579.91","409,000,208.08","467,753,143.44","118,442,390.49","291,248,437.38","420,522,144.80","552,983,213.07","143,743,657.47","324,208,520.82","499,464,308.52","676,038,545.20","334,191,918.26","416,714,206.74","608,947,992.82"
偿还债务支付的现金,"28,871,703.54","92,341,872.47","117,721,168.99","44,123,037.76","127,845,963.39","133,344,033.06","2,000,000.00","42,000,000.00","42,000,000.00","42,000,000.00","8,000,000.00","90,000,000.00","130,000,000.00","130,000,000.00","8,049,700.20","48,772,935.80","115,320,935.80","146,817,195.57","47,147,345.00","230,375,785.66","317,842,143.72","455,460,065.59","84,037,538.30","262,080,503.00","360,479,529.60","451,296,029.60","47,183,500.00","262,875,200.00","378,975,200.00"
经营活动产生的现金流量净额,"8,550,263.43","17,178,981.66","25,298,580.88","35,394,663.46","25,314,166.13","10,526,107.37","23,584,781.31","810,455.66","32,390,407.17","30,095,030.17","-55,374,086.30","10,359,656.93","-14,987,543.62","11,508,232.70","16,339,139.62","33,842,364.38","36,353,486.27","84,640,620.13","-22,021,007.67","37,415,949.77","90,503,502.24","69,803,032.51","38,047,257.27","-10,041,253.37","18,574,040.10","21,109,407.51","42,379,078.57","131,301,869.18","210,143,853.69"
分配股利、利润或偿还利息支付的现金,"2,998,361.88","13,764,500.55","4,271,513.58","2,509,542.35","3,698,692.93","4,058,045.52","411,825.91","27,179,289.77","27,179,289.77","28,108,073.76",,"30,370,082.33","31,381,520.54","32,559,606.28","1,534,199.89","18,600,981.17","24,186,330.67","29,562,442.67","6,909,679.50","15,658,418.35","38,068,908.00","34,892,724.99","7,087,465.69","21,543,362.37","27,031,091.60","26,815,413.79","5,430,544.70","32,126,268.69","39,478,498.40"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"48,000,000.00","48,000,000.00",,,,
支付其他与筹资活动有关的现金,,"11,503,205.51",,,"5,360,350.00","8,246,458.93","34,185.29","109,035.29","109,035.29",,,"8,034,900.00","18,157,270.00","35,991,640.00","7,229,811.46","29,402,669.43","1,234,760.00","6,075,676.50","16,574,899.60","12,039,035.79","15,468,555.32","26,894,232.95","6,271,470.47","4,326,867.84","11,091,004.44","9,893,529.00","16,987,781.88","30,058,723.53","33,577,280.39"
取得投资收益收到的现金,,,,,,,,,,,,,,"937,782.57",,,,,,"650,200.00","650,200.00","1,006,925.00","-421,205.00","-558,279.79","-665,999.79","126,045.74",,,
筹资活动现金流出小计,"31,870,065.42","117,609,578.53","121,992,682.57","46,632,580.11","136,905,006.32","145,648,537.51","2,446,011.20","69,288,325.06","69,288,325.06","70,108,073.76","8,000,000.00","128,404,982.33","179,538,790.54","198,551,246.28","16,813,711.55","96,776,586.40","140,742,026.47","182,455,314.74","70,631,924.10","258,073,239.80","371,379,607.04","517,247,023.53","97,396,474.46","287,950,733.21","398,601,625.64","488,004,972.39","69,601,826.58","325,060,192.22","452,030,978.79"
处置固定资产、无形资产和其他长期资产收回的现金净额,"160,776.06",,"20,930.00",339.90,"70,659.70","66,227.70",,,,679.20,,,,,,,,"219,531.98",,,,"92,262.33",,,"11,261.23","447,701.94","150,000.00","272,425.35","272,425.35"
筹资活动产生的现金流量净额,"4,343,887.48","14,943,564.48","6,359,967.21","-3,569,316.18","397,479,252.91","388,735,721.72","-2,446,011.20","-29,288,325.06","-29,288,325.06","-30,108,073.76","52,000,000.00","1,595,017.67","10,461,209.46","19,498,453.92","70,810,439.48","121,470,518.97","178,748,416.11","218,223,035.78","73,843,220.90","69,790,530.64","94,423,981.70","96,973,041.71","175,380,127.08","132,178,921.78","96,348,218.45","128,835,133.31","1,398,173.42","116,907,456.78","84,242,529.21"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-341,927.97","-473,867.64","-673,296.10","-789,718.40","-1,147,553.22","-1,453,413.18","-143,112.12","192,607.25","266,496.60","-455,374.29","-541,388.17","-2,410,278.68","-3,207,728.73","-5,447,372.84","1,044,396.03","1,696,170.37","1,415,795.88","1,013,991.31","989,526.66","1,484,127.89","6,489,492.32","2,292,132.57","-1,127,340.24","4,352,074.57","5,777,403.19","-4,578.30","-1,168,713.20","-4,583,587.83","-9,218,362.33"
收到其他与投资活动有关的现金,,"1,547,171.69",,,,,,,,"28,401,954.52",,,,,"1,414,876.92","1,170,410.81","109,161.40","34,427.51",,,,,"8,918,420.44","8,918,420.44","8,918,420.44","8,918,420.44",,,"6,407,809.56"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"160,776.06","1,547,171.69","20,930.00",339.90,"70,659.70","66,227.70",,,,"28,402,633.72",,,,"937,782.57","1,414,876.92","1,170,410.81","109,161.40","253,959.49",,"650,200.00","650,200.00","1,099,187.33","8,497,215.44","56,360,140.65","56,263,681.88","9,492,168.12","150,000.00","272,425.35","6,680,234.91"
五、现金及现金等价物净增加额,"1,867,494.66","-1,508,322.63","2,123,952.60","12,940,344.97","392,324,876.79","358,017,508.02","11,242,591.36","-56,578,237.58","-132,708,049.42","-164,502,074.07","-40,872,855.77","-53,858,879.10","-102,199,550.66","-105,919,476.32","-19,271,806.68","-29,547,037.64","-37,435,001.62","-49,496,799.24","317,926.08","25,745,380.23","71,718,640.85","4,550,516.22","186,227,066.57","39,516,377.12","65,954.67","22,840,289.83","9,946,064.47","-23,381,774.89","-8,188,417.35"
购建固定资产、无形资产和其他长期资产支付的现金,"10,845,504.34","24,864,814.65","28,882,229.39","18,095,623.81","29,391,648.73","39,857,135.59","9,753,066.63","26,269,975.43","38,076,628.13","94,136,289.91","36,957,381.30","63,403,275.02","94,465,487.77","131,738,572.67","58,880,658.73","137,726,502.17","254,061,861.28","353,001,863.14","52,493,813.81","83,595,428.07","120,348,535.41","165,616,877.90","34,570,192.98","62,693,506.51","89,157,388.95","103,186,155.81","32,812,474.32","56,553,598.41","92,163,451.71"
期初现金及现金等价物余额,"984,169.31","2,851,663.97","1,343,341.34","3,467,293.94","3,467,293.94","3,467,293.94","361,484,801.96","391,909,756.48","391,909,756.48","361,484,801.96","196,982,727.89","196,982,727.89","196,982,727.89","196,982,727.89","91,063,251.57","91,063,251.57","91,063,251.57","91,063,251.57","41,566,452.33","41,566,452.33","41,566,452.33","41,566,452.33","46,116,968.55","46,116,968.55","46,116,968.55","46,116,968.55","68,957,258.38","68,957,258.38","68,957,258.38"
投资支付的现金,,"9,839,358.17",,,,,,"2,023,000.00","48,000,000.00","98,000,000.00",,,,,"50,000,000.00","50,000,000.00",,,,,,,,"80,640,000.00","87,740,000.00","32,640,000.00",,"210,726,339.96","208,266,371.77"
期末现金及现金等价物余额,"2,851,663.97","1,343,341.34","3,467,293.94","16,407,638.91","395,792,170.73","361,484,801.96","372,727,393.32","335,331,518.90","259,201,707.06","196,982,727.89","156,109,872.12","143,123,848.79","94,783,177.23","91,063,251.57","71,791,444.89","61,516,213.93","53,628,249.95","41,566,452.33","41,884,378.41","67,311,832.56","113,285,093.18","46,116,968.55","232,344,035.12","85,633,345.67","46,182,923.22","68,957,258.38","78,903,322.85","45,575,483.49","60,768,841.03"
