科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
非流动负债合计,"13,512,632.06","13,549,715.75","14,195,720.75","14,060,078.96","14,060,078.96","13,773,545.88","13,773,545.88","893,715.16","893,715.16","893,715.16","905,915.16",,,,,,,,"6,733,764,966.06","6,018,533,783.93","5,889,065,541.49","5,792,382,092.38","5,906,924,998.52","5,957,144,287.01","5,680,382,550.41"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,"4,291,038.32"
负债合计,"58,594,794.64","163,695,474.62","977,716,150.39","1,533,178,872.80","1,287,625,725.14","1,521,608,196.72","1,693,193,083.57","1,684,146,203.75","1,634,763,581.42","1,633,297,146.92","1,615,795,208.50","1,485,256,137.46","1,447,173,313.77","1,525,438,673.91","1,527,396,529.45","1,509,115,390.53","1,493,825,425.49","57,787,855.15","8,885,849,139.99","8,753,321,953.37","8,306,109,232.23","8,350,529,648.23","8,797,810,315.28","8,176,331,138.99","7,616,576,498.43"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","150,750,000.00","504,574,149.00","504,574,149.00","504,574,149.00","504,574,149.00","1,009,148,298.00","1,009,148,298.00","1,009,148,298.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"22,619,896.28","12,989,896.28","3,359,896.28","28,086.65","28,086.65","28,086.65","28,086.65","28,086.65","28,086.65","28,086.65","28,086.65","28,945.61","28,945.61","28,945.61","28,945.61","28,945.61","28,945.61","142,217,183.00","1,341,437,020.24","1,327,432,612.98","1,327,432,612.98","1,327,432,612.98","822,858,463.98","822,857,605.03","822,857,605.03"
无形资产,,,"2,826.25","12,588,298.70","18,396,496.52","12,753,282.00","12,642,021.30","12,757,315.38","12,621,332.07","12,485,348.76","12,349,365.45","12,313,382.14","12,177,398.83","12,041,415.52","11,905,432.21","11,769,448.90","11,633,465.59",,"399,381,480.23","424,336,457.84","450,014,332.49","447,913,401.74","446,277,893.79","384,000,727.54","381,222,938.56"
盈余公积,"31,494,838.01","31,494,838.01","31,494,838.01","37,764,809.84","37,764,809.84","37,764,809.84","37,764,809.84","9,029,292.16","38,842,651.66","38,842,651.66","38,842,651.66","9,029,292.16","9,029,292.16","9,029,292.16","9,029,292.16","9,029,292.16","9,029,292.16","9,029,292.16","9,029,292.16","35,044,050.83","35,044,050.83","35,044,050.83","35,044,050.83","125,993,496.89","125,993,496.89"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"147,569,142.69","157,984,913.29","169,406,898.46","179,269,461.37","171,918,218.66","160,639,814.49","192,112,976.49","247,000,056.50","209,116,617.16","207,430,213.20","199,732,587.06","237,063,000.14","195,269,474.61","106,707,430.24","61,638,935.00","214,603,156.21","199,636,355.05","209,204,264.93","1,384,590,325.68","1,370,280,320.83","1,772,430,609.60","1,794,916,647.92","1,359,357,248.02","1,416,808,637.19","1,601,209,693.18"
长期待摊费用,,,,,,,,,,,,,,,,,"5,338,458.86",,"4,835,926.50","5,419,896.92","5,348,753.18","4,646,859.02","4,583,836.97","4,520,814.47","4,527,791.97"
少数股东权益,"228,169,419.10","129,180,630.72","280,248,123.77","289,372,071.75","271,558,996.42","250,805,706.50","289,560,672.63","281,944,494.02","265,528,671.73","252,726,596.66","224,795,150.66","220,974,054.29","235,804,366.00","246,064,070.90","255,346,296.28","136,367,356.47","114,867,350.28","287,506,738.39","1,832,192,726.06","1,677,631,753.74","1,844,822,406.27","1,882,804,904.47","1,824,045,491.83","1,395,566,965.71","1,471,289,533.86"
递延所得税资产,"210,699.03","325,450.03","1,413,929.00","3,261,658.38","3,261,658.38","250,255.61","250,255.61","250,255.61","250,255.61","250,255.61","250,255.61","60,661.89","143,487.50","143,487.50","82,825.61","465,774.06","465,774.06","465,774.06","168,695,680.12","178,441,115.67","148,995,930.58","171,955,690.81","165,534,154.97","107,163,188.56","38,325,947.95"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"-773,501.13",,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"71,421,327.40","116,435,063.39","931,642,617.49","1,284,502,318.16","1,052,218,859.58","1,220,785,675.77","1,201,906,303.14","1,136,295,976.67","1,154,218,933.23","1,137,957,157.02","1,125,119,289.35","1,059,546,520.98","1,024,162,841.64","1,005,026,207.47","987,283,232.27","952,684,854.32","940,748,209.56","41,092,023.40","10,603,033,930.17","10,537,648,499.28","10,413,545,537.57","10,278,446,777.84","10,137,874,259.13","10,073,810,479.07","9,872,038,836.53"
所有者权益(或股东权益)合计,"580,603,296.08","482,400,278.30","635,259,756.52","657,184,429.61","632,020,111.57","599,988,417.48","670,216,545.61","688,751,929.33","664,266,027.20","649,777,548.17","614,148,476.03","617,845,292.20","590,882,078.38","512,579,738.91","476,793,469.05","510,778,750.45","474,311,943.10","798,707,478.48","5,166,952,281.35","4,987,857,818.02","5,574,749,008.80","5,636,885,624.65","5,148,606,100.29","4,816,888,494.35","5,101,932,393.16"
资产总计,"639,198,090.72","646,095,752.92","1,612,975,906.91","2,190,363,302.41","1,919,645,836.71","2,121,596,614.20","2,363,409,629.18","2,372,898,133.08","2,299,029,608.62","2,283,074,695.09","2,229,943,684.53","2,103,101,429.66","2,038,055,392.15","2,038,018,412.82","2,004,189,998.50","2,019,894,140.98","1,968,137,368.59","856,495,333.63","14,052,801,421.34","13,741,179,771.39","13,880,858,241.03","13,987,415,272.88","13,946,416,415.57","12,993,219,633.34","12,718,508,891.59"
负债和所有者(或股东权益)合计,"639,198,090.72","646,095,752.92","1,612,975,906.91","2,190,363,302.41","1,919,645,836.71","2,121,596,614.20","2,363,409,629.18","2,372,898,133.08","2,299,029,608.62","2,283,074,695.09","2,229,943,684.53","2,103,101,429.66","2,038,055,392.15","2,038,018,412.82","2,004,189,998.50","2,019,894,140.98","1,968,137,368.59","856,495,333.63","14,052,801,421.34","13,741,179,771.39","13,880,858,241.03","13,987,415,272.88","13,946,416,415.57","12,993,219,633.34","12,718,508,891.59"
