科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
偿还债务支付的现金,"276,566,729.80","366,843,422.00","570,059,546.96","359,522,120.00","484,815,580.00","1,053,368,480.00","118,800,000.00","294,193,311.21","617,992,757.99","655,903,400.00","135,593,981.80","315,000,000.00","649,935,200.00","684,275,500.00","100,000.00","380,100,000.00","430,763,200.00","422,796,400.00","26,031,600.00","639,822,020.00"
经营活动产生的现金流量净额,"111,006,749.16","154,281,690.58","203,861,153.40","61,268,681.05","106,020,552.38","10,167,664.08","188,013,446.58","149,591,752.35","205,958,349.84","140,525,669.64","120,070,693.37","53,146,467.37","148,310,750.82","136,646,433.56","68,134,690.28","93,678,859.57","169,036,868.33","244,201,283.47","8,086,811.31","100,548,083.13"
分配股利、利润或偿还利息支付的现金,"20,822,939.94","27,446,320.35","56,076,177.17","51,729,321.48","63,680,880.65","70,578,601.74","1,274,529.71","44,323,747.35","49,775,660.13","54,753,744.59","3,126,916.69","71,388,470.28","72,712,226.41","73,368,912.96","18,560.85","46,586,535.43","48,060,892.46","45,527,641.74","807,729.62","96,387,438.57"
收回投资收到的现金,,,,,,,"100,000,000.00","330,000,000.00","330,000,000.00",,"600,000,000.00","1,050,000,000.00","1,100,000,000.00",,,,,,,
支付其他与筹资活动有关的现金,"17,737,040.00",,,"18,458,400.00","18,457,500.00","36,864,183.15",,,,"212,521,876.81","7,773,128.08","15,536,256.16","23,309,384.24","29,044,388.12","2,961,652.74","4,792,504.56","10,003,017.69","34,441,008.20","963,403.64","1,114,203.64"
取得投资收益收到的现金,"2,757,420.29","557,350.00","10,616,850.00","5,556,321.00","7,093,310.60","7,612,004.70","1,305,864.06","4,767,594.49","4,668,186.49","1,733,318.50","2,305,199.16","3,510,693.69","3,425,242.77",,,,,,"293,040.00","459,879.50"
筹资活动现金流出小计,"315,126,709.74","394,289,742.35","626,135,724.13","429,709,841.48","566,953,960.65","1,160,811,264.89","120,074,529.71","338,517,058.56","667,768,418.12","923,179,021.40","146,494,026.57","401,924,726.44","745,956,810.65","786,688,801.08","3,080,213.59","431,479,039.99","488,827,110.15","502,765,049.94","27,802,733.26","737,323,662.21"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,135,507.00","444,820.04","982,485.04","18,204,393.54","19,985,291.50","36,622,273.50",,"748,079.50","874,879.50","5,544,489.65","152,739.00","153,739.00","232,349.00","2,888,759.58",,"112,490.67","249,185.50","1,210,563.40","66,600.00","393,822.00"
筹资活动产生的现金流量净额,"83,305,843.56","12,329,700.65","-34,781,277.17","76,736,338.52","870,931,307.35","356,459,403.11","-52,874,529.71","39,145,041.44","-43,380,636.32","481,613,352.60","-106,494,026.57","-302,549,226.44","-320,024,326.65","-360,791,236.79","88,059,386.41","53,274,560.01","10,926,489.85","-17,553,849.94","195,704,546.74","-13,816,382.21"
处置子公司及其他营业单位收到的现金净额,,,,,,,,"10,945,811.31","10,945,811.31","10,945,811.31",,,,,,,,,,
四、汇率变动对现金的影响,"-5,714,916.15","-2,143,772.20","-7,732,458.12","954,316.77","31,956.39","-1,614,365.29","4,055,232.91","5,726,502.12","16,993,054.48","21,203,162.86","585,582.18","2,401,455.78","3,033,096.36","19,817,216.38","-869,023.19","-5,388,101.45","-11,779,294.27","-26,771,700.29","-14,667,674.98","329,312.09"
收到其他与投资活动有关的现金,"1,589,163.20","1,708,407.38","2,351,270.92","5,916,678.72","7,831,778.40","7,668,070.13",,"1,865,774.69","2,509,243.45","482,221,263.19",,,,"1,112,185,089.04",,,,"30,475,700.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,482,090.49","2,710,577.42","13,950,605.96","29,677,393.26","34,910,380.50","51,902,348.33","101,305,864.06","348,327,259.99","348,998,120.75","500,444,882.65","602,457,938.16","1,053,664,432.69","1,103,657,591.77","1,115,073,848.62",,"112,490.67","249,185.50","31,686,263.40","359,640.00","853,701.50"
五、现金及现金等价物净增加额,"-7,549,832.78","7,775,418.64","26,674,405.97","23,507,523.65","811,855,617.39","57,684,351.86","27,438,477.47","77,253,281.27","-20,961,402.28","-7,968,836.23","-45,483,891.86","20,410,134.08","101,137,208.82","96,726,270.02","80,944,937.94","36,055,853.60","42,020,218.56","67,670,629.75","161,883,328.11","35,995,152.86"
购建固定资产、无形资产和其他长期资产支付的现金,"201,629,599.84","159,402,777.81","121,748,618.10","143,029,205.95","197,938,579.23","257,130,698.37","63,061,536.37","112,903,576.60","196,896,593.00","300,203,671.85","57,104,079.00","131,252,995.32","168,839,903.48","145,461,415.89","74,380,115.56","105,621,955.20","126,413,030.85","163,891,366.89","27,599,994.96","51,919,561.65"
期初现金及现金等价物余额,"56,662,455.63","49,112,622.85","56,888,041.49","83,562,447.46","83,562,447.46","83,562,447.46","141,246,799.32","141,246,799.32","141,246,799.32","141,246,799.32","133,277,963.09","133,277,963.09","133,277,963.09","133,277,963.09","230,004,233.11","230,004,233.11","230,004,233.11","230,004,233.11","297,674,862.86","297,674,862.86"
投资支付的现金,,,"26,875,000.00","2,100,000.00","2,100,000.00","2,100,000.00","150,000,000.00","230,000,000.00","230,000,000.00",,"605,000,000.00","655,000,000.00","665,000,000.00","13,558,575.86",,,,,,
期末现金及现金等价物余额,"49,112,622.85","56,888,041.49","83,562,447.46","107,069,971.11","895,418,064.85","141,246,799.32","168,685,276.79","218,500,080.59","120,285,397.04","133,277,963.09","87,794,071.23","153,688,097.17","234,415,171.91","230,004,233.11","310,949,171.05","266,060,086.71","272,024,451.67","297,674,862.86","459,558,190.97","333,670,015.72"
