科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
存货,"91,209,696.64","101,237,514.38","82,759,801.48","87,143,023.09",,"89,312,734.70","89,706,299.72","86,434,032.32","102,150,750.46","128,924,426.12","99,477,905.62"
其他应付款,"313,848.16","1,321,752.84","1,426,758.31","508,539.87",,"4,765,967.87","3,492,602.99","3,066,113.81","3,631,363.09","4,249,336.99","4,552,915.83"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,,,,"2,999,203.65",,"7,665,248.76",,"2,544,000.00","3,498,000.00",,
其他流动资产,"12,574,134.39","11,310,809.85","7,351,107.34","14,782,718.50",,"14,334,560.62","220,874,367.96","29,084,278.85","227,998,181.29","62,851,452.31","169,769,695.68"
其他流动负债,,,,,,,,,,,
流动资产合计,"250,923,836.27","289,663,592.36","344,211,424.24","346,366,785.93","289,767,400.00","641,127,436.80","538,475,774.01","548,033,066.95","575,388,767.26","544,409,748.48","486,160,628.96"
流动负债合计,"79,648,102.09","84,774,977.89","86,216,380.61","96,538,658.95","94,884,600.00","126,141,756.26","85,149,508.08","90,770,170.94","117,003,884.42","134,597,407.49","83,814,050.70"
可供出售金融资产,,,,,,,,,,,
长期借款,,,"29,114,612.65","35,327,035.08",,"105,000,989.97","34,340,000.00","31,796,000.00","30,842,000.00",,
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,,,,,,,,,,,
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,,,,,,,,,,,
固定资产,"18,473,999.37","16,706,452.80","13,234,403.48","72,748,134.08",,"73,297,229.27","72,264,909.28","72,459,147.16","71,199,697.45","220,514,676.13","218,401,919.78"
递延所得税负债,,,,"259,464.94",,"208,164.18","208,164.18","283,134.86","283,134.86","346,555.95","346,555.95"
在建工程,"120,000.00","8,590,298.87","47,035,510.36","6,380,765.89",,"150,750,398.08","152,016,249.25","145,567,463.87","148,952,903.50","9,763,019.18","10,194,280.28"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"4,096,372.14","3,196,372.14","31,410,984.79","37,432,872.16",,"106,605,526.29","35,719,536.32","39,025,507.00","37,846,507.00","6,842,928.09","6,662,143.21"
固定资产清理,,,,,,,,,,,
负债合计,"83,744,474.23","87,971,350.03","117,627,365.40","133,971,531.11","129,343,800.00","232,747,282.55","120,869,044.40","129,795,677.94","154,850,391.42","141,440,335.58","90,476,193.91"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"81,000,000.00","81,000,000.00","81,000,000.00","81,000,000.00",,"108,000,000.00","108,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00"
油气资产,,,,,,,,,,,
资本公积,"11,715,269.85","11,715,269.85","11,715,269.85","11,715,269.85",,"285,641,496.27","285,641,496.27","177,641,496.27","177,641,496.27","177,641,496.27","177,641,496.27"
无形资产,"13,306,976.30","13,146,236.95","13,082,400.10","12,825,960.64",,"12,569,521.18","12,441,301.45","12,322,081.72","12,393,709.78","12,252,077.05","12,205,234.25"
盈余公积,"10,814,949.21","15,014,367.57","21,094,254.78","21,094,254.78",,"27,927,521.60","27,927,521.60","27,927,521.60","27,927,521.60","29,991,182.70","29,991,182.70"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"96,715,595.62","133,601,485.92","187,788,689.44","192,620,147.99",,"224,949,514.26","234,244,364.48","228,482,914.59","233,130,796.32","227,136,897.43","218,404,656.56"
长期待摊费用,"767,994.52","560,983.44","354,423.62","280,643.82",,"194,134.80","153,363.96","112,593.11","247,763.78","2,568,514.10","2,841,999.77"
少数股东权益,,,,,,,,,,,
递延所得税资产,"397,482.45","634,908.95","1,307,417.67","1,798,913.37",,"1,337,848.80","1,337,848.80","1,347,749.11","1,347,749.11","2,671,553.52","2,671,553.52"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"33,066,452.64","39,638,881.01","75,014,155.23","94,034,417.80","164,269,700.00","238,149,132.13","238,213,672.74","231,809,034.97","234,141,823.62","247,769,839.98","246,314,987.60"
所有者权益(或股东权益)合计,"200,245,814.68","241,331,123.34","301,598,214.07","306,429,672.62","324,693,400.00","646,529,286.38","655,820,402.35","650,046,423.98","654,680,199.46","650,739,252.88","641,999,422.65"
资产总计,"283,990,288.91","329,302,473.37","419,225,579.47","440,401,203.73","454,037,100.00","879,276,568.93","776,689,446.75","779,842,101.92","809,530,590.88","792,179,588.46","732,475,616.56"
负债和所有者(或股东权益)合计,"283,990,288.91","329,302,473.37","419,225,579.47","440,401,203.73",,"879,276,568.93","776,689,446.75","779,842,101.92","809,530,590.88","792,179,588.46","732,475,616.56"
