科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"70,121,138.35","52,566,048.98","58,183,419.62","19,224,299.65","31,512,657.92","39,928,792.12","40,877,947.06","12,903,624.92","22,389,202.34","39,453,866.60","58,395,752.97","24,986,983.97","48,073,162.91","65,548,117.10","69,141,580.55","13,269,958.00","12,556,237.19","20,347,961.68","41,191,264.53","20,938,181.86","37,399,795.12","55,917,225.34","75,219,757.37","19,552,756.49","37,972,215.96","60,430,872.35","82,455,153.86","22,382,047.95","24,817,828.98","25,241,851.62","28,283,977.80"
三、利润总额,"107,152,221.74","200,039,729.39","291,990,555.04","94,402,130.69","179,345,258.90","277,941,568.88","338,205,140.09","40,803,144.89","64,142,795.61","74,222,225.89","103,842,985.55","30,266,133.47","44,900,587.30","103,779,879.58","119,023,287.69","117,143,673.81","205,713,977.65","258,194,180.47","263,683,058.00","66,575,049.96","88,959,907.93","102,274,825.07","87,610,772.99","35,780,006.54","48,425,239.68","57,919,872.54","47,461,637.64","29,504,659.40","61,911,301.40","85,134,688.63","124,969,874.25"
资产减值损失,"824,653.88","-1,033,230.32","1,438,081.05","1,606,127.17","1,895,390.32","31,098,064.90","18,857,452.89","1,838,483.11","2,493,612.49","2,683,760.54","6,010,419.74","16,305,768.48","77,902,694.91","82,589,440.72","103,976,888.65","-1,676,656.88","4,313,326.77","10,300,268.35","7,174,301.20","36,139.73","1,890,492.46","13,238,638.79","22,138,937.62","202,765.52","14,654,474.15","35,424,333.03","50,684,007.89","699,007.99","58,285,732.58","63,359,535.97","68,939,766.71"
减:所得税,"20,895,247.29","51,065,069.57","75,215,966.25","24,376,031.33","48,538,487.80","67,107,923.49","87,428,927.51","10,348,428.31","17,546,652.02","18,347,877.85","30,032,406.62","9,178,722.77","12,866,414.01","27,191,532.83","35,579,899.86","26,689,672.40","56,078,284.21","68,165,087.13","64,271,021.67","18,707,956.16","25,155,566.78","31,554,198.46","30,823,230.82","7,881,037.66","7,281,070.25","7,631,820.34","5,039,422.81","8,445,412.22","6,192,967.15","3,001,956.38","38,013,281.74"
加:公允价值变动净收益,"-827,411.31","-18,891,759.28","10,297,958.21","-122,337.34","7,763,260.00","12,031,563.88","45,898,952.14","-29,761,777.78","-17,553,241.09","-45,319,374.96","-25,856,918.72","9,238,538.69","46,878,562.91","16,153,212.55","10,582,534.54","-29,501,743.58","-29,412,783.58","-29,546,223.58","-19,717,007.96","28,800.00","-13,120.00","408,370.00","-745,313.38","47,680.00","910,433.38","322,240.00","918,433.38","47,040.00","-22,400.00","-50,560.00","-69,440.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"1,852,295.68","-32,343,447.28","-47,150,574.23","7,358,799.53","-3,804,360.00","-44,370,327.09","-48,561,627.86","24,574,532.41","14,126,238.56","14,884,124.51","7,806,059.06","5,961,489.32","49,955,663.33","67,869,936.94","115,819,061.19","-7,915,426.67","-432,438.98","13,844,215.41","13,380,806.66","1,175,963.99","23,467,449.24","36,485,881.98","48,040,410.00","12,350,633.39","35,020,023.73","58,620,254.39","77,254,654.62","11,108,222.94","72,655,482.80","85,475,815.12","107,715,890.94"
四、净利润,"86,256,974.45","148,974,659.82","216,774,588.79","70,026,099.36","130,806,771.10","210,833,645.39","250,776,212.58","30,454,716.58","46,596,143.59","55,874,348.04","73,810,578.93","21,087,410.70","32,034,173.29","76,588,346.75","83,443,387.83","90,454,001.41","149,635,693.44","190,029,093.34","199,412,036.33","47,867,093.80","63,804,341.15","70,720,626.61","56,787,542.17","27,898,968.88","41,144,169.43","50,288,052.20","42,422,214.83","21,059,247.18","55,718,334.25","82,132,732.25","86,956,592.51"
其中:对联营企业和合营企业的投资权益,,,,,,,"-14,598.03",,"3,565.57","10,528.19","26,685.81",,"14,718.88","62,886.08","107,086.11",,"26,760.23","45,318.20","48,414.77","-16,108.67","-24,240.49","-34,996.17","-44,594.42","5,918,258.95","18,571,115.02","34,012,479.68","35,508,369.19","-1,012,516.78","10,954,746.98","20,795,147.79","40,847,292.96"
归属于母公司所有者的净利润,"86,321,869.57","148,897,046.65","216,774,588.79","70,026,099.36","130,806,771.10","210,833,645.39","250,776,212.58","30,454,716.58","46,596,143.59","55,874,348.04","73,810,578.93","21,087,410.70","32,034,173.29","76,588,346.75","83,443,387.83","90,454,001.41","149,635,693.44","190,029,093.34","199,643,811.36","48,802,010.83","66,461,292.38","74,312,990.32","61,298,635.91","28,108,158.52","41,726,251.36","51,418,453.19","43,713,826.38","21,123,575.65","55,830,462.49","82,258,623.62","87,253,658.80"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-64,895.12","77,613.17",,,,,,,,,,,,,,,,,"-231,775.03","-934,917.03","-2,656,951.23","-3,592,363.71","-4,511,093.74","-209,189.64","-582,081.93","-1,130,400.99","-1,291,611.55","-64,328.47","-112,128.24","-125,891.37","-297,066.29"
