科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应付款,"940,544.53","2,836,863.85","6,059,445.84","3,055,794.27","3,693,211.98","27,538,429.77","35,453,323.88","35,910,933.92","4,358,202.74","3,130,402.93","3,215,987.26","7,285,765.87","5,439,505.31","4,415,305.46"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,"705,130.00","706,420.00"
其他流动资产,,,"21,830,258.63",,"100,055,503.74","254,269,388.10","400,970,954.96","401,215,777.32","361,240,462.23","391,568,621.53","332,614,163.87","314,352,636.00","181,500,124.29","1,531,091.61"
其他流动负债,,,,,,,,,"197,562.29",,,,"76,158.53",
流动资产合计,"1,161,931,549.35","1,361,049,968.60","1,275,409,448.16","1,168,868,920.61","1,778,405,304.39","1,803,570,915.38","1,978,022,077.78","1,978,479,607.22","1,980,556,942.44","2,084,659,763.25","2,078,651,669.35","2,234,504,478.33","2,213,852,263.78","2,439,283,005.76"
流动负债合计,"755,890,965.84","888,629,779.75","678,860,166.16","468,150,498.60","339,943,222.29","355,397,118.16","496,661,343.64","457,497,564.77","501,006,929.23","587,947,181.05","589,607,631.87","719,353,527.86","666,735,918.43","829,867,240.87"
可供出售金融资产,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,"283,080.00","399,440.00","507,230.00","621,020.00","19,928,153.60","19,928,153.60"
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"394,857,046.70","376,023,842.88","395,617,247.52","380,532,552.14","371,848,223.18","361,973,244.05","340,504,839.73","331,551,981.58","419,794,518.24","426,397,411.20","417,157,508.56","411,506,785.78","464,029,553.00","462,909,713.05"
递延所得税负债,"739,198.60","710,880.69","682,562.79","661,324.36","663,673.10","663,673.10","649,514.15","649,514.15","625,926.98","625,926.98","611,768.02","611,768.02","597,609.07","597,609.07"
在建工程,"51,825,236.67","110,709,017.65","79,250,076.87","81,283,476.83","90,233,136.23","94,945,915.00","98,878,195.43","98,504,581.31","18,262,618.63","4,104,156.11","34,073,789.32","44,266,812.91","50,533,681.47","58,902,790.37"
其他非流动负债,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"30,125,853.60","35,012,293.03","49,064,973.52","47,612,501.85","45,806,601.14","44,351,685.01","38,761,664.43","37,729,727.55","36,680,055.30","35,338,629.32","33,974,474.38","32,630,478.40","52,243,143.71","50,752,834.37"
固定资产清理,,,,,,,,,,"32,375.86","32,375.86",,,
负债合计,"786,016,819.44","923,642,072.78","727,925,139.68","515,763,000.45","385,749,823.43","399,748,803.17","535,423,008.07","495,227,292.32","537,686,984.53","623,285,810.37","623,582,106.25","751,984,006.26","718,979,062.14","880,620,075.24"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"151,500,000.00","151,500,000.00","151,500,000.00","151,500,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","204,468,800.00","204,468,800.00","204,468,800.00"
油气资产,,,,,,,,,,,,,,
资本公积,"411,187,868.21","411,187,868.21","411,187,868.21","411,187,868.21","1,068,435,118.21","1,068,435,118.21","1,068,435,118.21","1,068,435,118.21","1,068,435,118.21","1,068,435,118.21","1,068,435,118.21","1,085,716,718.21","1,092,279,051.71","1,094,472,748.46"
无形资产,"80,704,520.67","79,028,576.45","77,116,856.51","75,492,914.25","74,967,737.01","74,479,950.34","65,195,648.60","64,740,994.98","64,535,748.20","64,092,102.24","63,630,673.27","92,687,634.91","93,086,200.86","92,484,082.13"
盈余公积,"34,481,313.86","49,223,445.37","62,800,622.56","62,800,622.56","74,814,397.01","74,814,397.01","74,814,397.01","75,002,742.65","87,567,814.92","87,567,814.92","87,567,814.92","87,567,814.92","107,444,726.90","107,444,726.90"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"19,750,400.00","19,750,400.00"
商誉,,,,,,,,,,,,,,
未分配利润,"310,375,830.57","392,825,702.60","475,206,996.64","564,484,987.11","585,676,529.53","594,425,433.65","608,419,674.44","641,589,230.67","663,986,103.23","696,341,696.29","692,108,409.33","744,760,110.92","779,409,883.40","859,946,816.15"
长期待摊费用,,,,,"25,592.26","25,592.26","21,181.88","18,976.69","16,771.50","14,566.31","12,361.12","10,155.93","7,950.74","5,745.55"
少数股东权益,,,,,,,,,,,,,,
递延所得税资产,"10,987,663.00","13,596,937.12","16,686,616.83","15,348,903.78","14,836,222.27","14,836,222.27","13,588,199.01","13,588,199.01","14,566,420.06","14,566,420.06","13,978,781.19","14,002,443.73","13,273,668.44","13,048,210.43"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"65,890,863.46","84,526,654.53","66,804,953.61","78,236,418.01","48,928,358.82","61,808,150.25"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"538,374,467.04","579,358,374.10","568,670,797.73","552,657,847.00","551,910,910.95","546,260,923.92","518,188,064.65","508,404,733.57","583,066,940.09","593,733,686.31","595,690,442.93","640,710,251.27","669,859,413.33","689,158,691.78"
所有者权益(或股东权益)合计,"914,289,196.95","1,016,766,269.92","1,116,155,106.21","1,205,763,767.16","1,944,566,391.91","1,950,083,036.13","1,960,787,134.36","1,991,657,048.47","2,025,936,898.00","2,055,107,639.19","2,050,760,006.03","2,123,230,723.34","2,164,732,614.97","2,247,821,622.30"
资产总计,"1,700,306,016.39","1,940,408,342.70","1,844,080,245.89","1,721,526,767.61","2,330,316,215.34","2,349,831,839.30","2,496,210,142.43","2,486,884,340.79","2,563,623,882.53","2,678,393,449.56","2,674,342,112.28","2,875,214,729.60","2,883,711,677.11","3,128,441,697.54"
负债和所有者(或股东权益)合计,"1,700,306,016.39","1,940,408,342.70","1,844,080,245.89","1,721,526,767.61","2,330,316,215.34","2,349,831,839.30","2,496,210,142.43","2,486,884,340.79","2,563,623,882.53","2,678,393,449.56","2,674,342,112.28","2,875,214,729.60","2,883,711,677.11","3,128,441,697.54"
