科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"159,808,181.13","214,722,628.03","259,136,137.00","213,799,290.81","279,334,145.10","92,360,933.35","176,374,749.47","261,390,875.86","355,424,270.43","105,774,862.00","190,585,335.06","275,941,019.35","355,878,715.16","106,981,597.64","190,413,299.47","276,425,060.00","351,379,813.23","110,169,732.91","195,157,699.97","280,815,980.37","376,683,758.57","114,102,110.35","201,513,371.99","293,105,544.72","388,914,443.35","112,502,136.54","208,009,237.81","297,542,940.72","387,069,840.32","104,913,641.73","193,915,667.77","287,952,241.38","384,870,573.91","121,022,674.63","235,266,522.34","343,531,429.22","453,339,052.29","125,982,119.41"
取得借款收到的现金,"437,180,000.00","424,370,000.00","495,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187,489,123.87",
支付的各项税费,"123,550,045.65","203,140,607.47","205,943,090.55","160,348,207.35","209,894,429.36","109,495,717.16","140,370,658.59","176,261,792.11","214,251,659.31","116,170,139.39","152,592,671.77","183,388,715.39","235,096,788.27","84,260,850.90","117,786,131.64","149,392,048.55","183,381,638.61","77,866,564.11","111,301,132.03","142,153,297.62","160,930,187.19","54,703,951.77","74,290,402.81","95,020,853.17","133,373,070.48","60,646,791.73","89,523,625.30","110,778,918.05","119,840,785.74","37,611,569.17","67,197,877.03","85,800,135.65","104,564,095.15","49,056,829.69","75,045,678.43","111,105,925.66","140,236,809.22","47,621,354.12"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187,489,123.87","187,489,123.87","187,489,123.87",,
支付其他与经营活动有关的现金,"197,111,852.89","337,307,833.12","296,532,166.13","208,550,274.19","316,127,244.72","110,328,336.00","169,790,330.75","244,085,216.78","380,284,183.04","120,359,957.39","183,244,125.98","227,496,821.13","355,440,991.21","84,277,224.76","173,887,384.83","275,996,894.13","393,982,451.78","83,952,463.50","155,902,717.35","262,152,107.23","333,871,267.99","98,423,078.67","168,105,603.43","260,685,847.33","309,369,363.04","92,012,270.65","148,343,389.21","238,204,423.95","320,814,142.44","88,698,605.15","139,290,595.43","226,635,170.62","321,754,620.04","71,013,406.44","155,255,341.67","243,489,420.50","356,529,039.97","87,216,336.84"
筹资活动现金流入小计,"437,180,000.00","424,370,000.00","544,243,415.00",,,"669,600,000.00","669,600,000.00","669,600,000.00","669,600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"187,489,123.87","187,489,123.87","1,638,639,382.96","1,638,639,382.96",
经营活动现金流出小计,"3,630,118,820.91","4,711,905,251.78","5,122,267,463.80","3,984,287,311.04","5,520,712,105.77","1,553,067,424.97","2,777,668,226.00","4,063,550,528.89","5,638,880,798.52","1,617,070,555.11","2,827,146,176.75","4,104,624,292.86","5,508,736,277.70","1,349,637,352.92","2,563,420,626.24","3,757,193,817.22","5,255,365,018.03","1,365,910,741.50","2,524,033,794.15","3,688,140,702.64","4,907,169,337.10","1,304,674,510.98","2,418,710,858.11","3,577,835,948.45","4,787,945,385.98","1,312,333,334.65","2,270,233,202.73","3,321,567,458.55","4,609,690,975.31","1,050,332,460.72","1,976,265,277.66","2,923,318,270.11","4,117,728,932.53","1,157,072,681.88","2,180,910,734.98","3,240,824,260.67","4,647,959,474.97","1,160,525,274.05"
偿还债务支付的现金,"344,500,000.00","490,600,000.00","590,950,000.00","80,000,000.00","80,000,000.00",,,,,,,,,,,,,,,,,,,,,,"52,462,378.89","52,462,378.89","52,462,378.89",,,,,,,,,
经营活动产生的现金流量净额,"297,176,310.37","146,611,099.88","201,766,465.30","355,656,210.97","269,048,047.21","208,786,239.71","240,523,502.66","370,748,979.89","367,969,823.84","126,598,345.23","196,763,842.09","405,744,432.20","308,050,566.04","213,812,952.08","148,283,796.22","291,891,776.97","172,062,928.80","78,807,437.24","11,440,847.18","92,106,890.47","40,888,553.54","153,468,201.93","97,674,712.21","167,883,829.57","50,717,644.40","97,178,797.71","131,097,712.07","255,650,763.25","185,738,941.43","156,018,131.74","162,918,297.98","300,173,535.97","307,019,965.95","152,281,319.79","170,344,938.15","288,411,278.82","320,653,686.19","159,476,012.40"
分配股利、利润或偿还利息支付的现金,"14,053,505.51","26,664,714.05","21,101,019.91","17,106,922.50","17,106,922.50",,"41,075,880.00","41,075,880.00","41,075,880.00",,"61,613,820.00","61,613,820.00","61,613,820.00",,"82,151,760.00","82,151,760.00","82,151,760.00",,"82,151,760.00","82,151,760.00","82,151,760.00",,"82,151,760.00","82,151,760.00","82,151,760.00",,"82,674,712.36","82,674,712.36","82,674,712.36",,"82,151,760.00","82,151,760.00","82,151,760.00",,"82,655,105.00","82,655,105.00","82,655,105.00",
收回投资收到的现金,,,,,,,,,,,,,"45,938.26",,,,,,,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187,489,123.87","187,489,123.87","187,489,123.87",
取得投资收益收到的现金,"76,018.80","1,023,493.00","106,320.00","53,160.00","53,160.00",,"53,160.00","53,160.00","53,160.00",,"53,160.00","53,160.00","53,160.00",,,"66,450.00","66,450.00",,,"106,320.00","106,320.00",,,"119,610.00","119,610.00",,,"143,532.00","143,532.00",,,"111,636.00","111,636.00",,,,"165,859.20",
筹资活动现金流出小计,"358,553,505.51","517,264,714.05","612,051,019.91","97,106,922.50","97,106,922.50",,"41,075,880.00","41,075,880.00","41,075,880.00",,"61,613,820.00","61,613,820.00","61,613,820.00",,"82,151,760.00","82,151,760.00","82,151,760.00",,"82,151,760.00","82,151,760.00","82,151,760.00",,"82,151,760.00","82,151,760.00","82,151,760.00",,"135,137,091.25","135,137,091.25","135,137,091.25",,"82,151,760.00","82,151,760.00","82,151,760.00",,"270,144,228.87","270,144,228.87","270,144,228.87",
处置固定资产、无形资产和其他长期资产收回的现金净额,"23,600.00",,"1,946,874.13","367,677.72","780,660.33","36,285.53","90,302.71","114,802.71","759,889.37","6,040.00","25,734.40","210,114.40","700,569.96","147,800.00","151,600.00","473,982.00","2,062,961.83","631,697.56","636,777.94","894,504.93","1,005,275.30","470,564.11","495,935.53","498,234.56","704,206.78","30,785.76","52,054.36","116,766.63","518,658.95","254,686.98","254,750.00","979,521.97","1,255,181.77","8,500.00","38,190.00","99,348.00","1,837,140.15","20,500.00"
筹资活动产生的现金流量净额,"78,626,494.49","-92,894,714.05","-67,807,604.91","-97,106,922.50","-97,106,922.50","669,600,000.00","628,524,120.00","628,524,120.00","628,524,120.00",,"-61,613,820.00","-61,613,820.00","-61,613,820.00",,"-82,151,760.00","-82,151,760.00","-82,151,760.00",,"-82,151,760.00","-82,151,760.00","-82,151,760.00",,"-82,151,760.00","-82,151,760.00","-82,151,760.00",,"-135,137,091.25","-135,137,091.25","-135,137,091.25",,"-82,151,760.00","-82,151,760.00","-82,151,760.00","187,489,123.87","-82,655,105.00","1,368,495,154.09","1,368,495,154.09",
处置子公司及其他营业单位收到的现金净额,,"11,816,881.41",,,,,,,,"45,938.26","45,938.26","45,938.26",,,,,,,,,,,,"2,000,000.00","12,000,000.00",,"26,880,000.00","26,880,000.00","26,880,000.00",,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"2,671,897.42","2,761,837.32","1,181,241.75","812,771.54","1,498,001.06","2,537,846.17","3,084,025.70","7,217,625.03","14,515,034.67","14,888,707.87","19,738,846.17","24,007,546.93","28,009,999.06","14,808,557.20","30,149,544.19","35,801,279.99","39,503,682.87","11,319,168.86","23,514,525.72","29,055,745.07","39,231,347.30","4,654,746.84","13,407,553.90","22,688,408.98","25,927,920.97","6,988,989.79","13,709,521.44","32,677,165.04","33,631,820.28","1,961,253.89","14,399,709.45","20,904,527.20","27,899,221.61","1,308,099.36","6,954,397.33","18,254,490.19","26,088,701.43","30,240,408.77"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,771,516.22","15,602,211.73","3,234,435.88","1,233,609.26","2,331,821.39","2,574,131.70","3,227,488.41","7,385,587.74","15,328,084.04","14,940,686.13","19,863,678.83","24,316,759.59","28,809,667.28","14,956,357.20","30,301,144.19","36,341,711.99","41,633,094.70","11,950,866.42","24,151,303.66","30,056,570.00","40,342,942.60","5,125,310.95","13,903,489.43","25,306,253.54","238,751,737.75","207,019,775.55","240,641,575.80","259,817,463.67","261,174,011.23","2,215,940.87","14,654,459.45","21,995,685.17","29,266,039.38","1,316,599.36","6,992,587.33","18,353,838.19","28,091,700.78","30,260,908.77"
五、现金及现金等价物净增加额,"165,306,080.28","-61,746,524.79","49,734,382.03","167,969,685.76","73,847,013.78","878,187,357.32","845,276,211.91","961,077,942.56","895,737,928.72","129,346,574.94","114,958,196.33","312,389,862.53","180,677,572.87","221,410,499.72","76,393,927.14","206,702,344.92","35,343,053.63","30,913,111.01","-133,203,488.49","-102,930,121.41","-331,444,479.47","-63,602,466.28","-224,514,338.62","-177,042,936.60","-299,367,042.97","264,800,176.78","123,989,258.17","254,809,787.94","181,016,836.43","129,253,992.18","55,575,996.92","173,186,631.68","156,234,126.98","319,307,809.32","40,574,812.14","1,606,273,488.50","1,616,648,140.94","162,259,375.75"
购建固定资产、无形资产和其他长期资产支付的现金,"191,813,567.54","131,065,122.35","77,458,914.24","91,813,211.97","100,425,932.32","2,773,014.09","26,998,899.16","45,580,745.07","116,084,099.16","12,192,456.42","40,055,504.59","56,057,509.26","94,568,840.45","7,358,809.56","20,039,253.27","39,379,384.04","96,201,209.87","59,845,192.65","86,643,879.33","142,941,821.88","330,524,215.61","22,195,979.16","53,940,780.26","88,081,259.71","106,684,665.12","39,398,396.48","109,361,170.74","122,269,580.02","127,507,257.27","18,980,080.43","29,845,000.51","56,830,829.46","87,900,118.35","21,779,233.70","54,107,608.34","68,986,782.60","100,592,400.12","27,477,545.42"
期初现金及现金等价物余额,"89,064,520.67","254,370,600.95","192,624,076.16","242,358,458.19","242,358,458.19","316,205,471.97","316,205,471.97","316,205,471.97","316,205,471.97","1,211,943,400.69","1,211,943,400.69","1,211,943,400.69","1,211,943,400.69","1,392,620,973.56","1,392,620,973.56","1,392,620,973.56","1,392,620,973.56","1,427,964,027.19","1,427,964,027.19","1,427,964,027.19","1,287,964,027.19","956,519,547.72","956,519,547.72","956,519,547.72","956,519,547.72","657,152,504.75","657,152,504.75","657,152,504.75","657,152,504.75","838,169,341.18","838,169,341.18","838,169,341.18","838,169,341.18","994,403,468.16","994,403,468.16","994,403,468.16","994,403,468.16","2,611,051,609.10"
投资支付的现金,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00","400,000,000.00",,,,,,,,,,,,,
期末现金及现金等价物余额,"254,370,600.95","192,624,076.16","242,358,458.19","410,328,143.95","316,205,471.97","1,194,392,829.29","1,161,481,683.88","1,277,283,414.53","1,211,943,400.69","1,341,289,975.63","1,326,901,597.02","1,524,333,263.22","1,392,620,973.56","1,614,031,473.28","1,469,014,900.70","1,599,323,318.48","1,427,964,027.19","1,458,877,138.20","1,294,760,538.70","1,325,033,905.78","956,519,547.72","892,917,081.44","732,005,209.10","779,476,611.12","657,152,504.75","921,952,681.53","781,141,762.92","911,962,292.69","838,169,341.18","967,423,333.36","893,745,338.10","1,011,355,972.86","994,403,468.16","1,313,711,277.48","1,034,978,280.30","2,600,676,956.66","2,611,051,609.10","2,773,310,984.85"
