科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
资本公积,"258,184,354.08","296,892,429.37","307,578,893.37","307,578,893.37","307,578,893.37","307,578,893.37","1,337,767,572.60","1,337,767,572.60","1,416,765,617.86","1,431,596,831.12","1,450,711,924.98"
无形资产,"204,441,752.91","219,102,612.86","215,696,885.45","213,734,409.88","210,534,169.17","212,289,366.51","211,408,425.54","209,489,638.12","194,457,759.66","192,578,145.91","191,022,637.03"
盈余公积,"13,774,914.57","38,488,967.47","75,913,733.55","75,913,733.55","75,913,733.55","102,734,962.76","102,734,962.76","102,734,962.76","102,734,962.76","136,175,157.75","136,175,157.75"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,"82,816,304.00","82,816,304.00","82,816,304.00"
商誉,,,,,,,"113,119.50","113,119.50","113,119.50","113,119.50","113,119.50"
未分配利润,"337,934,831.99","666,147,515.76","975,626,262.89","908,835,310.28","1,004,121,272.99","1,166,343,955.89","1,224,953,614.08","1,022,852,535.90","1,098,827,005.83","1,351,657,909.31","1,470,549,015.23"
长期待摊费用,"144,379,474.77","93,927,691.05","133,647,788.62","162,754,914.54","165,612,056.22","164,838,340.63","144,004,060.22","115,573,395.42","110,039,560.39","176,296,161.57","128,111,057.04"
少数股东权益,"-1,133,273.88","-4,344,021.44","-7,237,560.85","-9,577,653.88","-11,102,931.72","-13,456,118.06","-14,947,942.80","-16,713,533.11","-17,540,300.83","-16,815,562.94","-1,081,921.21"
递延所得税资产,"114,100,464.33","144,903,567.98","190,262,833.40","196,913,657.90","248,026,311.37","272,298,028.84","279,199,460.28","291,642,373.78","321,986,005.47","329,377,480.44","337,127,004.96"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,"21,896,642.32","1,339,820.71","17,186,531.61","15,979,912.71","20,897,220.26","12,428,590.58","10,758,914.52","8,483,735.79","7,206,683.44","133,256,502.47","134,271,800.08"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"789,013,374.47","954,633,284.34","1,103,415,344.19","1,122,980,816.38","1,173,372,523.87","1,202,779,594.90","1,205,262,003.86","1,200,936,163.95","1,198,338,231.71","1,422,212,220.55","1,420,692,756.67"
所有者权益(或股东权益)合计,"1,028,760,826.76","1,417,184,891.16","1,771,881,328.96","1,702,750,283.32","1,796,510,968.19","1,983,201,693.96","3,125,508,206.64","2,921,641,538.15","2,998,903,381.62","3,300,730,431.24","3,454,470,272.75"
资产总计,"2,805,294,847.39","3,419,999,068.11","4,103,132,136.43","3,827,828,066.58","4,456,694,909.27","4,725,212,048.83","5,214,241,435.38","4,973,928,868.79","5,623,123,736.69","6,174,275,021.34","5,761,816,814.57"
负债和所有者(或股东权益)合计,"2,805,294,847.39","3,419,999,068.11","4,103,132,136.43","3,827,828,066.58","4,456,694,909.27","4,725,212,048.83","5,214,241,435.38","4,973,928,868.79","5,623,123,736.69","6,174,275,021.34","5,761,816,814.57"
