科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"27,209,275.63","38,503,271.28","13,681,611.38","51,555,048.71","19,009,308.07","32,674,608.04","48,993,980.82","68,027,405.24","32,103,240.22","52,516,954.96","76,998,260.43","102,515,934.17","42,715,796.09","70,893,266.92","108,591,840.74","144,568,761.33","62,790,905.65","101,520,862.52","146,073,172.89","188,290,462.78","67,060,678.55","113,143,208.38","165,763,541.43","210,854,399.90","85,413,551.48","138,799,078.88","195,736,688.64","246,394,972.92","82,489,719.57","138,091,051.52","194,079,755.89","249,027,534.49","93,428,762.62","153,438,778.27","224,340,444.42","281,606,027.55"
取得借款收到的现金,"57,000,000.00","28,700,000.00",,"60,000,000.00","90,000,000.00","150,000,000.00","194,496,735.60","294,496,735.60","86,000,000.00","265,668,734.35","496,788,867.62","726,525,067.62","98,000,000.00","315,500,000.00","315,500,000.00","345,500,000.00","30,000,000.00","200,000,000.00","390,000,000.00","562,000,000.00","259,000,000.00","473,000,000.00","729,000,000.00","919,000,000.00","165,000,000.00","495,000,000.00","670,000,000.00","812,318,716.60","55,200,000.00","60,000,000.00","213,070,000.00","296,075,880.14","140,000,000.00","333,197,440.47","410,659,157.81","577,254,265.87"
支付的各项税费,"44,324,334.09","85,143,637.22","13,613,145.69","88,791,887.23","21,835,841.95","53,495,834.10","90,922,286.03","122,462,029.24","31,372,328.84","79,007,482.79","118,957,734.14","162,363,942.16","38,220,756.99","92,195,335.08","149,139,774.43","190,983,743.30","47,616,481.58","103,589,374.42","156,033,937.79","207,319,719.69","56,287,068.85","118,484,338.69","176,625,035.20","235,803,880.34","63,190,380.61","125,535,219.17","177,973,525.65","232,438,975.04","49,845,054.86","114,043,050.33","167,560,717.85","212,963,405.33","52,869,449.91","132,094,925.78","190,237,571.57","259,872,199.65"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"67,524,238.60","81,889,209.60","18,924,279.59","93,901,612.04","25,114,590.75","48,265,602.86","84,675,663.60","126,193,295.86","30,855,523.84","67,895,058.07","111,384,918.25","150,365,374.94","38,424,399.17","78,242,476.32","139,942,431.49","195,143,833.69","41,395,073.62","94,486,745.48","144,345,264.31","205,888,247.60","46,845,951.34","97,648,180.59","164,846,364.49","226,356,368.74","47,452,520.37","91,531,340.69","151,644,985.08","203,719,499.13","42,224,157.45","87,827,816.82","150,799,798.39","206,723,303.25","59,267,243.97","122,644,759.13","166,015,034.25","224,349,089.98"
筹资活动现金流入小计,"115,310,000.00","98,000,000.00",,"60,000,000.00","90,000,000.00","1,261,816,000.00","1,306,312,735.60","1,407,062,735.60","86,000,000.00","266,568,734.35","497,688,867.62","727,425,067.62","98,000,000.00","315,500,000.00","315,500,000.00","346,117,675.55","30,614,673.20","200,614,673.20","390,614,673.20","562,614,673.20","259,000,000.00","473,000,000.96","729,000,000.96","922,348,823.69","168,869,315.24","499,123,342.03","700,464,933.02","852,789,887.32","1,047,374,547.02","1,052,174,547.02","1,207,009,074.81","1,290,014,954.95","140,250,000.00","473,447,440.47","551,069,157.81","743,211,017.56"
经营活动现金流出小计,"2,286,310,201.32","3,017,048,792.53","538,191,731.44","3,045,155,735.04","730,668,719.05","1,751,552,714.45","3,117,108,422.56","4,210,135,397.32","1,010,988,493.66","2,371,464,672.95","3,857,489,867.10","5,142,835,660.52","846,895,825.38","2,053,323,043.40","3,632,973,458.06","5,027,218,195.67","1,245,522,981.68","2,660,471,843.30","4,359,709,610.94","5,975,246,531.59","1,295,861,363.82","3,082,191,571.54","4,882,048,285.46","6,296,547,609.53","1,257,350,319.13","2,879,948,661.96","4,613,773,006.33","5,983,242,387.27","988,274,638.65","2,512,490,953.13","4,203,635,446.32","5,938,064,197.61","1,231,613,354.55","3,181,726,400.61","5,168,204,089.72","6,776,426,897.01"
偿还债务支付的现金,"36,436,103.98","29,000,000.00",,"48,700,000.00","60,000,000.00","60,000,000.00","190,000,000.00","254,496,735.60","80,000,000.00","160,000,000.00","265,869,367.62","475,788,967.62","184,525,100.00","392,226,100.00","428,736,100.00","546,236,100.00","30,000,000.00","130,000,000.00","160,000,000.00","385,000,000.00","190,000,000.00","327,000,000.00","626,000,000.00","801,000,000.00","190,000,000.00","290,000,000.00","385,000,000.00","585,000,000.00","537,318,716.60","635,715,564.61","687,318,716.60","700,246,974.85","161,441,230.75","198,147,621.89","217,242,956.48","412,684,873.09"
经营活动产生的现金流量净额,"65,110,891.43","56,374,433.24","-72,175,005.70","106,079,524.01","-119,272,420.85","-159,115,225.21","-524,385,122.98","-425,445,551.85","-174,443,729.69","-372,055,475.32","-545,336,702.63","-457,305,242.84","54,813,777.26","90,194,317.99","60,616,223.20","319,886,975.96","-40,547,666.54","40,362,801.76","-205,173,366.26","-74,512,037.80","-115,785,562.56","-103,620,693.74","-83,513,282.65","118,844,746.02","100,902,872.54","-80,052,562.57","-175,823,128.20","30,615,973.06","202,513,049.80","260,804,296.81","181,749,722.55","336,173,499.38","-86,379,886.66","-198,832,953.69","-243,028,423.72","-33,846,882.40"
分配股利、利润或偿还利息支付的现金,"35,171,003.08","47,045,152.65","27,276,848.13","46,195,071.51","50,595,201.99","55,674,036.39","57,410,182.36","61,817,963.81","453,987.43","61,555,235.76","63,333,731.96","71,386,027.20","4,585,993.91","65,449,673.81","70,113,734.08","81,533,764.71","5,195,251.60","86,688,820.43","91,978,494.43","99,732,865.61","8,799,523.70","78,484,075.90","93,644,667.11","102,289,529.84","10,900,832.53","91,869,542.30","104,616,927.91","120,439,120.02","9,795,681.67","71,441,446.34","75,210,480.34","77,618,849.60","3,905,545.76","51,773,320.09","56,128,436.56","59,334,333.81"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"48,000,000.00","48,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","170,000,000.00","180,000,000.00","240,000,000.00","410,000,000.00"
支付其他与筹资活动有关的现金,,,,,,"3,701,323.20","16,300,000.00","7,618,500.00",,,,,,,,,,,,,,,,"750,000.00",,,,,,"4,156,595.52","4,156,595.52","28,825,686.97",,,,"100,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,010,739.73","10,054,657.54","10,084,000.00","56,947,010.19","57,677,350.37","60,356,405.16","67,319,902.19"
筹资活动现金流出小计,"71,607,107.06","76,045,152.65","27,276,848.13","94,895,071.51","110,595,201.99","119,375,359.59","263,710,182.36","323,933,199.41","80,453,987.43","221,555,235.76","329,203,099.58","547,174,994.82","189,111,093.91","457,675,773.81","498,849,834.08","627,769,864.71","35,195,251.60","216,688,820.43","251,978,494.43","484,732,865.61","198,799,523.70","405,484,075.90","719,644,667.11","904,039,529.84","200,900,832.53","381,869,542.30","489,616,927.91","705,439,120.02","547,114,398.27","711,313,606.47","766,685,792.46","806,691,511.42","165,346,776.51","249,920,941.98","273,371,393.04","472,119,206.90"
处置固定资产、无形资产和其他长期资产收回的现金净额,"56,045.73","25,800.00",,"73,632.73","2,824.00","219,725.51","241,625.51","274,459.41","44,769.23","42,969.23","70,130.90","76,203.11","94,920.23","133,206.06","131,369.14","133,480.44",,,"64,219.41","29,670.97","149,971.19","212,182.34","290,601.29","292,390.57","14,012.65","21,526,565.78","21,214,236.85","1,126,402.10","399,152.94","705,055.09","815,033.05","1,298,458.94","33,123.09","199,833.66","225,878.87","467,337.23"
筹资活动产生的现金流量净额,"43,702,892.94","21,954,847.35","-27,276,848.13","-34,895,071.51","-20,595,201.99","1,142,440,640.41","1,042,602,553.24","1,083,129,536.19","5,546,012.57","45,013,498.59","168,485,768.04","180,250,072.80","-91,111,093.91","-142,175,773.81","-183,349,834.08","-281,652,189.16","-4,580,578.40","-16,074,147.23","138,636,178.77","77,881,807.59","60,200,476.30","67,515,925.06","9,355,333.85","18,309,293.85","-32,031,517.29","117,253,799.73","210,848,005.11","147,350,767.30","500,260,148.75","340,860,940.55","440,323,282.35","483,323,443.53","-25,096,776.51","223,526,498.49","277,697,764.77","271,091,810.66"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"6,873,738.95",,,"43,714,482.81",,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,"-16,987.06",,,,"-55,201.16","-16,522.79","30,820.99","-16,365.72","-25,628.80","-79,675.73","-42,289.11","-93,706.42","146,116.32","53,973.12","125,125.48","105,856.93","101,432.25","11,370.25","-36,523.42","-137,781.15","-198,168.73"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"8,000,000.00",,,,"4,000,000.00",,,,"7,453,640.00",,,,,,,,"415,199.58"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"56,045.73","25,800.00",,"73,632.73","2,824.00","219,725.51","241,625.51","274,459.41","44,769.23","42,969.23","70,130.90","76,203.11","94,920.23","133,206.06","131,369.14","133,480.44",,,"64,219.41","8,029,670.97","149,971.19","212,182.34","290,601.29","4,292,390.57","6,887,751.60","69,526,565.78","69,214,236.85","52,294,524.91","50,399,152.94","50,715,794.82","50,869,690.59","51,382,458.94","226,980,133.28","237,877,184.03","300,582,284.03","478,202,439.00"
五、现金及现金等价物净增加额,"28,906,402.64","55,728,750.55","-107,216,307.90","43,979,052.68","-141,744,006.95","974,213,763.22","488,280,205.68","591,727,853.16","-177,578,439.93","-415,863,367.58","-478,464,285.99","-374,055,973.08","-59,648,910.50","-76,344,871.80","-198,652,046.60","-55,323,774.72","-95,359,374.28","-49,470,708.33","-153,716,913.64","-107,782,181.04","-65,501,920.19","-72,837,144.99","-119,898,054.08","33,023,312.52","-36,060,107.62","-127,748,986.22","-141,564,149.63","-57,300,054.01","625,202,304.12","513,203,013.44","488,853,785.35","300,242,797.52","93,529,201.84","-115,283,735.35","-69,713,515.90","277,181,983.40"
购建固定资产、无形资产和其他长期资产支付的现金,"39,929,002.59","22,626,330.04","7,764,454.07","27,279,032.55","1,879,208.11","9,331,377.49","30,178,850.09","66,230,590.59","7,625,492.04","33,766,095.49","46,374,617.71","36,878,741.56","13,446,514.08","24,496,622.04","43,352,163.11","60,977,413.15","50,231,129.34","63,759,362.86","77,243,945.56","107,620,420.64","10,050,282.33","29,724,202.37","38,763,163.58","98,397,489.12","11,739,538.74","44,975,671.29","66,250,728.21","98,248,606.84","9,212,252.25","19,119,202.54","52,510,825.39","72,859,531.52","20,935,638.52","27,817,940.76","54,282,759.83","78,357,215.13"
期初现金及现金等价物余额,"58,463,383.47","87,369,786.11","143,098,536.66","143,098,536.66","187,077,589.34","187,077,589.34","187,077,589.34","187,077,589.34","778,805,442.50","778,805,442.50","778,805,442.50","778,805,442.50","404,749,469.42","404,749,469.42","404,749,469.42","404,749,469.42","349,425,694.70","349,425,694.70","349,425,694.70","349,425,694.70","241,643,513.66","241,643,513.66","241,643,513.66","241,643,513.66","274,666,826.18","274,666,826.18","274,666,826.18","274,666,826.18","217,366,772.17","217,366,772.17","217,366,772.17","217,366,772.17","517,609,569.69","517,609,569.69","517,609,569.69","517,609,569.69"
投资支付的现金,,,,,,,,,"1,100,000.00","55,098,264.59","55,308,864.59","5,100,000.00","10,000,000.00",,,,,,,,,,,,"100,000,000.00","179,458,828.76","179,458,828.76","100,000,000.00",,"1,506,194.90","13,006,194.90","379,200,758.28","1,050,000.00","350,000,000.00","350,544,600.00","359,710,000.00"
期末现金及现金等价物余额,"87,369,786.11","143,098,536.66","35,882,228.76","187,077,589.34","45,333,582.39","1,161,291,352.56","675,357,795.02","778,805,442.50","601,227,002.57","362,942,074.92","300,341,156.51","404,749,469.42","345,100,558.92","328,404,597.62","206,097,422.82","349,425,694.70","254,066,320.42","299,954,986.37","195,708,781.06","241,643,513.66","176,141,593.47","168,806,368.67","121,745,459.58","274,666,826.18","238,606,718.56","146,917,839.96","133,102,676.55","217,366,772.17","842,569,076.29","730,569,785.61","706,220,557.52","517,609,569.69","611,138,771.53","402,325,834.34","447,896,053.79","794,791,553.09"
