科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应交税费,"7,768,761.49","3,984,861.69","8,127,253.63","8,688,014.08","7,050,541.45","7,207,308.64","6,553,348.67","5,087,620.80","6,282,213.97","2,429,138.43","1,935,651.25"
应收利息,,,,,,,,,,,
应付利息,"573,355.67","382,158.34","416,916.88","328,924.45","327,983.33","542,562.03","728,887.02","809,519.44","942,728.47","916,446.72","962,188.17"
应收股利,,,,,,,,,,,
应付股利,,,,,,,,"19,252,200.00",,,
存货,"261,270,688.05","241,791,555.48","231,494,628.28","304,139,210.89","328,078,507.36","422,317,012.81","541,544,089.70","595,077,083.69","651,614,533.19","625,668,833.97","630,484,698.24"
其他应付款,"10,473,110.32","1,178,030.26","1,304,029.68","1,311,246.43","840,480.57","6,021,055.16","3,722,858.08","3,205,723.00","2,878,714.50","5,250,645.93","6,383,655.44"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,
其他流动资产,,,,"3,277,786.26","3,624,944.54","9,929,146.77","101,982,258.37","29,896,178.91","28,556,708.04","6,656,995.84","2,882,800.29"
其他流动负债,,,,,,,,,,,
流动资产合计,"528,617,828.34","551,874,541.88","600,399,288.33","645,014,278.63","735,212,983.64","1,193,363,123.59","1,284,230,354.49","1,319,107,897.85","1,293,221,264.77","1,218,462,333.47","1,327,241,972.70"
流动负债合计,"454,105,206.52","366,154,739.11","384,348,639.66","419,039,482.82","442,280,433.74","591,730,241.67","679,346,795.05","775,181,234.94","737,120,199.07","680,412,948.72","800,004,082.05"
可供出售金融资产,,,,,,,,,,,
长期借款,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,"8,472,694.23","2,105,490.48","4,632,687.55","48,878,304.00","46,036,000.19","43,844,204.82","36,738,939.47","32,196,275.77","27,708,648.68","23,496,570.81"
长期股权投资,,,,,,,,,,,
专项应付款,,,,,,,,,,,
投资性房地产,"3,483,134.96","3,300,318.44",,,,,"1,731,775.92","2,823,985.32","2,778,925.44","2,733,865.56","2,688,805.68"
预计负债,,,,,,,,,,,
固定资产,"199,866,458.28","184,850,305.76","198,864,085.00","206,773,728.42","205,222,511.69","228,795,894.50","225,691,140.62","225,477,827.75","228,164,306.36","248,031,501.71","247,193,716.18"
递延所得税负债,,,,,,,,,,"603,406.71","2,218,972.98"
在建工程,"879,113.31","1,530,653.44","7,434,990.57","19,781,504.31","20,207,302.33",,"232,348.73","6,022,697.16","12,677,841.25","25,747,332.38","29,908,269.66"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"1,444,444.44","9,750,471.99","3,216,601.56","5,660,465.29","49,864,415.08","46,980,444.59","44,746,982.55","37,600,050.53","33,015,720.16","29,089,833.11","26,451,654.84"
固定资产清理,,,,,,,,,,,
负债合计,"455,549,650.96","375,905,211.10","387,565,241.22","424,699,948.11","492,144,848.82","638,710,686.26","724,093,777.60","812,781,285.47","770,135,919.23","709,502,781.83","826,455,736.89"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"77,546,500.00","87,500,000.00","87,500,000.00","87,500,000.00","87,500,000.00","116,680,000.00","116,680,000.00","116,680,000.00","175,020,000.00","175,020,000.00","175,020,000.00"
油气资产,,,,,,,,,,,
资本公积,"200,394,259.71","240,440,759.71","240,440,759.71","240,440,759.71","241,190,132.54","511,809,170.27","511,809,170.26","511,809,170.27","453,469,170.27","453,469,170.27","453,469,170.27"
无形资产,"46,195,801.65","44,882,613.17","45,460,475.96","45,129,796.18","44,852,188.61","44,557,059.71","44,266,204.31","43,069,258.33","42,811,773.47","65,108,052.95","64,679,636.39"
盈余公积,"4,890,294.10","8,981,865.15","14,795,048.18","14,795,048.18","14,795,048.18","21,100,352.98","21,100,352.98","21,100,352.98","21,100,352.98","25,895,116.48","25,895,116.48"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"43,941,203.99","81,137,271.22","132,102,356.75","156,391,035.26","178,205,965.02","189,199,001.20","198,591,355.42","191,430,306.50","206,224,127.77","212,851,211.34","221,923,651.60"
长期待摊费用,"348,103.00","274,818.16",,,,,,"414,285.73","276,190.51",,
少数股东权益,,,,,,,,,,"18,905,329.54","21,729,190.44"
递延所得税资产,"2,931,469.22","3,000,169.16","3,176,480.63","4,184,453.30","3,440,553.53","3,171,383.84","3,698,600.67","3,566,829.79","3,493,578.41","4,058,272.49","4,257,358.06"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,"4,251,687.17","7,068,085.37","2,943,030.42","4,900,454.76","7,611,749.07","12,424,231.52","53,318,333.29","42,525,690.04","31,502,590.55","48,527,485.14"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"253,704,080.42","242,090,565.30","262,004,117.53","278,812,512.63","278,623,010.92","284,136,087.12","288,044,301.77","334,693,217.37","332,728,305.48","377,181,615.64","397,255,271.11"
所有者权益(或股东权益)合计,"326,772,257.80","418,059,896.08","474,838,164.64","499,126,843.15","521,691,145.74","838,788,524.45","848,180,878.66","841,019,829.75","855,813,651.02","886,141,167.28","898,041,506.92"
资产总计,"782,321,908.76","793,965,107.18","862,403,405.86","923,826,791.26","1,013,835,994.56","1,477,499,210.71","1,572,274,656.26","1,653,801,115.22","1,625,949,570.25","1,595,643,949.11","1,724,497,243.81"
负债和所有者(或股东权益)合计,"782,321,908.76","793,965,107.18","862,403,405.86","923,826,791.26",,"1,477,499,210.71","1,572,274,656.26","1,653,801,115.22","1,625,949,570.25","1,595,643,949.11","1,724,497,243.81"
