科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"151,446,736.75","192,519,974.70","62,420,138.50","233,251,802.34","59,597,811.25","105,879,738.70","201,291,176.09","281,198,663.64","94,594,995.64","167,147,788.02","255,198,410.57","361,621,951.61","116,391,244.21","207,478,353.60","306,201,301.55","427,681,212.23","134,202,833.74","240,392,029.55","353,262,795.41","474,416,555.11","145,838,282.96","257,602,839.63","377,451,746.35","508,880,672.08","140,054,722.77","251,837,417.52","368,318,159.36","505,028,261.74","141,075,179.21","249,732,687.64","363,272,170.74","502,672,269.15","132,069,627.60","250,215,278.82","373,203,661.94","514,876,827.16","153,629,502.09","280,871,106.26","422,397,510.05","588,795,751.33","183,062,038.93"
取得借款收到的现金,"62,800,000.00","165,000,000.00","134,510,000.00","195,500,000.00","135,125,000.00","326,865,000.00","367,650,000.00","424,865,000.00","28,000,000.00","166,000,000.00","292,600,000.00","306,300,000.00","71,500,000.00","201,848,390.00","628,226,640.00","1,209,040,784.24","526,143,000.00","1,183,502,600.00","1,389,502,600.00","1,773,957,962.54","336,000,000.00","577,956,637.22","954,956,637.22","1,179,400,000.00","295,000,000.00","585,000,000.00","688,000,000.00","841,757,842.40","220,000,000.00","568,000,000.00","826,000,000.00","1,214,000,000.00","327,023,000.00","595,154,600.00","595,154,600.00","595,154,600.00",,"153,000,000.00","533,268,000.00","533,268,000.00",
支付的各项税费,"171,996,618.29","180,211,415.83","39,122,991.51","179,747,144.20","40,844,775.68","106,032,518.52","160,465,798.57","212,675,094.26","70,117,628.68","163,974,482.88","218,613,365.05","275,704,021.85","91,754,390.93","200,233,271.54","298,466,069.02","417,894,787.34","118,944,744.52","202,624,597.82","258,931,551.76","326,614,771.98","93,988,854.21","197,151,361.92","274,998,671.54","360,673,298.59","72,548,705.75","144,769,944.87","225,477,413.54","297,545,280.58","77,978,267.45","168,201,282.74","227,622,038.75","305,162,577.28","99,098,130.87","199,911,739.13","335,146,403.34","434,430,096.97","148,756,983.55","293,801,834.19","414,791,676.48","529,932,055.79","142,227,695.82"
收到其他与筹资活动有关的现金,"22,920,000.00","58,610,000.00","32,583,795.16","14,420,000.00","516,743.02",,,"8,301,800.00",,,,"28,614,800.00",,,,"2,442,600.00",,,,,,,,,,,"498,500,000.00",,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"155,771,780.53","118,472,689.54","40,745,824.33","140,706,448.15","41,283,476.43","58,828,186.35","75,778,827.73","175,907,218.74","97,025,846.26","114,743,186.64","143,117,863.85","159,288,938.75","60,871,605.75","124,640,431.42","221,244,235.36","203,985,234.54","62,787,419.31","123,075,506.28","191,629,271.98","275,021,357.70","57,796,680.91","151,626,737.29","248,435,184.06","212,738,004.10","50,472,199.29","119,539,881.59","239,030,813.89","240,037,187.37","47,888,713.30","118,609,532.83","188,776,206.24","191,266,539.45","38,402,018.42","86,668,500.18","146,263,425.21","189,538,976.67","43,109,913.18","97,815,165.47","949,598,840.15","329,604,684.72","54,820,530.98"
筹资活动现金流入小计,"119,557,095.00","253,404,300.00","167,093,795.16","221,536,758.80","135,641,743.02","1,604,865,000.00","1,645,650,000.00","1,701,466,800.00","28,000,000.00","177,719,352.11","320,269,352.11","377,988,248.97","71,500,000.00","234,923,390.00","698,801,640.00","1,282,573,984.24","857,743,000.00","1,515,102,600.00","1,727,502,800.00","1,811,658,162.54","493,554,132.32","735,510,769.54","1,261,910,769.54","1,334,321,538.65","295,000,000.00","585,000,000.00","1,186,500,000.00","1,361,757,842.40","220,000,000.00","864,250,000.00","1,319,750,000.00","1,714,000,000.00","327,023,000.00","595,154,600.00","1,539,316,826.47","1,539,316,826.47","1,519,068.06","154,519,648.40","539,187,648.40","539,181,688.40",
经营活动现金流出小计,"1,865,683,968.36","1,857,161,432.72","413,784,551.62","1,782,811,028.44","597,277,201.29","817,161,561.26","1,294,869,251.82","1,818,607,519.03","682,390,064.96","1,179,944,572.50","1,692,504,919.82","2,107,278,016.84","808,189,788.04","1,367,430,535.18","1,834,652,474.77","3,016,442,241.96","539,759,185.00","1,261,479,308.96","2,054,622,902.02","2,999,816,587.00","698,091,742.73","1,492,499,119.22","2,314,758,766.28","2,665,540,970.48","562,187,680.79","1,178,745,786.38","1,874,619,823.25","2,510,959,137.02","579,714,070.95","1,150,760,353.49","1,711,906,192.21","2,026,627,486.84","586,945,386.60","1,419,927,721.78","2,128,341,693.86","2,788,010,384.88","850,000,322.58","1,885,540,717.31","3,891,483,567.86","3,402,117,576.28","1,028,975,192.25"
偿还债务支付的现金,"36,800,000.00","56,000,000.00","32,500,000.00","110,000,000.00","20,000,000.00","126,175,000.00","226,050,000.00","122,351,000.00","25,000,000.00","197,996,000.00","322,996,000.00","296,798,000.00","5,000,000.00","52,488,520.00","77,488,520.00","433,216,144.24","256,000,000.00","427,000,000.00","568,590,377.40","685,996,562.54","324,504,000.00","668,555,886.41","931,134,220.16","1,055,291,600.00","122,030,000.00","631,388,900.26","953,061,643.99","1,251,220,176.29","175,943,000.00","669,443,000.00","827,943,000.00","913,445,000.00","247,000,000.00","784,996,640.00","1,142,019,640.00","1,445,521,640.00","159,750,000.00","820,881,600.00","979,131,600.00","1,138,901,600.00","117,750,000.00"
经营活动产生的现金流量净额,"476,410,100.16","271,951,596.88","31,208,920.79","217,012,590.88","-5,339,705.97","147,840,817.09","93,794,327.98","369,990,293.03","-156,910,210.82","-194,188,762.17","-103,944,516.08","139,156,350.25","-77,616,724.24","169,425,522.60","171,257,053.63","156,082,398.33","348,413,252.18","194,018,587.99","71,051,584.20","416,590,784.74","47,136,168.36","68,642,426.96","-142,643,616.03","139,746,126.00","77,691,886.94","184,484,160.73","169,642,334.48","432,593,943.25","-42,097,912.59","24,667,313.87","51,493,182.35","424,105,176.91","171,247,804.22","369,764,305.40","525,785,923.91","851,164,881.45","385,100,287.18","554,086,307.18","760,851,162.48","1,281,967,864.75","263,867,026.67"
分配股利、利润或偿还利息支付的现金,"174,470,799.42","124,218,413.03","16,326,986.30","128,465,214.30","155,942,615.56","146,128,680.75","149,816,373.52","162,109,502.21","2,654,962.93","89,571,765.71","99,250,769.09","111,813,643.47","6,724,578.33","140,819,871.10","159,676,922.41","192,807,647.04","25,810,372.89","180,355,357.90","209,825,309.47","251,158,800.03","47,108,797.25","126,835,056.33","164,209,128.90","214,842,363.02","39,930,620.42","114,322,103.51","153,745,078.09","194,521,690.42","31,566,991.00","88,521,169.25","140,230,210.15","164,372,088.47","26,090,635.00","72,365,281.87","136,215,793.65","158,501,994.76","13,651,011.01","125,484,881.13","171,989,236.16","205,747,011.21","6,965,145.35"
收回投资收到的现金,,"1,387,679.16","872,835.04",,"615,370.03",,,"1,631,373.34",,,,,,,,,,,,,,"20,205,372.71","20,205,372.71","16,144,549.67",,,,,,,"745,500.00","2,227,692.53",,,,,,,,,
支付其他与筹资活动有关的现金,,"6,040,000.00","14,871.33",,"176,679.17","31,950,195.60","32,860,112.29","121,857,425.40",,,,"28,953,140.00",,,,"1,624,440.00",,,,"11,413,023.32",,,,"8,149,410.74",,,,"1,135,920.00",,,,"23,552,011.70",,,,"44,478,270.28",,,,"20,346,420.00",
取得投资收益收到的现金,"36,945.90","92,364.75","304,654.09","731,916.60","16,781,284.84","3,065,820.16","3,079,711.96","3,166,093.96",,"7,587,968.20","7,587,968.20","8,830,823.70",,"2,860,954.90","2,860,954.90","10,849,837.04",,"2,006,105.65","5,804,545.19","6,042,062.20",,"3,615,025.33","11,204,951.43","5,591,671.20",,"396,796.00","701,804.50","924,329.50",,"487,597.00","1,969,789.53","500,100.25",,"3,349,299.25","3,349,299.25","3,349,299.25",,"1,447,597.00","1,447,597.00","7,282,987.64",
筹资活动现金流出小计,"211,270,799.42","186,258,413.03","48,841,857.63","238,465,214.30","176,119,294.73","304,253,876.35","408,726,485.81","406,317,927.61","27,654,962.93","287,567,765.71","422,246,769.09","437,564,783.47","11,724,578.33","193,308,391.10","237,165,442.41","627,648,231.28","281,810,372.89","607,355,357.90","778,415,686.87","948,568,385.89","371,612,797.25","795,390,942.74","1,095,343,349.06","1,278,283,373.76","161,960,620.42","745,711,003.77","1,106,806,722.08","1,446,877,786.71","207,509,991.00","757,964,169.25","968,173,210.15","1,101,369,100.17","273,090,635.00","857,361,921.87","1,278,235,433.65","1,648,501,905.04","173,401,011.01","946,366,481.13","1,151,120,836.16","1,364,995,031.21","124,715,145.35"
处置固定资产、无形资产和其他长期资产收回的现金净额,"788,994.00","3,029,869.00","23,000.00","2,774,297.66","15,585,165.00","15,585,165.00","17,527,315.00","15,377,071.00","54,753.41","432,053.41","872,053.41","4,076,016.16","49,088,900.00","45,369,772.39","45,487,097.39","45,582,956.24",,"105,500.00","110,106.00","4,438,398.85","5,562.30","632,943.30","785,436.10","49,885,044.91","10,378,848.00","10,391,348.00","10,391,788.00","340,043.74",,"17,652.12","19,972.12","261,687.88","8,155,727.70","8,297,476.20","8,380,995.38","9,751,263.99","10,000,000.00","10,162,688.00","10,797,688.00","12,964,256.97","7,693,161.00"
筹资活动产生的现金流量净额,"-91,713,704.42","67,145,886.97","118,251,937.53","-16,928,455.50","-40,477,551.71","1,300,611,123.65","1,236,923,514.19","1,295,148,872.39","345,037.07","-109,848,413.60","-101,977,416.98","-59,576,534.50","59,775,421.67","41,614,998.90","461,636,197.59","654,925,752.96","575,932,627.11","907,747,242.10","949,087,113.13","863,089,776.65","121,941,335.07","-59,880,173.20","166,567,420.48","56,038,164.89","133,039,379.58","-160,711,003.77","79,693,277.92","-85,119,944.31","12,490,009.00","106,285,830.75","351,576,789.85","612,630,899.83","53,932,365.00","-262,207,321.87","261,081,392.82","-109,185,078.57","-171,881,942.95","-791,846,832.73","-611,933,187.76","-825,813,342.81","-124,715,145.35"
处置子公司及其他营业单位收到的现金净额,,"196,161.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,186,521.71",,,,,,,,,
四、汇率变动对现金的影响,"1,141,352.19","-9,426,107.49","-325,303.66","5,173,857.00","9,380.84","-8,829,561.33","4,873,528.44","2,698,660.28","3,716,820.94","4,659,912.81","3,138,914.73","287,728.80","1,401,010.84","-691,402.48","524,945.01","-103,977.47","-1,723,058.64","-2,179,566.02","-1,660,887.55","-1,032,341.62","124,773.37","-2,782,781.00","-6,429,523.77","-7,144,583.85","-3,763,291.49","-5,561,453.26","-4,147,142.35","-865,515.10","-253,488.83","710,620.65","129,625.32","1,654,329.04","-685,407.28","1,901,022.29","31,730,619.86","556,575.42","-1,559,641.90","-1,163,453.51","2,519,138.22","2,131,911.13","-1,436,355.25"
收到其他与投资活动有关的现金,"80,880,000.00","88,174,000.00","550,000.00","109,795,200.00","20,810,369.52",,,"7,823,330.00",,,"63,610,200.00","82,906,030.00",,"41,808,500.00","41,846,450.00","60,368,500.00",,"50,000,000.00","50,000,000.00","92,123,600.00","13,400,000.00","41,682,600.00","41,682,600.00","82,219,200.00",,,,"12,153,000.00",,"60,000,000.00","60,000,000.00","63,764,500.00",,,,"10,485,977.00",,,,"686,800,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"81,705,939.90","92,880,074.25","1,750,489.13","113,301,414.26","53,792,189.39","18,650,985.16","20,607,026.96","27,997,868.30","54,753.41","8,020,021.61","72,070,221.61","95,812,869.86","49,088,900.00","90,039,227.29","90,194,502.29","116,801,293.28",,"52,111,605.65","55,914,651.19","102,604,061.05","13,405,562.30","66,135,941.34","73,878,360.24","153,840,465.78","10,378,848.00","10,788,144.00","11,093,592.50","13,417,373.24",,"60,505,249.12","62,735,261.65","150,940,502.37","8,155,727.70","11,646,775.45","11,730,294.63","23,586,540.24","10,000,000.00","11,610,285.00","12,245,285.00","707,047,244.61","7,693,161.00"
五、现金及现金等价物净增加额,"249,384,731.64","-34,505,856.91","-29,335,390.54","67,897,363.19","-140,337,101.34","1,262,611,754.22","1,060,184,124.74","1,316,251,709.91","-229,880,832.02","-547,385,968.64","-505,889,218.71","-666,446,927.40","-82,725,320.09","-286,331,755.25","-440,517,283.94","-547,127,277.02","466,079,198.87","351,853,166.29","-37,892,117.45","-19,294,237.96","133,514,310.31","-5,922,770.47","-15,701,450.29","-297,596,364.51","27,474,520.38","-82,845,258.91","130,599,860.50","-24,718,408.87","-57,672,819.55","-98,495,795.42","166,525,080.10","83,023,261.46","227,635,857.90","108,745,683.19","782,956,248.98","576,361,034.37","183,291,729.43","-319,754,116.78","64,235,494.56","108,644,843.66","-53,672,752.17"
购建固定资产、无形资产和其他长期资产支付的现金,"123,023,085.83","440,686,618.66","180,221,434.33","236,827,593.45","34,209,098.29","96,389,110.35","190,069,772.83","272,673,557.80","77,087,232.62","243,307,254.70","362,231,573.25","828,354,341.81","114,049,316.08","583,403,639.59","1,160,046,273.23","1,474,410,844.12","410,248,718.78","750,899,992.43","1,059,345,867.42","1,400,546,518.78","43,164,328.79","71,489,556.31","100,525,462.95","640,076,537.33","189,872,302.65","111,845,106.61","125,682,202.05","324,744,265.95","27,811,427.13","290,664,809.81","299,409,779.07","1,106,307,646.69","5,014,631.74","12,359,098.08","25,785,702.52","86,961,884.17","19,303,572.90","73,377,022.72","79,633,503.38","398,938,834.02","199,081,439.24"
期初现金及现金等价物余额,"331,802,081.90","581,186,813.54","546,680,956.63","546,680,956.63","614,578,319.82","614,578,319.82","614,578,319.82","614,578,319.82","1,930,830,029.73","1,930,830,029.73","1,930,830,029.73","1,930,830,029.73","1,264,383,102.33","1,264,383,102.33","1,264,383,102.33","1,264,383,102.33","717,255,825.31","717,255,825.31","717,255,825.31","717,255,825.31","697,961,587.35","697,961,587.35","697,961,587.35","697,961,587.35","400,365,222.84","400,365,222.84","400,365,222.84","400,365,222.84","375,646,813.97","375,646,813.97","375,646,813.97","375,646,813.97","458,670,075.43","458,670,075.43","458,670,075.43","458,670,075.43","1,035,031,109.80","1,035,031,109.80","1,035,031,109.80","1,035,031,109.80","1,143,675,953.46"
投资支付的现金,,,,"13,834,450.00","99,070,000.00","99,272,500.00","105,944,500.00","106,910,426.29",,"12,721,472.59","12,721,472.59","13,773,000.00",,,,,,"2,649,808.00","6,643,808.00",,"5,929,200.00","6,548,628.26","6,548,628.26",,,,,,,,,,,,"21,586,279.72",,"19,063,400.00","19,063,400.00","19,813,400.00","750,000.00",
期末现金及现金等价物余额,"581,186,813.54","546,680,956.63","517,345,566.09","614,578,319.82","474,241,218.48","1,877,190,074.04","1,674,762,444.56","1,930,830,029.73","1,700,949,197.71","1,383,444,061.09","1,424,940,811.02","1,264,383,102.33","1,181,657,782.24","978,051,347.08","823,865,818.39","717,255,825.31","1,183,335,024.18","1,069,108,991.60","679,363,707.86","697,961,587.35","831,475,897.66","692,038,816.88","682,260,137.06","400,365,222.84","427,839,743.22","317,519,963.93","530,965,083.34","375,646,813.97","317,973,994.42","277,151,018.55","542,171,894.07","458,670,075.43","686,305,933.33","567,415,758.62","1,241,626,324.41","1,035,031,109.80","1,218,322,839.23","715,276,993.02","1,099,266,604.36","1,143,675,953.46","1,090,003,201.29"
