科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"3,995,299.84","5,676,517.69","3,189,067.09","7,732,905.20","5,743,375.38","9,288,048.65","11,346,046.52","3,904,339.51","8,473,564.58","13,963,863.57","18,970,835.87","5,760,197.57","11,168,190.21","15,896,855.75","23,082,683.32","7,511,547.08","13,101,428.77","21,989,129.94","23,511,742.21","9,760,652.06","19,544,661.25","30,903,782.79","39,174,614.35","8,910,383.01","15,833,293.50","22,166,538.78","26,625,912.14","7,059,184.89","13,656,765.22","20,448,562.66","28,830,797.94","11,017,844.46","20,786,974.83","33,268,604.97","45,994,823.13","19,898,032.15"
取得借款收到的现金,"3,000,000.00","20,000,000.00",,"20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"700,000.00",,,"10,000,000.00",,,,"5,000,000.00","5,000,000.00"
支付的各项税费,"5,377,023.14","19,653,047.55","5,481,151.44","13,943,057.16","10,253,710.26","15,249,651.10","22,542,771.41","9,926,859.79","16,509,313.77","22,442,599.20","32,855,904.96","14,208,689.12","19,721,492.33","27,370,999.90","43,477,900.48","16,052,352.95","22,359,261.01","27,460,839.71","36,166,931.43","13,531,742.13","35,716,093.52","37,811,425.18","43,144,223.67","11,353,124.54","13,592,188.78","17,005,194.85","25,459,745.21","13,308,492.33","17,145,994.43","22,244,807.67","33,055,574.51","12,442,818.93","24,064,792.94","33,077,221.80","50,581,277.99","36,103,649.11"
收到其他与筹资活动有关的现金,"11,290,000.00","11,000,000.00",,,,,,,,,,,"3,256,805.58","3,256,805.58","11,531,355.49",,"8,241,647.79",,"2,353,011.04",,,,"23,165,814.13",,,,"22,120,053.41",,"9,005,272.04",,"9,005,272.04","21,000,000.00","28,153,559.00","28,153,559.00","21,751,059.00",
支付其他与经营活动有关的现金,"13,764,096.88","14,719,233.66","11,024,277.46","25,367,770.57","13,099,108.59","19,607,923.01","23,535,343.59","6,088,771.20","15,636,607.76","26,646,088.26","38,578,189.04","18,076,954.09","26,930,887.42","39,059,581.02","49,349,599.10","11,201,130.82","23,334,874.52","36,814,817.27","47,806,011.52","19,235,975.46","33,186,489.34","46,598,094.37","52,528,207.02","13,667,436.57","26,930,870.33","29,183,220.54","30,791,154.36","10,380,951.17","26,900,975.44","31,151,619.56","46,655,476.36","12,898,009.59","37,101,889.84","42,008,763.02","66,365,603.33","12,035,338.14"
筹资活动现金流入小计,"14,990,000.00","47,800,000.00",,"20,000,000.00",,"467,828,130.00","467,828,130.00",,,,,,"3,256,805.58","3,256,805.58","11,531,355.49",,"8,241,647.79",,"2,353,011.04",,,,"23,165,814.13",,,,"22,120,053.41","700,000.00","9,005,272.04",,"199,005,264.06","21,000,000.00","28,153,559.00","28,153,559.00","62,537,459.01","5,000,000.00"
经营活动现金流出小计,"47,639,218.22","66,496,544.19","26,349,524.65","63,066,832.61","37,339,820.08","57,495,003.68","73,028,681.01","25,302,609.48","54,565,864.47","86,241,111.43","120,908,397.75","49,453,370.34","77,895,500.89","109,866,595.48","170,081,800.74","42,986,490.09","71,793,701.90","117,549,574.37","144,907,670.10","54,008,121.15","117,476,857.87","167,700,969.95","216,888,741.86","44,011,050.81","82,096,576.14","112,186,372.39","169,958,127.08","53,008,697.13","94,292,575.13","125,653,178.94","191,563,320.95","56,098,733.99","124,192,465.66","195,436,886.65","320,317,258.72","98,630,021.52"
偿还债务支付的现金,,"8,000,000.00","15,000,000.00","15,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,"5,871,161.39","11,321,088.67","14,321,088.67","14,805,588.67","700,000.00",,"7,461,200.00",,"780,000.00","130,000.00","80,000.00",,,,"5,000,000.00","10,000,000.00",
经营活动产生的现金流量净额,"-2,918,217.18","10,259,002.79","20,412,266.18","40,539,303.18","14,357,291.37","14,658,938.48","40,788,669.10","4,652,474.32","11,760,100.71","19,103,980.84","42,062,156.84","6,124,508.39","22,108,173.37","36,437,852.47","39,728,460.89","9,012,311.58","33,691,252.42","29,559,657.21","43,031,250.37","-6,755,397.32","-17,718,570.00","-19,106,399.91","-15,475,731.75","-1,475,318.99","3,139,172.86","10,980,733.05","10,073,220.70","-13,938,514.68","-6,152,264.99","2,601,150.02","98,308,601.42","-15,393,169.68","19,999,193.23","47,318,686.26","69,851,205.04","-48,119,223.89"
分配股利、利润或偿还利息支付的现金,"62,925.66","1,082,618.98","410,000.00","771,522.50","283,052.50","283,052.50","283,052.50","7,651,106.96","12,405,311.10","43,407,715.62","43,407,000.00",,"51,742,115.04","51,742,115.04","51,675,000.00",,"47,405,569.35","47,405,569.35","51,675,000.00","359,432.49","20,725,473.65","20,890,440.31","22,264,456.90","406,166.67","21,850,338.15","23,270,685.36","22,473,147.20","1,276,353.66","23,917,148.94","21,459,945.29","21,489,969.60","130,500.00","66,303,826.50","66,437,226.50","77,728,451.50","887,077.39"
收回投资收到的现金,,,,,,,,,,,,"60,000,000.00","120,000,000.00","180,780,821.92","180,000,000.00","60,000,000.00","135,000,000.00","242,182,418.63","265,100,000.00","96,100,000.00","130,200,000.00","211,200,000.00","214,200,000.00","5,000,000.00","5,000,000.00","6,500,000.00","157,500,000.00",,,,"50,000.00",,,,"390,600,000.00","179,000,000.00"
支付其他与筹资活动有关的现金,"554,505.54","8,066,510.00","14,653,490.00","14,653,490.00",,"2,551,228.21","5,271,458.33",,,,"26,101,494.38",,"3,693,985.61","3,693,985.61",,,"155,011.81","152,539.84","152,539.84",,,,"22,970,053.41",,,,"16,005,272.04",,"348,976.16","348,976.16","30,551,059.00",,"95,940.59","95,940.59",,600.00
取得投资收益收到的现金,,,,,,,,,,,,"718,890.41","1,532,506.84","1,688,671.22","2,469,493.14","643,232.88","1,379,671.23","2,271,834.51","2,612,068.20","1,791,268.51","2,137,686.32","3,978,094.54","2,544,612.35","131,609.59",,"176,340.62","22,447,521.77",,,,3.84,,"930,301.37","2,062,295.34","3,612,849.86","1,117,904.70"
筹资活动现金流出小计,"617,431.20","17,149,128.98","30,063,490.00","30,425,012.50","20,283,052.50","22,834,280.71","25,554,510.83","7,651,106.96","12,405,311.10","43,407,715.62","69,508,494.38",,"55,436,100.65","55,436,100.65","51,675,000.00",,"47,560,581.16","47,558,109.19","51,827,539.84","6,230,593.88","32,046,562.32","35,211,528.98","60,040,098.98","1,106,166.67","21,850,338.15","30,731,885.36","38,478,419.24","2,056,353.66","24,396,125.10","21,888,921.45","52,041,028.60","130,500.00","66,399,767.09","71,533,167.09","87,728,451.50","887,677.39"
处置固定资产、无形资产和其他长期资产收回的现金净额,"28,065.21",,,"20,000.00","173,370.78","173,370.78","176,317.78",,"2,000.00","2,000.00",255.56,,"255,632.00","323,337.00","961,069.00",,,,"38,883.93","334,151.00","334,151.00","334,151.00","334,151.00",,,,"189,394.00","172,000.00","273,600.00","273,600.00","621,330.00","150,000.00","386,117.91","486,337.91","487,017.91",
筹资活动产生的现金流量净额,"14,372,568.80","30,650,871.02","-30,063,490.00","-10,425,012.50","-20,283,052.50","444,993,849.29","442,273,619.17","-7,651,106.96","-12,405,311.10","-43,407,715.62","-69,508,494.38",,"-52,179,295.07","-52,179,295.07","-40,143,644.51",,"-39,318,933.37","-47,558,109.19","-49,474,528.80","-6,230,593.88","-32,046,562.32","-35,211,528.98","-36,874,284.85","-1,106,166.67","-21,850,338.15","-30,731,885.36","-16,358,365.83","-1,356,353.66","-15,390,853.06","-21,888,921.45","146,964,235.46","20,869,500.00","-38,246,208.09","-43,379,608.09","-25,190,992.49","4,112,322.61"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,"70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,,,,,,,,,"-1,419,509.48","298,288.40","217,797.88","401,547.43","585,296.98","771,065.76",,,,"11,080,466.82",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"28,065.21",,,"20,000.00","173,370.78","173,370.78","176,317.78",,"2,000.00","2,000.00",255.56,"130,718,890.41","191,788,138.84","252,792,830.14","253,430,562.14","60,643,232.88","136,379,671.23","244,454,253.14","267,750,952.13","98,225,419.51","132,671,837.32","215,512,245.54","217,078,763.35","5,131,609.59","5,000,000.00","5,256,831.14","180,435,204.17","389,797.88","675,147.43","858,896.98","1,442,399.60","150,000.00","1,316,419.28","2,548,633.25","405,780,334.59","180,117,904.70"
五、现金及现金等价物净增加额,"3,686,425.96","21,129,760.67","-20,043,039.57","819,346.20","-10,172,862.74","450,744,383.48","459,096,340.72","-26,174,658.97","-33,450,836.95","-70,973,734.68","-230,854,291.66","56,695,639.20","14,952,248.10","82,081,015.90","29,432,454.61","4,267,537.96","-51,898,512.74","-56,957,932.63","-55,150,020.91","-44,870,185.86","-53,766,685.90","962,603.91","-3,136,743.90","-907,464.67","-29,412,636.49","-33,765,684.97","-9,318,463.31","-20,006,792.58","-27,487,719.47","-44,315,373.27","116,871,060.38","1,435,852.44","-22,472,038.78","-3,404,354.52","-44,379,753.66","-62,484,576.86"
购建固定资产、无形资产和其他长期资产支付的现金,"7,795,990.87","19,780,113.14","9,491,815.75","29,314,944.48","4,420,472.39","9,081,775.07","24,142,265.33","23,176,026.33","32,807,626.56","46,671,999.90","73,408,209.68","20,147,759.60","26,764,769.04","34,970,371.64","43,582,923.91","5,388,006.50","24,150,503.02","19,313,733.79","31,357,694.61","8,820,444.89","12,239,636.48","17,797,958.32","23,564,780.19","1,957,588.60","4,035,713.68","7,605,606.28","20,802,764.83","5,101,722.12","6,619,748.85","9,896,498.82","13,057,139.10","4,190,477.88","5,541,443.20","7,892,065.94","9,620,300.80","1,095,580.28"
期初现金及现金等价物余额,"3,426,056.26","7,112,482.22",,"28,242,242.89",,"29,061,589.09","29,061,589.09","489,574,654.81","488,157,929.81","488,157,929.81","488,157,929.81","257,303,638.15","257,303,638.15","257,303,638.15","257,303,638.15","286,736,092.76","286,736,092.76","286,736,092.76","286,736,092.76","231,586,071.85","245,219,929.94","245,219,929.94","231,586,071.85","228,449,327.95","154,304,607.47","154,304,607.47","228,449,327.95","219,130,864.64","219,130,864.64","219,130,864.64","219,130,864.64","336,001,925.02","336,001,925.02","336,001,925.02","336,001,925.02","294,332,671.36"
投资支付的现金,,,,,,,,,,,"130,000,000.00","60,000,000.00","120,000,000.00","120,000,000.00","180,000,000.00","60,000,000.00","158,500,000.00","264,100,000.00","285,100,000.00","119,758,341.10","121,200,000.00","139,200,000.00","139,200,000.00","1,500,000.00","1,500,000.00","1,500,000.00","152,500,000.00",,,"15,990,000.00","44,930,000.00",,,"2,000,000.00","485,200,000.00","197,500,000.00"
期末现金及现金等价物余额,"7,112,482.22","28,242,242.89",,"29,061,589.09",,"479,805,972.57","488,157,929.81","463,399,995.84","454,707,092.86","417,184,195.13","257,303,638.15","313,999,277.35","272,255,886.25","339,384,654.05","286,736,092.76","291,003,630.72","234,837,580.02","229,778,160.13","231,586,071.85","186,715,885.99","191,453,244.04","246,182,533.85","228,449,327.95","227,541,863.28","124,891,970.98","120,538,922.50","219,130,864.64","199,124,072.06","191,643,145.17","174,815,491.37","336,001,925.02","337,437,777.46","313,529,886.24","332,597,570.50","291,622,171.36","231,848,094.50"
