科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
存货,"90,257,485.63","105,501,727.41","126,723,512.87","125,163,792.21","108,340,367.87","106,090,424.42","111,487,823.72","109,202,912.26","137,959,071.62","166,853,186.61","163,130,065.17","150,305,822.67","154,262,965.07","156,735,557.36","165,308,099.57","143,814,246.73","145,183,110.37","157,447,057.80","164,238,168.27","152,069,192.99","155,995,644.76","153,235,228.57","132,222,802.90","113,298,433.87","114,279,267.64","109,973,019.43","108,975,542.62","94,261,899.08","97,912,004.78","93,580,047.87","97,372,672.70","169,700,266.86","178,629,742.05","196,470,165.85","204,302,559.83","407,329,725.45","413,867,567.52","462,536,537.43","559,071,300.70","372,167,323.93","474,226,314.57"
其他应付款,"813,013.99","1,415,325.84","8,188,222.94","2,307,534.70","3,017,970.68","3,063,471.81","5,353,199.21","7,014,476.02","5,409,783.10","6,139,415.27","8,450,090.32","11,564,153.23","18,693,993.52","11,274,687.37","10,924,694.99","17,340,885.22","14,396,408.17","14,688,529.48","14,260,127.65","13,186,635.48","11,924,164.32","11,604,622.16","10,395,051.88","10,244,395.33","9,343,441.75","8,644,011.37","8,680,586.76","8,571,473.10","7,962,409.76","13,401,200.58","10,505,960.70","51,891,518.92","43,385,692.71","37,237,992.36","31,109,987.20","30,367,019.85","29,765,270.08","22,646,010.02","19,571,115.22","31,509,226.97","15,473,821.95"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,"5,153,361.60","5,153,361.60","5,153,361.60","5,456,694.93","5,456,694.93","5,456,694.93","5,456,694.93","5,456,694.93","5,456,694.93","5,456,694.93","5,456,694.93","5,456,694.93","7,523,361.60","7,178,917.16","6,490,028.28","5,973,361.62",,"5,456,694.93",,"5,456,694.96",,,,,,,,,,
其他流动资产,,,"11,955.23",,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","45,000,000.00","50,000,000.00","48,000,000.00","205,000,000.00","35,000,000.00","40,000,000.00","52,406,401.53","27,725,084.25","22,601,109.34","28,792,581.33","7,045,973.74","6,932,836.54"
其他流动负债,,,"86,904.81",,,,,,,,,,,,,,,,,,,,,,,,,"5,456,694.96",,"5,456,694.96",,"5,846,694.96","5,846,694.96","5,846,694.96","5,846,694.96","5,846,694.96","5,846,694.96","5,846,694.96","5,846,694.96","5,846,694.96","5,846,694.96"
流动资产合计,"189,894,559.84","210,958,868.36","496,963,266.72","501,946,303.74","497,335,299.19","470,242,541.86","461,024,748.25","465,035,372.86","463,279,126.21","449,136,455.82","467,701,088.83","473,617,651.08","407,021,178.48","354,213,329.33","367,239,938.44","377,174,321.94","349,510,424.81","369,707,185.74","399,977,598.77","411,093,840.82","413,972,455.87","418,566,890.80","424,859,038.67","417,473,845.26","404,367,425.37","399,455,221.78","409,498,791.88","393,600,461.09","372,214,191.03","365,577,770.93","370,364,197.79","1,463,663,272.25","1,447,916,401.50","1,467,985,449.91","1,542,111,989.05","1,726,194,884.31","1,827,908,163.83","2,207,557,248.99","2,283,993,909.46","2,617,089,213.21","2,472,578,782.71"
流动负债合计,"162,930,996.57","169,725,196.32","151,516,970.33","153,136,996.93","153,794,563.25","148,620,343.79","134,405,947.77","139,407,818.91","133,903,287.41","153,162,728.82","171,509,356.85","219,721,479.19","191,829,148.42","181,567,024.08","182,728,537.43","200,637,209.61","166,669,125.96","177,185,147.19","198,737,793.01","215,080,947.62","210,438,485.01","214,433,405.49","210,455,312.34","192,839,182.49","171,862,045.19","168,508,444.58","170,262,840.99","145,032,186.76","125,735,170.33","115,847,031.29","119,627,513.35","317,572,719.11","266,313,996.26","257,032,409.28","275,212,573.38","367,805,564.08","433,298,435.02","768,059,213.18","798,561,473.35","969,317,365.17","804,451,868.37"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,726,477.89",,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"503,457.33",,,,,,,,,,
固定资产,"63,818,952.71","75,728,480.13","78,479,560.47","76,946,468.10","76,761,155.29","77,660,226.98","77,160,360.02","168,526,564.66","170,722,359.31","169,138,126.22","167,195,174.63","181,493,170.79","183,539,328.98","216,715,925.79","213,553,443.74","276,702,987.34","274,399,786.24","290,592,739.12","285,693,118.24","290,223,607.31","290,282,790.44","285,072,992.48","279,636,204.85","302,841,326.13","301,330,724.25","296,293,772.35","291,461,718.48","286,477,518.31","281,143,731.48","277,098,713.09","271,994,830.02","373,920,889.27","366,435,216.85","362,649,961.09","355,634,701.73","352,759,815.81","344,907,417.85","339,280,213.68","334,335,007.26","328,813,737.02","324,953,984.42"
递延所得税负债,"35,331.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,237,397.31","9,072,031.79","8,956,037.42","8,839,424.49","8,632,037.16","8,518,653.85","8,254,092.79","8,490,308.02","8,175,072.93","8,175,072.93"
在建工程,"14,056,222.44","19,823,194.99","22,491,194.95","33,554,267.21","51,234,934.69","74,771,441.94","90,941,231.56","21,535,040.27","22,068,756.47","34,205,675.66","44,981,268.78","68,770,977.55","110,373,343.35","115,684,050.66","112,675,517.30","59,703,858.01","54,604,784.11","34,713,279.61","35,732,953.68","35,703,765.99","31,535,020.13","31,589,780.55","30,425,193.37","4,132,387.51","262,135.92","248,008.18","63,708.71","2,968,584.41","3,814,150.81","3,823,766.91","4,591,131.83","4,710,028.96","5,474,908.55","5,750,876.55","5,826,995.07","8,775,388.64","12,659,554.04","25,200,816.97","31,364,422.39","38,612,868.06","44,415,975.14"
其他非流动负债,"51,633,615.60","51,633,615.60","51,633,615.60","51,633,615.60","51,633,615.60","51,633,615.60","51,633,615.60","60,204,168.80","58,915,828.40","57,627,488.00","56,339,147.60","49,897,445.60","48,609,105.20","47,320,764.80","45,653,257.73","44,289,083.99","42,924,910.25","41,560,736.51","40,196,562.77","38,832,389.03","37,468,215.29","36,104,041.55","34,739,867.81","37,275,694.07","35,739,298.11","34,547,346.59","33,183,172.85","31,818,999.11","30,454,825.40",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"51,668,946.60","51,633,615.60","51,633,615.60","51,633,615.60","51,633,615.60","51,633,615.60","51,633,615.60","60,204,168.80","58,915,828.40","57,627,488.00","56,339,147.60","49,897,445.60","48,609,105.20","47,320,764.80","45,653,257.73","44,289,083.99","42,924,910.25","41,560,736.51","40,196,562.77","38,832,389.03","37,468,215.29","36,104,041.55","34,739,867.81","37,275,694.07","35,739,298.11","34,547,346.59","33,183,172.85","31,818,999.11","30,454,825.40","29,090,651.63","28,229,935.22","35,356,719.11","33,729,679.85","32,152,011.74","30,573,725.07","28,880,074.56","27,305,017.51","25,578,782.71","24,353,324.20","22,551,825.93","21,090,152.19"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"214,599,943.17","221,358,811.92","203,150,585.93","204,770,612.53","205,428,178.85","200,253,959.39","186,039,563.37","199,611,987.71","192,819,115.81","210,790,216.82","227,848,504.45","269,618,924.79","240,438,253.62","228,887,788.88","228,381,795.16","244,926,293.60","209,594,036.21","218,745,883.70","238,934,355.78","253,913,336.65","247,906,700.30","250,537,447.04","245,195,180.15","230,114,876.56","207,601,343.30","203,055,791.17","203,446,013.84","176,851,185.87","156,189,995.73","144,937,682.92","147,857,448.57","352,929,438.22","300,043,676.11","289,184,421.02","305,786,298.45","396,685,638.64","460,603,452.53","793,637,995.89","822,914,797.55","991,869,191.10","825,542,020.56"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"109,000,000.00","109,000,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","145,500,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","189,150,000.00","90,260,777.00","90,260,777.00","90,260,777.00","90,260,777.00","90,260,777.00","90,260,777.00","90,260,777.00","90,260,777.00","90,260,777.00","90,260,777.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"455,854.35","455,854.35","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","261,327,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","217,677,312.15","955,185,379.56","955,185,379.56","955,185,379.56","955,185,379.56","955,185,379.56","955,185,379.56","955,185,379.56","955,185,379.56","955,185,379.56","955,185,379.56"
无形资产,"89,391,526.36","88,622,017.86","88,087,813.34","87,798,270.90","87,265,728.00","86,727,411.89","86,606,552.55","86,305,789.48","85,732,811.72","85,174,345.07","84,615,878.42","84,238,494.08","83,679,470.61","83,121,832.92","82,869,040.04","82,486,030.16","81,945,429.34","81,409,494.98","80,885,027.50","80,373,626.68","79,862,225.86","79,350,825.04","78,839,424.22","78,390,123.20","77,803,390.41","77,554,579.86","77,043,633.39","76,364,481.80","75,853,535.33","75,510,064.59","75,089,300.44","172,454,304.91","171,346,250.18","170,356,366.38","169,397,271.86","168,325,339.33","167,411,023.15","166,124,696.22","165,633,480.60","163,858,300.60","164,401,607.97"
盈余公积,"4,004,565.98","4,004,565.98","4,004,565.98","9,274,621.98","9,274,621.98","9,274,621.98","9,274,621.98","15,981,485.77","15,981,485.77","15,981,485.77","15,981,485.77","18,542,426.14","18,542,426.14","18,542,426.14","18,542,426.14","21,223,587.95","21,223,587.95","21,223,587.95","21,223,587.95","23,129,340.93","23,129,340.93","23,129,340.93","23,129,340.93","24,984,585.37","24,984,585.37","24,984,585.37","24,984,585.37","26,822,088.62","26,822,088.62","26,822,088.62","26,822,088.62","15,582,174.47","15,582,174.47","15,582,174.47","15,582,174.47","17,133,681.97","17,133,681.97","17,133,681.97","17,133,681.97","17,133,681.97","17,133,681.97"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"37,335,687.81","68,514,767.17","80,276,101.28","88,471,269.85","100,237,863.13","102,500,103.46","123,080,398.09","129,283,371.94","136,355,520.98","114,046,931.79","123,188,949.41","123,231,835.22","128,793,334.31","124,663,810.34","131,961,360.92","132,812,291.49","131,370,343.17","138,331,831.00","144,189,345.14","142,689,068.30","145,803,229.43","142,248,573.87","147,065,656.02","149,928,768.28","152,455,873.32","146,909,091.94","151,192,998.77","157,008,797.55","150,194,741.56","149,845,895.06","147,464,023.87","613,596,932.96","643,859,753.21","666,097,673.37","716,843,155.63","808,601,476.83","841,324,167.71","907,160,712.10","955,668,525.08","1,115,061,185.77","1,142,956,403.06"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"401,937.79","465,450.20","375,318.59","342,404.94","341,525.68","358,627.35","279,460.59","313,593.31"
少数股东权益,"72,636.83","72,398.24","73,053.95","69,788.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,732,291.02","2,619,958.65","9,008,919.79","8,348,753.13","6,435,458.04","5,743,913.36","5,702,130.09","5,282,057.49","4,382,641.97","5,108,029.00"
递延所得税资产,"8,307,426.79","8,273,836.32","8,309,783.81","9,168,295.20","9,170,858.94","9,454,374.31","9,489,003.21","10,301,390.30","10,180,381.00","9,991,343.76","9,352,841.12","10,100,204.80","9,988,004.80","9,186,198.81","9,374,954.85","9,722,287.74","8,554,854.98","8,705,915.35","8,885,902.83","9,204,482.33","8,054,355.61","8,202,450.22","8,497,893.24","9,017,860.26","8,105,438.19","8,225,198.46","8,383,057.67","8,098,338.58","7,008,529.41","6,786,477.85","6,931,413.13","17,770,352.44","17,592,218.62","19,636,743.48","20,097,948.54","18,636,862.59","17,246,693.26","30,856,608.95","30,656,380.49","24,098,205.95","26,970,472.02"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"175,574,128.30","192,447,529.30","197,368,352.57","207,467,301.41","224,432,676.92","248,613,455.12","264,197,147.34","286,668,784.71","288,704,308.50","298,509,490.71","306,145,162.95","344,602,847.22","387,580,147.74","424,708,008.18","418,472,955.93","428,615,163.25","419,504,854.67","415,421,429.06","411,197,002.25","415,505,482.31","409,734,392.04","404,216,048.29","397,398,715.68","394,381,697.10","387,501,688.77","382,321,558.85","376,952,118.25","373,908,923.10","367,819,947.03","363,219,022.44","358,606,675.42","568,855,575.58","560,848,594.20","558,795,885.29","551,422,367.40","548,872,724.96","542,567,093.24","561,803,861.50","562,347,918.09","555,662,572.22","561,055,632.86"
所有者权益(或股东权益)合计,"150,868,744.97","182,047,585.74","491,181,033.36","504,642,992.62","516,339,797.26","518,602,037.59","539,182,332.22","552,092,169.86","559,164,318.90","536,855,729.71","545,997,747.33","548,601,573.51","554,163,072.60","550,033,548.63","557,331,099.21","560,863,191.59","559,421,243.27","566,382,731.10","572,240,245.24","572,685,986.48","575,800,147.61","572,245,492.05","577,062,574.20","581,740,665.80","584,267,770.84","578,720,989.46","583,004,896.29","590,658,198.32","583,844,142.33","583,859,110.45","581,113,424.64","1,679,589,409.61","1,708,721,319.59","1,737,596,914.18","1,787,748,058.00","1,878,381,970.63","1,909,871,804.54","1,975,723,114.60","2,023,427,030.00","2,180,882,594.33","2,208,092,395.01"
资产总计,"365,468,688.14","403,406,397.66","694,331,619.29","709,413,605.15","721,767,976.11","718,855,996.98","725,221,895.59","751,704,157.57","751,983,434.71","747,645,946.53","773,846,251.78","818,220,498.30","794,601,326.22","778,921,337.51","785,712,894.37","805,789,485.19","769,015,279.48","785,128,614.80","811,174,601.02","826,599,323.13","823,706,847.91","822,782,939.09","822,257,754.35","811,855,542.36","791,869,114.14","781,776,780.63","786,450,910.13","767,509,384.19","740,034,138.06","728,796,793.37","728,970,873.21","2,032,518,847.83","2,008,764,995.70","2,026,781,335.20","2,093,534,356.45","2,275,067,609.27","2,370,475,257.07","2,769,361,110.49","2,846,341,827.55","3,172,751,785.43","3,033,634,415.57"
负债和所有者(或股东权益)合计,"365,468,688.14","403,406,397.66","694,331,619.29","709,413,605.15","721,767,976.11","718,855,996.98","725,221,895.59","751,704,157.57","751,983,434.71","747,645,946.53","773,846,251.78","818,220,498.30","794,601,326.22","778,921,337.51","785,712,894.37","805,789,485.19","769,015,279.48","785,128,614.80","811,174,601.02","826,599,323.13","823,706,847.91","822,782,939.09","822,257,754.35","811,855,542.36","791,869,114.14","781,776,780.63","786,450,910.13","767,509,384.19","740,034,138.06","728,796,793.37","728,970,873.21","2,032,518,847.83","2,008,764,995.70","2,026,781,335.20","2,093,534,356.45","2,275,067,609.27","2,370,475,257.07","2,769,361,110.49","2,846,341,827.55","3,172,751,785.43","3,033,634,415.57"
