科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"238,748,555.91","323,023,318.47","447,999,038.52","234,217,038.13","340,122,506.52","457,163,569.66","128,269,909.00","238,540,314.44","364,876,862.62","534,891,132.43","150,675,806.34","293,455,980.86","438,206,761.38","653,473,117.93","164,150,007.77","363,424,952.98","545,817,230.82","725,235,320.35","210,040,623.84","395,689,149.19","580,971,556.45","805,672,341.13","194,862,286.21","434,767,173.98","519,542,006.14","817,623,086.51","218,000,010.50"
取得借款收到的现金,"1,987,256,852.80","3,751,454,641.49","2,791,319,735.01","1,143,659,781.54","1,508,329,159.42","2,689,544,773.03","502,970,867.06","1,400,022,217.42","1,804,733,172.78","3,394,535,922.29","432,834,671.14","1,543,384,551.73","1,659,034,099.72","4,748,367,405.19","926,551,025.43","3,263,364,826.33","5,311,198,267.68","4,475,140,100.13","1,326,883,591.82","2,452,720,840.37","3,158,942,552.14","3,816,601,103.56","1,118,964,230.08","2,777,494,055.23","4,033,276,470.63","4,505,524,682.79","2,157,308,012.20"
支付的各项税费,"123,710,520.99","231,743,135.68","347,887,816.53","120,616,785.82","207,343,761.13","253,857,590.26","85,702,362.48","162,185,415.87","246,173,422.71","316,338,333.15","79,730,245.51","236,801,681.90","252,474,049.10","305,813,214.47","72,904,790.48","221,954,692.40","286,628,591.88","336,645,751.32","40,200,219.78","84,250,891.80","133,759,226.09","292,176,195.86","63,857,288.52","118,254,505.86","164,223,513.92","225,443,020.60","38,363,538.58"
收到其他与筹资活动有关的现金,"111,342,755.96","520,730,086.98","812,303,090.03","827,883.48","2,141,923.85",,,,,"265,148,251.60","61,649.10",,"150,000,000.00","368,810,371.17","58,965,977.83",,,"43,376,945.02","2,625,000.00",,,"158,701,201.91","154,925,608.69","37,621,760.73","71,102,142.93","430,100,648.76","352,531,462.40"
支付其他与经营活动有关的现金,"191,170,078.47","272,216,860.82","427,241,072.50","113,009,557.30","288,842,709.03","345,506,966.40","61,985,687.06","296,567,758.24","358,184,546.98","261,978,432.00","64,937,276.81","133,873,572.19","246,114,429.13","276,314,575.72","59,998,387.25","152,676,892.85","185,776,311.91","290,403,776.34","65,360,525.60","146,757,958.47","173,747,940.70","298,751,887.31","58,349,946.43","121,573,411.46","239,265,985.35","284,676,094.05","4,024,138.29"
筹资活动现金流入小计,"2,245,823,948.57","4,692,184,728.47","3,603,622,825.04","3,134,487,665.02","3,500,471,083.27","4,679,544,773.03","502,970,867.06","1,400,022,217.42","1,804,733,172.78","3,659,684,173.89","432,896,320.24","1,543,384,551.73","1,809,034,099.72","5,117,177,776.36","985,517,003.26","3,263,364,826.33","5,311,198,267.68","4,818,517,045.15","1,329,508,591.82","2,452,720,840.37","4,758,942,552.14","5,567,526,833.78","1,273,889,838.77","2,815,115,815.96","4,104,378,613.56","4,935,625,331.55","2,509,839,474.60"
经营活动现金流出小计,"3,875,337,807.14","4,634,307,589.50","5,112,341,685.13","1,756,633,858.42","3,081,972,144.17","4,153,952,735.09","1,413,102,500.53","2,353,057,084.00","3,201,504,783.70","3,793,848,197.62","1,130,163,962.54","2,486,413,611.89","4,051,177,432.38","5,016,902,563.59","1,303,380,298.83","2,855,435,962.20","4,027,884,837.04","5,254,189,692.07","1,192,262,198.64","2,175,859,054.83","3,330,587,169.70","4,092,391,039.21","1,696,660,567.87","3,258,140,409.91","4,767,304,708.66","6,245,381,590.52","1,559,575,614.28"
偿还债务支付的现金,"2,199,971,822.17","2,673,429,718.60","3,113,168,760.37","1,490,747,470.92","1,650,761,193.81","2,921,984,894.27","358,237,354.26","1,388,331,205.26","2,037,821,107.91","3,042,536,013.52","398,054,279.10","1,063,685,445.99","1,052,938,140.88","3,653,417,979.68","935,320,798.36","2,600,260,580.68","5,361,332,737.87","4,224,205,014.01","1,724,222,299.22","3,101,098,843.16","5,201,538,137.53","5,598,801,979.60","1,236,029,411.96","2,400,187,120.35","3,554,207,052.83","4,245,893,642.93","1,778,219,690.09"
经营活动产生的现金流量净额,"147,775,616.70","525,654,217.11","437,240,628.39","737,887,186.61","879,760,691.03","1,258,524,338.94","-368,008,102.05","-58,134,649.23","220,055,305.63","586,360,312.10","-117,279,753.28","-56,802,679.25","-240,334,329.55","-160,147,428.54","-256,277,724.02","-270,381,654.88","41,285,429.25","114,071,908.03","-70,496,673.97","552,526,035.77","1,046,009,524.22","1,387,850,146.52","-402,421,137.13","-9,078,490.24","143,229,151.78","370,846,530.29","-126,694,961.67"
分配股利、利润或偿还利息支付的现金,"179,193,295.21","960,002,604.89","67,272,136.96","19,325,471.45","40,108,822.08","36,665,619.49","9,074,488.35","9,962,844.54","95,369,680.15","139,438,964.51","7,641,571.25","168,933,725.15","181,521,374.24","206,866,123.72","7,732,830.59","192,128,689.15","199,065,830.75","220,284,843.63","18,766,560.47","203,671,678.17","225,113,625.92","212,349,798.47","13,010,090.59","262,320,735.03","534,593,238.06","534,939,352.94","28,520,815.84"
收回投资收到的现金,"201,703,644.84","220,601,916.18",,"849,371,815.49","1,594,000,313.26","1,311,700,000.00","474,695,210.28","8,194,600,167.86","14,764,651,207.10","16,881,330,000.00","4,675,718,388.52","7,046,893,576.26","8,777,821,352.15","9,131,415,359.60","2,455,053,540.66","4,867,423,000.00","7,782,600,000.00","9,411,404,562.79","423,626,638.59","1,316,665,887.90","3,294,549,077.11","4,122,615,711.04","1,268,012,829.08","2,735,831,813.54","4,741,753,413.86","5,429,967,630.31","1,711,001,614.31"
支付其他与筹资活动有关的现金,"158,966,941.35","1,063,619,976.93","116,683,910.41","45,224.55","71,028,146.01","527,477,834.77","146,352,859.12","398,334,140.00","426,103,190.00","491,362,852.91","150,009,705.90","234,659.79","150,567,794.10","369,870,511.38",,"210,481,904.26","214,964,843.14","66,322,300.00",,"284,241,934.40","277,664,204.74","445,318,201.53","261,080,417.31",,,,"138,094,090.32"
取得投资收益收到的现金,"34,393,238.64","142,877,789.96","68,333,204.04","15,899,174.52","57,443,627.41","47,468,777.46","18,737,056.21","49,972,772.68","165,485,132.27","94,131,522.64","44,785,600.21","71,679,496.30","102,018,304.01","125,323,336.74","31,032,582.43","65,048,459.47","82,049,325.63","89,460,784.80","3,178,765.57","41,530,509.96","28,142,979.50","49,345,796.43","9,523,292.74","60,496,212.95","66,089,243.33","526,667,774.88","32,272,156.64"
筹资活动现金流出小计,"2,538,132,058.73","4,697,052,300.42","3,297,124,807.74","1,510,118,166.92","1,761,898,161.90","3,486,128,348.53","513,664,701.73","1,796,628,189.80","2,559,293,978.06","3,673,337,830.94","555,705,556.25","1,232,853,830.93","1,385,027,309.22","4,230,154,614.78","943,053,628.95","3,002,871,174.09","5,775,363,411.76","4,510,812,157.64","1,742,988,859.69","3,589,012,455.73","5,704,315,968.19","6,256,469,979.60","1,510,119,919.86","2,662,507,855.38","4,088,800,290.89","4,780,832,995.87","1,944,834,596.25"
处置固定资产、无形资产和其他长期资产收回的现金净额,"28,142,805.45","36,102,219.29","86,630,561.64","25,143,000.00","33,576,714.61","49,283,587.65","5,114,168.92","56,603,030.00","55,632,954.00","13,426,029.73","8,648,000.00","46,618,247.06","25,842,564.00","59,259,281.25","2,765,893.41","5,427,126.34","15,817,829.78","18,750,551.59","9,677,092.93","16,000,870.74","26,423,083.76","25,992,805.70","2,884,954.01","5,963,152.72","26,625,314.92","11,351,060.26","5,039,681.92"
筹资活动产生的现金流量净额,"-292,308,110.16","-4,867,571.95","306,498,017.30","1,624,369,498.10","1,738,572,921.37","1,193,416,424.50","-10,693,834.67","-396,605,972.38","-754,560,805.28","-13,653,657.05","-122,809,236.01","310,530,720.80","424,006,790.50","887,023,161.58","42,463,374.31","260,493,652.24","-464,165,144.08","307,704,887.51","-413,480,267.87","-1,136,291,615.36","-945,373,416.05","-688,943,145.82","-236,230,081.09","152,607,960.58","15,578,322.67","154,792,335.68","565,004,878.35"
处置子公司及其他营业单位收到的现金净额,,"89,131,741.90",,,,,,,,"222,128,499.32",,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-767,779.18","14,037,369.20","3,354,478.12","-979,211.39","-1,191,136.73","-1,988,662.97","-5,476,649.02","-1,235,893.62","8,727,340.37","-4,928,091.01","-613,539.87","420,338.02","-154,755.35","-1,432,626.90","6,786,048.16","-17,085,436.26","18,431,756.97","-70,250,719.76","11,878,673.36","67,959,133.06","45,772,762.82","179,631,134.11","-11,168,416.62","-98,579,304.41","-175,747,997.51","-231,976,057.61","-167,270,846.20"
收到其他与投资活动有关的现金,"774,091,262.96","412,522,047.50","26,337,900.00","32,000,000.00","402,845,289.16","122,309,444.28","17,920,468.48","19,829,337.36","33,814,421.45","314,867,997.51","10,647.92",,,"339,669,783.82",,"1,767,699.52","2,447,131.48","130,217,429.91","66,322,300.00",,,"9,701,741.69","8,833,853.23",,,"1,831,341.00","138,567.22"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,038,330,951.89","901,235,714.83","181,301,665.68","922,413,990.01","2,087,865,944.44","1,530,761,809.39","516,466,903.89","8,321,005,307.90","15,019,583,714.82","17,525,884,049.20","4,729,162,636.65","7,165,191,319.62","8,905,682,220.16","9,655,667,761.41","2,488,852,016.50","4,939,666,285.33","7,882,914,286.89","9,649,833,329.09","502,804,797.09","1,374,197,268.60","3,349,115,140.37","4,207,656,054.86","1,289,254,929.06","2,802,291,179.21","4,834,467,972.11","5,969,817,806.45","1,748,452,020.09"
五、现金及现金等价物净增加额,"29,591,435.51","482,583,424.67","-50,798,624.73","2,016,259,015.93","2,117,932,853.83","-171,315,971.85","-28,805,933.99","100,314,594.44","-161,058,487.29","-215,709,165.42","132,176,922.25","147,138,626.95","16,804,623.40","456,933,932.24","133,977,015.23","298,790,448.34","-217,718,419.01","705,263,080.81","-441,928,302.43","-305,340,571.19","-464,188,640.79","-51,058,109.67","-935,872,663.88","-544,413,115.08","-445,746,562.86","-637,735,403.74","88,438,690.99"
购建固定资产、无形资产和其他长期资产支付的现金,"174,723,570.42","414,803,327.44","236,078,435.31","83,182,601.12","143,064,847.70","315,685,141.40","106,687,777.71","258,110,499.79","422,496,820.05","905,146,778.66","201,547,432.24","421,697,049.47","641,322,687.98","1,255,779,769.41","147,346,699.72","263,329,398.09","663,666,748.04","727,993,823.11","54,664,326.07","149,631,393.26","312,509,807.22","595,442,225.67","20,133,369.77","53,369,451.40","185,145,622.15","422,282,442.88","367,399,373.33"
期初现金及现金等价物余额,"320,194,064.06","349,785,499.57","832,368,924.24","781,570,299.51","781,570,299.51","781,570,299.51","610,254,327.66","610,254,327.66","610,254,327.66","610,254,327.66","394,545,162.24","394,545,162.24","394,545,162.24","394,545,162.24","851,479,094.48","851,479,094.48","851,479,094.48","851,479,094.48","1,556,742,175.29","1,556,742,175.29","1,556,742,175.29","1,556,742,175.29","1,505,684,065.62","1,505,684,065.62","1,505,684,065.62","1,505,684,065.62","867,948,661.88"
投资支付的现金,"201,961,135.33","8,699,764.21","646,200,000.00","987,457,521.51","1,779,966,362.95","3,279,020,230.00","9,887,346.75","7,462,084,570.76","14,169,162,709.10","17,403,225,000.00","4,154,566,232.08","6,850,504,022.77","8,375,040,194.38","8,668,397,165.90","2,000,500,000.00","4,350,573,000.00","7,032,518,000.00","8,568,102,500.95","417,970,504.97","1,014,100,000.00","3,647,202,844.93","4,541,810,073.67","1,555,174,588.33","3,338,285,008.82","5,078,128,389.76","6,179,585,518.57","1,563,653,026.25"
期末现金及现金等价物余额,"349,785,499.57","832,368,924.24","781,570,299.51","2,797,829,315.44","2,899,503,153.34","610,254,327.66","581,448,393.67","710,568,922.10","449,195,840.37","394,545,162.24","526,722,084.49","541,683,789.19","411,349,785.64","851,479,094.48","985,456,109.71","1,150,269,542.82","633,760,675.47","1,556,742,175.29","1,114,813,872.86","1,251,401,604.10","1,092,553,534.50","1,505,684,065.62","569,811,401.74","961,270,950.54","1,059,937,502.76","867,948,661.88","956,387,352.87"
