科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
长期股权投资,,"37,277,187.40","38,808,801.91","38,189,374.06","95,142,444.26","115,557,755.25","119,957,287.23","120,739,803.98","137,576,987.01"
专项应付款,,,,,,,,,
投资性房地产,,,,,,,,,
预计负债,"17,783,508.10","18,964,870.40","23,583,850.65","23,798,860.11","23,498,528.84","31,132,451.46","34,419,421.09","34,232,197.72","41,716,807.37"
固定资产,"3,468,213.05","2,566,470.73","2,177,981.19","2,153,801.71","2,575,692.05","2,535,525.85","2,893,212.64","3,137,431.53","13,188,321.58"
递延所得税负债,,,"44,671.69","71,085.16","97,498.63","202,094.40","299,457.17","454,840.97","2,335,846.33"
在建工程,"82,588,837.89","29,973,527.08","20,010,170.80","29,514,527.29","44,477,342.74","56,931,663.88","45,561,835.92","104,667,571.51","319,188,494.52"
其他非流动负债,,,,,,,,,
工程物资,,,,,,,,,
非流动负债合计,"26,093,908.10","64,585,960.14","106,372,368.38","106,560,906.68","84,024,104.25","97,709,738.01","191,659,908.47","241,402,698.26","293,691,433.14"
固定资产清理,,,,,,,,,
负债合计,"225,870,464.56","303,437,314.69","370,589,329.02","317,254,832.74","330,066,349.99","407,400,591.54","617,883,218.93","763,824,243.34","1,313,430,673.51"
生产性生物资产,,,,,,,,,
实收资本(或股本),"71,137,500.00","76,828,500.00","76,828,500.00","102,438,000.00","102,438,000.00","102,438,000.00","103,336,000.00","103,336,000.00","103,336,000.00"
油气资产,,,,,,,,,
资本公积,"136,987,060.41","210,986,777.17","210,986,777.17","410,077,476.80","410,077,476.79","410,077,476.79","432,291,794.28","434,440,575.47","436,596,683.79"
无形资产,"170,140,766.57","226,777,195.29","235,331,768.36","231,583,762.81","227,869,250.52","224,118,425.82","318,598,092.85","313,978,840.12","319,936,895.19"
盈余公积,"1,114,474.23","5,789,858.21","11,686,000.71","11,686,000.71","11,686,000.71","11,686,000.71","16,618,618.61","16,618,618.61","16,618,618.61"
开发支出,,,,,,,,,
减:库存股,,,,,,,"21,516,080.00","21,516,080.00","21,516,080.00"
商誉,,,,,,,,,"233,993,992.74"
未分配利润,"52,321,855.58","92,973,603.35","133,828,792.16","136,004,917.45","142,681,794.74","158,238,034.23","185,966,196.75","194,557,583.68","233,747,139.94"
长期待摊费用,"1,250,835.71","1,450,299.33","1,177,141.53","1,108,852.08","1,042,271.45","976,544.87","2,008,415.27","2,014,344.36","2,064,538.45"
少数股东权益,"9,002,436.45","8,295,978.94","9,073,733.74","6,933,755.89","7,351,704.12","10,187,396.18","10,230,693.03","10,147,084.70","31,043,296.39"
递延所得税资产,"6,015,489.76","6,416,898.27","7,313,999.59","7,582,267.11","7,963,568.55","7,002,423.73","9,546,478.13","9,924,010.42","10,821,805.80"
外币报表折算价差,,,,,,,,,
其他非流动资产,,,"19,902,053.00","20,395,053.00","23,649,303.06","44,217,893.62","5,041,324.08","24,750,028.32","5,936,484.80"
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"273,200,347.44","328,985,126.69","369,052,819.73","375,186,652.84","450,108,452.48","589,899,471.56","637,891,849.19","722,872,913.32","1,273,494,443.40"
所有者权益(或股东权益)合计,"270,563,326.67","394,874,717.67","442,403,803.78","667,140,150.85","674,234,976.36","692,626,907.91","726,927,222.67","737,583,782.46","799,825,658.73"
资产总计,"496,433,791.23","698,312,032.36","812,993,132.80","984,394,983.59","1,004,301,326.35","1,100,027,499.45","1,344,810,441.60","1,501,408,025.80","2,113,256,332.24"
负债和所有者(或股东权益)合计,"496,433,791.23","698,312,032.36","812,993,132.80","984,394,983.59","1,004,301,326.35","1,100,027,499.45","1,344,810,441.60","1,501,408,025.80","2,113,256,332.24"
