科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动资产合计,"166,509,927.30","224,440,044.57","272,910,905.76","272,066,913.65","512,869,605.15","515,914,297.53","501,309,279.53","495,821,620.88","512,169,916.02","522,712,158.59"
流动负债合计,"37,079,739.90","54,462,182.59","68,841,058.18","56,219,280.07","64,031,925.10","60,487,391.61","80,545,442.19","63,255,382.26","73,637,649.94","70,186,696.83"
可供出售金融资产,,,,,,,,,,
长期借款,"2,031,707.90","1,276,041.30","18,666,544.53","29,132,573.32","30,698,541.54","30,602,291.58","506,041.62","409,791.66","313,541.70","217,291.74"
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,"18,922,231.40","18,193,991.36","17,465,751.32","17,283,691.31","17,101,631.30","16,621,943.87","16,737,511.28","18,190,446.20","16,373,391.26","16,191,331.25"
预计负债,,,,,,,,,,
固定资产,"39,667,587.62","38,769,134.15","37,499,238.64","37,219,406.35","92,920,064.35","93,832,835.45","103,433,276.69","101,370,996.79","106,648,806.54","108,384,680.03"
递延所得税负债,,,,,,,,,,
在建工程,"197,059.45","4,997,903.20","37,729,348.69","51,325,321.51","37,713.77","372,712.70","69,445.99","67,848.11","257,721.50","741,955.91"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"2,031,707.90","1,276,041.30","19,025,176.21","29,401,547.09","30,877,857.40","30,691,949.53","506,041.62","409,791.66","313,541.70","217,291.74"
固定资产清理,,,,,,,,,,
负债合计,"39,111,447.80","55,738,223.89","87,866,234.39","85,620,827.16","94,909,782.50","91,179,341.14","81,051,483.81","63,665,173.92","73,951,191.64","70,403,988.57"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00"
油气资产,,,,,,,,,,
资本公积,"17,151,123.61","17,151,123.61","17,151,123.61","17,151,123.61","214,935,623.61","214,665,418.36","214,665,418.36","214,665,418.36","214,665,418.36","214,665,418.36"
无形资产,"11,472,554.46","11,283,929.38","11,103,982.13","11,088,500.77","11,016,385.05","11,019,756.10","10,915,128.23","10,834,897.03","11,464,230.16","11,771,754.74"
盈余公积,"7,281,624.90","10,052,044.07","13,125,985.53","13,125,985.53","13,125,985.53","13,125,985.53","16,340,913.23","16,340,913.23","16,340,913.23","16,340,913.23"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,"1,249,956.77","1,249,956.77","1,249,956.77","1,249,956.77","1,249,956.77","1,249,956.77","1,249,956.77","1,249,956.77","1,249,956.77","1,249,956.77"
未分配利润,"105,507,550.18","148,071,823.47","192,000,303.02","204,686,372.39","218,424,146.37","228,025,222.84","243,828,843.81","255,314,690.09","264,332,383.34","281,664,956.46"
长期待摊费用,"4,212,218.21","4,692,015.41","3,614,944.51","1,469,646.01","1,802,715.75","1,630,692.47","15,429,210.17","16,694,226.04","16,030,854.97","16,517,301.77"
少数股东权益,"1,257,021.51","1,469,410.67","1,554,464.10","1,572,402.11","1,569,344.14",,,"1,373,145.71","3,104,392.80","3,730,251.24"
递延所得税资产,"3,572,980.71","4,691,061.84","6,416,525.58","6,724,068.29","7,373,514.55","7,822,927.79","8,526,748.97","8,927,096.70","10,240,393.07","11,315,321.54"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"79,294,588.62","83,877,992.11","115,079,747.64","126,360,591.01","131,501,981.54","132,550,825.15","156,361,278.10","157,335,467.64","162,265,354.27","166,172,302.01"
所有者权益(或股东权益)合计,"206,693,068.12","252,579,812.79","300,124,419.01","312,806,677.50","549,461,804.19","557,285,781.54","576,619,073.82","589,491,914.60","600,484,078.65","618,480,472.03"
资产总计,"245,804,515.92","308,318,036.68","387,990,653.40","398,427,504.66","644,371,586.69","648,465,122.68","657,670,557.63","653,157,088.52","674,435,270.29","688,884,460.60"
负债和所有者(或股东权益)合计,"245,804,515.92","308,318,036.68","387,990,653.40","398,427,504.66","644,371,586.69","648,465,122.68","657,670,557.63","653,157,088.52","674,435,270.29","688,884,460.60"
