科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
经营活动现金流出小计,"124,362,675.00","175,176,017.97","196,462,371.80","138,570,841.20","302,755,067.65","128,264,754.86","216,470,040.27","305,329,872.99","409,983,083.34","133,410,240.57","219,620,963.27","345,628,817.51","466,480,228.70","287,861,264.06","517,895,056.78","755,368,775.76","1,056,306,948.64","344,854,155.31","657,790,173.77","1,071,347,040.14","1,433,207,207.87","388,727,454.46","719,792,459.78","1,035,490,567.04","1,378,231,134.74","352,900,744.83","640,256,087.99","1,006,953,655.31","1,355,827,191.71","445,251,049.32","828,410,214.71","1,230,721,232.76"
偿还债务支付的现金,"14,110,000.00","14,150,000.00","35,500,000.00","35,000,000.00","75,000,000.00","5,000,000.00","81,000,000.00","81,000,000.00","81,000,000.00",,"1,000,000.00","1,000,000.00","28,000,000.00","3,420,000.00","3,899,919.54","6,886,797.93","57,451,760.17","34,827,242.21","65,791,303.87","200,791,303.87","270,791,303.87","405,000,000.00","595,000,000.00","738,947,294.00","738,947,294.00","150,000,000.00","351,193,687.02","974,251,320.77","1,041,077,971.55","88,647,573.95","418,933,674.09","602,449,737.00"
经营活动产生的现金流量净额,"32,611,972.77","-11,335,999.85","44,254,354.12","41,318,727.10","54,023,172.51","-54,153,210.79","-57,936,397.92","-79,841,675.68","-7,807,627.84","-80,835,207.41","-61,378,395.74","-79,758,258.82","82,098,956.49","-101,740,290.31","-124,246,633.31","-143,419,916.08","-45,423,422.43","-73,130,299.51","-7,936,163.82","40,816,929.47","106,255,643.84","-24,870,436.38","-108,384,435.83","-89,066,573.67","15,894,687.68","-147,763,120.54","-99,546,291.87","-247,501,739.28","13,425,438.28","147,580,169.56","182,820,873.40","134,646,763.60"
分配股利、利润或偿还利息支付的现金,"15,413,547.18","20,828,579.54","2,288,708.86","1,629,875.00","3,761,910.32","1,089,314.90","22,477,785.48","28,373,457.09","28,466,955.31","465,960.44","31,302,849.86","31,720,337.36","32,267,320.69","1,083,738.09","17,539,035.37","19,789,810.01","22,829,485.57","3,296,110.92","32,115,039.71","38,310,989.69","48,126,915.13","21,657,253.17","52,926,944.98","61,087,296.17","67,614,564.90","7,505,770.30","120,392,700.60","125,834,784.54","135,012,849.55","8,177,730.44","15,067,545.53","76,684,548.34"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"24,000,000.00","8,000,000.00","8,000,000.00","3,000,000.00","8,000,000.00",,,,,,"3,206,931.00","3,206,931.00"
支付其他与筹资活动有关的现金,"3,013,154.38","552,500.00","1,721,126.50","2,728,517.48","5,397,870.64","6,670,762.60","6,381,928.10","6,404,962.51","6,405,251.97",135.00,"137,118.48","137,163.48","137,208.48","10,335.00","464,734.88","981,769.38","58,418,290.91","89,837.89","151,566.03","199,341.57","31,131,627.03",698.61,"29,769.72","39,358.42","79,707,996.01","16,132.79","21,146,374.87","38,897,100.10","51,526,000.10","97,540,894.40","105,956,581.60","106,001,878.65"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"1,340,000.00","22,356.16","22,356.16","22,356.16","814,578.08",,,,,,"105,931.29","105,931.29"
筹资活动现金流出小计,"32,536,701.56","35,531,079.54","39,509,835.36","39,358,392.48","84,159,780.96","12,760,077.50","109,859,713.58","115,778,419.60","115,872,207.28","466,095.44","32,439,968.34","32,857,500.84","60,404,529.17","4,514,073.09","21,903,689.79","27,658,377.32","138,699,536.65","38,213,191.02","98,057,909.61","239,301,635.13","350,049,846.03","426,657,951.78","647,956,714.70","800,073,948.59","886,269,854.91","157,521,903.09","492,732,762.49","1,138,983,205.41","1,227,616,821.20","194,366,198.79","539,957,801.22","785,136,163.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"26,000.00","30,128.92","52,000.00","204,000.00",,,,,,"46,000.00","76,000.00","95,097.95",,600.00,600.00,"3,000.00",220.00,220.00,220.00,"3,370.00",,,,"19,843.79","74,971.07","75,286.24","76,064.26","1,782,538.85","45,136.39","625,132.14","627,003.98"
筹资活动产生的现金流量净额,"-2,737,373.02","60,468,920.46","10,490,164.64","12,641,607.52","5,840,219.04","836,181,279.90","740,932,191.71","735,972,474.62","764,274,212.08","296,248.65","-18,678,760.62","-17,837,145.51","6,829,363.80","29,652,536.60","20,067,867.91","168,270,372.28","144,523,246.25","2,761,309.60","21,934,439.88","209,393,148.58","499,247,937.68","202,277,048.22","131,528,285.30","254,737,043.41","308,105,117.09","146,971,783.93","336,320,006.04","624,566,544.99","731,555,276.00","77,769,331.61","22,966,930.38","248,419,799.19"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"7,343.48","-115,253.77","-42,764.95","-376,595.35","-68,165.97","-240,214.76","-342,935.65","-1,109,911.14","2,511.19","32,511.58","-92,645.98","-871,576.37","-443,163.47","-361,545.18","-442,566.76","-280,742.03","335,723.70","1,235,119.29","1,036,828.07","-418,260.99","82,007.74","-135,289.75","-731,604.30","4,344,528.36","-673,651.64","5,075,340.88","6,967,072.42","15,606,407.11","-1,481,730.87","-11,907,581.42","-20,292,184.67"
收到其他与投资活动有关的现金,,,,,,,"18,413.39","229,000.00","229,000.00",,"1,378,000.00","1,378,000.00","1,378,000.00","4,003,383.33","4,003,383.33","4,003,383.33","6,032,627.77",,,"7,012,423.01","20,667,943.94","792,221.92","792,221.92","792,221.92",,,,,"258,927.76",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"26,000.00","30,128.92","52,000.00","204,000.00",,"18,413.39","229,000.00","229,000.00",,"1,424,000.00","1,454,000.00","1,473,097.95","4,003,383.33","4,003,983.33","4,003,983.33","6,035,627.77",220.00,220.00,"7,012,643.01","46,011,313.94","8,814,578.08","8,814,578.08","3,814,578.08","8,834,421.87","74,971.07","75,286.24","76,064.26","2,041,466.61","45,136.39","3,937,994.43","3,939,866.27"
五、现金及现金等价物净增加额,"29,277,509.75","24,694,699.95","4,717,625.08","46,251,030.97","45,806,956.46","774,760,469.26","565,566,130.65","492,224,064.30","563,034,744.06","-98,207,938.57","-152,158,605.19","-209,859,952.85","-114,852,861.81","-123,160,169.21","-271,353,709.28","-284,186,456.92","-257,141,325.36","-82,028,439.71","-39,342,010.18","15,003,089.96","18,152,124.54","157,468,539.50","-16,922,419.47","-6,896,005.54","118,255,403.26","-14,777,727.08","210,432,111.90","-17,550,552.19","286,774,624.81","99,340,314.92","36,771,498.21","-181,679,170.58"
购建固定资产、无形资产和其他长期资产支付的现金,"597,090.00","17,552,442.59","49,941,768.83","7,718,538.70","13,883,839.74","7,199,433.88","117,207,048.27","163,611,077.63","186,070,387.43","17,043,189.33","58,616,779.50","97,138,423.05","139,361,802.08","6,411,843.67","15,236,739.99","31,040,634.96","40,565,276.52","11,974,298.79","24,707,776.94","31,893,006.25","59,401,756.94","20,685,331.97","38,184,127.57","45,375,725.86","88,048,527.42","13,091,901.28","30,715,622.77","39,934,647.03","107,093,528.78","24,938,075.97","47,582,994.38","76,163,454.22"
期初现金及现金等价物余额,"9,407,970.78","38,685,480.53","63,380,180.48","68,097,805.56","68,097,805.56","113,904,762.02","113,904,762.02","113,904,762.02","113,904,762.02","676,939,506.08","676,939,506.08","676,939,506.08","676,939,506.08","562,086,644.27","562,086,644.27","562,086,644.27","562,086,644.27","304,945,318.91","304,945,318.91","304,945,318.91","304,945,318.91","323,097,443.45","323,097,443.45","323,097,443.45","323,097,443.45","441,352,846.71","441,352,846.71","441,352,846.71","441,352,846.71","728,127,471.52","728,127,471.52","728,127,471.52"
投资支付的现金,,,,,,,,,,,,,,"5,541,400.00","34,501,400.00","37,501,400.00","43,501,400.00",,"380,000.00","172,371,500.00","32,227,000.00","8,000,000.00","8,000,000.00","127,245,200.00","127,245,200.00",,"773,578.65","361,718,259.02","361,956,737.33","99,324,014.18","113,114,014.18","456,206,629.02"
期末现金及现金等价物余额,"38,685,480.53","63,380,180.48","68,097,805.56","114,348,836.53","113,904,762.02","888,665,231.28","679,470,892.67","606,128,826.32","676,939,506.08","578,731,567.51","524,780,900.89","467,079,553.23","562,086,644.27","438,926,475.06","290,732,934.99","277,900,187.35","304,945,318.91","222,916,879.20","265,603,308.73","319,948,408.87","323,097,443.45","480,565,982.95","306,175,023.98","316,201,437.91","441,352,846.71","426,575,119.63","651,784,958.61","423,802,294.52","728,127,471.52","827,467,786.44","764,898,969.73","546,448,300.94"
