科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动产生的现金流量净额,"-57,078,450.69","47,195,076.87","-461,262,221.80","-176,739,363.37","1,401,929,203.50","1,402,254,215.75","-10,292,176.42","-196,022,230.39","-197,810,799.66","-191,212,871.51",,"-281,400,000.00","-228,660,341.19","-236,344,086.85","500,000.00","-401,500,000.00","-401,500,000.00","-445,155,913.15","14,708,021.48","-246,978,683.81"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-820,085.93","-3,702,823.64","277,658.05","-637,685.00","-1,466,769.20","-3,783,397.90","-2,300,871.41","-2,832,478.37","-4,717,053.86","-18,609,775.39","-2,131,331.62","9,226,902.76","-1,352,727.70","2,058,808.37","3,016,048.02","-1,036,345.33","-11,986,711.83","-5,482,179.80","-2,767,948.89","4,355,869.64"
收到其他与投资活动有关的现金,,"5,860,000.00","7,287,700.00","9,100,000.00","9,365,121.45","10,130,000.00","406,400,000.00","723,240,000.00","2,602,772,000.00","4,768,762,000.00","1,446,360,000.00","5,674,650,000.00","8,521,510,961.00","11,910,456,147.50","3,569,080,000.00","5,734,453,852.50","8,180,263,852.50","10,076,524,852.50","1,888,072,200.00","4,253,370,600.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"38,922.63","6,132,040.89","21,798,884.64","13,956,763.19","16,349,356.20","21,397,864.45","412,010,806.96","759,506,523.37","2,661,659,846.50","4,848,848,420.91","1,460,514,210.12","5,700,265,297.50","8,555,760,563.31","11,976,026,031.00","3,583,449,342.14","5,759,545,094.15","8,221,308,145.81","10,123,008,444.52","2,104,102,901.59","4,481,840,161.20"
五、现金及现金等价物净增加额,"143,490,621.80","269,797,856.30","-136,712,367.24","-155,074,715.26","958,906,185.93","284,753,051.37","-319,217,057.20","-76,546,675.87","-350,034,993.92","6,659,831.40","452,180,692.63","219,088,015.32","-183,404,689.62","-456,429,474.11","-26,150,190.18","-48,118,573.81","-81,501,954.35","32,935,337.05","-23,217,996.08","-166,603,297.44"
购建固定资产、无形资产和其他长期资产支付的现金,"71,557,875.95","97,339,535.26","104,495,789.27","30,743,260.28","43,045,667.28","64,988,808.22","20,888,887.44","44,554,723.56","72,392,064.36","114,460,055.87","64,191,583.82","213,331,792.84","244,872,904.92","283,258,185.51","42,641,090.61","84,330,017.26","118,845,893.26","204,656,063.62","51,090,859.76","90,166,531.40"
期初现金及现金等价物余额,"160,149,768.01","303,640,389.81","573,438,246.11","436,725,878.87","436,725,878.87","436,725,878.87","721,478,930.24","721,478,930.24","721,478,930.24","721,478,930.24","728,138,761.64","728,138,761.64","728,138,761.64","728,138,761.64","271,699,287.53","271,709,287.53","271,699,287.53","271,709,287.53","304,644,624.58","304,644,624.58"
投资支付的现金,,,,,,"10,000,000.00",,,,,,,,"4,320,000.00",,,,,,
期末现金及现金等价物余额,"303,640,389.81","573,438,246.11","436,725,878.87","281,651,163.61","1,395,632,064.80","721,478,930.24","402,261,873.04","644,932,254.37","371,443,936.32","728,138,761.64","1,180,319,454.27","947,226,776.96","544,734,072.02","271,709,287.53","245,549,097.35","223,590,713.72","190,197,333.18","304,644,624.58","281,426,628.50","138,041,327.14"
