科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"2,265,142.65","678,198.04","2,910,356.48","5,211,840.71","3,271,536.93","1,059,962.52","3,293,532.02","2,911,534.82","2,089,218.26","3,848,603.04","5,191,269.92","11,576,569.12","3,270,186.55","8,850,505.55","11,148,185.76","18,863,338.00","165,411,893.41","184,649,570.50"
应付职工薪酬,"1,933,857.77","1,315,329.08","1,442,220.09","1,916,520.47","3,327,928.64","1,450,210.93","2,178,372.22","2,338,309.38","2,553,209.12","1,120,254.20","1,572,488.39","1,920,338.78","2,740,091.36","1,398,138.83","2,274,633.82","2,357,051.29","5,774,163.80","3,589,467.74"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"1,354,406.74","505,974.84","887,777.13","2,889,098.79","1,287,446.50","4,654,685.74","3,173,330.71","3,821,598.94","3,561,352.30","4,773,734.65","2,102,987.50","6,907,276.30","15,323,832.51","18,422,232.36","7,355,797.75","9,626,509.01","61,821,518.41","80,409,997.78"
应收利息,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,
存货,"30,941,657.27","33,090,046.85","50,276,813.37","39,953,976.08","49,267,159.95","38,058,651.08","43,693,245.88","43,701,670.21","38,565,340.60","34,635,737.87","41,056,098.71","148,146,462.75","171,648,225.85","199,624,345.84","234,385,772.49","254,374,129.15","407,135,102.97","572,456,865.94"
其他应付款,"424,799.09","485,802.30","7,017,072.09","7,636,891.05","6,891,070.58","6,894,376.97","1,286,786.67","321,344.38","734,685.47","735,853.37","781,863.18","18,974,092.60","52,448,627.04","44,602,521.50","52,184,752.44","132,694,132.61","459,701,622.66","384,936,654.50"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,"130,873.20","130,873.20","130,873.19","130,873.19","130,873.19","130,873.19","130,873.19","130,873.19","130,873.19","2,908,105.60","35,002,260.20","35,448,428.95"
其他流动资产,,,,,,,"60,000,000.00","60,000,000.00","60,000,000.00","20,000,000.00","60,000,000.00","41,090,280.62","6,637,685.22","57,482,370.77","5,416,789.34","8,509,330.65","39,369,398.17","45,037,928.26"
其他流动负债,,,"1,503,117.65","3,316,331.00","2,780,051.32","2,377,725.89","1,981,944.20","2,576,673.85","2,541,999.94","2,448,779.08","2,279,219.44","2,458,905.49","1,550,107.30","2,511,933.40","1,891,279.84","2,548,901.81","45,527,997.63","34,069,257.02"
流动资产合计,"139,147,907.53","146,333,845.46","159,942,323.92","197,987,049.77","190,381,783.40","181,084,850.30","353,780,297.60","357,491,338.15","345,610,242.55","321,077,546.17","325,838,582.91","676,871,525.81","662,916,398.25","731,099,196.38","831,611,324.24","882,150,030.58","1,726,419,469.65","1,901,451,197.01"
流动负债合计,"47,707,015.97","56,212,149.74","74,406,648.43","89,394,982.79","71,976,006.50","53,704,577.82","58,695,924.30","53,997,814.13","51,330,316.12","53,430,903.36","88,625,674.03","223,173,568.17","301,467,464.63","295,637,633.01","404,654,296.55","539,055,339.82","1,618,095,077.61","1,466,530,158.57"
可供出售金融资产,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","3,800,000.00","3,800,000.00"
长期借款,,,,,,,,,,,,,,"49,240,624.81","51,930,452.74","80,815,390.00","57,965,310.47","338,732,666.37"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,"5,504,552.49","5,108,912.78"
长期股权投资,,,,,,,,,,"593,516.40","593,991.23","15,432,145.58","80,694,046.67","15,571,636.67","15,724,979.35","16,000,240.41","15,928,458.82","16,307,294.28"
专项应付款,,,,,,,,,,,,,,"700,000.00",,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"64,660,256.00","72,561,167.35","93,435,982.70","91,716,677.22","89,734,894.78","88,437,663.91","85,400,232.79","82,993,477.96","82,685,891.39","80,211,216.10","77,785,010.05","149,500,344.19","145,985,658.46","143,081,761.92","139,222,317.55","136,251,952.99","220,633,572.55","287,623,930.94"
递延所得税负债,,,,,,,,,,,,,,,,,,
在建工程,"500,000.00","9,656,706.72","459,832.27","459,832.27","535,303.97","535,303.97","3,043,256.97","3,769,138.40","5,995,141.43","16,259,149.00","83,948,010.26","32,383,522.71","45,789,248.45","73,115,464.73","98,347,361.39","109,690,755.04","106,874,915.67","67,996,642.12"
其他非流动负债,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,"1,136,118.52","1,224,897.21","2,972,874.93","1,458,600.68","2,154,211.66","2,809,296.62","1,506,405.92","1,737,602.50"
非流动负债合计,,,,,,,"6,085,603.50","6,052,885.20","6,020,166.91","5,987,448.61","5,954,730.31","12,922,012.01","12,889,293.71","62,797,200.22","65,357,087.63","94,259,306.59","76,328,283.47","356,667,281.36"
固定资产清理,,,,,,,,,,,,,,"147,336.62","147,336.62",,,"7,231.26"
负债合计,"47,707,015.97","56,212,149.74","74,406,648.43","89,394,982.79","71,976,006.50","53,704,577.82","64,781,527.80","60,050,699.33","57,350,483.03","59,418,351.97","94,580,404.34","236,095,580.18","314,356,758.34","358,434,833.23","470,011,384.18","633,314,646.41","1,694,423,361.08","1,823,197,439.93"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","66,700,000.00","66,700,000.00","66,700,000.00","66,700,000.00","186,760,000.00","218,321,965.00","218,321,965.00","218,321,965.00","218,321,965.00","218,321,965.00","218,321,965.00","218,321,965.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"29,127,396.74","29,127,396.74","29,127,396.74","29,127,396.74","29,127,396.74","29,127,396.74","164,728,396.74","164,728,396.74","164,728,396.74","164,728,396.74","44,668,396.74","734,161,268.13","734,161,268.13","734,161,268.13","734,161,268.13","642,227,117.51","642,227,117.51","642,227,117.51"
无形资产,"7,888,355.80","7,778,408.03","25,630,839.01","25,152,875.52","25,013,135.04","24,873,394.56","24,733,654.08","24,593,913.60","24,454,173.12","24,336,657.65","24,195,808.85","96,860,303.90","129,552,902.08","128,146,374.16","126,066,513.01","103,833,963.99","359,947,056.09","354,992,414.98"
盈余公积,"9,108,345.91","11,980,097.75","15,120,137.77","15,120,137.77","18,815,529.11","18,815,529.11","18,815,529.11","18,815,529.11","22,783,956.10","22,783,956.10","22,783,956.10","22,783,956.10","25,216,788.76","25,216,788.76","25,216,788.76","25,216,788.76","29,579,442.20","29,579,442.20"
开发支出,,,,,,,,,"2,867,335.86","3,969,905.65","4,575,142.48","4,583,742.48","5,062,005.17","5,106,552.52","5,158,430.18","5,211,054.88","5,395,229.64","5,395,229.64"
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,"404,108,562.99","404,108,562.99","449,979,768.29","451,418,153.12","451,418,153.12","591,428,622.54","591,428,622.54"
未分配利润,"69,634,174.06","83,479,940.58","105,740,300.74","128,685,111.93","133,198,822.80","142,349,830.62","151,661,497.66","158,503,475.82","168,351,949.67","167,968,828.03","175,196,338.11","182,093,696.00","201,150,914.73","210,226,908.02","212,124,286.36","226,129,438.57","292,581,430.36","342,562,401.24"
长期待摊费用,,,,,,,,,"340,998.39","342,749.36","311,590.33","1,646,073.97","1,653,966.89","1,461,388.42","1,394,045.56","3,798,557.99","11,516,715.69","9,862,447.30"
少数股东权益,,,,,,,,,,,,,,"35,934,991.50","35,905,756.42",,"197,721,270.01","210,912,150.29"
递延所得税资产,"1,573,395.45","1,874,016.59","1,373,091.47","1,096,103.50","986,604.78","1,172,897.40","1,945,997.66","2,022,676.63","2,076,418.83","2,223,606.37","2,139,206.92","3,450,586.96","3,843,141.42","4,799,275.72","5,230,461.40","5,496,678.04","23,810,531.54","23,885,028.41"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"16,615,367.10","32,734,407.10","3,501,479.20","5,590,931.30","8,714,054.95","26,408,792.08","17,330,894.81","26,598,315.07","20,573,148.18","16,667,805.68"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"74,622,007.25","91,870,298.69","120,899,745.45","118,425,488.51","116,269,938.57","115,019,259.84","115,123,141.50","113,379,206.59","135,035,326.12","160,671,207.63","198,186,357.84","716,781,111.29","830,376,462.01","851,276,951.81","864,194,704.65","863,108,968.15","1,361,414,656.64","1,379,704,249.65"
所有者权益(或股东权益)合计,"166,062,898.81","181,991,994.41","206,435,420.94","227,017,555.49","234,675,715.47","242,399,532.32","404,121,911.30","410,819,845.41","423,295,085.64","422,330,401.83","429,444,536.41","1,157,557,056.92","1,178,936,101.92","1,223,941,314.96","1,225,794,644.71","1,111,944,352.32","1,393,410,765.21","1,457,958,006.73"
资产总计,"213,769,914.78","238,204,144.15","280,842,069.37","316,412,538.28","306,651,721.97","296,104,110.14","468,903,439.10","470,870,544.74","480,645,568.67","481,748,753.80","524,024,940.75","1,393,652,637.10","1,493,292,860.26","1,582,376,148.19","1,695,806,028.89","1,745,258,998.73","3,087,834,126.29","3,281,155,446.66"
负债和所有者(或股东权益)合计,"213,769,914.78","238,204,144.15","280,842,069.37","316,412,538.28","306,651,721.97","296,104,110.14","468,903,439.10","470,870,544.74","480,645,568.67","481,748,753.80","524,024,940.75","1,393,652,637.10","1,493,292,860.26","1,582,376,148.19","1,695,806,028.89","1,745,258,998.73","3,087,834,126.29","3,281,155,446.66"
