科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"8,005,275.04","19,002,235.24","16,421,179.51","9,497,423.33","14,589,216.34","21,572,138.10","3,950,575.59","13,950,296.01","21,887,109.04","23,669,249.20","5,648,517.57","11,915,938.18","21,158,839.92","31,265,246.87","10,898,819.51","23,611,519.22","39,837,958.38","50,015,866.62","11,018,834.49","34,045,088.52","53,775,004.25","69,265,429.72","16,365,101.06","35,253,130.30","33,272,960.36","47,571,118.83","8,897,478.97","29,577,441.29","29,129,799.01","38,503,164.96","11,646,592.78","29,822,363.43","28,991,219.47","29,221,439.09"
三、利润总额,"33,532,577.26","26,958,940.30","43,695,712.38","32,354,317.39","52,860,812.87","71,716,412.21","15,755,060.98","41,028,467.32","66,399,629.82","82,128,662.32","17,281,456.40","44,773,871.56","67,683,087.85","67,358,628.24","13,025,845.23","39,421,898.84","60,810,781.05","51,752,199.45","11,073,786.24","42,597,920.82","74,489,401.80","72,263,360.52","13,025,274.64","49,560,320.05","77,603,546.89","42,995,894.14","-17,596,697.03","-39,886,787.08","-45,442,566.55","-186,107,664.52","-25,178,156.05","-61,441,569.81","19,679,946.56","33,826,862.61"
资产减值损失,"-946,722.43","1,569,633.73","1,642,018.80","1,917,768.07","4,944,969.79","3,573,485.49","1,959,487.03","3,179,470.92","2,100,759.99","2,214,366.36","549,163.20","1,395,563.62","-646,271.48","1,747,902.65","2,197,213.91","2,133,700.14","1,665,933.33","2,983,589.88","588,922.64","3,425,984.02","1,580,615.35","6,470,377.73","751,861.98","1,310,048.17","1,071,025.43","4,841,110.61","-720,410.53","1,189,763.02","198,128.99","10,370,490.77","1,454,521.36","4,735,850.26","5,177,433.85","17,968,153.08"
减:所得税,"1,981,639.96","2,051,753.14","4,060,342.93","5,156,035.83","7,969,179.24","9,784,160.94","3,093,904.80","5,980,550.83","9,188,441.38","11,826,816.93","2,564,661.07","5,336,939.89","9,693,806.72","9,957,104.01","1,118,050.49","6,170,646.59","10,716,243.08","7,145,772.79","1,948,562.92","6,290,832.17","13,955,020.19","10,061,215.53","3,084,549.48","9,293,315.07","15,443,040.67","-563,307.58","2,071,953.56","5,619,567.32","11,606,427.37","-46,177,466.63","2,817,787.96","2,950,367.99","16,214,142.05","-20,328,422.31"
加:公允价值变动净收益,,,,"103,150.00",,"1,558,650.00","-53,150.00","-730,367.00","87,150.50","-932,289.00","-49,194.00","-1,544,809.00","-1,319,449.90","529,239.00","1,017,332.00","1,885,600.00","1,662,400.00","-151,194.44","-414,065.56","-974,475.56","-5,027,505.56","-1,195,495.66","-1,018,329.90","-1,131,909.90","10,690.10","191,090.10",,,,,,,,"-4,512,914.81"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-232,804.29","-52,624.71","-359,974.51",,,,,"-438,628.07","438,628.07","-488,662.83",,,,,,,,,,"30,915.44","325,959.43","-2,871,101.39","-1,881,096.71","-5,816,669.22","-7,917,926.79","-8,530,458.61","77,698.54","3,111,083.22","2,359,562.79","5,745,340.92","-1,023,401.42","5,221,354.73","25,143,569.11","25,643,317.73"
四、净利润,"31,550,937.30","24,907,187.16","39,635,369.45","27,198,281.56","44,891,633.63","61,932,251.27","12,661,156.18","35,047,916.49","57,211,188.44","70,301,845.39","14,716,795.33","39,436,931.67","57,989,281.13","57,401,524.23","11,907,794.74","33,251,252.25","50,094,537.97","44,606,426.66","9,125,223.32","36,307,088.65","60,534,381.61","62,202,144.99","9,940,725.16","40,267,004.98","62,160,506.22","43,559,201.72","-19,668,650.59","-45,506,354.40","-57,048,993.92","-139,930,197.89","-27,995,944.01","-64,391,937.80","3,465,804.51","54,155,284.92"
其中:对联营企业和合营企业的投资权益,"-194,017.46","-54,488.89","-359,974.51",,,,,"-438,628.07","438,628.07","-488,662.83",,,,,,,,,,,,"-120,989.18",,"-1,066,019.19","-1,351,267.19","-1,811,007.18",,"3,060,441.97","2,308,921.54","-161,530.00",,"-1,167,412.39","4,297,963.96","7,574,092.39"
归属于母公司所有者的净利润,"30,773,824.98","24,113,256.07","39,030,849.04","26,790,705.40","43,834,583.35","61,277,587.28","12,525,769.37","34,853,468.53","56,932,254.52","70,720,923.12","14,642,820.75","39,732,858.95","58,655,662.46","57,238,123.04","11,889,469.84","33,145,967.84","50,486,151.20","45,064,602.29","9,524,253.29","37,210,057.24","61,665,194.99","63,569,525.21","10,062,829.57","41,138,343.52","63,530,257.32","46,951,239.39","-19,415,089.14","-45,222,472.26","-56,141,453.01","-138,164,259.72","-28,324,084.60","-65,050,744.61","2,868,550.27","53,983,060.17"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"777,112.32","793,931.09","604,520.41","407,576.16","1,057,050.28","654,663.99","135,386.81","194,447.96","278,933.92","-419,077.73","73,974.58","-295,927.28","-666,381.33","163,401.19","18,324.90","105,284.41","-391,613.23","-458,175.63","-399,029.97","-902,968.59","-1,130,813.38","-1,367,380.22","-122,104.41","-871,338.54","-1,369,751.10","-3,392,037.67","-253,561.45","-283,882.14","-907,540.91","-1,765,938.17","328,140.59","658,806.81","597,254.24","172,224.75"
