科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动负债合计,"42,749,014.72","65,945,154.46","56,710,650.87","56,671,021.08","56,245,351.15","64,156,999.00","99,367,527.17","90,076,528.56","91,503,039.81"
可供出售金融资产,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
长期借款,,,,,,,,,
持有至到期投资,,,,,,,,,
应付债券,,,,,,,,,
长期应收款,,,,,,,,,
长期应付款,,,,,,,,,
长期股权投资,,,,,,,,,
专项应付款,,,,,,,,,
投资性房地产,,,,,,,,,
预计负债,,,,,,,,,
固定资产,"31,140,583.78","48,288,186.78","45,388,448.20","44,161,412.88","43,616,583.58","42,387,521.86","65,171,101.02","64,930,124.94","73,771,100.46"
递延所得税负债,,,"156,992.82","192,339.78",,,"4,720,259.30","4,515,764.93","4,816,425.24"
在建工程,"14,692,729.79","1,631,115.00","11,038,910.28","27,056,144.27","28,609,515.22","35,616,078.25","36,067,171.68","36,501,389.11","39,032,753.03"
其他非流动负债,,,,,,,,,
工程物资,,,,,,,,,
非流动负债合计,"940,170.75","799,145.07","815,112.23","779,946.35","552,350.15","517,093.73","7,543,434.42","7,287,863.79","7,537,447.84"
固定资产清理,,,,,,,,,
负债合计,"43,689,185.47","66,744,299.53","57,525,763.10","57,450,967.43","56,797,701.30","64,674,092.73","106,910,961.59","97,364,392.35","99,040,487.65"
生产性生物资产,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00"
油气资产,,,,,,,,,
资本公积,"64,643,649.63","64,643,649.63","64,643,649.63","64,643,649.63","220,674,134.39","222,290,593.35","222,290,593.35","222,317,958.29","222,317,958.29"
无形资产,"31,609,434.10","30,792,712.48","29,856,868.20","29,199,036.94","29,284,370.09","28,813,501.99","50,991,626.70","50,549,719.57","49,923,753.98"
盈余公积,"6,441,270.60","9,929,339.13","13,615,392.03","13,615,392.03","13,615,392.03","17,600,518.69","17,600,518.69","17,600,518.69","17,600,518.69"
开发支出,,,,,,,,,
减:库存股,,,,,,,,,
商誉,,,,,,,"56,795,109.32","56,756,162.53","56,756,162.54"
未分配利润,"57,971,435.38","81,864,052.16","85,038,528.25","96,496,667.03","106,538,964.13","113,404,668.22","119,991,375.47","109,232,885.95","115,388,060.29"
长期待摊费用,"335,665.45","1,138,155.08","1,376,537.65","1,412,046.20","1,316,994.80","1,233,482.47","1,253,702.35","1,156,922.23","1,060,142.11"
少数股东权益,,,,,,,"5,337,399.35","6,172,122.57","6,459,822.51"
递延所得税资产,"733,470.51","929,274.97","817,116.59","845,065.86","798,807.91","784,245.68","5,611,820.33","4,919,981.27","4,460,881.43"
外币报表折算价差,,,,,,,,,
其他非流动资产,"1,136,586.75","828,468.00","908,444.79","7,758,214.79","7,754,860.08","7,973,137.26","9,194,587.26","13,469,557.42","18,966,835.10"
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"84,648,470.38","88,607,912.31","94,386,325.71","115,431,920.94","116,381,131.68","121,807,967.51","230,085,118.66","233,283,857.07","248,971,628.65"
所有者权益(或股东权益)合计,"204,056,355.61","230,581,687.70","239,187,195.87","250,845,634.09","440,828,490.55","453,295,780.26","465,384,356.81","455,376,275.23","464,154,885.76"
资产总计,"247,745,541.08","297,325,987.23","296,712,958.97","308,296,601.52","497,626,191.85","517,969,872.99","572,295,318.40","552,740,667.58","563,195,373.41"
负债和所有者(或股东权益)合计,"247,745,541.08","297,325,987.23","296,712,958.97","308,296,601.52","497,626,191.85","517,969,872.99","572,295,318.40","552,740,667.58","563,195,373.41"
