科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得投资收益收到的现金,,,,,,,,,"2,071,479.45","13,533,763.85","653,704.11","6,506,126.26"
筹资活动现金流出小计,"723,413,521.48","916,260,534.38","580,185,087.70","260,193,084.24",,"372,757,461.79","305,181,393.54","330,965,046.03","387,099,753.97","401,872,161.08",,"77,654,842.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"94,368.51","8,104,615.15","801,163.39","131,623.92",,"398,057.64",,"502,424.70","44,328.00","10,328,001.72",,
筹资活动产生的现金流量净额,"51,586,478.52","-42,260,534.38","-63,089,989.70","-40,543,084.24","-119,573,700.00","759,855,753.32","-192,681,393.54","-218,465,046.03","-274,599,753.97","-301,872,161.08",,"-76,204,042.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,
收到其他与投资活动有关的现金,,"4,750,000.00","11,750,000.00","16,732,200.00",,"16,732,200.00",,,,"26,973,357.68",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"94,368.51","12,854,615.15","12,551,163.39","16,863,823.92",,"17,130,257.64",,"502,424.70","232,115,807.45","965,835,123.25","60,653,704.11","666,506,126.26"
五、现金及现金等价物净增加额,"-40,382,211.36","58,185,296.12","22,062,740.73","38,080,801.92","4,214,400.00","908,740,368.77","-146,021,079.80","-801,497,627.61","-856,628,412.74","-259,589,178.57","-329,418,412.68","-505,406,316.52"
购建固定资产、无形资产和其他长期资产支付的现金,"54,749,959.78","153,750,909.22","227,123,053.23","84,276,835.88",,"187,527,718.80","18,716,619.96","26,866,843.10","57,362,422.71","134,503,833.79","18,630,934.70","51,681,235.05"
期初现金及现金等价物余额,"79,240,031.00","38,857,819.64","97,043,115.76","119,105,856.49",,"119,105,856.49","1,027,846,225.26","1,027,846,225.26","1,027,846,225.26","1,027,846,225.26","773,515,826.69","768,257,046.69"
投资支付的现金,,,,,,,,"695,000,000.00","920,000,000.00","980,000,000.00","400,000,000.00","1,130,000,000.00"
期末现金及现金等价物余额,"38,857,819.64","97,043,115.76","119,105,856.49","157,186,658.41",,"1,027,846,225.26","881,825,145.46","226,348,597.65","171,217,812.52","768,257,046.69","444,097,414.01","262,850,730.17"
