科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
生产性生物资产,"64,408,406.96","126,018,150.78","202,740,202.15","219,741,948.74","199,998,586.24","198,070,727.12","180,573,400.38","190,970,671.70","232,843,094.54","266,250,333.40","330,462,233.64","373,125,586.10","417,447,227.79","581,044,608.40","757,117,092.55","873,211,510.52","983,227,429.48","1,330,771,483.71","1,355,453,869.10","1,254,714,254.24","1,401,874,901.68","1,633,768,021.59","1,501,938,798.52","1,423,618,394.83","1,461,220,203.09","1,339,948,359.07"
实收资本(或股本),"212,000,000.00","212,000,000.00","212,000,000.00","212,000,000.00","212,000,000.00","242,000,000.00","242,000,000.00","242,000,000.00","242,000,000.00","242,000,000.00","484,000,000.00","484,000,000.00","516,873,109.00","516,873,109.00","516,873,109.00","1,033,746,218.00","1,033,746,218.00","1,033,746,218.00","1,158,463,457.00","1,158,463,457.00","1,158,463,457.00","1,158,463,457.00","2,085,234,222.00","2,085,234,222.00","2,085,234,222.00","2,085,234,222.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"100,516,270.25","100,516,270.25","100,516,270.25","100,516,270.25","100,516,270.25","738,337,433.39","738,337,433.39","738,337,433.39","738,337,433.39","738,337,433.39","496,337,433.39","496,337,433.39","1,456,158,748.77","1,456,158,748.77","1,456,158,748.77","939,285,639.77","939,285,639.77","939,285,639.77","3,864,899,589.92","3,864,899,589.92","3,864,899,589.92","3,864,899,589.92","2,938,128,824.92","2,938,128,824.92","2,938,128,824.92","2,938,128,824.92"
无形资产,"21,145,010.54","29,726,874.67","116,353,865.58","136,291,211.47","155,788,618.37","154,540,896.02","163,123,804.22","162,372,286.78","172,315,890.37","171,440,775.71","171,320,483.37","170,160,139.21","169,831,898.26","168,799,994.30","167,315,673.67","181,444,413.15","232,840,651.96","250,037,168.60","301,960,982.22","359,141,465.35","354,486,264.29","352,389,639.43","350,094,951.08","347,581,437.52","350,544,070.08","333,237,941.44"
盈余公积,"17,989,126.93","53,435,915.95","84,993,560.85","84,993,560.85","106,321,867.88","106,321,867.88","106,321,867.88","106,321,867.88","112,846,498.41","112,846,498.41","112,846,498.41","112,846,498.41","144,045,093.53","144,045,093.53","144,045,093.53","144,045,093.53","345,782,746.35","345,782,746.35","345,782,746.35","345,782,746.35","384,497,012.00","384,497,012.00","384,497,012.00","384,497,012.00","462,992,655.23","462,992,655.23"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"76,632,707.50","362,841,743.86","629,691,963.44","631,069,460.17","837,993,133.02","782,272,873.54","757,534,668.01","784,064,516.26","855,038,557.31","834,843,707.21","887,109,038.04","1,119,273,622.45","1,404,928,803.77","1,772,886,017.64","2,477,357,699.66","2,984,405,343.60","3,342,633,655.69","4,022,670,027.11","3,742,403,676.00","4,354,347,265.79","4,868,950,505.24","5,004,988,002.98","3,990,954,992.35","4,419,801,502.25","4,342,960,666.84","3,802,023,139.86"
长期待摊费用,,,,,,,,,,,,,,,"10,582,465.07","37,279,570.87","49,658,471.29","53,964,005.65","86,516,352.97","96,299,884.53","105,162,643.79","134,219,635.07","140,429,776.44","142,371,618.85","142,049,860.99","140,829,560.76"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,"1,418,370,169.32","1,402,465,987.51"
递延所得税资产,,,,,,,,,,,,,,,,,,,,,59.50,"2,391.08",,,"4,832,601.20","5,221,427.61"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"39,345,757.56","38,107,081.05","45,866,724.38","68,943,195.98","184,537,865.63","217,429,101.19","199,371,808.56","311,100,120.35","406,138,872.52","453,261,334.90","540,292,254.84","1,037,836,431.28","1,088,387,582.67","1,124,184,382.36","1,072,369,681.53","927,632,746.08","601,134,225.84","988,762,964.70"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"480,848,961.55","856,581,291.17","1,424,640,455.76","1,812,751,610.14","1,994,376,867.46","2,105,989,794.30","2,151,127,692.66","2,319,525,697.04","2,608,658,308.63","2,949,491,970.58","3,334,353,735.42","3,824,386,296.84","4,553,752,587.64","5,316,907,171.29","6,696,372,890.99","7,797,718,024.78","9,213,151,790.20","10,716,281,298.23","11,808,403,328.47","13,448,110,046.50","15,302,481,162.06","16,892,563,562.36","17,598,527,820.52","18,530,336,037.40","20,061,164,720.40","21,154,377,360.06"
所有者权益(或股东权益)合计,"407,138,104.68","728,793,930.06","1,027,201,794.54","1,028,579,291.27","1,256,831,271.15","1,868,932,174.81","1,844,193,969.28","1,870,723,817.53","1,948,222,489.11","1,928,027,639.01","1,980,292,969.84","2,212,457,554.25","3,522,005,755.07","3,889,962,968.94","4,594,434,650.96","5,101,482,294.90","5,661,448,259.81","6,341,484,631.23","9,111,549,469.27","9,723,493,059.06","12,736,609,504.16","12,872,647,001.90","11,858,613,991.27","12,287,460,501.17","13,707,635,189.12","13,150,793,480.33"
资产总计,"891,988,820.60","1,488,633,359.06","2,140,201,560.78","3,043,954,009.34","3,234,543,056.34","3,691,426,701.32","3,795,456,837.02","3,894,612,915.93","4,119,301,223.10","4,331,693,630.86","5,165,036,839.37","5,620,864,463.35","7,067,533,220.76","8,005,114,249.14","9,272,997,250.88","10,925,471,970.20","12,931,323,137.63","14,676,415,097.70","17,385,207,514.04","18,983,001,726.19","24,044,634,907.56","26,588,330,044.33","25,611,839,214.09","27,641,062,874.42","29,841,862,898.90","31,102,587,757.68"
负债和所有者(或股东权益)合计,"891,988,820.60","1,488,633,359.06","2,140,201,560.78","3,043,954,009.34","3,234,543,056.34","3,691,426,701.32","3,795,456,837.02","3,894,612,915.93","4,119,301,223.10","4,331,693,630.86","5,165,036,839.37","5,620,864,463.35","7,067,533,220.76","8,005,114,249.14","9,272,997,250.88","10,925,471,970.20","12,931,323,137.63","14,676,415,097.70","17,385,207,514.04","18,983,001,726.19","24,044,634,907.56","26,588,330,044.33","25,611,839,214.09","27,641,062,874.42","29,841,862,898.90","31,102,587,757.68"
