科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
负债合计,"13,569,571.71","43,305,195.03","27,583,438.22","19,645,448.66","26,665,121.91","43,127,943.49","37,304,153.45","30,122,626.36","30,925,261.91","57,918,315.33","58,075,889.44","58,348,557.96","66,000,371.90","90,292,502.12","89,467,399.15","92,187,385.70","97,971,262.29","133,702,180.84","125,838,885.16","135,253,124.69","140,442,950.40","165,674,842.37","158,878,433.67","236,728,854.12","247,433,549.06"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","66,700,000.00","66,700,000.00","66,700,000.00","133,400,000.00","133,400,000.00","133,400,000.00","133,400,000.00","266,800,000.00","266,800,000.00","266,800,000.00","266,800,000.00","266,800,000.00","266,800,000.00","270,226,124.00","270,226,124.00","513,429,635.00","513,429,635.00","579,929,635.00","579,929,635.00","1,449,824,087.00","1,449,824,087.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"15,505,179.10","16,215,779.10","16,215,779.10","19,392,567.61","379,701,212.81","379,701,212.81","379,701,212.81","313,001,212.81","314,001,212.81","314,001,212.81","314,001,212.81","180,601,212.81","180,601,212.81","180,601,212.81","180,601,212.81","180,601,212.81","180,601,212.81","257,175,084.21","257,175,084.21","13,971,573.21","13,971,573.21","1,185,772,337.28","1,185,772,337.28","315,877,885.28","315,877,885.28"
无形资产,"3,796,318.40","2,674,628.12","1,733,435.24","1,298,110.77","1,407,457.02","1,309,835.65","1,177,585.79","1,105,977.60","995,952.74","967,927.88","939,903.02","1,656,464.83","1,629,434.97","2,075,438.05","2,172,591.54","2,115,599.91","15,143,017.86","59,690,893.26","58,650,429.97","57,609,448.59","56,643,355.35","61,415,214.50","61,274,346.83","82,513,481.49","81,232,617.62"
盈余公积,"1,563,281.32","5,659,560.10","10,044,556.10","11,343,444.65","11,562,006.28","16,159,219.86","16,159,219.86","16,159,219.86","16,159,219.86","22,921,035.11","22,921,035.11","22,921,035.11","22,921,035.11","30,079,145.19","30,079,145.19","30,079,145.19","30,079,145.19","36,418,369.22","36,418,369.22","36,418,369.22","36,418,369.22","43,307,028.21","43,307,028.21","43,307,028.21","43,307,028.21"
开发支出,,,,,,,,,,,"815,754.48","1,719,669.97","2,733,299.61","9,416,533.82","13,820,452.36","18,237,683.57","24,073,067.27","3,488,257.86","7,579,085.00","14,628,918.09","21,405,820.43","28,217,066.75","39,079,949.47","24,756,878.29","34,728,344.47"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,"82,754,563.28","82,754,563.28","82,754,563.28","82,754,563.28","82,754,563.28","82,754,563.28","82,754,563.28","82,754,563.28"
未分配利润,"14,069,531.87","50,257,745.77","75,642,251.30","86,353,175.55","87,096,454.70","129,635,116.53","129,852,746.30","129,793,952.17","131,934,618.73","177,324,541.06","177,588,261.73","174,625,269.42","180,371,153.07","224,820,316.52","225,108,738.28","225,152,986.71","231,666,087.82","275,860,659.08","276,251,525.32","280,832,216.86","286,097,827.26","337,159,052.64","337,764,080.79","331,715,028.52","339,100,107.97"
长期待摊费用,,"259,963.41","340,684.29","740,606.85","1,804,698.85","1,618,710.22","1,516,441.24","1,374,781.48","1,363,441.54","1,270,771.58","1,721,751.80","1,603,585.70","1,706,900.37","2,180,057.33","1,574,731.05","1,508,334.88","1,872,864.22","2,485,476.68","2,304,508.57","2,572,687.45","2,475,318.62","1,332,835.54","2,702,534.29","2,359,702.61","3,267,752.01"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,"4,388,626.14","4,170,118.11","4,346,889.36","3,801,652.17"
递延所得税资产,"274,881.64","606,095.44","1,174,502.53","1,353,635.28","1,154,158.81","2,616,093.75","2,622,171.10","3,208,421.45","3,270,126.26","4,101,521.40","4,101,521.40","5,368,776.62","6,519,745.08","6,464,838.10","7,901,686.70","9,957,074.17","11,284,579.86","14,250,589.86","17,025,249.04","15,314,634.87","16,471,457.76","19,323,009.96","20,780,459.72","22,306,782.92","25,061,227.30"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"13,911,106.00",,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"12,270,837.80","16,008,549.27","17,497,406.73","16,797,167.00","25,057,492.86","19,321,828.55","19,599,516.02","21,155,367.10","21,342,549.20","27,659,262.97","41,628,641.23","45,219,094.06","52,582,178.36","89,744,070.10","94,731,909.30","104,903,490.22","145,176,975.02","261,777,868.50","265,847,331.08","270,579,128.17","295,463,267.55","315,639,952.01","351,344,034.42","369,005,600.09","384,618,258.55"
所有者权益(或股东权益)合计,"81,137,992.29","122,133,084.97","151,902,586.50","167,089,187.81","545,059,673.79","592,195,549.20","592,413,178.97","592,354,384.84","595,495,051.40","647,646,788.98","647,910,509.65","644,947,517.34","650,693,400.99","701,394,739.74","701,282,248.62","701,088,632.45","706,524,377.08","837,645,081.33","838,522,070.17","843,179,318.59","848,215,274.33","2,148,642,817.50","2,148,649,896.11","2,143,278,537.86","2,150,087,527.73"
资产总计,"94,707,564.00","165,438,280.00","179,486,024.72","186,734,636.47","571,724,795.70","635,323,492.69","629,717,332.42","622,477,011.20","626,420,313.31","705,565,104.31","705,986,399.09","703,296,075.30","716,693,772.89","791,687,241.86","790,749,647.77","793,276,018.15","804,495,639.37","971,347,262.17","964,360,955.33","978,432,443.28","988,658,224.73","2,314,317,659.87","2,307,528,329.78","2,380,007,391.98","2,397,521,076.79"
负债和所有者(或股东权益)合计,"94,707,564.00","165,438,280.00","179,486,024.72","186,734,636.47","571,724,795.70","635,323,492.69","629,717,332.42","622,477,011.20","626,420,313.31","705,565,104.31","705,986,399.09","703,296,075.30","716,693,772.89","791,687,241.86","790,749,647.77","793,276,018.15","804,495,639.37","971,347,262.17","964,360,955.33","978,432,443.28","988,658,224.73","2,314,317,659.87","2,307,528,329.78","2,380,007,391.98","2,397,521,076.79"
