科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付职工薪酬,"9,073,919.08","14,838,252.66","17,686,042.28","17,194,146.26","21,570,821.06","12,070,775.23","17,016,380.48","20,836,409.27","26,123,942.48","17,263,362.82","16,871,730.14","15,502,557.10","20,033,615.13","10,435,815.42","14,956,731.07","18,200,134.36","20,427,036.60","11,039,949.70","16,079,566.43","16,636,360.00","24,373,345.67"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"-12,913,331.54","-4,222,348.48","-5,912,624.13","-1,433,052.74","-8,891,616.58","758,118.90","10,426,953.59","5,082,510.78","3,746,243.98","3,469,767.55","4,540,536.18","3,699,135.61","3,643,503.22","3,687,786.88","5,293,437.53","4,469,921.60","5,231,813.88","4,458,092.88","4,049,198.90","2,226,534.15","3,473,046.28"
应收利息,,,,,,,,,"645,301.39","109,806.82","858,897.30","843,205.71","328,416.67","536,958.30","777,166.63","234,111.11","52,326.08","120,600.00","193,805.17","541,176.35","324,872.08"
应付利息,"172,304.03","229,050.25","89,071.69","99,658.30","61,208.60","177,934.75","24,638.95","24,638.95",,,,,,,,,,,,"101,986.10","72,500.00"
应收股利,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,
存货,"83,751,850.40","84,328,186.29","71,721,408.66","82,263,779.38","82,774,996.04","79,385,633.25","86,841,443.90","110,597,247.52","120,123,141.42","126,331,058.39","128,697,574.46","125,700,710.07","108,263,667.77","110,081,426.09","120,023,059.98","131,074,623.06","117,158,155.17","107,082,745.79","138,986,911.56","130,504,465.03","161,362,324.27"
其他应付款,"3,449,730.10","1,913,114.50","3,877,467.31","4,534,685.91","5,340,847.58","7,392,524.30","4,277,819.50","3,324,090.29","5,022,731.23","2,289,811.59","1,718,180.69","1,628,296.26","2,684,384.75","1,130,914.46","4,213,559.73","4,403,214.99","6,716,499.36","3,179,553.48","7,094,135.54","7,405,670.10","7,636,718.20"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,
其他流动资产,"7,196,871.03","2,259,519.34","23,637,677.96","8,295,471.98","5,171,076.81","200,221,551.85","65,280,351.48","10,008,685.00","11,222,515.09","8,488,991.70","10,717,608.88","6,227,083.24","30,440,216.31","13,487,582.20","12,572,298.02","51,761,036.00","31,151,305.99","21,665,939.71","50,518,203.03","26,323,889.36","24,145,888.56"
其他流动负债,"3,356,438.07","3,192,646.13","84,304.29",,,"2,116,362.09","1,684,336.27",,"2,402,642.53","1,280,394.41",,,,,,,,,,,
流动资产合计,"282,777,037.38","317,339,943.58","323,673,661.81","323,432,538.64","329,272,519.16","652,153,810.35","601,353,050.52","557,750,279.48","551,113,468.36","514,518,160.45","487,070,557.07","484,195,183.70","490,661,163.95","469,744,373.38","473,936,003.19","474,071,102.80","476,719,766.42","478,772,674.82","473,173,670.51","547,489,890.03","496,599,008.71"
流动负债合计,"218,817,335.07","245,651,765.00","190,051,048.36","197,601,866.86","188,187,032.71","175,170,017.12","191,361,887.62","145,593,550.58","178,982,664.19","121,684,959.42","118,906,507.27","113,468,167.78","126,176,244.09","94,344,338.54","93,535,711.13","99,193,564.07","122,075,184.45","124,649,784.54","124,398,588.76","204,914,293.06","200,461,588.02"
可供出售金融资产,,,,,,,,,"8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00",,"30,000,000.00"
长期借款,"20,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00",,,,,,,,,,,,,"8,999,895.04"
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,"2,518,235.84","2,484,228.12","2,450,220.40","2,416,212.67","2,382,204.94","2,348,197.21","2,314,189.48","2,280,181.75","2,246,174.02"
预计负债,,,,,,,,,,,,,,,,,,,,,
固定资产,"120,614,824.87","143,461,267.85","135,809,993.67","140,196,840.77","138,914,021.23","138,693,526.47","136,914,878.49","142,892,164.65","363,508,504.79","355,045,506.17","349,607,498.78","343,535,021.69","348,243,931.37","340,362,037.35","315,671,952.63","308,815,462.12","378,572,229.86","385,688,317.87","391,417,116.06","381,994,062.22","408,499,548.61"
递延所得税负债,"1,079,530.65","311,552.61","518,275.80","950,320.50",,,,,,,,,,,,,,,,,
在建工程,"729,618.38","1,559,485.41","20,704,946.25","51,651,115.57","86,799,881.83","97,417,391.43","146,919,968.35","168,837,002.94","18,590,322.02","26,858,828.83","34,323,169.01","56,097,995.14","46,550,778.94","59,858,436.15","65,323,846.56","82,839,907.89","24,798,575.00","22,588,120.73","16,350,869.78","31,250,003.40","21,933,046.89"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"21,079,530.65","10,311,552.61","518,275.80","950,320.50",,,,,"2,285,223.74","2,215,322.12","2,817,920.35","2,728,218.58","2,638,516.81","7,407,495.09","7,176,473.37","6,945,451.65","6,847,602.90","6,616,581.18","6,385,559.46","6,135,931.13","9,045,033.61"
固定资产清理,,,,,,,,"785,274.83",,,"6,294.88","6,294.88",,,,,,"1,146,146.77",,,
负债合计,"239,896,865.72","255,963,317.61","190,569,324.16","198,552,187.36","188,187,032.71","175,170,017.12","191,361,887.62","145,593,550.58","181,267,887.93","123,900,281.54","121,724,427.62","116,196,386.36","128,814,760.90","101,751,833.63","100,712,184.50","106,139,015.72","128,922,787.35","131,266,365.72","130,784,148.22","211,050,224.19","209,506,621.63"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"66,900,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"82,153,863.24","134,611,672.79","135,675,667.35","138,208,727.86","137,037,946.58","451,371,800.25","451,739,022.20","453,170,708.05","453,170,708.05","453,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05","393,170,708.05"
无形资产,"7,523,137.41","114,370,595.08","112,144,923.91","110,870,650.92","109,662,697.08","109,156,975.48","108,663,508.20","108,029,515.01","107,469,594.62","106,852,199.17","106,184,737.53","105,710,380.48","105,775,711.57","105,071,903.37","104,368,095.21","103,683,986.32","102,989,621.02","102,302,054.50","101,645,412.97","100,994,318.40","100,284,739.40"
盈余公积,"2,374,129.40","11,251,376.47","20,727,986.57","20,727,986.57","30,997,950.59","30,997,950.59","30,997,950.59","30,997,950.59","40,364,081.59","40,364,081.59","40,364,081.59","40,364,081.59","45,870,932.54","45,870,932.54","45,870,932.54","45,870,932.54","50,399,938.22","50,399,938.22","50,399,938.22","50,399,938.22","52,026,719.46"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,
未分配利润,"21,519,526.59","101,376,563.34","171,626,792.96","195,059,780.73","234,184,884.77","260,387,853.81","248,713,034.09","272,248,033.40","278,752,472.16","296,507,393.39","271,713,967.70","285,438,155.68","288,862,731.03","301,452,011.13","293,382,343.53","301,908,607.38","305,640,012.27","313,750,125.91","307,861,701.67","310,036,531.94","303,942,650.31"
长期待摊费用,,,,,,,,,,,,,,,,,"340,188.47","739,362.45","1,680,606.41","2,773,522.01","4,900,942.60"
少数股东权益,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"1,191,766.91","1,463,638.29","1,258,245.40","1,389,536.62","750,695.35","1,912,727.39","1,829,999.83","1,984,506.95","2,790,010.91","2,452,441.79","2,262,938.34","2,578,063.98","2,734,418.89","2,871,975.26","3,806,150.41","4,008,113.09","5,218,179.27","5,393,867.09","4,727,121.52","4,866,846.29","4,905,914.35"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"18,585,190.65","27,122,489.11","21,732,872.46","8,507,352.00","7,246,698.53","7,979,470.71","1,439,146.75","20,226,891.96","21,844,531.72","27,571,900.22","31,350,313.40","47,107,398.31","49,619,735.24","50,831,611.89","52,945,842.10","40,180,706.63"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"130,067,347.57","260,862,986.63","269,926,109.23","304,116,143.88","336,135,295.49","365,773,811.42","421,458,843.98","444,269,336.84","500,873,784.34","498,463,674.49","500,372,109.25","509,374,902.92","526,057,968.57","532,501,111.97","519,200,165.43","533,121,995.49","561,416,396.87","569,833,801.86","568,974,928.11","577,104,776.17","621,950,967.54"
所有者权益(或股东权益)合计,"172,947,519.23","322,239,612.60","403,030,446.88","428,996,495.16","477,220,781.94","842,757,604.65","831,450,006.88","856,426,065.74","870,719,364.77","889,081,553.40","865,718,238.70","877,373,700.26","887,904,371.62","900,493,651.72","892,423,984.12","901,054,082.57","909,213,375.94","917,340,110.96","911,364,450.40","913,544,442.01","909,043,354.62"
资产总计,"412,844,384.95","578,202,930.21","593,599,771.04","627,548,682.52","665,407,814.65","1,017,927,621.77","1,022,811,894.50","1,002,019,616.32","1,051,987,252.70","1,012,981,834.94","987,442,666.32","993,570,086.62","1,016,719,132.52","1,002,245,485.35","993,136,168.62","1,007,193,098.29","1,038,136,163.29","1,048,606,476.68","1,042,148,598.62","1,124,594,666.20","1,118,549,976.25"
负债和所有者(或股东权益)合计,"412,844,384.95","578,202,930.21","593,599,771.04","627,548,682.52","665,407,814.65","1,017,927,621.77","1,022,811,894.50","1,002,019,616.32","1,051,987,252.70","1,012,981,834.94","987,442,666.32","993,570,086.62","1,016,719,132.52","1,002,245,485.35","993,136,168.62","1,007,193,098.29","1,038,136,163.29","1,048,606,476.68","1,042,148,598.62","1,124,594,666.20","1,118,549,976.25"
