科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动资产合计,"4,028,260,669.09","3,969,948,172.88","4,339,443,180.73","4,650,832,255.11","4,447,718,286.07","5,765,415,685.98","5,269,209,250.79","5,287,531,485.87","5,607,497,251.67","6,362,035,902.56"
流动负债合计,"2,902,886,605.77","2,939,461,889.48","3,387,097,179.20","3,561,908,858.85","3,268,567,472.75","3,871,676,409.94","3,839,741,466.59","3,692,939,166.77","3,757,373,398.13","4,403,805,299.06"
可供出售金融资产,"1,282,766,328.08","1,577,003,309.03","2,948,341,637.73","2,435,632,311.74","2,386,078,454.09","2,650,765,405.92","2,933,130,717.43","2,845,516,254.37","2,465,099,489.39","2,262,829,144.06"
长期借款,,,,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,"28,574,358.97","23,145,230.77","20,055,925.43","19,701,662.83","18,321,759.20","134,581,582.86","114,240,959.87","124,133,051.11","106,425,966.35"
长期应付款,,,,,,,,,,
长期股权投资,"602,247,322.01","646,670,393.24","650,739,926.46","650,196,835.32","676,099,483.29","671,772,360.92","685,192,748.42","685,540,048.92","260,277,638.78","287,037,706.51"
专项应付款,,,,,,,,,,
投资性房地产,"40,342,135.27","61,998,345.61","61,149,527.93","60,441,294.75","59,698,193.85","58,915,798.82","68,671,687.82","57,613,017.61","72,058,099.11","74,173,572.95"
预计负债,,,,,,,,,,
固定资产,"1,175,062,788.48","1,275,845,585.66","1,409,890,949.80","1,391,019,356.84","1,368,775,662.53","1,375,088,389.54","1,358,740,899.48","1,352,531,192.63","1,325,708,279.81","1,304,831,098.37"
递延所得税负债,"10,801,853.73","52,677,615.02","40,345,532.42","31,174,509.66","33,227,963.96","32,283,868.83","33,722,112.47","33,541,710.28","32,640,544.67","30,185,150.37"
在建工程,"158,643,202.30","214,640,317.49","232,590,792.28","288,253,547.02","346,652,137.35","403,590,280.55","460,203,701.05","512,498,995.62","544,672,400.52","593,062,595.39"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"25,906,911.88","141,169,046.88","116,678,688.77","106,552,629.20","118,590,656.20","116,263,782.65","120,957,792.02","117,555,460.59","114,319,447.47","110,331,396.55"
固定资产清理,,,,,,,,,,
负债合计,"2,928,793,517.65","3,080,630,936.36","3,503,775,867.97","3,668,461,488.05","3,387,158,128.95","3,987,940,192.59","3,960,699,258.61","3,810,494,627.36","3,871,692,845.60","4,514,136,695.61"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"1,135,131,000.00","1,135,131,000.00","1,135,131,000.00","1,135,131,000.00","1,135,131,000.00","1,233,841,000.00","1,233,841,000.00","1,233,841,000.00","1,233,841,000.00","1,233,841,000.00"
油气资产,,,,,,,,,,
资本公积,"2,124,446,934.08","2,120,866,735.18","2,073,002,432.05","2,073,002,432.05","2,073,002,432.05","2,621,122,656.15","2,619,467,530.11","2,619,467,530.11","2,619,467,530.11","2,572,288,627.16"
无形资产,"255,884,768.30","411,623,648.42","411,293,500.73","409,225,047.54","406,415,944.53","400,197,052.16","397,038,235.41","399,180,036.45","377,765,577.60","372,938,998.65"
盈余公积,"347,496,153.18","408,213,218.04","476,433,736.51","476,433,736.51","476,433,736.51","476,433,736.51","539,564,967.34","539,564,967.34","539,564,967.34","539,564,967.34"
开发支出,,,,,,,"10,944,702.55","8,471,169.00","35,244,568.18","37,097,127.94"
减:库存股,,,,,,,,,,
商誉,"504,441,642.67","504,441,642.67","500,590,036.14","500,590,036.14","500,590,036.14","500,590,036.14","500,590,036.14","500,590,036.14","500,590,036.14","500,590,036.14"
未分配利润,"1,212,776,615.94","1,444,307,620.21","1,682,817,310.23","1,855,830,235.08","2,032,840,666.23","2,164,049,505.25","1,896,996,070.84","2,083,640,237.66","2,024,768,673.10","2,202,569,888.26"
长期待摊费用,"32,896,947.26","25,453,502.56","20,554,421.60","17,518,951.70","15,864,665.67","13,405,861.72","14,846,016.36","15,166,857.67","18,963,524.10","20,839,736.90"
少数股东权益,"33,831,715.97","7,314,759.05","-31,157,745.79","-40,059,911.27","-36,184,744.37","-31,700,757.14","-41,213,009.74","-43,984,582.09","-54,000,945.24","-74,368,979.71"
递延所得税资产,"8,404,839.86","10,236,503.25","8,345,365.46","6,530,953.56","7,689,753.63","7,689,753.63","8,828,117.50","7,119,557.59","9,042,781.81","9,042,781.81"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"284,335,812.35","319,569,825.66","137,204,482.44","137,591,881.62","140,388,495.77","140,388,495.78","413,198,913.58","413,198,913.58","470,728,743.88","422,239,043.89"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"4,345,025,786.58","5,076,057,432.56","6,403,845,871.34","5,917,056,141.66","5,927,954,489.68","6,240,725,194.38","6,985,967,358.60","6,911,667,039.45","6,204,284,190.43","5,991,107,808.96"
所有者权益(或股东权益)合计,"5,444,492,938.02","5,965,374,669.08","7,239,513,184.10","6,899,426,908.72","6,988,514,646.80","8,018,200,687.77","8,294,477,350.78","8,388,703,897.96","7,940,088,596.50","7,839,007,015.91"
资产总计,"8,373,286,455.67","9,046,005,605.44","10,743,289,052.07","10,567,888,396.77","10,375,672,775.75","12,006,140,880.36","12,255,176,609.39","12,199,198,525.32","11,811,781,442.10","12,353,143,711.52"
负债和所有者(或股东权益)合计,"8,373,286,455.67","9,046,005,605.44","10,743,289,052.07","10,567,888,396.77","10,375,672,775.75","12,006,140,880.36","12,255,176,609.39","12,199,198,525.32","11,811,781,442.10","12,353,143,711.52"
