科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"2,460,075.07","2,764,969.04","4,453,075.58","3,852,180.52","4,307,310.69","6,955,001.99","4,035,049.75","2,883,122.31","3,234,053.91","2,468,856.11","2,368,851.55","13,089,693.41","17,651,942.79","12,878,076.23","21,651,179.11","11,653,357.63","20,851,273.46","14,287,438.79","15,207,860.28","15,915,678.18","16,587,130.67"
应付职工薪酬,"6,368,185.03","4,837,369.56","5,529,261.26","6,592,295.78","3,044,584.00","8,147,307.21","4,184,541.26","8,126,435.36","4,339,249.48","11,293,554.35","4,802,624.87","10,475,751.86","12,249,202.80","12,369,301.71","12,437,030.07","13,862,236.49","16,096,098.81","17,381,696.13","18,298,221.85","21,212,295.57","23,622,202.78"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,709,621.87","8,416,213.84","8,968,950.20","3,589,286.38","3,730,800.10","5,706,158.77","1,872,835.45","3,235,735.98","3,187,515.28","4,047,895.35","3,218,709.58","3,592,188.63","4,209,131.28","10,177,395.57","7,751,346.68","9,233,562.70","10,528,680.12","11,230,699.58","14,502,654.44","15,716,084.00","27,506,345.44"
应收利息,,,,,,,,,,,,,,,,"48,333.33","48,333.33","53,166.66","189,824.16","228,319.65","245,135.50"
应付利息,,"36,668.12","41,255.77","27,002.20","26,323.40","28,094.69","27,580.53","24,362.41","23,639.82","25,195.76",,"21,399.30","20,627.55","21,827.29","13,799.46","14,122.97","13,486.24","18,177.18","11,019.12","14,560.63","10,831.93"
应收股利,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,
存货,,,,,,,,,,,,,,,,,"2,207,560.35","2,407,019.82","1,871,395.21","2,505,929.77","2,032,866.67"
其他应付款,"808,480.75","84,942.73","647,737.67","419,837.65","304,523.28","753,006.55","3,203,418.78","1,581,919.13","142,152.97","356,708.34","253,175.32","682,076.85","606,634.61","1,364,679.25","6,394,834.21","1,530,521.46","1,208,597.58","59,030,286.16","57,065,900.56","56,645,569.10","49,000,566.04"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"1,389,083.67","1,483,588.00","1,533,224.53","1,558,662.12","1,584,521.76","1,610,810.42","1,637,535.24","1,664,703.45","1,692,322.39","1,720,399.57","1,748,942.58","1,777,959.14","1,807,457.12","1,837,444.50","1,867,929.38","1,898,920.05","1,930,424.88","1,962,452.39","1,995,011.28","2,028,110.34"
其他流动资产,,,"422,950.92",,,,,"991,451.13","1,245,493.09",,,"12,010.34","7,496.09",,,"120,000,000.00","160,000,000.00","249,992,380.56","259,900,000.00","141,681,668.75","144,653,668.75"
其他流动负债,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"94,719,590.75","98,930,846.52","142,203,924.24","135,134,524.10","131,937,732.33","176,203,618.62","352,056,436.16","302,195,261.46","300,795,006.53","344,607,385.45","309,729,306.89","280,117,328.54","270,319,278.80","330,641,806.45","2,360,716,025.63","2,311,990,533.75","1,763,581,017.77","1,586,058,553.37","1,586,319,654.78","1,314,058,900.68","1,342,778,076.98"
流动负债合计,"16,754,992.40","16,579,071.56","24,441,130.14","14,221,064.69","10,977,714.22","21,657,444.92","15,280,087.42","18,539,496.47","13,714,615.07","24,842,046.20","15,812,647.60","22,107,793.38","23,898,410.93","34,076,674.83","36,780,246.45","30,602,163.80","39,243,962.81","100,460,421.23","98,617,456.34","103,146,630.68","110,944,825.26"
可供出售金融资产,,,,,,,,,,,,"20,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","20,000,000.00","26,300,000.00","27,350,000.00","26,300,000.00","26,300,000.00"
长期借款,,"15,521,182.62","14,037,594.62","13,258,369.05","12,859,033.63","12,453,072.86","12,040,376.84","11,620,833.81","11,194,330.18","10,760,750.47","10,319,977.27","9,871,891.23","9,416,371.04","8,953,293.35","8,482,532.77","8,003,961.85","7,517,450.99","7,022,868.47","6,520,080.38","6,008,950.57","5,489,340.65"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,"14,352,701.62","436,420,983.45","448,015,263.31","466,241,069.88","549,628,973.55","568,390,483.85"
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,"49,228,067.57","48,902,223.74","48,554,513.12","48,206,802.50","47,780,241.66","47,432,531.04","47,084,820.42","46,737,109.80"
预计负债,,,,,,,,,,,,,,,,,,,,,
固定资产,"7,785,659.04","6,993,037.14","54,192,442.99","53,486,659.61","53,854,585.52","54,080,225.34","54,099,895.59","56,357,938.02","56,300,385.39","61,469,432.52","99,433,341.11","108,496,973.94","117,728,633.72","83,970,704.80","85,055,860.28","88,556,889.46","86,279,273.78","88,878,170.69","86,679,372.73","92,251,213.99","89,845,751.36"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,
在建工程,,"45,446,275.00",,,,,,,"895,634.00","52,355,515.74","31,949,786.22","28,052,464.22","17,588,033.22",,,,"243,428,570.75","512,416,347.59","513,120,963.41","558,479,691.32","563,655,775.69"
其他非流动负债,"1,200,000.00",,"1,500,000.00","1,950,000.00","1,950,000.00","450,000.00",,,,,,,"4,500,000.00",,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,200,000.00","15,521,182.62","15,537,594.62","15,208,369.05","14,809,033.63","12,903,072.86","12,040,376.84","11,620,833.81","11,194,330.18","10,760,750.47","10,319,977.27","9,871,891.23","13,916,371.04","13,453,293.35","12,982,532.77","12,503,961.85","15,017,450.99","14,522,868.47","14,020,080.38","15,708,950.57","15,189,340.65"
固定资产清理,,,,,,,,,,,,,,,,,,,,,
负债合计,"17,954,992.40","32,100,254.18","39,978,724.76","29,429,433.74","25,786,747.85","34,560,517.78","27,320,464.26","30,160,330.28","24,908,945.25","35,602,796.67","26,132,624.87","31,979,684.61","37,814,781.97","47,529,968.18","49,762,779.22","43,106,125.65","54,261,413.80","114,983,289.70","112,637,536.72","118,855,581.25","126,134,165.91"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","55,350,000.00","55,350,000.00","55,350,000.00","110,700,000.00","110,700,000.00","110,700,000.00","110,700,000.00","110,700,000.00","147,366,666.00","294,733,332.00","297,013,332.00","297,013,332.00","297,013,332.00","742,533,330.00","742,383,330.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"10,587,464.99","10,587,464.99","10,587,464.99","10,587,464.99","10,587,464.99","10,587,464.99","193,074,069.22","193,074,069.22","193,074,069.22","137,724,069.22","137,724,069.22","137,724,069.22","137,724,069.22","137,724,069.22","2,128,732,758.21","1,981,366,092.21","2,034,193,692.21","2,037,424,073.59","2,038,827,242.59","1,594,710,413.59","1,594,813,382.59"
无形资产,"185,920.10","217,141.07","555,585.01","1,124,353.41","1,052,237.61","980,121.81","915,773.00","2,362,478.12","2,147,523.83","1,932,569.54","1,717,615.05","1,742,996.59","1,520,382.85","1,301,723.91","1,421,713.93","1,187,153.87","958,260.83","729,367.79","1,112,878.65","1,012,027.59","930,264.04"
盈余公积,"3,153,777.39","6,557,589.82","10,275,586.76","10,275,586.76","10,275,586.76","14,311,320.13","14,311,320.13","14,311,320.13","14,311,320.13","18,950,450.96","18,950,450.96","18,950,450.96","18,950,450.96","24,879,776.20","24,879,776.20","24,879,776.20","24,879,776.20","36,846,050.02","36,846,050.02","36,846,050.02","36,846,050.02"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,"55,107,600.00","55,107,600.00","55,107,600.00","48,291,660.00"
商誉,,,,,,,,,,,,,,,,,"1,958,236.36","1,504,511.33","1,504,511.33","1,504,511.33","1,504,511.33"
未分配利润,"28,383,996.54","59,018,308.40","92,480,280.84","97,243,077.52","98,380,996.34","128,801,881.14","119,072,365.47","122,925,242.29","126,644,173.93","159,484,058.63","151,366,958.55","138,372,338.47","142,068,718.73","184,297,745.92","185,914,006.40","160,624,385.82","170,964,462.08","249,160,843.65","264,050,080.68","210,155,796.26","243,524,749.18"
长期待摊费用,"1,784,536.64","848,578.80","140,326.78","1,449,832.54","1,766,227.02","1,153,604.80","1,165,513.03","1,001,021.26","831,287.51","667,378.19","517,388.15","597,270.59","422,588.92","479,137.81","413,441.71","347,745.61","340,026.70","274,763.99","472,253.06","475,496.05","908,003.69"
少数股东权益,,,,,,,,,,,,"3,005,133.04","2,419,734.96","2,416,506.69","1,990,714.11","2,111,412.67","22,350,275.06","32,179,695.68","34,103,874.48","51,810,017.24","53,033,031.75"
递延所得税资产,"604,524.79","827,738.86","1,229,778.33","1,340,193.35","1,420,013.46","843,613.47","890,601.30","953,937.32","907,940.53","1,429,094.04","1,526,666.18","1,724,642.42","2,098,838.33","1,926,625.67","2,137,434.85","1,831,587.12","2,489,779.21","2,561,319.03","2,828,991.78","3,291,992.22","2,890,887.57"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"52,950,325.74","52,410,730.74",,,,,,,,,,,"113,014,400.00","113,014,400.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"10,360,640.57","54,332,770.87","56,118,133.11","57,401,038.91","58,093,063.61","57,057,565.42","57,071,782.92","113,625,700.46","113,493,502.00","117,853,990.03","135,144,796.71","160,614,347.76","179,358,477.04","176,906,259.76","177,930,674.51","194,830,590.80","840,081,933.58","1,128,459,985.39","1,146,742,571.88","1,393,043,126.47","1,414,177,187.33"
所有者权益(或股东权益)合计,"87,125,238.92","121,163,363.21","158,343,332.59","163,106,129.27","164,244,048.09","198,700,666.26","381,807,754.82","385,660,631.64","389,379,563.28","426,858,578.81","418,741,478.73","408,751,991.69","411,862,973.87","460,018,098.03","2,488,883,920.92","2,463,714,998.90","2,549,401,537.55","2,599,535,249.06","2,620,424,689.94","2,588,246,445.90","2,630,821,098.40"
资产总计,"105,080,231.32","153,263,617.39","198,322,057.35","192,535,563.01","190,030,795.94","233,261,184.04","409,128,219.08","415,820,961.92","414,288,508.53","462,461,375.48","444,874,103.60","440,731,676.30","449,677,755.84","507,548,066.21","2,538,646,700.14","2,506,821,124.55","2,603,662,951.35","2,714,518,538.76","2,733,062,226.66","2,707,102,027.15","2,756,955,264.31"
负债和所有者(或股东权益)合计,"105,080,231.32","153,263,617.39","198,322,057.35","192,535,563.01","190,030,795.94","233,261,184.04","409,128,219.08","415,820,961.92","414,288,508.53","462,461,375.48","444,874,103.60","440,731,676.30","449,677,755.84","507,548,066.21","2,538,646,700.14","2,506,821,124.55","2,603,662,951.35","2,714,518,538.76","2,733,062,226.66","2,707,102,027.15","2,756,955,264.31"
