科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
盈余公积,"9,706,636.97","21,638,713.27","33,944,825.88","33,944,825.88","42,670,424.11","42,670,424.11","42,670,424.11","42,670,424.11","50,894,697.74","50,894,697.74","50,894,697.74","50,894,697.74","54,787,198.80","54,787,198.80","54,787,198.80","54,787,198.80","64,796,450.62","64,796,450.62"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,"3,487,490.82","3,382,846.67","3,413,696.17","3,395,108.79","3,407,981.24","3,392,112.62","3,529,548.22","3,602,954.48","3,584,977.44","10,587,750.53","10,624,584.57","10,767,852.00","10,746,934.27","10,677,633.88","10,601,342.41","10,544,359.63","10,407,811.78"
未分配利润,"51,032,513.86","114,405,916.89","160,036,575.78","210,942,628.54","227,356,557.83","238,819,069.63","221,654,557.92","229,710,943.04","241,055,454.50","253,457,613.70","256,991,277.32","279,986,710.08","310,970,064.48","362,955,697.63","401,199,663.34","472,709,750.77","533,249,084.63","582,544,640.13"
长期待摊费用,,,,"747,842.44","1,743,916.17","5,155,421.31","6,016,197.54","7,808,520.05","7,016,765.68","5,126,649.99","6,910,587.53","5,665,497.96","6,813,103.93","8,793,698.26","8,584,596.97","7,661,542.95","14,358,432.28","19,937,519.87"
少数股东权益,"2,813,597.73","2,842,285.10","11,682,520.12","12,313,278.22","11,705,109.20","11,638,013.50","12,792,122.15","14,456,300.50","15,771,634.19","15,608,288.48","16,992,694.18","19,559,437.45","21,040,137.96","22,330,796.82","20,642,812.72","24,503,040.36","25,254,683.14","24,359,728.91"
递延所得税资产,"3,138,702.33","5,254,172.20","4,788,522.16","9,289,880.30","5,114,701.25","5,392,759.81","6,167,960.50","5,680,413.68","6,453,423.35","6,702,433.12","7,950,764.53","7,606,693.28","8,983,066.42","9,472,235.75","10,047,522.95","11,591,902.46","12,004,812.29","8,910,780.50"
外币报表折算价差,"-213,987.76","130,736.25","-887,524.70","-591,269.55",,,,,,,,,,,,,,
其他非流动资产,,"15,130,698.11","17,416,004.81","14,623,148.09","18,744,336.62","29,816,515.69","28,608,341.31","28,237,573.28","23,755,668.78","31,019,449.26","31,623,870.54","41,856,078.36","39,598,727.47","6,202,044.47","20,858,447.30","21,334,058.29","25,588,365.40","25,712,321.87"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"241,312,751.60","291,820,181.91","405,029,744.35","552,761,174.52","555,157,899.57","573,611,394.08","587,720,417.77","593,729,040.05","603,715,377.76","621,003,185.76","817,555,266.95","826,853,653.34","838,343,614.88","846,798,801.92","867,656,264.82","904,158,900.21","962,354,656.51","985,987,086.76"
所有者权益(或股东权益)合计,"170,953,330.22","248,193,937.74","315,660,647.90","368,723,513.55","392,692,300.12","765,605,753.89","750,435,210.11","761,766,895.95","781,217,368.98","794,425,946.56","799,858,569.41","825,795,043.94","860,910,069.54","915,369,594.82","951,123,357.19","1,025,925,462.96","1,095,676,250.67","1,142,141,238.70"
资产总计,"714,420,196.75","817,586,772.55","1,023,939,784.64","1,249,683,236.17","1,275,556,864.52","1,530,678,318.95","1,386,727,733.40","1,441,028,491.03","1,436,823,187.39","1,487,192,334.85","1,678,962,822.25","1,758,045,474.39","1,806,122,270.53","1,939,719,332.40","2,056,587,885.88","2,148,527,015.41","2,366,789,271.82","2,574,308,339.87"
负债和所有者(或股东权益)合计,"714,420,196.75","817,586,772.55","1,023,939,784.64","1,249,683,236.17","1,275,556,864.52","1,530,678,318.95","1,386,727,733.40","1,441,028,491.03","1,436,823,187.39","1,487,192,334.85","1,678,962,822.25","1,758,045,474.39","1,806,122,270.53","1,939,719,332.40","2,056,587,885.88","2,148,527,015.41","2,366,789,271.82","2,574,308,339.87"
