科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"18,631,759.83","26,456,904.33","34,401,498.60","13,043,382.07","23,231,053.39","34,487,935.10","48,825,746.70","16,288,724.07","30,730,295.19","47,591,803.58","65,579,609.51","22,491,183.65","40,083,711.15","58,733,971.50","75,591,453.58","23,147,718.90","44,401,993.16","66,076,689.81","89,777,714.10","36,488,147.52","63,862,998.53","96,828,378.61","129,798,769.81","57,899,378.73","101,374,869.30","155,977,088.97"
取得借款收到的现金,,,,,,,"2,692,000.00",,"308,000.00","308,000.00",,,,,,,,,,,,,,"100,000,000.00","150,000,000.00","270,000,000.00"
支付的各项税费,"12,987,653.00","15,637,435.64","19,919,035.59","3,175,174.47","6,296,994.35","9,508,431.14","16,561,163.55","9,236,935.31","12,727,639.62","16,846,724.71","19,408,566.99","4,519,442.37","5,676,955.98","8,325,462.37","16,425,881.23","10,417,614.84","20,312,428.97","32,101,449.81","44,864,127.04","11,245,421.67","31,107,969.20","42,016,436.20","66,757,546.24","22,122,846.58","43,745,252.81","59,832,443.35"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,"5,000,000.00",,,,,,,,,
支付其他与经营活动有关的现金,"21,993,354.49","26,285,559.40","28,732,012.63","5,854,985.60","13,083,703.74","26,576,926.69","38,522,277.32","9,703,155.92","29,357,289.15","40,279,461.51","40,150,814.69","10,035,380.15","19,663,434.30","37,435,781.20","50,059,971.23","14,043,291.21","31,298,748.88","63,355,002.09","91,193,679.90","20,759,665.78","46,212,813.98","80,433,098.60","113,116,873.85","50,172,394.29","81,772,520.33","126,932,224.76"
筹资活动现金流入小计,,"24,125,000.00",,,"231,079,987.00","231,079,987.00","241,192,000.00",,"308,000.00","308,000.00",,,,"30,018,944.80","30,018,944.80",,"22,932,441.80","214,782,419.29","214,782,419.29",,,,"25,000,000.00","110,000,000.00","164,000,000.00","284,000,000.00"
经营活动现金流出小计,"92,095,199.95","140,104,562.89","182,515,692.67","31,806,848.21","77,282,124.89","129,657,295.59","190,821,981.65","70,490,359.34","158,542,825.47","215,300,617.06","280,100,197.07","55,078,134.08","116,348,250.93","162,077,749.59","273,391,214.19","65,075,786.00","130,508,036.19","234,489,610.20","360,193,368.90","138,930,702.42","269,153,856.99","420,582,456.94","614,032,297.92","292,470,410.07","521,303,995.66","785,098,249.94"
偿还债务支付的现金,,,,,,,"29,166.67",,"685,833.35","947,833.36","2,153,230.76",,"218,148.35","218,148.35","218,148.35",,,"1,250,000.00","1,250,000.00",,,,"7,725,017.87",,,"20,000,000.00"
经营活动产生的现金流量净额,"9,781,348.35","36,405,239.30","40,783,184.48","-10,401,756.31","-1,258,584.96","4,803,559.13","75,195,020.28","-11,677,291.76","-18,981,008.78","2,643,872.95","35,821,429.72","-20,060,301.49","-10,982,019.49","14,061,056.02","31,302,727.51","-30,292,767.41","-34,597,019.95","-50,723,529.69","75,167,993.08","-46,423,018.04","-13,639,048.98","-15,913,129.98","91,701,033.10","-73,751,741.85","-35,399,649.90","8,582,677.60"
分配股利、利润或偿还利息支付的现金,,"10,000,000.00",,,,,"7,816,446.70",,"7,777,000.00","8,030,834.79","7,955,435.89",,"7,070,000.00","7,070,000.00","7,070,000.00",,"6,356,676.34","6,234,399.06","6,273,195.03",,"10,281,308.93","10,292,106.70","11,122,106.70","112,820.58","1,754,882.20","25,613,142.65"
收回投资收到的现金,"1,610,000.00",,,,,,,,,,,,,,,,,,,,,,"55,000,000.00","30,000,000.00","55,576,153.79","55,806,200.00"
支付其他与筹资活动有关的现金,,,,,,"9,780,000.00","6,448,893.14",,"96,096.23",,"4,320,000.00",,,,,,"11,625.00","5,000,000.00","5,000,000.00",,"1,930,488.00","1,930,488.00","1,930,488.00","1,585,153.39","1,585,153.39","1,585,849.22"
取得投资收益收到的现金,"106,136.81",,,,,,,,,,,,,,,,,,,,"2,050,000.00","2,050,000.00","2,332,969.56","102,156.76","1,742,156.76","1,742,156.78"
筹资活动现金流出小计,,"10,000,000.00",,,,"9,780,000.00","14,294,506.51",,"8,558,929.58","8,978,668.15","14,428,666.65",,"7,288,148.35","7,288,148.35","7,288,148.35",,"6,368,301.34","12,484,399.06","12,523,195.03",,"12,211,796.93","12,222,594.70","20,777,612.57","1,697,973.97","3,340,035.59","47,198,991.87"
处置固定资产、无形资产和其他长期资产收回的现金净额,"46,573.00",,,,,,,"35,000.00","35,000.00","35,000.00","35,000.00",,"141,000.00","141,000.00","141,000.00",,,"95,000.00","233,723.33",,"4,350.00","7,200.00","7,200.00",220.00,"220,220.00","220,220.00"
筹资活动产生的现金流量净额,,"14,125,000.00",,,"231,079,987.00","221,299,987.00","226,897,493.49",,"-8,250,929.58","-8,670,668.15","-14,428,666.65",,"-7,288,148.35","22,730,796.45","22,730,796.45",,"16,564,140.46","202,298,020.23","202,259,224.26",,"-12,211,796.93","-12,222,594.70","4,222,387.43","108,302,026.03","160,659,964.41","236,801,008.13"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,"5,500,000.00","5,500,000.00","5,500,000.00",,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"334,155.70","6,098,060.38",,,,,,,,,,,,,,"708,861.97","708,861.97","110,640,694.86","15,000,000.00",,,,,"10,000,000.00","110,000,000.00","110,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,096,865.51","6,098,060.38",,,,,,"35,000.00","35,000.00","35,000.00","35,000.00",,"141,000.00","141,000.00","141,000.00","708,861.97","6,208,861.97","116,235,694.86","20,733,723.33",,"2,054,350.00","2,057,200.00","57,340,169.56","40,102,376.76","167,538,530.55","167,768,576.78"
五、现金及现金等价物净增加额,"4,070,444.06","24,229,038.08","-9,957,657.29","-15,177,233.77","212,799,565.41","190,303,901.51","265,002,317.78","-11,898,298.13","-29,522,380.15","-27,886,455.90","4,143,321.68","-65,480,230.70","-83,201,668.15","-33,485,110.84","-68,034,092.13","-38,899,641.86","-83,536,074.52","78,910,961.83","85,222,351.46","-47,707,096.77","-60,413,030.52","-182,586,484.47","-20,207,870.24","-220,454,554.03","-68,064,841.10","-28,244,683.88"
购建固定资产、无形资产和其他长期资产支付的现金,"7,517,043.37","32,149,261.60","50,740,841.77","4,775,477.46","17,691,277.35","27,279,085.34","25,969,636.71","256,006.37","2,325,441.79","17,574,660.70","17,284,441.39","45,419,929.21","50,072,500.31","50,417,963.31","76,208,616.09","1,815,736.42","7,730,707.00","10,869,873.57","12,037,934.07","534,078.73","7,116,534.61","76,874,469.95","78,848,311.49","831,487.80","9,161,805.20","19,465,009.24"
期初现金及现金等价物余额,"40,547,485.21","44,617,929.27","68,846,967.35","58,889,310.06","58,889,310.06","58,889,310.06","58,889,310.06","323,891,627.84","323,891,627.84","323,891,627.84","323,891,627.84","328,034,949.52","328,034,949.52","328,034,949.52","328,034,949.52","262,787,858.45","262,787,858.45","260,000,857.39","260,000,857.39","345,223,208.85","345,223,208.85","345,223,208.85","345,223,208.85","325,015,338.62","325,015,338.61","325,015,338.61"
投资支付的现金,,"250,000.00",,,,,"5,000,000.00",,,,,,,"5,000,000.00","31,000,000.00","7,500,000.00","63,981,350.00","178,029,350.00","79,107,280.10","750,000.00","29,500,000.00","69,500,000.00","84,500,000.00","66,000,000.00","66,000,000.00","136,000,000.00"
期末现金及现金等价物余额,"44,617,929.27","68,846,967.35","58,889,310.06","43,712,076.29","271,688,875.47","249,193,211.57","323,891,627.84","311,993,329.71","294,369,247.69","296,005,171.94","328,034,949.52","262,554,718.82","244,833,281.37","294,549,838.68","260,000,857.39","223,888,216.59","179,251,783.93","338,911,819.22","345,223,208.85","297,516,112.08","284,810,178.33","162,636,724.38","325,015,338.61","104,560,784.59","256,950,497.51","296,770,654.73"
