科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收利息,,,,,"2,199,517.72","5,890,433.38","9,363,062.88","12,905,061.52","16,291,619.54","19,786,032.16","23,234,543.47","26,783,656.28","608,251.77","4,253,087.17","4,023,385.13","5,444,680.47","6,525,967.45","6,673,283.68","7,771,751.11","9,404,104.42","1,893,613.96","2,753,942.61","4,285,986.06","5,636,737.88","7,207,176.76"
应付利息,"49,027.26","54,305.95","68,583.46",,,,,,"19,203.76","44,099.43","34,111.22","91,841.97","21,738.47","19,627.93","34,657.56","57,625.94","13,951.03","20,265.56","7,660.20",,358.75,"10,512.43","52,832.95","130,435.70","26,493.92"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,"63,947,189.14",,,,971.04,"170,861.06",,,,,
存货,"14,731,143.98","31,381,009.54","33,467,838.78","35,145,375.88","50,205,223.79","50,948,679.95","51,344,216.22","54,778,670.70","57,532,509.21","49,878,810.96","42,603,207.27","49,889,479.59","48,347,770.88","55,111,050.74","78,002,793.84","72,622,308.88","76,495,273.81","85,828,105.08","82,422,850.24","88,771,961.60","98,321,596.57","105,224,800.21","125,410,774.25","129,804,049.44","137,806,563.14"
其他应付款,,,"21,475.92","46,710.42","45,082.67","19,800.00","27,984.97",,,"64,943.95","42,853.82","223,911.15","48,380.80","93,421.69",,"1,131,040.17","196,874.31","52,439.81","68,906.11","9,243.69","152,703.38","371,417.57","376,842.34","677,471.10","41,196,275.06"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,"843,663.60","843,663.60","843,663.60","843,663.60"
其他流动资产,,,,,,,,,,,,,,,,"26,400.49","143,095.06","189,354.25",,"94,339.62","572,407.90","19,979,597.61","19,947,000.42","22,144,985.93","26,118,289.83"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,"2,268,060.13","4,483,559.35","3,619,953.05","4,200,317.19"
流动资产合计,"154,244,802.73","178,220,320.34","202,988,187.04","206,638,947.89","602,907,919.98","641,358,138.17","647,239,215.17","651,509,314.47","649,873,820.63","671,143,916.25","680,318,858.53","645,787,298.59","645,131,502.27","680,518,479.06","635,243,149.04","561,996,303.00","553,481,535.65","604,830,541.78","617,875,503.08","838,100,664.42","796,658,332.05","900,358,601.52","954,277,492.88","935,544,675.83","971,613,063.00"
流动负债合计,"143,982,091.94","128,416,488.42","111,274,796.11","76,955,530.75","77,285,234.90","105,547,474.83","92,993,849.78","110,180,775.97","88,877,321.10","93,993,495.77","87,115,826.56","104,355,618.82","84,946,166.11","104,906,089.99","195,266,649.38","142,159,377.72","111,163,146.77","147,132,905.29","132,983,848.72","151,562,050.49","167,128,566.92","220,201,752.87","222,237,352.56","265,614,849.65","272,856,576.93"
可供出售金融资产,"2,215,068.08","2,394,768.32","1,371,076.00","1,639,414.00","1,304,000.00","1,604,059.60","2,186,592.32","1,893,153.68","1,925,553.60","2,255,853.00","2,160,617.52","1,880,295.68","2,313,340.00","2,582,218.00","3,147,263.28","4,932,452.48","2,765,893.24","5,571,508.80","4,610,712.32","5,538,378.24","4,896,162.96","5,324,841.20","4,887,464.12","4,045,671.68","4,611,318.12"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"28,794,847.08","27,528,672.79","26,529,861.46","25,823,460.76","25,470,260.41","25,183,012.12","24,844,876.90","24,509,587.48","24,172,875.16","23,836,162.84","23,496,268.84","23,156,374.84","22,816,480.84","22,476,586.84","22,136,692.84","21,796,798.84","21,456,904.84","21,117,010.84","20,777,116.84","20,437,222.84","20,097,328.84","19,757,434.84","19,435,379.02","19,113,323.20","18,791,267.38"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"57,345,582.39","69,829,535.76","69,157,652.83","78,604,868.86","79,341,171.46","81,839,730.14","89,404,102.18","91,847,961.94","99,804,321.28","101,069,057.06","102,921,459.44","105,204,303.77","123,989,272.90","132,980,004.75","137,722,027.49","138,725,216.84","138,586,740.65","157,770,157.70","162,612,099.48","160,552,725.52","158,438,673.38","173,549,510.66","170,635,119.82","171,192,203.14","171,570,833.73"
递延所得税负债,"314,840.53","351,795.20","215,695.78","255,946.48","205,634.38","250,643.32","338,023.23","294,007.43","298,867.42","348,412.33","334,127.01","292,078.73","357,035.38","397,367.08","2,143,079.49","2,360,471.88","1,975,175.63","2,355,720.34","2,304,860.68","2,250,086.78","2,204,196.70","2,117,392.24","2,067,060.25","1,824,852.83","1,966,396.27"
在建工程,"1,647,372.00",,"12,809,697.09","6,241,325.79","6,331,688.39","15,272,571.05","15,596,484.31","15,790,884.31","11,959,733.97","16,913,820.97","18,712,003.45","19,975,459.89","3,176,326.63","5,175,377.22","15,114,876.57","15,539,798.33","18,103,481.96","25,762,946.24","23,067,182.46","22,906,831.33","27,608,279.33","35,627,420.91","37,822,805.76","53,913,304.45","82,187,631.78"
其他非流动负债,,,"9,766,851.41","9,663,903.53","9,612,429.59","9,560,955.65","9,462,271.91","9,401,356.01","9,340,440.11","9,279,524.21","9,218,608.31","9,157,692.41","9,096,776.51","9,035,860.61",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"314,840.53","351,795.20","9,982,547.19","9,919,850.01","9,818,063.97","9,811,598.97","9,800,295.14","9,695,363.44","9,639,307.53","9,627,936.54","9,552,735.32","9,449,771.14","9,453,811.89","9,433,227.69","11,118,024.20","11,274,500.69","10,828,288.54","11,147,917.35","11,036,141.79","10,920,451.99","13,313,646.01","15,822,262.05","15,561,014.16","15,107,890.84","16,030,185.05"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"144,296,932.47","128,768,283.62","121,257,343.30","86,875,380.76","87,103,298.87","115,359,073.80","102,794,144.92","119,876,139.41","98,516,628.63","103,621,432.31","96,668,561.88","113,805,389.96","94,399,978.00","114,339,317.68","206,384,673.58","153,433,878.41","121,991,435.31","158,280,822.64","144,019,990.51","162,482,502.48","180,442,212.93","236,024,014.92","237,798,366.72","280,722,740.49","288,886,761.98"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"40,800,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","328,530,979.00","328,530,979.00","328,530,979.00","328,530,979.00","427,090,272.00","431,980,272.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,784,096.35","83,427,509.80","82,656,279.78","82,884,367.08","436,130,465.18","436,385,515.84","436,880,668.65","436,631,245.81","436,658,785.74","436,939,540.23","436,858,590.07","436,620,316.51","434,965,203.68","334,965,203.68","337,697,238.97","340,473,203.68","340,473,203.68","340,473,203.68","340,473,203.68","477,388,474.77","477,388,474.77","476,477,984.16","476,477,984.16","377,918,691.16","416,316,762.34"
无形资产,"3,926,596.59","14,946,530.52","37,492,473.88","37,030,904.67","36,832,171.05","36,602,869.48","36,613,564.45","36,612,997.00","36,414,939.94","36,171,518.29","35,930,309.91","58,181,772.32","57,984,568.80","57,809,910.60","68,667,349.54","78,585,975.14","77,614,990.86","78,052,856.52","77,040,945.35","76,025,743.53","75,112,731.14","90,736,954.35","89,542,679.19","89,662,139.72","90,223,878.94"
盈余公积,"6,180,273.74","634,115.68","7,200,193.74","7,200,193.74","7,200,193.74","15,234,411.95","15,234,411.95","15,234,411.95","15,234,411.95","25,304,615.47","25,304,615.47","25,304,615.47","25,304,615.47","34,405,734.12","34,405,734.12","39,571,241.82","41,242,877.62","43,574,365.36","43,574,365.36","49,328,919.06","52,098,333.55","55,787,986.34","55,787,986.34","62,401,577.65","65,433,108.10"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,"40,587,000.00"
商誉,,,,,,,,,,,,,,,"149,969,406.52","149,969,406.52","149,969,406.52","149,969,406.52","149,969,406.52","149,969,406.52","243,562,505.38","243,247,815.69","243,247,815.69","243,247,815.69","243,247,815.69"
未分配利润,"55,622,463.67","5,707,041.11","64,801,743.61","104,821,103.36","122,637,460.65","137,109,707.53","163,377,322.53","152,887,987.29","176,053,829.92","187,741,539.23","207,075,668.51","182,579,475.96","206,144,049.92","219,651,607.13","244,254,817.29","223,143,384.15","244,586,578.81","270,085,846.38","302,424,162.76","270,500,756.64","303,514,059.32","357,428,378.48","408,282,680.67","377,225,929.06","421,560,686.41"
长期待摊费用,,,,,,,,,,,,,,,"264,747.75","239,127.00","213,506.25","187,885.50","162,264.75","136,644.00","146,020.04","117,311.33","88,602.62","59,893.91","36,873.59"
少数股东权益,,,,,,,,,,,,,,,"12,221,746.67","24,243,661.09","29,101,711.46","33,714,332.42","35,106,780.12",,,"14,243,803.17","14,294,614.94","14,049,595.22","14,464,400.68"
递延所得税资产,"509,497.36","617,122.48","566,612.13","802,122.97","884,207.15","2,228,328.56","2,401,712.72","2,465,885.58","2,312,411.66","2,216,798.83","2,367,918.24","2,498,172.81","2,458,054.03","2,410,477.94","2,698,697.60","3,060,702.41","2,986,171.23","3,021,464.50","3,282,782.98","3,269,589.91","3,486,187.41","4,210,888.07","4,478,675.23","4,708,572.63","5,454,771.84"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,"1,626,120.00","4,967,502.10","1,660,555.00",,"10,269,034.70","14,625,046.44","4,637,436.07","10,032,863.83","16,058,908.65","16,085,664.86","145,344.03","902,176.95","21,416,887.77","14,186,990.89"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"94,438,963.50","115,316,629.87","147,927,373.39","150,142,097.05","150,163,498.46","162,730,570.95","171,047,332.88","173,120,469.99","176,589,835.61","182,463,210.99","185,588,577.40","212,522,499.31","217,705,545.30","225,095,130.35","399,721,061.59","423,118,512.26","426,322,141.99","446,090,672.69","451,555,374.53","454,895,450.54","549,433,553.34","572,717,521.08","571,040,718.40","607,359,812.19","630,311,381.96"
所有者权益(或股东权益)合计,"104,386,833.76","164,768,666.59","229,658,217.13","269,905,664.18","665,968,119.57","688,729,635.32","715,492,403.13","704,753,645.05","727,947,027.61","749,985,694.93","769,238,874.05","744,504,407.94","768,437,069.57","791,274,291.73","828,579,537.05","831,680,936.85","857,812,242.33","892,640,391.83","925,410,887.10","1,130,513,612.48","1,165,649,672.46","1,237,052,107.68","1,287,519,844.56","1,262,181,747.53","1,313,037,682.98"
资产总计,"248,683,766.23","293,536,950.21","350,915,560.43","356,781,044.94","753,071,418.44","804,088,709.12","818,286,548.05","824,629,784.46","826,463,656.24","853,607,127.24","865,907,435.93","858,309,797.90","862,837,047.57","905,613,609.41","1,034,964,210.63","985,114,815.26","979,803,677.64","1,050,921,214.47","1,069,430,877.61","1,292,996,114.96","1,346,091,885.39","1,473,076,122.60","1,525,318,211.28","1,542,904,488.02","1,601,924,444.96"
负债和所有者(或股东权益)合计,"248,683,766.23","293,536,950.21","350,915,560.43","356,781,044.94","753,071,418.44","804,088,709.12","818,286,548.05","824,629,784.46","826,463,656.24","853,607,127.24","865,907,435.93","858,309,797.90","862,837,047.57","905,613,609.41","1,034,964,210.63","985,114,815.26","979,803,677.64","1,050,921,214.47","1,069,430,877.61","1,292,996,114.96","1,346,091,885.39","1,473,076,122.60","1,525,318,211.28","1,542,904,488.02","1,601,924,444.96"
