科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"18,402,486.25","37,196,646.17","53,547,081.67","39,004,669.41","75,490,302.17","29,557,641.23","52,394,866.46","78,385,832.96","118,932,102.22","51,392,839.05","105,379,815.02","169,560,402.63","236,120,085.04","92,472,598.10","166,980,506.22","259,140,865.10","329,237,530.76","112,257,884.38","188,137,022.95","288,554,600.29","418,641,648.40","104,052,563.22","170,740,625.59","243,179,783.65","293,635,162.54","98,394,857.92","162,522,869.77","604,878,160.92","289,746,899.24","138,262,531.27","174,228,808.03","231,275,143.79","278,716,460.48","92,612,214.37"
取得借款收到的现金,,,,,,,,,,,,,,,,,"97,392,600.00",,,,,,,,,,,,,,,,,
支付的各项税费,"8,604,372.18","15,212,653.15","57,785,338.28","17,628,155.19","41,977,514.72","13,184,216.72","22,983,572.27","31,742,559.65","44,004,453.03","4,837,431.33","8,423,115.50","12,146,621.52","22,769,799.45","4,749,553.52","12,131,132.72","22,732,517.80","53,004,859.85","30,457,557.56","46,022,761.18","53,927,193.64","79,185,857.58","23,728,555.37","29,550,440.86","37,557,004.09","46,464,488.76","16,612,140.78","27,222,024.88","65,400,219.26","59,844,691.77","14,078,495.63","17,147,926.90","28,161,393.69","38,900,604.32","3,400,425.51"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00","80,000,000.00","80,000,000.00",
支付其他与经营活动有关的现金,"46,299,190.99","60,091,867.45","105,899,819.17","87,139,032.23","193,317,267.07","54,330,123.98","114,244,102.60","169,087,627.90","245,398,010.78","84,179,401.72","189,582,446.93","296,505,324.94","450,813,833.53","117,689,616.49","243,656,690.61","370,419,316.49","731,209,158.39","312,978,452.73","788,582,064.04","711,805,337.04","870,800,020.83","308,634,449.76","198,207,703.87","317,727,424.57","521,521,560.45","135,452,368.51","438,804,742.66","1,352,430,568.09","551,355,727.27","108,898,377.26","134,680,309.76","166,229,529.30","416,366,995.43","194,716,616.87"
筹资活动现金流入小计,,,"400,000,000.00",,,"2,436,200,000.00","2,436,200,000.00","2,436,200,000.00","2,436,200,000.00",,,,,,,,"118,992,600.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00",,,,,,,"200,000.00",,,"80,000,000.00","80,000,000.00","80,000,000.00",
经营活动现金流出小计,"124,223,498.79","210,389,700.72","281,028,876.26","197,462,937.37","424,443,578.92","144,072,733.97","266,190,247.77","407,119,955.93","558,269,095.40","179,102,842.18","375,354,270.97","580,533,075.27","848,771,581.96","258,646,787.09","509,026,559.32","774,931,580.24","1,274,850,684.78","522,209,965.98","1,191,870,492.95","1,324,902,824.39","1,655,522,625.90","502,640,167.90","543,393,134.38","813,088,985.70","1,092,794,869.20","337,941,488.40","766,852,578.63","2,115,129,140.48","2,370,503,967.06","500,308,656.03","684,975,739.81","792,931,994.79","1,102,139,058.31","347,312,203.16"
偿还债务支付的现金,,,,,,,,,,,,,,,,"222,941.57","367,169.62","97,495,832.02","98,623,624.20","97,723,761.13","97,856,764.50","130,797.32","226,227.53","519,546.83","792,824.13",,,,,,,,,
经营活动产生的现金流量净额,"69,774,963.52","48,934,163.64","291,363,868.78","140,444,065.56","180,833,111.66","-4,669,963.72","15,328,831.52","24,217,799.06","39,055,779.53","-42,605,145.62","-114,763,020.00","-167,974,636.46","-253,113,267.86","-57,261,496.32","-56,208,977.57","-38,898,650.44","-77,100,007.11","-88,226,608.28","-89,355,887.53","-311,547,855.90","-530,838,614.16","-306,806,848.26","-263,694,236.94","-355,770,144.96","-328,257,123.55","-48,061,430.55","-135,562,668.67","-526,435,896.05","-1,071,336,966.27","-139,386,417.05","-252,367,588.10","-238,805,312.19","-401,771,325.13","-21,913,506.07"
分配股利、利润或偿还利息支付的现金,,,"52,000,000.00",,,,"104,250,000.00","104,250,000.00","104,250,000.00",,"69,500,000.00","69,500,000.00","69,500,000.00",,,"33,393.87","9,830,433.54","360,929.39","15,009,405.45","15,043,546.96","15,076,028.27","41,630.39","70,688.45","127,311.98","73,919.10",,,,,,,,,
收回投资收到的现金,"367,075.18","969,949.11","899,470,788.76",,,,,"221,500,000.00","278,500,000.00","79,000,000.00","128,000,000.00","284,000,000.00","354,000,100.00","44,000,000.00","99,000,000.00","505,000,000.00","1,292,700,000.00","1,402,000,000.00","2,365,001,106.28","3,344,000,000.00","7,566,194,142.22","2,441,579,207.61","3,934,308,645.06","5,029,526,115.89","5,967,470,298.15","1,056,429,080.55","1,763,189,372.47","2,177,109,654.20","2,539,485,793.16","13,021,429.47","103,774,801.92","155,791,439.29","237,448,592.35","206,747,010.84"
支付其他与筹资活动有关的现金,,,,,,"9,032,784.10","10,073,192.97","10,012,784.10","10,012,784.10",,,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00"
取得投资收益收到的现金,,"6,363.42","939,059.05",,,,,"874,963.95","1,101,430.13","718,818.26","1,080,289.13","5,149,086.42","5,554,458.42","345,982.70","886,673.12","13,345,553.07","233,021,583.34","84,847,917.29","92,774,169.54","107,591,829.12","125,874,528.00","12,303,282.62","25,039,605.80","37,569,913.24","46,452,579.87","5,663,952.49","14,477,267.14","18,043,445.48","4,249,069.31","25,866.46","9,262.82","867,596.16","509,993.55",
筹资活动现金流出小计,,,"52,000,000.00",,,"9,032,784.10","114,323,192.97","114,262,784.10","114,262,784.10",,"69,500,000.00","69,500,000.00","69,500,000.00",,,"256,335.44","10,197,603.16","97,856,761.41","113,633,029.65","112,767,308.09","112,932,792.77","172,427.71","296,915.98","646,858.81","866,743.23",,,,,,,,,"80,000,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,"3,543.46",,,,"29,877.42","13,500.00","13,500.00","13,500.00","37,258.73","3,400.00","105,889.65","512,684.02","4,744,640.87","102,825.88","661,919.72","3,226,625.59","7,522,043.20","166,536.30","2,973,764.85","3,158,583.20","3,355,996.36","2,484,953.54","4,037,618.47","5,916,239.05","3,248,871.63","1,241,065.19"
筹资活动产生的现金流量净额,,,"348,000,000.00",,,"2,427,167,215.90","2,321,876,807.03","2,321,937,215.90","2,321,937,215.90",,"-69,500,000.00","-69,500,000.00","-69,500,000.00",,,"-256,335.44","108,794,996.84","-96,656,761.41","-112,433,029.65","-111,567,308.09","-111,732,792.77","-172,427.71","-296,915.98","-646,858.81","-866,743.23",,,"200,000.00",,,"80,000,000.00","80,000,000.00","80,000,000.00","-80,000,000.00"
处置子公司及其他营业单位收到的现金净额,"2,959,152.68","3,300,000.00",,,,,,,,,,,,,,,,,"111,211,694.27","430,330,004.65","430,330,004.65","38,878,992.20","307,128,992.20","307,128,992.20","435,898,714.78",,"24,974,828.36","24,974,828.36","24,974,828.36",,,"225,996,830.86","299,446,563.22",
四、汇率变动对现金的影响,-1.16,,,,"-1,167,182.08","-481,299.90","-1,098,528.99","-2,189,954.50","-2,592,933.67","-10,885.15","360,907.10","598,607.75","54,301.80","-494,117.50","-1,415,959.45","-2,229,033.93","-2,844,205.65","2,508,804.43","4,066,902.23","537,949.14","2,233,930.81","-3,351,340.12","-3,460,607.67","1,180,414.62","4,798,928.82","1,760,055.33","8,635,732.42","9,745,354.22","13,515,348.74","15,650.92","-4,827,515.55","-9,482,872.38","-5,366,056.20","-6,935,000.95"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,674.85",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,326,227.86","4,276,312.53","900,409,847.81",,,,,"222,374,963.95","279,604,973.59","79,718,818.26","129,080,289.13","289,149,086.42","359,584,435.84","44,359,482.70","99,900,173.12","518,359,053.07","1,525,758,842.07","1,486,851,317.29","2,569,092,859.74","3,882,434,517.79","8,127,143,315.74","2,492,864,308.31","4,267,139,162.78","5,377,451,646.92","6,457,343,636.00","1,062,259,569.34","1,805,615,232.82","2,223,286,511.24","2,572,065,687.19","15,532,249.47","107,821,683.21","388,572,105.36","540,685,695.60","207,988,076.03"
五、现金及现金等价物净增加额,"57,896,753.22","38,219,443.75","634,037,142.24","-6,298,108.29","-176,951,592.94","2,409,392,455.75","2,274,643,017.32","2,168,754,335.96","2,000,506,361.38","-205,517,893.53","-392,957,346.50","-487,616,873.95","-618,886,883.51","-105,183,223.24","-352,566,557.50","-478,012,567.52","-497,925,955.51","-311,872,662.10","-640,710,047.78","-576,947,042.74","-1,015,183,395.29","71,198,257.18","105,302,813.78","114,531,444.00","178,116,051.76","33,289,608.34","230,476,593.21","135,935,975.01","-81,045,479.07","-131,766,876.33","-147,575,276.75","43,006,171.78","-151,472,014.97","-69,685,876.46"
购建固定资产、无形资产和其他长期资产支付的现金,"14,937,957.00","4,928,985.01","8,655,109.35","146,742,173.85","198,592,493.26","12,623,496.53","31,566,001.60","39,303,897.53","208,216,883.05","59,302,081.02","103,312,998.27","126,067,407.20","160,861,813.46","30,798,142.12","141,375,857.50","182,861,740.46","238,686,674.95","29,226,483.68","65,387,524.66","61,637,677.51","68,564,249.11","2,335,435.04","4,976,088.41","10,275,113.77","13,844,355.17","2,268,585.78","7,811,703.36","15,356,732.27","17,502,342.60","7,928,359.67","6,201,856.31","14,681,393.98","29,390,329.24","3,825,445.47"
期初现金及现金等价物余额,"13,987,333.24","71,884,086.46","110,103,530.21","744,140,672.45","744,140,672.45","567,189,079.51","567,189,079.51","567,189,079.51","567,189,079.51","2,567,695,440.89","2,567,695,440.89","2,567,695,440.89","2,567,695,440.89","1,948,808,557.38","1,948,808,557.38","1,948,808,557.38","1,948,808,557.38","1,450,882,601.87","1,450,882,601.87","1,450,882,601.87","1,450,882,601.87","435,699,206.58","435,699,206.58","435,699,206.58","435,699,206.58","613,815,258.34","613,815,258.34","613,815,258.34","613,815,258.34","532,769,779.27","532,769,779.27","532,769,779.27","532,769,779.27","381,297,764.30"
投资支付的现金,"266,480.00","2,264,938.28","896,831,465.00",,,,"29,898,090.64","257,500,000.00","328,500,000.00","182,000,000.00","215,000,000.00","394,000,000.00","453,000,100.00","60,000,000.00","221,000,000.00","682,700,000.00","1,597,700,000.00","1,611,000,000.00","2,849,986,173.31","3,874,710,301.25","8,195,939,744.78","2,109,000,000.00","3,889,408,500.00","4,897,408,500.00","5,938,058,291.11","980,400,000.00","1,440,400,000.00","1,551,400,000.00","1,574,750,000.00",,"72,000,000.00","158,262,956.54","335,630,000.00","165,000,000.00"
期末现金及现金等价物余额,"71,884,086.46","110,103,530.21","744,140,672.45","737,842,564.16","567,189,079.51","2,976,581,535.26","2,841,832,096.83","2,735,943,415.47","2,567,695,440.89","2,362,177,547.36","2,174,738,094.39","2,080,078,566.94","1,948,808,557.38","1,843,625,334.14","1,596,241,999.88","1,470,795,989.86","1,450,882,601.87","1,139,009,939.77","810,172,554.09","873,935,559.13","435,699,206.58","506,897,463.76","541,002,020.36","550,230,650.58","613,815,258.34","647,104,866.68","844,291,851.55","749,751,233.35","532,769,779.27","401,002,902.94","385,194,502.52","575,775,951.05","381,297,764.30","311,611,887.84"
