科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"41,996,764.10","68,357,954.88","25,282,761.44","87,760,673.01","23,605,718.37","72,670,688.77","111,821,417.84","150,264,809.01","42,674,814.48","95,500,147.03","140,952,304.43","212,463,051.19","51,957,090.84","110,634,428.61","159,913,593.15","239,846,885.68","60,650,840.02","126,463,028.72","191,520,016.27","261,300,408.97","72,744,556.75","169,685,800.72","277,161,766.06","392,710,218.19","98,598,742.10","174,586,692.74","318,380,727.38","455,197,016.42","196,278,181.58","386,091,329.28","580,946,267.29","847,529,343.55","240,585,676.76","490,502,942.60","768,518,726.95"
取得借款收到的现金,"20,000,000.00",,,,"8,146,123.00","23,020,313.00","93,264,190.00","96,162,790.00","66,962,013.48","129,540,683.36","84,960,701.79","215,058,314.38","91,201,175.00","227,952,431.92","347,119,422.23","482,784,121.45","143,325,825.00","253,960,989.00","369,345,454.00","642,331,881.96","379,915,595.06","843,325,257.77","1,426,509,016.28","1,649,773,139.44","658,984,419.89","1,359,481,922.92","2,170,136,447.68","3,927,542,437.14","1,271,934,231.46","2,664,991,563.80","3,573,431,658.54","7,223,985,124.04","2,821,898,692.66","4,512,176,984.77","5,692,810,346.17"
支付的各项税费,"83,315,963.41","88,336,249.26","7,707,647.49","39,758,518.84","7,135,658.43","14,797,408.51","26,206,495.45","38,078,866.24","5,432,671.34","19,599,855.03","30,197,153.59","39,132,731.49","7,503,857.54","14,454,238.80","23,596,317.41","36,263,075.78","20,030,774.61","20,051,102.43","48,764,595.84","64,445,955.68","13,071,513.86","36,068,102.05","59,913,262.48","88,778,871.55","27,626,978.62","34,442,859.73","64,936,742.53","127,223,265.75","97,893,558.10","150,618,569.13","191,512,659.59","329,344,963.01","101,327,140.64","200,817,232.37","270,960,983.78"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"97,904,000.00","61,000,000.00","172,504,000.00","20,400,000.00","132,400,000.00","220,400,000.00","233,800,000.00",,,
支付其他与经营活动有关的现金,"48,799,203.37","52,308,224.31","7,603,287.98","35,582,177.09","24,138,084.78","10,357,653.23","45,815,844.38","53,877,051.69","13,898,102.33","29,780,310.67","25,034,924.19","58,206,036.02","26,736,850.38","53,801,105.97","98,678,077.46","97,331,476.86","15,618,172.95","46,442,753.14","50,796,841.73","62,786,446.11","35,501,610.10","31,765,839.21","57,491,920.28","89,217,826.73","45,242,087.49","2,586,418.41","99,153,497.17","102,433,624.01","37,100,142.98","111,395,261.17","107,093,931.29","213,173,146.81","109,817,472.97","107,948,150.58","229,105,727.37"
筹资活动现金流入小计,"20,000,000.00","178,500,000.00",,,"8,146,123.00","549,135,923.00","619,379,800.00","637,106,400.00","73,812,763.51","135,278,498.21","90,698,516.64","235,396,129.53","99,601,175.00","236,352,431.92","355,519,422.23","491,184,121.45","166,517,436.99","288,964,671.55","404,349,136.55","677,335,564.51","379,915,595.06","843,325,257.77","2,887,344,286.90","3,110,608,410.06","658,984,419.89","1,502,330,508.60","2,748,102,734.31","4,687,922,723.77","1,309,044,231.46","2,814,281,563.80","3,813,942,244.01","10,839,980,550.47","2,821,898,692.66","4,512,176,984.77","5,692,810,346.17"
经营活动现金流出小计,"691,916,519.93","831,934,520.06","163,118,212.47","838,827,573.44","282,884,933.94","530,618,059.35","931,217,644.59","1,250,572,214.87","449,454,941.42","739,203,566.15","1,128,448,259.83","1,652,798,861.32","445,941,212.84","887,942,442.54","1,517,815,995.67","1,752,656,901.46","473,535,680.36","1,050,165,941.23","1,735,515,180.30","1,959,789,605.86","387,272,488.58","1,086,425,944.29","2,166,776,247.82","2,994,726,194.22","1,001,768,695.25","2,128,272,139.06","3,642,393,827.99","6,877,441,971.71","3,808,731,424.77","7,914,652,255.15","11,611,328,525.72","14,849,531,378.99","4,656,798,611.48","8,502,219,237.81","13,301,842,724.66"
偿还债务支付的现金,,"20,000,000.00",,,,,,,"30,501,729.76","40,302,856.75","58,879,693.59","161,596,082.17","73,901,729.72","153,586,035.44","287,257,172.44","509,644,249.03","63,932,862.88","118,595,064.88","205,397,196.88","327,937,271.49","155,746,237.78","582,147,220.09","998,540,194.25","1,198,565,036.52","354,302,835.01","838,818,331.41","1,564,309,801.93","2,025,458,865.31","573,724,901.61","1,711,762,458.93","2,366,143,092.30","5,745,657,243.92","2,590,325,902.62","3,175,629,575.46","3,905,175,446.24"
经营活动产生的现金流量净额,"120,359,201.37","104,483,532.64","87,863,203.00","160,324,558.93","-16,314,522.55","-23,566,947.82","-52,695,583.13","-23,654,387.31","-46,242,777.70","-41,265,933.15","-12,620,249.34","-13,902,896.14","86,767,835.40","87,114,007.26","69,267,150.88","173,834,994.09","-25,900,327.65","-69,803,055.35","48,647,538.09","155,620,949.19","59,290,051.35","27,311,386.85","-86,283,396.93","-161,163,642.18","-177,339,236.52","-309,290,428.42","-271,782,731.66","-391,496,322.20","-179,243,413.16","-316,722,877.13","-483,230,723.52","-149,992,232.01","-514,275,013.20","-276,243,495.72","-450,255,090.23"
分配股利、利润或偿还利息支付的现金,"2,852,210.17","98,476,160.61","20,000,000.00","44,585,029.75",,"10,306.43","284,846.85","6,557,681.93","1,163,208.25","31,936,434.42","38,388,360.62","33,758,940.00","2,206,925.02","44,818,723.92","48,027,599.98","47,075,978.41","7,862,194.63","51,906,551.47","54,360,477.32","54,225,539.18","4,449,641.54","52,779,987.93","58,608,724.16","64,179,273.78","8,018,903.74","112,706,268.29","133,691,915.41","158,683,930.04","29,550,305.58","113,250,389.49","122,951,877.85","230,423,818.05","44,047,171.43","102,484,079.88","312,309,652.48"
收回投资收到的现金,,"50,000.00",,"1,787,594.42",,,,,,"5,610,000.00",,,,,,"49,000,000.00",,,,"727,740,000.00",,,,"120,310,000.00","40,000.00","40,000.00","332,767,164.00",,,"50,000,000.00","50,000,000.00",,,,
支付其他与筹资活动有关的现金,"980,553.19",,,,,,,"3,530,000.00",,,,,,,,,,,,,,,,"158,904,000.00","104,417,400.00",,,"153,000,000.00",,"114,000,000.00","114,000,000.00","545,278,305.48",,,
取得投资收益收到的现金,,,,,,"4,558,000.00","6,855,037.10","8,073,420.97","3,041,914.06","8,742,312.06","11,744,687.81","19,221,624.05","3,248,093.76","7,508,657.26","9,608,545.38","12,518,925.38","3,911,079.60","11,295,771.65","18,389,179.41","16,563,169.59","1,869,136.74","1,649,298.74","2,044,436.74","3,458,333.85","-18,509.16","443,590.84","436,000.00","8,077.81",,,,"203,801.12",,"72,805.48","72,805.48"
筹资活动现金流出小计,"3,832,763.36","118,476,160.61","20,000,000.00","44,585,029.75",,"10,306.43","284,846.85","10,087,681.93","31,664,938.01","72,239,291.17","97,268,054.21","195,355,022.17","76,108,654.74","198,404,759.36","335,284,772.42","556,720,227.44","71,795,057.51","170,501,616.35","259,757,674.20","382,162,810.67","160,195,879.32","634,927,208.02","1,057,148,918.41","1,421,648,310.30","466,739,138.75","951,524,599.70","1,698,001,717.34","2,337,142,795.35","603,275,207.19","1,939,012,848.42","2,603,094,970.15","6,521,359,367.45","2,634,373,074.05","3,278,113,655.34","4,217,485,098.72"
处置固定资产、无形资产和其他长期资产收回的现金净额,"75,000.00","105,298.71","406,261.55","526,318.50",500.00,"11,607.69","11,607.69","644,838.72","1,247,298.58","214,826.91","15,116,829.80","6,223,855.85","39,326.85",,"158,652.25","1,262,696.46","81,184.04","21,198,889.45","57,120,878.18","20,569,308.44","692,921.30","7,579,975.49","26,742,309.90","15,852,435.05","7,201,713.43","29,384,092.42","36,973,859.04","34,292,852.36","2,742,796.03","27,213,102.77","64,990,764.90","53,530,493.44","1,955,398.20","12,220,685.57","39,098,516.73"
筹资活动产生的现金流量净额,"16,167,236.64","60,023,839.39","-20,000,000.00","-44,585,029.75","8,146,123.00","549,125,616.57","619,094,953.15","627,018,718.07","42,147,825.50","63,039,207.04","-6,569,537.57","40,041,107.36","23,492,520.26","37,947,672.56","20,234,649.81","-65,536,105.99","94,722,379.48","118,463,055.20","144,591,462.35","295,172,753.84","219,719,715.74","208,398,049.75","1,830,195,368.49","1,688,960,099.76","192,245,281.14","550,805,908.90","1,050,101,016.97","2,350,779,928.42","705,769,024.27","875,268,715.38","1,210,847,273.86","4,318,621,183.02","187,525,618.61","1,234,063,329.43","1,475,325,247.45"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,"7,731,909.14",,,,,,,,"5,543,716.84",,,,,,,"31,448,812.50","31,448,812.50",,,,,,,
四、汇率变动对现金的影响,"-1,878,211.70","-14,997,083.53","-2,997,568.91","-12,320,995.43","-4,361,442.62","-9,516,315.12","-4,969,627.55","-8,017,559.46","2,765,741.48","-920,140.76","-6,512,380.87","-11,036,501.35","3,746,100.89","-4,042,406.10","-245,659.35","3,896,441.86","-3,618,852.95","-5,619,274.90","-8,333,338.09","-3,458,678.81","2,628,345.86","15,903,129.71","15,606,952.07","-5,252,084.17","4,579,046.96","6,637,507.30","11,797,736.27","14,125,504.45","-2,053,543.05","2,076,393.52","1,183,627.96","12,696,051.53","2,481,113.67","-17,196,177.76","-36,853,592.44"
收到其他与投资活动有关的现金,,"1,700,000.00",,"2,114,113.87",,,,,"618,833.24","1,285,662.65","1,285,662.65",,,,"49,000,000.00",,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"75,000.00","1,855,298.71","406,261.55","4,428,026.79",500.00,"4,569,607.69","6,866,644.79","8,718,259.69","4,908,045.88","15,852,801.62","28,147,180.26","33,177,389.04","3,287,420.61","7,508,657.26","58,767,197.63","62,781,621.84","3,992,263.64","32,494,661.10","75,510,057.59","770,416,194.87","2,562,058.04","9,229,274.23","28,786,746.64","139,620,768.90","7,223,204.27","29,867,683.26","401,625,835.54","65,749,742.67","2,742,796.03","77,213,102.77","114,990,764.90","53,734,294.56","1,955,398.20","12,293,491.05","39,171,322.21"
五、现金及现金等价物净增加额,"60,192,648.63","19,429,933.20","33,882,824.39","30,230,010.47","-50,136,161.20","456,359,530.96","399,011,535.18","377,068,469.92","-22,922,790.98","-45,725,606.80","-139,773,189.89","-130,945,234.74","59,460,335.83","26,365,566.31","28,632,203.65","-60,689,420.89","15,554,544.51","-28,446,160.85","-13,778,627.22","41,652,356.36","54,137,031.57","-108,715,548.88","1,135,887,824.32","939,630,710.91","-358,126,892.38","-595,516,860.20","-312,317,537.33","-121,400,912.69","98,816,955.29","-165,771,648.35","-396,859,900.81","2,647,300,885.29","-690,436,529.54","-476,504,630.33","-1,267,463,424.42"
购建固定资产、无形资产和其他长期资产支付的现金,"69,403,477.68","130,291,754.01","25,779,071.25","75,766,550.07","37,606,819.03","64,252,430.36","106,916,355.43","156,996,561.07","26,501,626.14","80,331,541.55","141,350,078.87","174,545,871.65","57,833,541.33","92,871,855.31","110,110,146.32","226,567,087.31","38,380,918.01","95,981,546.90","266,192,932.37","378,783,646.83","228,367,821.97","369,557,389.42","564,910,659.67","544,704,431.40","315,842,953.83","740,977,296.84","914,214,040.21","1,107,451,772.17","341,700,877.73","626,692,124.32","1,057,434,333.25","1,529,470,722.58","367,167,547.49","828,595,777.33","1,677,025,311.41"
期初现金及现金等价物余额,"44,101,353.23","104,294,001.86","123,723,935.06","123,723,935.06","156,816,581.53","156,816,581.53","156,816,581.53","153,953,945.53","563,665,636.45","562,996,922.41","562,996,922.41","531,022,415.45","400,077,180.71","400,077,180.71","400,077,180.71","400,077,180.71","339,387,759.82","339,387,759.82","339,387,759.82","339,387,759.82","381,040,116.18","381,040,116.18","381,040,116.18","381,040,116.18","1,320,670,827.09","1,320,670,827.09","1,320,670,827.09","1,320,670,827.09","1,199,269,914.40","1,199,269,914.40","1,199,269,914.40","1,199,269,914.40","3,846,570,799.69","3,846,570,799.69","3,846,570,799.69"
投资支付的现金,"3,177,100.00","987,900.00","5,610,000.00","1,850,000.00",,,,"69,000,000.00",,"2,100,000.00","-1,306,184.25","4,038,462.00",,"9,099,285.38","9,099,285.38","9,099,285.38","15,260,000.00","8,000,000.00","8,001,414.79","781,257,395.16","1,695,317.45",,"74,380,000.00","177,830,000.00","68,992,234.40","132,560,234.40","510,580,998.40","263,873,448.64","86,697,031.07","145,746,854.07","152,048,506.26","16,968,009.95","956,099.33","600,826,000.00","617,826,000.00"
期末现金及现金等价物余额,"104,294,001.86","123,723,935.06","157,606,759.45","153,953,945.53","106,680,420.33","613,176,112.49","555,828,116.71","531,022,415.45","540,742,845.47","517,271,315.61","423,223,732.52","400,077,180.71","459,537,516.54","426,442,747.02","428,709,384.36","339,387,759.82","354,942,304.33","310,941,598.97","325,609,132.60","381,040,116.18","435,177,147.75","272,324,567.30","1,516,927,940.50","1,320,670,827.09","962,543,934.71","725,153,966.89","1,008,353,289.76","1,199,269,914.40","1,298,086,869.69","1,033,498,266.05","802,410,013.59","3,846,570,799.69","3,156,134,270.15","3,370,066,169.36","2,579,107,375.27"
