科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"9,658,817.00","9,766,322.09","16,722,350.86","17,428,510.16","19,851,087.50","34,245,186.19","29,818,175.62","33,840,023.39","29,299,089.64","32,605,866.11","29,740,746.31","50,888,096.77","57,011,772.75","63,590,212.41","38,738,200.59","56,837,436.96","61,973,707.32","64,488,441.98","42,445,818.85","44,394,528.58","46,898,485.40","48,598,040.57","38,610,879.54","41,874,240.71","53,591,159.67","73,578,135.80","64,796,993.48"
应付职工薪酬,"746,932.04","32,034.72","802,733.00","306,963.22","209,867.69","271,165.14","8,384,293.49","483,594.57","599,528.60","435,208.76","7,307,832.83","546,640.32","512,146.16","483,685.32","8,462,798.18","1,356,965.89","1,234,679.41","1,265,779.91","9,812,164.65","411,722.22","613,441.27","390,588.67","23,398,325.46","4,940,312.14","2,559,484.04","2,578,880.53","9,965,860.99"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,416,025.30","3,529,833.30","9,378,919.73","1,681,638.67","-11,993,304.55","-11,737,351.91","-21,760,903.64","-43,231,031.95","-31,294,297.64","-59,744,190.97","-39,944,283.75","-42,105,192.14","14,163,630.11","5,628,791.87","10,526,934.21","2,488,413.87","12,470,432.09","12,040,923.24","26,237,026.15","6,505,613.86","12,296,352.45","10,905,613.83","27,323,104.30","7,689,112.31","11,712,723.16","9,183,089.76","19,925,775.84"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,"4,020,000.00","8,040,000.00","12,060,000.00","16,080,000.00","4,020,000.00","8,040,000.00","12,060,000.00","16,080,000.00","4,020,000.00","8,040,000.00","12,060,000.00",,"3,708,148.50","7,416,297.00","11,124,445.50",,"3,708,148.50","7,416,297.00","11,124,445.50"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,"8,457,947.54",,
应付股利,,"1,570,756.80",,,,,,,,,,,,,,,,,,,,,,,"16,878,834.30",,
存货,"73,486,817.41","96,056,706.87","78,238,650.11","86,716,199.90","132,388,919.71","131,377,810.85","304,557,960.67","368,085,437.60","347,487,949.45","497,108,841.59","370,897,977.16","426,548,702.35","447,028,528.13","499,506,184.37","428,768,115.95","520,240,183.97","364,999,494.68","416,961,298.07","385,491,161.88","452,389,129.04","375,247,818.98","394,852,204.10","283,664,703.12","350,352,879.39","328,772,967.73","418,354,100.84","458,110,365.52"
其他应付款,"722,146.50","4,067,366.60","2,932,217.12","3,948,670.51","5,028,102.18","5,477,932.44","7,882,562.81","19,697,023.66","7,551,644.88","12,954,234.41","54,368,512.69","87,103,441.40","26,866,684.09","33,184,206.59","106,988,935.73","96,616,266.69","97,103,099.56","73,155,584.04","72,882,281.10","69,313,776.61","47,821,505.31","58,268,763.82","46,595,507.53","49,807,861.61","406,613,374.27","446,081,259.74","155,095,955.99"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"221,022,000.00","221,142,000.00","280,137,562.92"
其他流动资产,,,,,,,,,"81,000,000.00","33,000,000.00","94,600,000.00","60,000,000.00","114,122,433.45","130,865,942.89","112,514,998.94","164,718,280.72","16,743,222.11","56,991,687.97","195,088,374.81","1,114,209,244.67","196,153,680.59","847,559,767.37","1,069,916,633.93","891,422,150.34","1,335,670,458.18","1,419,442,021.71","2,097,788,069.28"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,"211,555.56","211,555.56",,,"550,595,620.43"
流动资产合计,"184,584,227.42","309,715,709.18","323,947,060.68","618,443,722.98","570,273,960.36","600,799,378.40","820,722,233.06","786,137,186.30","899,703,148.36","989,854,003.37","1,140,362,526.24","1,131,331,007.73","1,047,699,698.24","1,109,761,424.28","1,352,273,805.62","1,340,551,740.39","1,104,963,404.67","1,081,105,422.31","1,323,203,341.71","2,216,918,141.33","2,171,576,160.16","2,213,813,845.87","2,248,643,054.57","2,243,131,906.98","2,880,930,249.93","3,009,276,039.12","3,403,645,721.52"
流动负债合计,"85,248,209.29","134,209,035.78","136,584,228.92","104,640,194.12","72,052,932.65","118,720,544.55","343,145,831.25","303,779,095.04","175,734,356.19","256,633,280.64","379,522,886.03","361,486,764.14","299,538,796.55","345,522,128.71","561,553,961.30","532,975,492.89","513,174,454.81","463,157,672.76","671,669,733.65","603,455,849.49","500,320,781.01","519,015,832.32","588,297,522.29","520,205,148.50","1,234,687,578.92","1,327,496,427.68","1,893,431,415.50"
可供出售金融资产,,,,,,,,,,,,,,,"24,900,000.00","24,910,000.00","30,646,800.00","30,636,800.00","30,636,800.00","30,636,800.00","30,636,800.00","13,448,400.00","150,148,400.00","150,148,400.00","70,148,400.00","70,148,400.00","19,248,400.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,"237,720,000.00","237,840,000.00","237,960,000.00","238,080,000.00","238,200,000.00","238,320,000.00","238,440,000.00","238,560,000.00","238,680,000.00","238,800,000.00","238,920,000.00","220,422,000.00","220,542,000.00","220,662,000.00","220,782,000.00","220,902,000.00",,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,617,770.41"
长期股权投资,,,,,,,,,,,,,"20,394,884.96","20,861,094.12","27,119,839.51","25,346,890.41","306,212,151.31","309,908,486.49","339,486,166.39","356,568,684.20","355,963,030.09","388,737,397.92","344,667,072.99","322,117,826.29","298,269,728.95","301,056,160.13","308,678,354.19"
专项应付款,,,,"12,920,000.00",,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"5,761,131.32","18,193,399.02","65,453,738.68","76,625,331.81","99,904,499.39","97,510,316.68","98,250,666.97","91,896,696.83","86,795,677.89","88,005,626.65","81,557,425.24","75,270,958.99","85,488,838.94","78,206,474.43","103,282,710.55","94,449,561.47","84,312,820.50","74,970,173.10","64,590,677.09","57,534,234.27","49,716,807.97","43,033,841.39","45,318,385.37","39,647,549.30","35,688,447.95","31,975,493.33","28,697,969.27"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,"5,887,828.81","4,818,413.20","4,009,309.88","5,973,653.09","5,473,382.76","7,589,868.96","14,054,118.24","13,967,639.73","1,075,348.71","672,948.71","392,948.71","239,102.55","76,282.04"
其他非流动负债,"7,865,000.00","12,065,000.00","12,920,000.00",,"12,920,000.00","12,920,000.00","16,550,200.00","16,550,200.00","16,550,200.00","34,240,200.00","40,932,033.33","40,169,883.33","36,154,399.99","35,309,249.99","32,242,266.66",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"7,865,000.00","12,065,000.00","12,920,000.00","12,920,000.00","12,920,000.00","12,920,000.00","16,550,200.00","16,550,200.00","254,270,200.00","272,080,200.00","278,892,033.33","278,249,883.33","274,354,399.99","273,629,249.99","270,682,266.66","269,057,116.66","267,431,966.66","262,202,896.66","260,428,166.66","242,945,436.66","241,170,706.66","238,037,976.66","236,769,539.34","234,781,882.51","11,772,225.68","9,664,568.85","102,252,015.77"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"93,113,209.29","146,274,035.78","149,504,228.92","117,560,194.12","84,972,932.65","131,640,544.55","359,696,031.25","320,329,295.04","430,004,556.19","528,713,480.64","658,414,919.36","639,736,647.47","573,893,196.54","619,151,378.70","832,236,227.96","802,032,609.55","780,606,421.47","725,360,569.42","932,097,900.31","846,401,286.15","741,491,487.67","757,053,808.98","825,067,061.63","754,987,031.01","1,246,459,804.60","1,337,160,996.53","1,995,683,431.27"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"41,588,667.00","52,347,534.00","52,347,534.00","69,797,534.00","69,797,534.00","69,797,534.00","69,797,534.00","69,797,534.00","104,696,301.00","104,696,301.00","104,696,301.00","104,696,301.00","104,696,301.00","125,635,560.00","158,489,551.00","316,979,102.00","316,979,102.00","316,979,102.00","316,979,102.00","337,576,686.00","337,576,686.00","337,576,686.00","337,576,686.00","337,576,686.00","337,576,686.00","337,576,686.00","337,576,686.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,0.28,"43,472,459.48","43,472,459.48","359,755,976.72","359,755,976.72","359,755,976.72","359,755,976.72","359,755,976.72","324,857,209.72","324,857,209.72","324,857,209.72","324,857,209.72","324,857,209.72","303,917,950.72","997,623,258.03","839,133,707.03","839,133,707.03","839,133,707.03","839,133,707.03","1,776,244,203.97","1,775,772,505.84","1,775,772,505.84","1,773,131,516.37","1,773,201,926.11","1,773,202,061.18","1,773,202,055.18","1,773,201,926.11"
无形资产,"15,774,745.13","23,336,655.75","20,705,526.28","18,882,277.70","18,248,180.90","32,289,678.40","50,735,061.39","59,438,100.06","59,397,967.71","60,683,088.29","77,335,362.55","71,834,447.54","105,828,200.90","105,027,959.39","143,136,524.09","134,002,171.77","136,809,340.14","143,749,354.66","155,576,256.01","144,617,020.46","154,470,388.26","142,609,000.28","116,032,496.38","104,228,954.28","92,828,589.82","81,227,412.25","77,938,706.58"
盈余公积,"6,222,067.60","11,109,756.81","16,622,866.07","16,622,866.07","16,622,866.07","16,622,866.07","22,582,871.20","22,582,871.20","22,582,871.20","22,582,871.20","29,910,824.83","29,910,824.83","29,910,824.83","29,910,824.83","36,778,236.69","36,778,236.69","36,778,236.69","36,778,236.69","45,424,335.65","45,424,335.65","45,424,335.65","45,424,335.65","51,874,852.07","51,874,852.07","51,874,852.07","51,874,852.07","63,243,798.06"
开发支出,,,,"2,832,442.01","11,757,662.49","25,638,672.79","38,357,921.28","40,829,502.72","51,140,777.38","65,389,656.09","59,128,183.32","63,734,573.57","29,570,569.55","31,555,319.79","42,472,969.20","51,854,049.46","53,096,723.74","42,729,078.94","20,890,399.37","21,623,585.98","3,575,924.39","10,322,314.19","19,258,498.39","27,109,963.15","34,922,596.62","42,858,765.98","42,594,598.91"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,"624,031,391.94","624,031,391.94","624,031,391.94","624,031,391.94","624,031,391.94","624,031,391.94","624,031,391.94","624,031,391.94","696,991,143.95","697,052,696.34","701,879,636.21","701,879,636.21","328,615,904.09"
未分配利润,"67,518,540.41","98,278,565.00","149,072,235.63","154,588,330.43","172,195,790.07","184,679,398.33","206,485,176.26","209,828,979.52","218,998,898.15","225,988,663.54","244,709,200.13","248,836,368.41","266,974,649.70","277,990,790.84","308,215,956.06","317,746,601.38","382,674,154.66","406,462,347.29","450,394,854.26","475,133,070.02","527,855,586.10","557,795,351.54","608,374,942.46","643,149,107.31","684,211,457.19","713,330,388.30","343,508,039.25"
长期待摊费用,"407,763.91","119,930.59","156,749.96","139,333.28","896,416.60","1,981,113.79","3,912,140.92","3,409,091.89","2,992,053.25","1,353,122.85","2,033,354.29","4,110,196.67","2,802,321.83","2,099,945.48","1,406,799.84","699,808.14","45,000.00","57,300.00","84,600.00","77,100.00","69,600.00","7,500.00","3,913,919.15","3,641,284.28","3,433,125.44","1,753,084.73","1,557,866.93"
少数股东权益,,"2,929,011.97","3,328,659.51","2,683,114.45","2,041,115.48","562,983.61","256,046.88","5,305,177.74","5,102,775.25","4,889,436.18","5,777,209.31","5,945,764.67","1,791,727.10","1,805,615.50","3,668,824.36","3,441,939.70","4,000,682.76","4,087,781.37","4,876,433.13","5,359,000.07","5,423,347.87","5,280,643.56","58,365,879.26","55,552,748.47","53,973,239.07","50,796,062.39","36,355,654.53"
递延所得税资产,"1,914,616.80","3,045,668.50","4,084,908.01","4,084,908.01","4,305,495.25","4,840,143.22","6,595,612.69","5,889,256.42","6,212,986.92","6,442,463.00","7,949,404.33","7,705,921.91","7,846,421.40","8,407,008.98","9,087,747.90","12,039,209.63","12,629,774.43","12,170,446.99","12,521,368.16","13,491,398.56","14,239,042.09","14,361,398.05","14,306,505.46","14,828,687.44","15,442,939.28","15,369,949.93","15,526,828.46"
外币报表折算价差,,,,,,,,,,-2.03,591.62,"3,990.31","4,026.93","4,105.88",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"2,497,000.00","2,497,000.00","3,413,334.25","3,413,334.25","3,415,678.71","3,506,689.65","12,468,538.33","13,102,170.92","15,287,495.99","14,654,340.11","14,036,112.82","13,762,134.20","13,361,437.20","8,156,996.24","322,990,025.18"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"23,858,257.16","44,695,653.86","90,400,922.93","102,564,292.81","135,112,254.63","162,259,924.88","197,851,403.25","201,462,647.92","206,539,463.15","221,873,956.88","228,003,729.73","222,656,098.68","254,428,237.58","248,654,802.19","984,739,146.09","975,564,830.27","1,255,208,990.65","1,247,733,374.86","1,265,759,580.05","1,269,272,255.29","1,262,044,598.97","1,265,173,223.61","1,405,747,883.22","1,373,210,443.99","1,266,367,850.18","1,254,665,001.35","1,145,924,935.65"
所有者权益(或股东权益)合计,"115,329,275.29","208,137,327.26","264,843,754.69","603,447,821.67","620,413,282.34","631,418,758.73","658,877,605.06","667,270,539.18","676,238,055.32","683,014,479.61","709,951,336.61","714,250,458.94","728,234,739.28","739,264,847.77","1,504,776,723.75","1,514,083,961.11","1,579,565,973.85","1,603,478,227.75","1,656,865,021.45","2,639,789,110.47","2,692,129,271.46","2,721,933,260.50","2,829,323,876.16","2,861,355,319.96","2,900,838,295.51","2,926,780,043.94","2,553,887,225.90"
资产总计,"208,442,484.58","354,411,363.04","414,347,983.61","721,008,015.79","705,386,214.99","763,059,303.28","1,018,573,636.31","987,599,834.22","1,106,242,611.51","1,211,727,960.25","1,368,366,255.97","1,353,987,106.41","1,302,127,935.82","1,358,416,226.47","2,337,012,951.71","2,316,116,570.66","2,360,172,395.32","2,328,838,797.17","2,588,962,921.76","3,486,190,396.62","3,433,620,759.13","3,478,987,069.48","3,654,390,937.79","3,616,342,350.97","4,147,298,100.11","4,263,941,040.47","4,549,570,657.17"
负债和所有者(或股东权益)合计,"208,442,484.58","354,411,363.04","414,347,983.61","721,008,015.79","705,386,214.99","763,059,303.28","1,018,573,636.31","987,599,834.22","1,106,242,611.51","1,211,727,960.25","1,368,366,255.97","1,353,987,106.41","1,302,127,935.82","1,358,416,226.47","2,337,012,951.71","2,316,116,570.66","2,360,172,395.32","2,328,838,797.17","2,588,962,921.76","3,486,190,396.62","3,433,620,759.13","3,478,987,069.48","3,654,390,937.79","3,616,342,350.97","4,147,298,100.11","4,263,941,040.47","4,549,570,657.17"
