科目,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付职工薪酬,"880,698.07","418,815.74","850,070.54","1,178,572.04","688,763.87","2,225,383.99","2,478,275.46","1,635,376.78","2,336,978.12","2,706,146.17","2,780,687.69","3,185,139.36","1,352,886.45","2,426,044.33","3,041,648.10","1,773,468.13","1,902,520.49","2,794,972.12","3,381,597.84","2,382,501.40","2,681,167.84","3,183,181.08","3,787,727.44","2,554,871.87","3,108,981.01","4,300,298.05","4,933,687.64","5,709,842.16","3,918,289.52","4,528,593.05","5,063,833.99","5,600,033.87","4,575,795.20","5,210,461.41","6,007,476.62","5,907,128.85","4,988,990.65","6,225,528.24","7,025,702.91","6,532,637.44","7,751,579.52"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"53,218,877.90","98,284,222.22","70,807,301.91","42,728,165.84","36,899,424.00","69,713,117.57","71,730,351.69","43,535,304.76","44,720,466.54","79,872,048.43","106,335,121.20","118,522,517.96","124,236,291.13","123,433,978.95","127,852,613.09","129,372,081.50","111,046,218.37","119,499,227.81","116,236,967.79","66,040,646.45","57,245,763.01","132,395,600.43","123,340,484.87","-10,562,175.63","-20,624,561.16","38,024,333.33","-12,011,716.32","-50,763,224.30","-35,817,902.16","40,117,572.50","-13,324,637.84","-96,102,202.31","-92,134,995.92","7,041,811.35","-18,795,756.05","-106,400,836.73","-138,102,892.92","171,222,739.01","169,838,634.68","158,354,853.88","161,825,215.94"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"1,475,138.51",,"1,511,713.80","1,511,713.80","2,287,029.39","2,362,087.68","2,016,522.93","2,470,364.60","2,877,367.92","2,602,670.52","2,760,784.72","2,306,158.00","2,400,408.34","2,400,408.34","2,555,297.92","2,517,116.67","3,887,568.98","3,505,845.31","4,046,885.11","4,233,971.88","2,674,361.04","2,380,729.17","3,548,782.85","4,083,921.74","5,316,399.83","16,541,478.95","23,195,881.95","30,561,890.38"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"137,179,600.00",,,,,,,,,,,,,,,,,,,"32,010,000.00",,,,"16,005,000.00",,,"32,010,000.00",,,,,"18,531,611.80",,,,,,,,"32,010,000.00",
存货,"521,959,490.26","679,905,149.37","665,908,425.27","676,146,271.31","689,911,532.92","695,246,625.49","662,552,883.22","764,230,160.48","731,242,810.87","1,104,933,010.75","1,279,982,660.69","1,351,172,977.02","1,224,566,556.63","1,315,811,663.84","2,477,073,754.52","2,559,152,839.61","2,431,927,170.16","2,457,772,849.64","2,616,293,913.25","2,653,297,447.49","3,046,493,285.13","2,936,094,329.00","2,975,557,063.63","2,929,670,542.95","2,980,660,376.66","3,526,219,267.70","3,574,771,547.42","4,145,774,092.56","4,145,911,889.38","4,386,995,477.06","4,365,052,492.82","5,658,781,760.60","5,607,167,785.68","5,479,290,074.39","5,106,045,246.69","5,003,857,832.69","4,802,721,400.03","4,333,257,328.93","5,987,028,556.88","6,087,031,684.87","7,662,321,927.08"
其他应付款,"35,785,869.39","36,460,474.54","43,390,603.34","41,578,106.39","54,347,915.86","54,111,731.18","56,097,941.73","51,860,317.95","42,681,619.52","41,746,385.26","27,542,564.54","37,369,854.59","20,442,550.45","23,076,660.66","18,999,372.31","24,387,899.96","33,199,461.63","25,753,864.55","40,359,367.86","26,509,652.73","29,306,229.92","54,552,530.83","42,908,507.92","31,131,878.52","49,187,842.26","64,161,341.52","45,200,093.89","57,691,864.95","62,680,232.31","65,663,256.30","67,991,729.36","442,307,285.47","454,119,020.76","480,351,214.74","504,327,950.43","420,983,234.05","384,651,209.87","234,308,302.68","1,071,781,463.02","775,787,271.43","752,761,394.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"80,000,000.00","80,000,000.00","80,000,000.00","159,000,000.00","79,000,000.00","79,000,000.00",,,,,,,,,,,,"240,000,000.00","180,000,000.00","60,000,000.00",,"510,000,000.00","246,152,000.00","200,000,000.00",,,,"810,000,000.00","706,700,000.00","1,066,700,000.00","1,016,700,000.00","458,000,000.00","400,000,000.00","126,000,000.00","20,000,000.00","434,500,000.00","383,500,000.00","715,000,000.00","1,015,000,000.00","1,016,500,000.00","1,016,500,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,339,104.87","305,231,728.35","379,346,114.79","425,592,647.29"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00",,,,,,,,
流动资产合计,"1,176,610,454.33","1,028,015,419.80","1,384,448,493.57","1,323,283,066.68","1,437,610,308.57","1,439,640,324.35","1,386,771,698.91","1,565,087,739.84","1,891,138,989.00","2,138,799,732.75","2,271,088,272.65","2,602,846,036.29","2,588,072,383.84","3,076,248,329.50","3,114,089,415.05","3,202,073,688.05","3,116,042,594.83","3,364,394,800.74","3,438,738,364.06","3,402,821,322.68","3,731,213,055.44","3,967,811,658.83","4,446,410,615.36","4,815,012,228.67","5,105,064,999.12","4,946,286,682.42","5,192,857,299.12","5,097,487,161.21","4,986,520,552.44","5,705,507,201.92","6,158,664,888.07","6,741,758,917.00","6,947,555,216.18","6,618,051,719.78","6,409,765,717.65","7,733,944,388.04","8,353,024,873.04","9,706,957,758.13","10,732,515,736.44","10,991,464,305.41","11,483,140,213.77"
流动负债合计,"780,153,323.72","584,103,398.66","491,886,643.47","517,661,004.90","627,385,627.02","601,394,268.87","548,462,950.81","719,997,506.06","962,472,857.27","1,151,789,039.53","1,062,686,426.77","1,106,940,564.21","1,050,680,122.02","1,507,383,597.18","1,513,781,051.46","1,548,146,280.24","1,402,722,987.62","1,662,149,789.78","1,631,816,732.46","1,640,490,308.25","1,789,935,765.37","2,406,553,219.29","2,339,645,384.63","2,544,684,918.80","2,822,094,131.57","2,265,284,021.05","2,528,861,520.10","3,236,433,904.13","3,005,809,115.47","3,962,275,747.92","3,864,288,025.41","4,101,847,081.43","4,287,442,422.01","3,504,235,414.84","3,225,727,563.47","4,772,749,203.14","4,867,337,441.06","5,859,811,551.52","6,646,102,727.84","6,989,293,787.01","7,578,436,067.03"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"159,000,000.00","159,000,000.00","179,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","99,000,000.00","120,000,000.00","180,000,000.00","180,000,000.00","360,000,000.00","616,152,000.00","636,152,000.00","636,152,000.00","636,152,000.00","682,892,000.00","682,892,000.00","642,892,000.00","740,000,000.00","690,000,000.00","850,000,000.00","360,000,000.00","897,000,000.00","1,059,000,000.00","1,059,000,000.00","1,408,000,000.00","1,408,000,000.00","575,500,000.00","678,800,000.00","325,800,000.00","925,800,000.00","1,206,000,000.00","1,211,000,000.00","1,530,000,000.00","1,530,000,000.00","1,325,500,000.00","1,855,500,000.00","2,173,000,000.00","2,373,000,000.00","2,364,000,000.00","2,291,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","28,000,000.00","28,000,000.00","28,000,000.00",,,,,"31,511,787.96","31,115,386.65","30,724,626.61","30,312,214.37","29,951,131.42","29,586,789.64",,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,"33,958,297.44","33,721,373.41","33,484,449.38","33,247,525.35","33,010,601.32","32,773,677.29","32,536,753.26","32,299,829.23",,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"9,184,457.44","10,633,805.52","10,477,896.67","10,804,006.58","10,855,674.23","10,632,564.67","11,253,507.03","11,133,314.37","18,592,961.71","18,305,425.39","18,009,780.98","18,467,963.28","18,542,715.28","18,190,165.80","17,918,290.49","17,778,885.76","17,598,844.58","17,378,398.61","17,029,805.65","17,048,627.32","16,708,518.65","16,405,683.28","17,332,315.60","16,990,106.86","16,634,936.24","16,319,661.01","16,022,555.17","15,721,615.08","15,411,954.87","15,579,452.91","68,500,812.58","68,534,473.93","67,726,042.80","67,298,820.96","66,628,016.35","66,029,653.89","65,913,097.58","65,247,713.71","67,934,158.49","68,216,932.88","67,560,856.34"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536,421.08","13,536,421.08","13,894,356.15","13,925,555.18","13,956,063.31","13,987,842.98","14,017,747.89","14,047,675.63","14,046,473.56","14,046,591.02"
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,"3,220,800.00","3,220,800.00","4,014,500.00","4,014,500.00","793,700.00","793,700.00","793,700.00","793,700.00",,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"159,000,000.00","159,000,000.00","179,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","99,000,000.00","120,000,000.00","180,000,000.00","180,000,000.00","360,000,000.00","616,152,000.00","636,152,000.00","639,372,800.00","639,372,800.00","686,906,500.00","686,906,500.00","643,685,700.00","740,793,700.00","690,793,700.00","850,793,700.00","360,000,000.00","897,000,000.00","1,059,000,000.00","1,059,000,000.00","1,408,000,000.00","1,408,000,000.00","575,500,000.00","678,800,000.00","325,800,000.00","925,800,000.00","1,219,536,421.08","1,224,536,421.08","1,543,894,356.15","1,543,925,555.18","1,339,456,063.31","1,869,487,842.98","2,187,017,747.89","2,387,047,675.63","2,378,046,473.56","2,305,046,591.02"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"939,153,323.72","743,103,398.66","670,886,643.47","617,661,004.90","727,385,627.02","701,394,268.87","647,462,950.81","839,997,506.06","1,142,472,857.27","1,331,789,039.53","1,422,686,426.77","1,723,092,564.21","1,686,832,122.02","2,146,756,397.18","2,153,153,851.46","2,235,052,780.24","2,089,629,487.62","2,305,835,489.78","2,372,610,432.46","2,331,284,008.25","2,640,729,465.37","2,766,553,219.29","3,236,645,384.63","3,603,684,918.80","3,881,094,131.57","3,673,284,021.05","3,936,861,520.10","3,811,933,904.13","3,684,609,115.47","4,288,075,747.92","4,790,088,025.41","5,321,383,502.51","5,511,978,843.09","5,048,129,770.99","4,769,653,118.65","6,112,205,266.45","6,736,825,284.04","8,046,829,299.41","9,033,150,403.47","9,367,340,260.57","9,883,482,658.05"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"80,000,000.00","80,000,000.00","106,700,000.00","160,050,000.00","160,050,000.00","160,050,000.00","160,050,000.00","160,050,000.00","160,050,000.00","160,050,000.00","160,050,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00","320,100,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"40,350,204.63","40,350,204.63","405,967,904.63","373,957,904.63","373,957,904.63","373,957,904.63","373,957,904.63","373,957,904.63","373,957,904.63","373,957,904.63","370,036,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","283,010,226.95","283,010,226.95","283,010,226.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95","290,011,424.95"
无形资产,,,,,,,,,,,,,,,,"621,250.00","568,000.00","514,750.00","461,500.00","408,250.00","355,000.00","301,750.00","248,500.00","471,250.00","387,333.32","311,083.31","234,833.30","158,583.29","82,333.28","130,333.27","107,333.26","84,333.25","61,333.24","38,333.23","15,333.22",,,,,"144,237.87","131,125.32"
盈余公积,"64,350,533.54","77,566,373.69","77,566,373.69","77,566,373.69","77,566,373.69","94,761,164.39","94,761,164.39","94,761,164.39","100,052,251.67","113,326,685.09","113,326,685.09","113,326,685.09","113,326,685.09","138,385,416.31","138,385,416.31","138,385,416.31","138,385,416.31","160,308,987.21","160,308,987.21","160,308,987.21","160,308,987.21","190,870,431.27","190,870,431.27","190,870,431.27","190,870,431.27","225,130,017.99","225,130,017.99","225,130,017.99","225,130,017.99","248,494,622.35","248,494,622.35","248,494,622.35","248,494,622.35","265,586,334.53","265,586,334.53","265,586,334.53","265,586,334.53","278,566,464.09","278,566,464.09","278,566,464.09","278,566,464.09"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,371,789.72","1,371,789.72","1,344,587.74","1,344,587.74","1,344,587.74","1,344,587.74","1,344,587.74","1,344,587.74","1,344,587.74","1,344,587.74"
未分配利润,"54,641,867.78","90,158,210.23","126,289,797.95","97,409,465.82","101,986,299.24","124,182,625.83","125,876,014.26","111,492,148.25","139,545,322.42","184,449,829.65","243,520,542.88","195,413,751.15","219,796,946.52","207,907,028.63","239,149,576.46","245,728,144.43","305,010,502.35","314,937,671.90","330,175,525.06","335,458,267.48","354,059,306.24","406,649,161.21","423,100,984.15","424,007,416.53","436,302,831.89","514,339,023.22","495,223,656.07","523,126,696.96","538,107,045.94","631,594,299.07","635,227,642.23","580,525,689.02","590,339,233.95","674,012,140.52","745,002,955.59","728,110,882.95","724,582,204.78","753,786,378.44","796,644,859.91","752,600,536.90","743,770,950.98"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"8,008,545.71","8,031,471.34","8,031,471.34","8,043,186.52","8,120,640.52","8,092,152.53","8,082,399.08","8,077,349.68","8,078,445.82","8,073,640.65","4,019,915.35","3,987,862.47","3,886,987.59","15,816,729.15","15,745,937.28","15,633,264.90","15,509,815.20","15,392,763.43","15,321,687.95","15,260,047.83","15,211,926.04","15,143,457.61","15,073,006.18","15,027,019.79","14,936,074.81","14,923,635.87","14,788,961.73","14,703,101.32","14,566,432.74","14,453,108.30","14,262,267.65","101,059,536.56","99,877,159.24","99,522,271.62","98,156,783.84","96,747,550.34","94,326,647.79","91,292,280.40","90,356,095.15","88,839,365.06","86,848,583.01"
递延所得税资产,"709,563.61","560,433.23","515,800.84","600,862.30","600,862.30","2,165,227.23","2,165,227.23","2,115,018.80","4,424,831.10","4,541,941.41","4,541,941.41","4,618,288.30","7,339,067.05","4,538,500.92","4,538,500.92","4,437,207.02","4,437,207.02","4,298,387.92","4,298,387.92","4,144,535.72","4,144,535.72","4,808,602.22","4,808,602.22","4,226,427.81","4,226,427.81","9,400,610.94","8,164,133.19","7,428,709.78","6,949,456.78","8,550,481.75","8,550,481.75","17,288,508.23","11,787,072.41","10,628,480.90","10,756,962.60","11,442,829.55","11,149,337.73","7,035,787.71","7,034,764.90","36,287,987.67","50,603,297.91"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"9,894,021.05","11,194,238.75","10,993,697.51","11,404,868.88","11,456,536.53","22,797,791.90","23,418,734.26","23,248,333.17","33,017,792.81","32,847,366.80","42,551,722.39","43,086,251.58","45,881,782.33","42,728,666.72","42,456,791.41","42,837,342.78","42,604,051.60","42,191,536.53","49,789,693.57","49,601,413.04","49,208,054.37","21,516,035.50","22,389,417.82","21,687,784.67","21,248,697.37","91,501,440.66","89,258,281.72","87,517,984.14","86,003,484.65","87,222,000.67","139,519,094.52","119,815,858.39","113,246,067.40","79,310,222.83","78,744,899.91","78,817,071.18","78,407,023.05","73,628,089.16","76,313,511.13","105,993,746.16","119,639,867.31"
所有者权益(或股东权益)合计,"247,351,151.66","296,106,259.89","724,555,547.61","717,026,930.66","721,681,218.08","761,043,847.38","762,727,482.36","748,338,566.95","781,683,924.54","839,858,060.02","890,953,568.27","922,839,723.66","947,122,044.15","972,220,599.04","1,003,392,355.00","1,009,858,250.59","1,069,017,158.81","1,100,750,847.49","1,115,917,625.17","1,121,138,727.47","1,139,691,644.44","1,222,774,475.04","1,232,154,648.55","1,233,015,094.54","1,245,219,564.92","1,364,504,102.03","1,345,254,060.74","1,373,071,241.22","1,387,914,921.62","1,504,653,454.67","1,508,095,957.18","1,540,191,272.88","1,548,822,440.49","1,649,232,171.62","1,718,857,498.91","1,700,556,192.77","1,694,606,612.05","1,733,756,547.88","1,775,678,844.10","1,730,117,791.00","1,719,297,423.03"
资产总计,"1,186,504,475.38","1,039,209,658.55","1,395,442,191.08","1,334,687,935.56","1,449,066,845.10","1,462,438,116.25","1,410,190,433.17","1,588,336,073.01","1,924,156,781.81","2,171,647,099.55","2,313,639,995.04","2,645,932,287.87","2,633,954,166.17","3,118,976,996.22","3,156,546,206.46","3,244,911,030.83","3,158,646,646.43","3,406,586,337.27","3,488,528,057.63","3,452,422,735.72","3,780,421,109.81","3,989,327,694.33","4,468,800,033.18","4,836,700,013.34","5,126,313,696.49","5,037,788,123.08","5,282,115,580.84","5,185,005,145.35","5,072,524,037.09","5,792,729,202.59","6,298,183,982.59","6,861,574,775.39","7,060,801,283.58","6,697,361,942.61","6,488,510,617.56","7,812,761,459.22","8,431,431,896.09","9,780,585,847.29","10,808,829,247.57","11,097,458,051.57","11,602,780,081.08"
负债和所有者(或股东权益)合计,"1,186,504,475.38","1,039,209,658.55","1,395,442,191.08","1,334,687,935.56","1,449,066,845.10","1,462,438,116.25","1,410,190,433.17","1,588,336,073.01","1,924,156,781.81","2,171,647,099.55","2,313,639,995.04","2,645,932,287.87","2,633,954,166.17","3,118,976,996.22","3,156,546,206.46","3,244,911,030.83","3,158,646,646.43","3,406,586,337.27","3,488,528,057.63","3,452,422,735.72","3,780,421,109.81","3,989,327,694.33","4,468,800,033.18","4,836,700,013.34","5,126,313,696.49","5,037,788,123.08","5,282,115,580.84","5,185,005,145.35","5,072,524,037.09","5,792,729,202.59","6,298,183,982.59","6,861,574,775.39","7,060,801,283.58","6,697,361,942.61","6,488,510,617.56","7,812,761,459.22","8,431,431,896.09","9,780,585,847.29","10,808,829,247.57","11,097,458,051.57","11,602,780,081.08"
