科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"903,008.46","913,012.07","722,606.70","1,607,059.68","1,432,457.89","3,335,660.07","929,538.54","6,136,707.26","7,751,692.07","8,466,433.62","6,156,878.43","5,597,258.08","11,452,500.08","13,663,523.41","5,631,153.51","12,706,690.44","23,354,596.34","25,039,463.60","15,598,877.60","26,729,094.76","25,100,729.44"
应付职工薪酬,"1,825,504.41","2,017,900.95","2,743,682.05","2,665,479.13","2,607,672.52","2,345,437.85","2,985,852.13","3,086,006.26","2,890,784.24","2,762,065.81","3,216,121.41","3,058,864.49","3,456,814.70","2,678,313.37","3,282,975.25","3,233,338.20","5,915,531.28","4,893,848.47","8,594,266.06","5,298,184.19","4,551,021.80"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,067,827.79","5,828,225.88","5,765,622.35","5,173,669.47","3,703,328.31","2,539,270.97","3,877,630.09","2,213,914.36","2,549,312.57","517,238.38","603,813.43","5,600,102.55","648,081.23","1,471,847.92","2,886,772.91","1,053,584.64","19,687,375.03","15,480,795.37","27,702,667.71","24,529,093.60","29,932,071.13"
应收利息,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,"351,007.83",,,,"440,913.31",,,,"299,777.78","299,777.78",,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,
存货,"40,490,165.09","38,039,388.36","42,309,947.73","42,942,196.07","53,951,274.14","59,392,457.38","54,393,512.82","56,171,745.05","62,522,474.31","68,434,952.35","75,737,170.79","68,856,335.15","72,521,391.91","71,890,790.74","81,292,317.56","97,690,241.41","161,931,946.54","173,287,104.02","209,795,266.81","224,246,296.12","219,521,135.31"
其他应付款,"506,560.07","747,990.37","1,537,488.66","2,176,506.64","1,010,562.81","993,568.54","1,603,790.28","1,058,162.40","1,057,125.00","1,007,285.29","2,020,822.44","1,062,830.39","968,870.11","1,058,933.01","2,595,634.74","4,330,035.78","400,987,734.69","400,244,588.85","415,748,336.06","23,466,630.08","19,945,204.41"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"33,000,000.00",,"20,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,"25,000,000.00","18,750,000.00","12,500,000.00","6,250,000.00","25,000,000.00","18,750,000.00","12,500,000.00","6,250,000.00","25,000,000.00","18,750,000.00","12,500,000.00"
其他流动资产,,,,,,,"1,940,588.44","1,784,769.55","1,326,893.90","560,141.45","4,222,206.68","2,300,696.95","2,265,176.56","623,793.98","679,695.81","693,971.31","727,396.58","1,141,108.61","2,251,642.14","3,163,524.17","2,562,010.02"
其他流动负债,,,"586,666.67","686,666.67","836,666.67","836,666.67",,,,,,,,,,,,,,,
流动资产合计,"195,152,408.81","265,779,621.10","320,009,652.10","350,137,327.81","327,018,231.75","407,531,984.87","366,400,756.57","407,458,753.08","433,282,521.32","400,211,042.79","329,570,962.21","337,032,233.05","341,810,131.29","350,642,141.91","387,490,536.17","404,308,435.34","739,324,020.63","738,186,146.76","914,730,854.73","965,623,501.56","982,634,151.92"
流动负债合计,"91,638,398.41","185,249,987.97","334,606,060.15","411,470,547.38","396,443,473.40","340,189,574.05","304,362,433.06","251,486,993.65","285,876,421.04","274,887,786.05","242,979,938.36","245,313,691.41","258,192,094.11","264,750,754.82","320,739,218.78","332,186,600.86","830,957,681.67","807,039,099.82","982,460,919.52","622,385,735.80","586,415,286.35"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,
长期借款,"83,300,000.00","40,000,000.00","20,000,000.00",,,,,"100,000,000.00","100,000,000.00","100,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,
预计负债,"3,088,275.12","2,751,025.61","3,368,819.71","3,402,899.26","3,219,388.55","3,073,421.65","3,186,195.15","3,843,724.10","3,698,149.93","3,375,231.20","3,992,210.71","4,136,763.94","4,163,121.98","3,380,715.76","5,877,194.47","6,044,438.96","6,008,752.52","6,301,756.69","9,234,613.90","11,356,119.86","12,987,544.33"
固定资产,"115,869,913.93","117,351,852.29","121,200,625.18","118,516,339.31","126,669,126.43","124,549,593.65","209,468,824.30","206,115,710.03","203,174,571.44","198,879,800.52","261,499,600.67","261,745,979.92","255,578,112.51","253,927,029.00","276,445,812.82","270,789,731.73","348,358,283.18","342,095,596.00","333,821,589.11","324,754,758.57","335,593,022.38"
递延所得税负债,,,,,,,,,,,,,,,,,"6,409,187.04","6,181,603.45","5,955,013.34","5,724,575.31","5,496,334.18"
在建工程,"3,547,853.43","8,193,992.56","91,817,006.57","124,173,353.50","134,640,955.43","129,004,976.02","54,603,971.71","66,135,403.40","70,738,346.19","89,256,103.94","34,634,512.56","30,091,375.61","38,236,961.74","37,395,960.64","9,451,477.79","9,457,181.20","9,753,329.40","10,532,521.83","9,770,088.36","9,449,780.18","9,115,912.49"
其他非流动负债,"7,128,333.38","6,731,666.73","7,441,666.81","8,170,000.18","9,173,333.55","8,964,166.92",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"93,516,608.50","49,482,692.34","30,810,486.52","11,572,899.44","12,392,722.10","12,037,588.57","12,777,862.11","113,226,224.43","112,871,483.63","112,339,398.27","87,747,211.15","87,682,597.75","87,499,789.16","86,508,216.31","64,489,695.02","64,405,272.87","70,527,106.83","70,340,860.77","52,612,128.40","54,095,211.12","55,090,409.25"
固定资产清理,,,,,,,,,,,,"1,832.45",,,,,,,,,
负债合计,"185,155,006.91","234,732,680.31","365,416,546.67","423,043,446.82","408,836,195.50","352,227,162.62","317,140,295.17","364,713,218.08","398,747,904.67","387,227,184.32","330,727,149.51","332,996,289.16","345,691,883.27","351,258,971.13","385,228,913.80","396,591,873.73","901,484,788.50","877,379,960.59","1,035,073,047.92","676,480,946.92","641,505,695.60"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","66,670,000.00","66,670,000.00","66,670,000.00","166,675,000.00","166,675,000.00","166,675,000.00","166,675,000.00","166,675,000.00","166,675,000.00","166,675,000.00","166,675,000.00","198,205,415.00","198,205,415.00","198,205,415.00","233,557,408.00","233,557,408.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"46,346,551.42","46,346,551.42","46,346,551.42","46,346,551.42","46,346,551.42","168,162,048.42","168,162,048.42","168,162,048.42","68,157,048.42","68,157,048.42","68,157,048.42","68,157,048.42","68,157,048.42","68,157,048.42","68,157,048.42","68,157,048.42","549,497,204.16","545,153,657.92","549,626,633.42","906,827,468.09","906,827,468.09"
无形资产,"9,598,879.96","9,365,408.72","22,197,855.59","22,668,608.56","22,730,238.82","35,463,541.50","36,046,904.10","35,729,382.66","39,299,194.56","38,961,766.98","38,594,040.58","38,228,407.45","42,870,274.09","42,519,348.11","41,821,822.13","41,131,029.67","82,120,218.94","80,062,371.34","78,017,895.74","75,822,420.19","73,922,192.55"
盈余公积,"5,141,941.17","8,454,435.68","11,773,228.52","11,773,228.52","11,773,228.52","11,773,228.52","14,865,241.77","14,865,241.77","14,865,241.77","14,865,241.77","16,194,383.04","16,194,383.04","16,194,383.04","16,194,383.04","16,712,902.40","16,712,902.40","16,712,902.40","16,712,902.40","17,186,649.19","17,186,649.19","17,186,649.19"
开发支出,,,,,,,,,,,,,,,,,,,"1,976,203.72","1,976,203.72","1,976,203.72"
减:库存股,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,"584,570,472.19","584,570,472.19","584,570,472.19","584,570,472.19","584,570,472.19"
未分配利润,"43,077,556.73","67,743,053.29","89,382,803.95","94,742,480.39","105,051,070.26","109,729,138.96","115,009,497.63","117,806,542.06","114,718,032.20","109,376,876.51","110,041,254.23","111,364,693.98","108,981,106.62","111,141,042.66","110,410,374.65","111,945,460.49","138,290,102.01","163,432,098.96","177,986,867.98","190,402,746.94","244,501,278.18"
长期待摊费用,"4,345,333.33","5,360,049.98","6,131,959.20","7,212,903.83","7,495,202.68","8,264,200.89","12,807,261.77","13,470,671.36","16,208,521.68","17,253,047.94","18,205,660.11","17,886,970.63","18,149,965.98","18,468,349.15","19,653,173.54","19,715,697.17","21,467,344.08","20,449,714.58","19,358,364.60","18,356,867.20","19,730,826.84"
少数股东权益,,,,,,,,,"3,708,734.00","3,387,386.77","2,846,226.75","2,495,408.82","2,112,345.55","1,726,910.03","925,227.52","505,486.42","59,242.09","-406,526.80","-1,125,461.47","-1,602,036.88","-2,008,363.47"
递延所得税资产,"1,206,666.77","1,225,796.05","1,562,031.92","3,197,174.14","3,453,290.59","3,747,281.59","2,519,364.54","3,307,129.80","4,168,805.87","5,126,975.62","5,690,323.05","6,442,763.97","6,615,321.29","7,649,526.47","8,705,059.72","10,645,712.35","16,678,745.30","18,339,113.43","22,365,931.12","23,782,869.32","22,281,409.78"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"6,445,962.77","6,453,260.34","4,551,000.00","4,551,000.00","4,541,584.62","4,539,984.00","4,551,000.00","5,301,000.00","4,351,000.00","4,351,000.00","4,351,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"134,568,647.42","141,497,099.60","242,909,478.46","275,768,379.34","294,988,813.95","301,029,593.65","315,446,326.42","324,758,297.25","333,589,439.74","349,477,695.00","365,070,099.74","360,850,590.37","366,001,635.61","364,511,213.37","360,618,930.62","356,279,336.12","1,067,499,393.09","1,061,350,789.37","1,054,231,544.84","1,043,064,371.37","1,051,541,039.95"
所有者权益(或股东权益)合计,"144,566,049.32","172,544,040.39","197,502,583.89","202,862,260.33","213,170,850.20","356,334,415.90","364,706,787.82","367,503,832.25","368,124,056.39","362,461,553.47","363,913,912.44","364,886,534.26","362,119,883.63","363,894,384.15","362,880,552.99","363,995,897.73","905,338,625.22","922,156,975.54","933,889,351.65","1,332,206,926.01","1,392,669,496.27"
资产总计,"329,721,056.23","407,276,720.70","562,919,130.56","625,905,707.15","622,007,045.70","708,561,578.52","681,847,082.99","732,217,050.33","766,871,961.06","749,688,737.79","694,641,061.95","697,882,823.42","707,811,766.90","715,153,355.28","748,109,466.79","760,587,771.46","1,806,823,413.72","1,799,536,936.13","1,968,962,399.57","2,008,687,872.93","2,034,175,191.87"
负债和所有者(或股东权益)合计,"329,721,056.23","407,276,720.70","562,919,130.56","625,905,707.15","622,007,045.70","708,561,578.52","681,847,082.99","732,217,050.33","766,871,961.06","749,688,737.79","694,641,061.95","697,882,823.42","707,811,766.90","715,153,355.28","748,109,466.79","760,587,771.46","1,806,823,413.72","1,799,536,936.13","1,968,962,399.57","2,008,687,872.93","2,034,175,191.87"
