科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应付款,"1,502,483.13","321,415.05","222,904.86","419,086.70","553,027.64","7,337,004.22","680,405.61","433,295.13","614,372.28","2,411,526.74","3,406,003.39","2,797,966.79","23,331,494.85","48,670,253.08","47,769,314.24","96,833,855.24","70,805,240.90"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,"19,210.40","20,263.89","30,720.12","10,518,794.69","8,229,072.82","1,013,920.61","50,186,644.69","50,204,053.54","50,216,865.43","20,624,155.78","84,843.45","480,416.70","643,014.43","101,614,612.42","91,861,631.20","106,569,106.06","107,387,671.69"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"121,675,094.17","122,018,701.11","134,208,680.38","153,961,587.22","151,377,093.47","343,214,379.53","326,327,837.11","338,583,955.38","350,416,284.83","375,365,484.97","393,111,809.08","304,251,740.02","721,642,674.48","776,630,349.45","794,146,504.95","804,072,871.46","842,554,375.67"
流动负债合计,"60,156,016.90","58,428,780.60","68,068,850.49","88,785,270.02","67,339,634.61","97,706,597.80","74,725,426.21","85,816,445.04","84,621,267.80","141,479,403.29","159,861,761.24","109,636,177.56","191,700,379.75","241,367,229.72","257,878,139.72","348,486,366.18","387,524,823.37"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"7,953,808.02","7,804,803.76","7,566,674.85","7,226,899.41","7,679,003.57","7,497,956.88","7,195,166.57",
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"26,342,206.77","57,938,105.27","79,937,558.06","78,239,476.09","92,658,008.24","94,202,180.46","93,039,978.83","92,463,710.07","91,594,888.22","91,264,605.21","90,008,519.79","89,363,436.05","88,845,062.30","110,835,402.85","109,897,269.89","110,960,935.42","135,120,611.26"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,"614,555.64","3,117,601.89","6,501,079.18","16,534,633.81","2,530,860.00","410,940.18","412,066.18","430,066.18","3,804,912.23","16,424,251.25","25,969,745.85","31,444,476.32","37,553,659.43","32,010,051.07","38,037,373.84","40,281,914.99","51,678,218.82"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,"4,061,916.67","3,970,966.67","3,880,016.67","3,789,066.67"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"60,156,016.90","58,428,780.60","68,068,850.49","88,785,270.02","67,339,634.61","97,706,597.80","74,725,426.21","85,816,445.04","84,621,267.80","141,479,403.29","159,861,761.24","109,636,177.56","191,700,379.75","245,429,146.39","261,849,106.39","352,366,382.85","391,313,890.04"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","53,400,000.00","53,400,000.00","117,480,000.00","117,480,000.00","117,480,000.00","117,480,000.00","117,480,000.00","127,480,000.00","129,635,500.00","129,635,500.00","259,271,000.00","259,191,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"18,758,267.92","18,758,267.92","18,758,267.92","18,758,267.92","18,758,267.92","158,399,600.53","158,399,600.53","94,319,600.53","94,319,600.53","94,319,600.53","94,319,600.53","94,319,600.53","418,962,996.75","456,247,758.00","456,247,758.00","326,612,258.00","325,998,258.00"
无形资产,"16,740,264.67","16,732,235.70","16,286,698.86","16,063,930.44","15,952,546.23","15,841,162.02","15,729,777.81","15,618,393.60","15,675,100.56","15,585,185.56","15,464,404.84","21,374,927.36","21,240,559.09","21,126,882.94","20,988,551.22","20,888,608.65","20,953,294.78"
盈余公积,"5,815,959.69","9,309,161.34","12,904,980.05","12,904,980.05","12,904,980.05","17,133,633.48","17,133,633.48","17,133,633.48","17,133,633.48","22,707,972.98","22,707,972.98","22,707,972.98","22,707,972.98","27,975,281.56","27,975,281.56","27,975,281.56","27,975,281.56"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,"37,397,925.00","37,397,925.00","36,869,050.00","36,175,050.00"
商誉,,,,,,,,,,"25,832,212.47","25,832,212.47","25,832,212.47","49,944,753.39","51,786,907.77","51,786,907.77","114,995,266.39","114,995,266.39"
未分配利润,"40,954,996.18","73,676,749.46","98,000,356.77","105,305,749.69","124,516,612.98","128,533,838.35","133,453,719.82","133,526,361.96","151,070,286.31","158,393,750.93","165,904,607.09","136,894,536.17","154,729,630.62","163,174,848.89","169,696,129.40","153,873,523.10","174,668,289.49"
长期待摊费用,,,,,,,,,,,,,,"83,583.33","68,833.33","54,083.33","39,333.33"
少数股东权益,,,,,,,,,,"3,614,553.43","3,646,995.39","4,427,660.40","17,606,602.29","23,911,918.49","23,315,127.69","26,941,369.86","35,542,523.45"
递延所得税资产,"313,119.44","366,315.35","798,438.75","954,640.12","1,000,987.62","1,505,007.97","1,602,720.11","1,179,915.78","1,283,602.28","2,369,733.68","2,529,441.44","2,432,480.57","3,533,974.29","4,840,047.35","5,093,280.16","6,774,063.08","7,484,442.89"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"1,850,000.00","3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","3,984,300.00","3,804,300.00","4,947,855.48","5,688,649.40"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"44,010,146.52","78,154,258.21","103,523,774.85","111,792,680.46","112,142,402.09","111,959,290.63","110,784,542.93","109,692,085.63","114,208,503.29","162,629,796.19","170,809,128.15","181,214,207.62","211,544,907.91","232,346,178.88","237,174,473.09","306,097,893.91","335,959,816.87"
所有者权益(或股东权益)合计,"105,529,223.79","141,744,178.72","169,663,604.74","176,968,997.66","196,179,860.95","357,467,072.36","362,386,953.83","362,459,595.97","380,003,520.32","396,515,877.87","404,059,175.99","375,829,770.08","741,487,202.64","763,547,381.94","769,471,871.65","757,804,382.52","787,200,302.50"
资产总计,"165,685,240.69","200,172,959.32","237,732,455.23","265,754,267.68","263,519,495.56","455,173,670.16","437,112,380.04","448,276,041.01","464,624,788.12","537,995,281.16","563,920,937.23","485,465,947.64","933,187,582.39","1,008,976,528.33","1,031,320,978.04","1,110,170,765.37","1,178,514,192.54"
负债和所有者(或股东权益)合计,"165,685,240.69","200,172,959.32","237,732,455.23","265,754,267.68","263,519,495.56","455,173,670.16","437,112,380.04","448,276,041.01","464,624,788.12","537,995,281.16","563,920,937.23","485,465,947.64","933,187,582.39","1,008,976,528.33","1,031,320,978.04","1,110,170,765.37","1,178,514,192.54"
