科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付的各项税费,"90,854,669.63","118,309,743.26","59,331,909.84","155,801,278.96","74,851,422.98","107,300,006.40","142,031,451.35","192,883,404.60","60,485,853.52","125,548,037.05","191,763,703.33","247,925,015.67","102,790,392.40","154,178,243.01","228,923,660.20","306,480,262.96","108,660,448.62","177,767,812.33","267,474,928.45","376,649,990.83","144,680,452.62","210,439,243.39","291,193,487.85","413,007,919.73","133,598,297.21","216,187,530.12","307,357,457.07","476,012,219.60","130,944,246.68","247,618,749.00","365,812,302.07","552,302,552.61","170,980,647.54","287,162,154.95","439,878,493.99","656,216,754.31","190,922,439.01"
收到其他与筹资活动有关的现金,"28,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"90,058,708.76","154,182,918.45","59,642,473.24","178,820,739.33","83,468,709.03","141,802,657.77","229,319,842.42","269,138,323.13","62,075,512.76","141,165,616.72","224,602,212.46","340,106,066.65","74,333,125.65","151,188,595.57","253,707,759.39","366,233,836.87","64,995,786.76","145,567,561.83","265,103,003.99","454,204,228.15","67,331,588.76","248,757,041.19","362,371,978.32","505,693,539.86","123,498,031.95","231,084,351.75","385,997,850.06","612,280,968.58","146,360,515.35","303,426,485.91","464,493,138.32","708,598,731.20","164,242,476.60","373,285,762.31","588,252,346.41","847,258,440.21","176,684,313.64"
筹资活动现金流入小计,"475,875,855.20","412,154,449.00","121,897,368.00","312,644,344.00","66,685,815.92","1,138,058,775.35","1,191,279,376.23","1,257,391,413.57","5,000,000.00","57,636,999.46","127,259,857.99","220,138,740.29","22,887,658.77","134,994,983.51","222,346,175.58","370,623,262.58","51,237,518.35","109,115,832.89","145,024,841.08","145,226,724.25",,"12,274,322.04","62,290,058.09","70,291,932.78","18,408,566.59","18,384,456.54","76,551,910.72","179,321,456.73",,,"4,500,000.00","25,095,000.00","21,180,675.54","23,581,946.24","23,356,875.75","24,857,291.90","20,149,290.38"
经营活动现金流出小计,"1,328,919,731.00","1,511,476,014.52","489,020,603.67","1,803,193,982.62","656,084,734.24","1,111,595,100.78","1,702,628,453.20","2,329,016,620.51","694,659,223.06","1,293,536,755.10","2,015,645,680.08","2,847,200,649.04","772,501,421.61","1,458,066,018.67","2,191,515,543.73","2,932,791,902.24","868,466,058.87","1,520,194,100.58","2,377,147,111.82","3,328,279,513.35","1,098,832,200.28","2,005,226,491.90","2,921,475,094.68","3,859,236,901.84","1,225,484,541.10","2,130,037,600.87","3,183,370,615.70","4,597,691,442.02","1,603,036,384.53","2,752,974,655.32","4,001,681,400.73","5,727,157,677.86","1,816,180,885.54","3,277,272,612.11","5,333,127,365.90","7,453,372,509.48","2,432,690,758.03"
偿还债务支付的现金,"398,708,745.90","459,559,392.33","62,978,368.00","461,705,219.85","27,913,258.08","117,385,278.77","200,435,016.57","222,750,899.62","44,232,277.49","102,425,886.87","102,425,886.87","224,925,793.60","50,000,000.00","90,149,116.39","104,689,122.20","296,229,645.07","56,948,808.17","108,345,010.27","168,360,314.09","168,452,047.88",,"12,028,835.60","62,044,256.93","62,039,847.73",,"12,256,067.28","27,354,506.19","49,984,078.72","11,539,040.80","11,539,040.80","18,110,172.53","18,178,237.44","20,680,675.54","20,581,946.24","20,356,875.75","20,196,525.63","19,099,290.38"
经营活动产生的现金流量净额,"143,435,106.96","112,794,111.92","-98,347,719.05","347,400,543.80","-142,305,046.31","-160,091,888.81","-192,585,992.43","21,773,154.02","-197,260,175.56","-260,899,191.77","-222,691,901.51","180,149,238.76","-188,879,267.31","-219,859,276.26","-83,143,632.97","418,746,942.71","-292,373,048.46","-193,603,109.96","-13,900,662.61","458,076,795.74","-311,376,175.79","-344,858,930.86","-145,835,437.47","198,557,701.52","-329,275,596.37","-297,732,967.15","136,397,961.43","923,717,119.79","-568,287,490.26","-528,102,113.00","-76,613,035.49","543,504,943.69","-607,676,559.48","-702,174,949.60","-432,540,028.68","277,255,509.05","-718,960,548.61"
分配股利、利润或偿还利息支付的现金,"26,340,606.46","35,347,433.42","6,501,879.54","39,797,439.86","8,148,214.33","53,715,022.67","54,727,128.18","55,868,146.64","7,058,112.62","62,791,500.75","71,785,061.70","68,834,527.67","11,997,952.44","165,113,970.72","187,865,039.55","188,991,746.08","997,194.76","116,409,070.07","178,913,900.15","179,307,959.12","130,994,222.60","258,886,888.08","259,001,468.67","259,111,449.39","113,076,979.03","177,521,444.13","178,109,568.59","203,217,983.29","29,992,831.14","246,281,799.81","246,818,223.40","246,842,125.06","414,347.82","211,085,549.11","215,166,956.42","235,257,259.99","537,659.41"
收回投资收到的现金,"20,000.00",,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,"220,000.00",,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"7,741,681.93","14,736,420.12","7,742,558.72",,,,,,,,,,,,,,,,,,,"228,662.92","5,328,301.89",,,,"169,897.39",,"3,000,000.00","3,426,834.87","262,024,334.74",
取得投资收益收到的现金,"1,121,000.00","1,311,917.63",,"1,690,529.54",,,,"1,611,300.95",,,,"1,777,715.07",,,,"1,946,602.84",,,,"6,570,100.42","3,476,711.85","4,979,700.48","13,322,773.70","24,519,851.21","1,049,283.18","1,869,237.87","4,160,470.74","11,400,880.42","2,132,494.63","6,827,664.38","10,177,877.72","14,793,570.87","3,264,672.52","10,096,080.97","12,448,870.21","16,885,830.81","2,703,600.12"
筹资活动现金流出小计,"425,049,352.36","494,906,825.75","69,480,247.54","501,502,659.71","36,061,472.41","178,841,983.37","269,898,564.87","286,361,604.98","51,290,390.11","165,217,387.62","174,210,948.57","293,760,321.27","61,997,952.44","255,263,087.11","292,554,161.75","485,221,391.15","57,946,002.93","224,754,080.34","347,274,214.24","347,760,007.00","130,994,222.60","270,915,723.68","321,045,725.60","321,151,297.12","113,076,979.03","189,777,511.41","205,692,737.70","258,530,363.90","41,531,871.94","257,820,840.61","264,928,395.93","265,190,259.89","21,095,023.36","234,667,495.35","238,950,667.04","517,478,120.36","19,636,949.79"
处置固定资产、无形资产和其他长期资产收回的现金净额,"96,302.34","992,371.44","42,626.77","108,722.52","85,305.99","80,059.00","127,376.09","14,034,412.46","788,387.64","827,308.04","857,713.04","870,850.64","277,354.66","1,563,234.74","1,636,017.36","795,936.05","29,080.00","105,964.21","274,935.24","607,301.18","66,316.50","395,187.96","439,295.64",,"118,761.77","171,046.63","181,208.49","316,597.42","33,650.00","132,968.00","359,447.77","421,480.48","19,611.65","80,124.08","392,091.32","251,269.07","98,284.61"
筹资活动产生的现金流量净额,"50,826,502.84","-82,752,376.75","52,417,120.46","-188,858,315.71","30,624,343.51","959,216,791.98","921,380,811.36","971,029,808.59","-46,290,390.11","-107,580,388.16","-46,951,090.58","-73,621,580.98","-39,110,293.67","-120,268,103.60","-70,207,986.17","-114,598,128.57","-6,708,484.58","-115,638,247.45","-202,249,373.16","-202,533,282.75","-130,994,222.60","-258,641,401.64","-258,755,667.51","-250,859,364.34","-94,668,412.44","-171,393,054.87","-129,140,826.98","-79,208,907.17","-41,531,871.94","-257,820,840.61","-260,428,395.93","-240,095,259.89","85,652.18","-211,085,549.11","-215,593,791.29","-492,620,828.46","512,340.59"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"436,741.44",,,,,,,,,,,,"5,844,856.93","82,500,000.00"
四、汇率变动对现金的影响,"-71,444.50","-88,592.95",,"-73,506.57","-11,075.95","-19,222.96","-67,971.28","-184,689.89","-9,450.68","-131,318.98","-598,861.83","-395,008.07","-5,377.34","-158,406.70","231,776.23","-14,437.54","-63,884.63","-198,370.79","-455,339.82","-701,240.70","1,501.56","193,833.38","295,600.17","-260,861.74","-728,141.41","-617,811.80","-973,560.08","2,578,729.90","-740,172.99","4,528,071.98","5,669,322.04","12,592,702.34","-1,239,109.04","-5,296,179.79","-10,249,366.34","-15,638,242.26","-8,504,953.15"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"640,000,000.00","270,000,000.00","500,000,000.00","960,000,000.00","1,755,000,000.00","82,000,000.00","281,000,000.00","481,000,000.00","1,376,000,000.00","250,000,000.00","900,000,000.00","1,340,000,000.00","2,125,000,000.00","500,500,000.00","1,125,500,000.00","1,462,500,000.00","1,908,500,000.00","337,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,237,302.34","2,304,289.07","42,626.77","1,799,252.06","85,305.99","80,059.00","127,376.09","15,645,713.41","788,387.64","30,827,308.04","30,857,713.04","32,648,565.71","277,354.66","1,563,234.74","1,636,017.36","2,742,538.89","29,080.00","105,964.21","274,935.24","647,397,401.60","273,543,028.35","505,374,888.44","973,762,069.34","1,779,956,592.65","83,168,044.95","283,040,284.50","485,341,679.23","1,387,717,477.84","252,166,144.63","906,960,632.38","1,350,537,325.49","2,140,215,051.35","503,784,284.17","1,135,676,205.05","1,475,340,961.53","1,931,481,956.81","422,301,884.73"
五、现金及现金等价物净增加额,"124,461,148.32","9,295,345.59","-75,262,502.67","114,328,772.63","-122,522,172.31","770,621,603.43","693,205,717.39","907,210,872.71","-251,119,971.35","-366,948,207.70","-297,463,179.00","46,175,490.77","-258,275,832.58","-428,810,183.67","-294,009,296.29","109,985,010.29","-335,393,815.41","-368,852,825.17","-566,574,787.65","-127,635,343.78","-264,279,418.51","-844,339,790.74","-843,979,681.80","37,683,718.17","-458,146,491.39","-810,146,464.03","-572,218,799.22","483,243,854.93","-1,096,290,814.13","-1,095,537,696.13","-560,365,209.10","117,617,507.90","-847,547,807.71","-1,248,573,200.62","-1,184,034,713.76","-326,483,408.75","-1,230,827,511.41"
购建固定资产、无形资产和其他长期资产支付的现金,"70,266,319.32","22,962,085.70","4,681,930.85","21,072,800.95","9,096,399.55","26,744,835.78","33,829,206.35","99,233,813.42","8,348,342.64","28,164,616.83","57,079,038.12","91,605,724.65","30,558,248.92","90,087,631.85","130,525,470.74","184,891,905.20","36,277,477.74","59,519,061.18","80,244,347.30","119,875,017.67","25,453,550.03","59,408,180.06","91,446,246.33","91,547,162.01","14,642,386.12","34,753,766.53","49,303,855.90","108,662,262.18","9,397,423.57","31,233,446.88","54,660,425.21","97,032,279.41","20,502,075.54","49,692,727.17","93,392,488.98","167,961,803.89","27,076,234.97"
期初现金及现金等价物余额,"62,180,768.19","186,641,916.51","195,937,262.10","195,937,262.10","310,266,034.73","310,266,034.73","310,266,034.73","310,266,034.73","1,217,458,776.28","1,217,476,907.44","1,217,476,907.44","1,217,476,907.44","1,263,652,398.21","1,263,652,398.21","1,263,652,398.21","1,263,652,398.21","1,373,637,408.50","1,373,637,408.50","1,373,637,408.50","1,373,637,408.50","1,246,002,064.72","1,246,002,064.72","1,246,002,064.72","1,246,002,064.72","1,283,685,782.89","1,283,685,782.89","1,283,685,782.89","1,283,685,782.89","1,766,929,637.82","1,766,929,637.82","1,766,929,637.82","1,766,929,637.82","1,884,547,145.72","1,884,547,145.72","1,884,547,145.72","1,884,547,145.72","1,558,063,736.97"
投资支付的现金,,,"24,692,600.00","24,866,400.00","1,819,300.00","1,819,300.00","1,819,300.00","1,819,300.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,,"12,000,000.00","12,000,000.00",,,"270,000,000.00",,,"32,000,000.00","32,000,000.00","32,000,000.00","72,000,000.00",,"20,277,941.99","45,338,198.72","28,500,000.00","29,870,000.00","29,870,000.00","29,870,000.00",,"24,000,000.00","277,600,000.00","24,000,000.00",
期末现金及现金等价物余额,"186,641,916.51","195,937,262.10","120,674,759.43","310,266,034.73","187,743,862.42","1,080,887,638.16","1,003,471,752.12","1,217,476,907.44","966,338,804.93","850,528,699.74","920,013,728.44","1,263,652,398.21","1,005,376,565.63","834,842,214.54","969,643,101.92","1,373,637,408.50","1,038,243,593.09","1,004,784,583.33","807,062,620.85","1,246,002,064.72","981,722,646.21","401,662,273.98","402,022,382.92","1,283,685,782.89","825,539,291.50","473,539,318.86","711,466,983.67","1,766,929,637.82","670,638,823.69","671,391,941.69","1,206,564,428.72","1,884,547,145.72","1,036,999,338.01","635,973,945.10","700,512,431.96","1,558,063,736.97","327,236,225.56"
