科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他流动资产,"198,133.64","234,501.71","195,769.41","255,030.22","20,367,100.00","21,745,870.63","60,756,034.44","86,248,024.61","10,672,438.51","223,917,659.29","221,065,429.53","195,328,081.90","41,312,284.86","39,437,894.46","58,495,066.31","120,512,425.08","153,110,679.94","348,268,304.03","482,912,059.99","228,570,732.28","415,183,547.00","411,201,989.34"
其他流动负债,,,,,,,,,,"87,502,397.78","87,502,397.78","24,158,733.51","9,879,365.08","9,879,365.08","7,965,079.24","6,050,793.50","7,469,841.17","2,222,222.24","1,416,161.61","6,954,256.87","6,954,256.87",
流动资产合计,"369,500,424.57","480,400,537.67","811,576,951.59","987,604,493.49","1,094,625,400.00","1,376,768,420.03","1,594,959,822.70","1,691,076,841.33","1,710,858,758.60","2,142,625,984.25","2,382,037,435.05","2,769,543,918.41","2,892,728,823.37","3,261,882,145.16","3,198,627,690.13","3,543,813,724.60","5,646,277,684.14","6,925,514,146.59","6,701,828,166.88","6,430,808,841.30","7,791,457,900.57","6,272,154,305.54"
流动负债合计,"187,747,914.19","187,844,912.75","357,980,189.68","396,357,309.93","471,340,500.00","883,806,863.99","905,914,272.84","984,824,956.04","1,006,920,298.54","1,217,244,498.61","1,453,497,348.52","1,556,374,946.06","2,028,039,057.51","2,952,946,402.40","3,049,812,695.01","3,270,184,443.26","3,413,211,675.48","4,927,451,214.97","5,036,047,396.01","5,203,704,035.03","6,614,058,646.08","5,844,132,362.72"
可供出售金融资产,,,,,,,,,,,,,,,,,,"101,453,303.72","301,853,303.72","324,625,000.00","357,625,000.00","359,923,400.00"
长期借款,,,"30,000,000.00","130,000,000.00","130,000,000.00",,,,,"180,000,000.00","180,000,000.00","423,091,820.00","192,638,166.00",,"60,000,000.00","60,000,000.00","95,000,000.00","275,000,000.00","275,000,000.00","674,980,000.00","674,970,000.00","245,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,"13,383,349.19","10,841,665.76","8,595,692.59","17,583,657.49","17,583,657.49","56,864,159.97","53,368,703.74","38,672,422.39"
长期应付款,,,,,,,,,,,,,,"105,000,000.00","186,359,176.16","166,294,567.74","148,677,733.72","221,433,126.84","201,885,087.01","170,358,870.94","144,568,788.02","231,689,782.75"
长期股权投资,,,,,,,,,,"35,000,000.00","45,000,000.00","53,338,778.65","108,243,260.17","117,870,260.84","117,870,260.84","127,578,676.97","159,124,572.59","48,528,609.43","52,246,509.78","54,477,057.53","55,614,958.68","99,399,057.41"
专项应付款,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,"40,757,462.33","40,306,867.81"
预计负债,,,,,,,,,,,,,,"503,983.00","503,983.00","503,983.00","503,983.00","503,983.00","503,983.00","503,983.00","503,983.00","503,983.00"
固定资产,"141,980,577.44","151,574,179.71","154,600,200.84","169,681,591.46","171,401,700.00","169,801,202.60","167,632,917.17","172,898,197.04","171,789,507.93","263,815,101.28","272,434,996.75","265,152,525.93","260,256,944.19","406,238,372.88","384,052,325.27","1,032,247,886.85","1,333,050,945.86","1,638,930,790.00","1,768,091,573.81","2,129,424,518.44","2,923,313,526.65","2,834,367,303.35"
递延所得税负债,"19,851,051.30","19,696,891.63","19,592,777.96","19,489,412.13","19,427,100.00","19,388,572.29","19,350,032.37","19,311,492.46","19,272,952.54","19,892,285.21","19,817,232.03","19,742,178.87","19,667,125.69","20,220,476.69","20,606,781.23","20,015,943.52","19,913,676.93","19,992,919.65","20,494,559.31","19,753,785.95","19,634,219.09","20,149,392.05"
在建工程,,,"3,611,345.55","16,233,293.99","28,122,000.00","66,690,410.23","75,052,834.31","77,308,013.18","126,863,853.14","615,384.64","4,535,164.50","3,492,350.00","38,968,310.14","478,418,162.96","801,747,004.86","424,584,422.92","197,243,679.35","247,868,531.58","271,008,049.99","844,192,834.08","185,306,466.93","801,557,924.77"
其他非流动负债,"479,461.28","857,142.86","19,200,000.00","16,800,000.00","24,885,700.00","22,971,428.57","21,057,142.86","19,142,857.14","17,228,571.42",,,,,,,"300,000,000.00","300,000,000.00",,,,,
工程物资,,,,,,,,,,,,,,"77,799,276.58",,,"21,593.75",,,,,"1,031,581.19"
非流动负债合计,"20,330,512.58","20,554,034.49","68,792,777.96","166,289,412.13","174,312,800.00","42,360,000.86","40,407,175.23","38,454,349.60","36,501,523.96","215,327,205.83","212,782,311.39","453,329,236.97","220,330,688.53","131,280,015.23","272,469,940.51","551,258,938.86","573,817,615.98","528,596,696.25","509,540,195.10","875,065,831.91","847,407,617.90","510,289,478.23"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"208,078,426.77","208,398,947.24","426,772,967.64","562,646,722.06","645,653,300.00","926,166,864.85","946,321,448.07","1,023,279,305.64","1,043,421,822.50","1,432,571,704.44","1,666,279,659.91","2,009,704,183.03","2,248,369,746.04","3,084,226,417.63","3,322,282,635.52","3,821,443,382.12","3,987,029,291.46","5,456,047,911.22","5,545,587,591.11","6,078,769,866.94","7,461,466,263.98","6,354,421,840.95"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"78,060,000.00","78,060,000.00","78,060,000.00","78,060,000.00","78,060,000.00","78,060,000.00","89,450,000.00","89,450,000.00","178,900,000.00","178,900,000.00","178,900,000.00","250,460,000.00","250,460,000.00","250,460,000.00","500,920,000.00","500,920,000.00","575,958,639.00","575,958,639.00","575,958,639.00","2,303,834,556.00","2,329,001,956.00","2,329,001,956.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"50,691,858.76","50,691,858.76","50,691,858.76","50,691,858.76","50,691,900.00","50,691,858.76","221,473,834.59","218,385,613.10","128,933,888.50","129,603,613.10","129,603,613.10","58,342,760.03","58,342,760.03","60,216,785.84","59,831,592.98","59,831,592.98","1,911,636,327.70","1,910,044,816.34","1,910,044,816.34","192,343,021.02","323,651,929.02","330,641,607.95"
无形资产,"51,487,321.67","58,783,399.94","57,162,459.58","56,351,989.39","56,480,700.00","66,245,836.36","65,768,172.80","56,224,152.88","56,129,698.01","56,316,059.66","55,957,038.48","55,478,102.78","56,190,050.28","55,603,000.48","55,068,233.69","54,533,466.91","53,998,700.12","54,720,019.01","54,169,419.21","96,790,103.21","99,462,666.01","151,700,465.95"
盈余公积,"38,597,402.37","39,030,000.00","39,030,000.00","39,030,000.00","39,030,000.00","39,030,000.00","39,030,000.00","39,030,000.00","39,030,000.00","57,253,773.03","57,253,773.03","57,253,773.03","57,253,773.03","85,130,650.23","85,130,650.23","85,130,650.23","85,130,650.23","133,433,580.90","133,433,580.90","133,433,580.90","133,433,580.90","190,342,542.72"
开发支出,,,,,,,,,,,,,,"1,552,733.35","1,552,733.35","1,552,733.35","1,552,733.35","309,433.95","2,723,603.90","3,806,622.74","4,628,751.31",
减:库存股,,,,,,,,,,,,,,,,,,,,,"148,991,008.00","148,991,008.00"
商誉,,,,,,,,,,,,,,,,,,"3,380,054.75","3,380,054.75","3,380,054.75","3,380,054.75","16,790,872.98"
未分配利润,"188,381,992.77","315,780,521.22","437,539,619.85","502,424,003.93","541,975,100.00","595,977,522.11","627,194,181.96","639,058,657.78","686,797,759.86","718,193,535.89","743,864,986.36","790,886,257.11","872,907,215.99","936,482,068.98","656,254,325.77","774,766,168.60","892,006,135.91","1,044,244,532.73","1,103,640,094.71","1,309,861,511.49","1,516,798,157.50","1,649,568,107.96"
长期待摊费用,,,,,,"1,418,693.34","1,341,383.34","1,264,073.34","1,186,763.34","1,333,014.59","1,498,522.09","2,260,394.07","2,838,690.02","2,654,485.97","2,470,281.92","5,209,561.27","4,872,122.56","8,843,339.59","8,856,590.75","23,894,898.60","24,103,091.44","10,038,733.29"
少数股东权益,,,,"1,963,254.54","1,795,100.00","1,622,468.89","1,318,875.33",,"178,538.34","5,446,609.31","5,416,455.25","10,103,810.72","5,585,052.77","20,589,018.82","17,584,982.47","22,575,977.10","20,487,095.19","48,391,179.53","59,136,390.62","47,009,931.45","46,224,218.44","45,272,209.71"
递延所得税资产,"841,356.99","1,203,209.90","5,143,488.69","4,944,470.96","6,575,600.00","7,900,889.46","8,474,821.75","8,682,746.97","8,360,933.99","14,151,085.66","14,500,854.45","16,058,500.46","14,345,811.64","16,559,748.48","14,437,173.88","16,535,613.80","20,115,089.32","22,972,528.67","23,331,586.48","21,884,771.26","27,085,204.16","24,959,866.10"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"2,723,262.59","11,558,387.88","1,749,551.78","2,072,494.19","8,112,605.69","5,354,476.33","11,426,213.62","119,378,830.77","18,575,602.83","52,841,769.52","47,827,220.96","47,455,639.24","98,269,203.10","122,978,261.35","75,195,232.34","95,563,991.22","99,401,705.04"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"194,309,256.10","211,560,789.55","220,517,494.66","247,211,345.80","262,580,000.00","314,780,294.58","329,828,517.25","318,126,735.19","366,403,250.60","379,343,251.52","399,281,052.60","407,206,865.51","600,221,897.21","1,175,271,644.37","1,443,423,132.52","1,720,911,248.79","1,826,030,768.73","2,242,859,471.29","2,626,222,611.23","3,634,535,252.92","3,870,209,877.22","4,478,150,200.28"
所有者权益(或股东权益)合计,"355,731,253.90","483,562,379.98","605,321,478.61","672,169,117.23","711,552,100.00","765,381,849.76","978,466,891.88","985,924,270.88","1,033,840,186.70","1,089,397,531.33","1,115,038,827.74","1,167,046,600.89","1,244,580,974.54","1,352,927,371.90","1,319,768,187.13","1,443,281,591.27","3,485,279,161.41","3,712,325,706.66","3,782,463,187.00","3,986,574,227.28","4,200,201,513.81","4,395,882,664.87"
资产总计,"563,809,680.67","691,961,327.22","1,032,094,446.25","1,234,815,839.29","1,357,205,400.00","1,691,548,714.61","1,924,788,339.95","2,009,203,576.52","2,077,262,009.20","2,521,969,235.77","2,781,318,487.65","3,176,750,783.92","3,492,950,720.58","4,437,153,789.53","4,642,050,822.65","5,264,724,973.39","7,472,308,452.87","9,168,373,617.88","9,328,050,778.11","10,065,344,094.22","11,661,667,777.79","10,750,304,505.82"
负债和所有者(或股东权益)合计,"563,809,680.67","691,961,327.22","1,032,094,446.25","1,234,815,839.29","1,357,205,400.00","1,691,548,714.61","1,924,788,339.95","2,009,203,576.52","2,077,262,009.20","2,521,969,235.77","2,781,318,487.65","3,176,750,783.92","3,492,950,720.58","4,437,153,789.53","4,642,050,822.65","5,264,724,973.39","7,472,308,452.87","9,168,373,617.88","9,328,050,778.11","10,065,344,094.22","11,661,667,777.79","10,750,304,505.82"
