科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付职工薪酬,"4,399,922.31","4,865,467.18","6,936,626.15",,"5,326,739.93","6,485,431.40","7,780,246.74","3,182,727.99","6,572,008.43","9,482,513.43","11,794,545.95","2,565,371.91","6,199,928.23","10,074,352.07","9,777,000.29","2,962,421.50","5,772,087.34","9,506,150.13","16,512,958.89","7,943,711.67","11,737,066.33"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,422,309.59","7,901,220.72","6,766,446.33",,"8,795,321.51","5,616,098.79","4,995,703.66","10,714,275.38","11,365,893.99","9,871,301.50","13,254,007.11","11,646,815.04","14,718,398.91","10,027,441.39","26,170,042.21","17,424,046.51","16,244,408.90","10,890,420.30","21,749,496.63","13,113,833.89","12,139,310.72"
应收利息,,,,,,,,,,,,,,,,,,,"413,818.50","388,219.18",
应付利息,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,"3,786,880.86","3,786,880.86",,,,,,,,,,,,
应付股利,,,,,,,,,"8,000,000.00",,,,"12,000,000.00",,,"15,000,000.00",,,,,"9,109,459.10"
存货,"96,793,169.28","94,148,617.56","99,042,735.37",,"106,010,475.25","107,576,806.59","117,635,682.17","143,810,441.26","144,171,174.95","154,606,116.51","122,814,749.33","119,927,275.14","127,009,060.55","152,877,736.45","188,355,431.68","207,181,293.69","223,798,313.07","277,153,193.77","311,616,627.56","327,788,814.56","386,344,114.64"
其他应付款,"2,058,722.15","552,899.27","6,626,102.36",,"6,680,818.19","8,646,706.19","2,840,639.46","87,405,364.07","2,913,301.39","742,801.44","2,975,714.40","4,451,274.80","2,914,180.44","12,180,465.78","4,512,263.37","3,389,856.04","3,155,872.50","2,250,638.15","5,548,301.91","3,415,159.22","5,511,831.80"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,"114,000.00","85,500.00","57,000.00","1,553.46",,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,"486,457.19","446,035.56",,"391,000.00","924,411.94",,"1,678,555.11","1,678,555.11","1,738,555.11","969,945.88","1,650,441.50","951,375.94","553,541.76","5,204,286.73","110,874.64","119,693.60","238,348.79","255,687,909.55","206,216,211.33","4,988,844.65"
其他流动负债,"30,366.85","42,733.33","132,593.83",,"132,593.83","132,593.83","85,001.17","2,370.45","206,564.43","73,141.30","142,895.83","142,895.83","277,310.88","326,769.37","296,077.03","347,502.08","412,656.25","350,245.83","1,250,989.67","1,345,706.54","656,469.62"
流动资产合计,"342,231,639.60","397,700,514.45","482,511,726.53","503,208,800.00","760,996,490.81","728,366,935.85","706,331,974.57","652,019,984.02","710,956,167.89","757,635,395.19","783,089,393.84","788,154,598.63","869,177,434.64","877,192,616.34","960,098,840.29","959,986,727.62","1,046,890,938.83","1,088,057,312.33","1,462,884,621.48","1,317,614,155.79","1,444,237,111.43"
流动负债合计,"248,838,949.64","288,492,448.91","319,244,642.56","331,808,200.00","332,971,660.48","310,071,759.75","277,215,195.10","445,109,927.96","464,382,531.29","577,264,842.48","627,027,576.62","670,191,625.52","718,233,961.07","719,822,065.42","738,458,538.07","781,588,190.28","852,283,219.30","910,975,641.75","982,056,456.17","906,262,717.15","1,008,594,133.84"
可供出售金融资产,,,,,,"2,493,000.00","2,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00","7,493,000.00"
长期借款,,,,,,,,,"45,000,000.00",,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"2,493,000.00","2,493,000.00","2,493,000.00",,"2,493,000.00",,,,,,,,,,,"32,000,000.00",,"61,813,967.15","63,019,283.53","151,290,416.52","151,518,443.07"
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,"95,380.00","95,380.00","12,954,525.30"
固定资产,"80,106,755.47","85,273,708.92","80,279,739.88",,"79,180,734.09","80,661,064.65","79,063,727.79","207,668,871.54","210,844,459.27","208,409,760.80","204,016,674.76","283,617,761.41","273,830,203.80","425,126,637.69","409,101,212.80","416,443,454.88","431,452,577.77","423,553,847.49","417,440,159.44","409,422,035.14","403,058,311.58"
递延所得税负债,"278,890.68","270,678.64","262,466.60",,"258,360.58","256,307.57","254,254.56","12,761,039.32","12,464,073.58","11,890,104.33","11,523,247.61","15,844,215.82","14,825,082.48","14,392,151.14","9,493,726.98","9,188,158.76","8,891,365.14","8,594,917.30","8,298,480.85","8,002,094.04","7,706,135.33"
在建工程,"44,942.00","435,942.00","8,402,752.82",,"29,856,658.82","45,050,289.82","12,654,295.38","19,492,228.72","19,826,715.03","46,139,725.04","44,261,358.06","50,191,808.24","56,320,644.91","8,895,593.22","3,320,845.76","5,647,936.63","1,230,850.08","1,278,884.07","3,794,005.97","3,798,911.63","3,479,593.29"
其他非流动负债,,"3,603,311.62","3,149,959.77",,"2,923,283.83","2,809,945.86",,,,,"4,493,267.51","3,189,596.01","2,581,100.96","24,171,450.01","16,449,380.38","16,085,582.95","13,331,620.01","11,096,461.08","6,365,752.44","2,884,320.01","2,317,188.01"
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"278,890.68","3,873,990.26","3,412,426.37","3,297,000.00","3,181,644.41","3,066,253.43","8,674,137.45","25,167,584.24","69,757,280.53","24,069,973.31","27,486,158.68","30,405,955.39","28,284,312.74","49,196,730.45","36,454,114.92","35,204,806.62","31,985,009.12","29,355,902.35","24,167,192.14","19,864,607.94","31,620,080.65"
固定资产清理,,,,,,,,,,,,,,,,,,,,,
负债合计,"249,117,840.32","292,366,439.17","322,657,068.93","335,105,200.00","336,153,304.89","313,138,013.18","285,889,332.55","470,277,512.20","534,139,811.82","601,334,815.79","654,513,735.30","700,597,580.91","746,518,273.81","769,018,795.87","774,912,652.99","816,792,996.90","884,268,228.42","940,331,544.10","1,006,223,648.31","926,127,325.09","1,040,214,214.49"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00",,"80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","130,135,130.00","130,135,130.00","130,135,130.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"118,823,639.17","118,823,639.17","118,823,639.17",,"356,929,039.17","356,929,039.17","356,929,039.17","356,929,039.17","356,929,039.17","316,929,039.17","316,929,039.17","316,929,039.17","316,929,039.17","316,929,039.17","316,929,039.17","316,929,039.17","316,929,039.17","316,929,039.17","590,633,258.08","590,633,258.08","590,633,258.08"
无形资产,"54,412,671.38","94,108,523.96","92,005,774.41",,"90,976,608.46","90,419,290.33","89,903,024.86","103,468,999.37","102,864,872.90","102,331,495.92","102,034,275.87","117,548,365.71","85,957,202.70","85,458,386.19","80,029,242.69","80,811,968.16","80,311,848.42","79,613,824.22","80,176,606.27","79,498,898.18","78,821,190.09"
盈余公积,"7,101,250.20","15,107,414.16","22,637,909.90",,"22,637,909.90","22,637,909.90","26,569,256.11","26,569,256.11","26,569,256.11","26,569,256.11","30,954,844.86","30,954,844.86","30,954,844.86","30,954,844.86","39,286,588.69","39,286,588.69","39,286,588.69","39,286,588.69","43,959,717.58","43,959,717.58","43,959,717.58"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,"130,214,332.91","130,214,332.91","130,214,332.91","129,666,128.13","133,857,167.49","133,925,570.27","133,925,570.27","129,666,128.13","129,666,128.13","129,666,128.13","129,666,128.13","129,666,128.13","129,666,128.13","129,666,128.13"
未分配利润,"45,407,570.81","95,716,353.58","144,332,230.92",,"170,720,038.16","177,564,496.18","186,417,548.61","197,664,014.26","208,996,966.64","214,613,684.20","230,591,302.90","243,249,298.92","251,387,549.56","259,098,367.32","298,966,811.33","297,826,361.98","320,263,141.54","328,474,699.10","339,636,134.76","360,307,960.12","367,739,607.08"
长期待摊费用,,,,,,,"506,465.40","451,018.86","395,572.32","367,072.32","744,679.22","689,232.67","7,419,190.69","7,022,455.83","6,491,934.95","9,946,188.71","10,549,392.68","10,328,510.38","12,002,753.42","11,994,876.38","12,304,734.18"
少数股东权益,,,,,,,,"38,209,827.84","44,036,031.05","44,855,041.62","53,155,452.46","55,665,338.86","59,840,432.73","62,061,009.62","67,970,880.63","69,462,999.99","74,547,400.58","73,629,918.33","83,681,042.94","81,046,949.84","84,163,287.58"
递延所得税资产,"1,161,292.05","2,002,156.75","2,757,855.28",,"2,936,799.94","3,278,877.78","4,519,501.39","8,508,027.11","9,187,730.42","10,139,062.66","11,204,893.96","12,364,361.79","13,239,813.57","13,472,247.51","14,409,769.66","14,124,842.60","14,891,262.49","16,037,915.62","16,980,433.43","14,371,307.94","16,680,812.22"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"40,333,187.05","40,333,187.05","58,888,254.05","61,571,992.05","123,830,271.50","73,676,107.43","78,660,000.00",,"7,454,998.53","4,177,740.00","32,808,400.00","808,400.00","811,940.00","7,081,218.00","9,610,598.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"138,218,660.90","184,313,331.63","185,939,122.39","185,983,600.00","205,443,801.31","221,902,522.58","229,473,201.87","517,629,665.56","539,714,936.90","566,666,441.70","623,251,281.50","679,437,804.74","656,845,625.94","681,393,890.71","657,967,132.52","700,311,259.11","708,403,459.57","730,594,477.06","731,384,310.19","814,616,791.92","812,632,810.56"
所有者权益(或股东权益)合计,"231,332,460.18","289,647,406.91","345,793,779.99","354,087,200.00","630,286,987.23","637,131,445.25","649,915,843.89","699,372,137.38","716,531,292.97","722,967,021.10","751,826,940.04","766,994,822.46","779,504,786.77","789,567,711.18","843,153,319.82","843,504,989.83","871,026,169.98","878,320,245.29","1,188,045,283.36","1,206,103,622.62","1,216,655,707.50"
资产总计,"480,450,300.50","582,013,846.08","668,450,848.92","689,192,400.00","966,440,292.12","950,269,458.43","935,805,176.44","1,169,649,649.58","1,250,671,104.79","1,324,301,836.89","1,406,340,675.34","1,467,592,403.37","1,526,023,060.58","1,558,586,507.05","1,618,065,972.81","1,660,297,986.73","1,755,294,398.40","1,818,651,789.39","2,194,268,931.67","2,132,230,947.71","2,256,869,921.99"
负债和所有者(或股东权益)合计,"480,450,300.50","582,013,846.08","668,450,848.92","689,192,400.00","966,440,292.12","950,269,458.43","935,805,176.44","1,169,649,649.58","1,250,671,104.79","1,324,301,836.89","1,406,340,675.34","1,467,592,403.37","1,526,023,060.58","1,558,586,507.05","1,618,065,972.81","1,660,297,986.73","1,755,294,398.40","1,818,651,789.39","2,194,268,931.67","2,132,230,947.71","2,256,869,921.99"
