科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流入小计,"485,000,000.00","928,430,000.00","412,800,000.00","215,040,000.00","374,440,000.00","1,083,585,600.00","80,000,000.00","192,287,300.00","376,406,400.00","728,344,127.00","85,145,974.72","470,490,240.00","650,271,417.50","998,748,595.88","168,300,000.00","285,000,000.00","465,000,000.00","815,000,000.00","210,680,000.00","514,709,281.25"
经营活动现金流出小计,"2,786,621,201.03","3,071,049,026.39","3,775,187,222.22","1,725,612,585.62","4,142,405,146.53","3,526,721,229.87","969,730,747.41","1,889,650,370.89","2,589,415,314.52","3,385,122,301.61","675,075,291.53","1,350,242,110.44","1,718,009,249.92","2,218,136,541.95","523,547,955.28","1,053,624,840.78","1,801,149,887.79","3,121,566,569.76","818,045,459.80","1,596,106,138.52"
偿还债务支付的现金,"360,500,000.00","814,400,000.00","515,830,000.00","256,600,000.00","292,200,000.00","420,600,000.00","27,000,000.00","134,500,000.00","287,400,000.00","537,400,000.00","140,000,000.00","385,000,000.00","620,660,000.00","815,660,000.00","230,000,000.00","395,000,000.00","530,000,000.00","785,000,000.00","125,000,000.00","330,000,000.00"
经营活动产生的现金流量净额,"88,970,584.22","168,476,929.60","598,719,211.90","354,300,196.27","113,612,280.62","249,388,579.07","37,075,440.41","21,754,915.18","32,161,096.01","94,404,435.41","74,491,393.82","197,121,758.47","291,769,522.06","401,708,467.18","61,389,044.14","377,113,772.12","416,564,900.67","75,916,370.80","79,926,778.61","5,171,038.83"
分配股利、利润或偿还利息支付的现金,"21,687,100.55","40,054,823.75","40,779,483.84","21,352,561.44","30,934,537.94","41,410,646.51","13,248,713.74","33,059,005.93","46,239,583.12","59,446,264.65","12,377,779.70","24,224,981.33","50,096,331.98","64,069,120.01","11,256,117.97","27,082,115.96","54,316,575.34","69,288,168.21","16,024,584.83","46,650,858.43"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"51,394,180.00","105,265,074.00","514,547,264.40","195,640,063.10","215,781,647.59","504,564,951.20","37,108,927.80","129,919,167.00","207,816,478.90","316,550,003.40","24,672,290.00","170,713,762.15","296,942,247.20","436,023,961.90","32,345,126.38","204,769,588.26","407,923,917.80","22,842,146.25","44,016,019.27","37,201,243.89"
取得投资收益收到的现金,,,"700,000.00","280,000.00","280,000.00","360,000.00",,"1,184,657.53","4,849,254.19","6,534,391.18","847,671.23","2,407,979.45","2,975,102.74","4,091,963.47","1,275,630.14","2,722,377.78","2,722,377.78","2,722,377.78",,
筹资活动现金流出小计,"433,581,280.55","959,719,897.75","1,071,156,748.24","473,592,624.54","538,916,185.53","966,575,597.71","77,357,641.54","297,478,172.93","541,456,062.02","913,396,268.05","177,050,069.70","579,938,743.48","967,698,579.18","1,315,753,081.91","273,601,244.35","626,851,704.22","992,240,493.14","877,130,314.46","185,040,604.10","413,852,102.32"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"9,784.61","10,000.00","9,784.61",,,"39,130.10","52,400.00",,,,,,"50,000.00","48,912.62","64,389.00",,"44,000.00"
筹资活动产生的现金流量净额,"51,418,719.45","-31,289,897.75","-658,356,748.24","-258,552,624.54","-164,476,185.53","117,010,002.29","2,642,358.46","-105,190,872.93","-165,049,662.02","-185,052,141.05","-91,904,094.98","-109,448,503.48","-317,427,161.68","-317,004,486.03","-105,301,244.35","-341,851,704.22","-527,240,493.14","-62,130,314.46","25,639,395.90","100,857,178.93"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"2,550,000.00",,,,,,,"1,500,000.00",,"300,000,000.00","375,000,000.00","525,000,000.00","148,000,000.00","296,000,000.00","296,000,000.00","296,000,000.00",,"50,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"3,250,000.00","289,784.61","290,000.00","369,784.61",,"1,184,657.53","4,888,384.29","8,086,791.18","847,671.23","302,407,979.45","377,975,102.74","529,091,963.47","149,275,630.14","298,772,377.78","298,771,290.40","298,786,766.78",,"50,044,000.00"
五、现金及现金等价物净增加额,"127,413,702.63","36,186,489.61","-64,397,238.20","45,755,169.22","-102,181,935.80","312,712,980.08","-161,795,647.61","-296,300,369.11","-358,981,304.17","-227,543,572.62","-137,000,596.93","36,706,718.76","-158,305,284.08","-43,998,149.63","-46,496,592.69","181,070,356.33","32,880,841.28","102,860,874.94","-111,925,383.47","-62,457,256.92"
购建固定资产、无形资产和其他长期资产支付的现金,"12,975,601.04","7,326,595.84","7,189,440.00","37,072,187.12","38,398,030.89","40,845,385.89","1,513,446.48","14,049,068.89","30,981,122.45","37,982,658.16","20,435,567.00","26,171,846.29","32,908,450.34","32,409,797.39","2,860,022.62","3,964,089.35","5,601,959.55","8,342,745.42","217,491,557.98","218,529,474.68"
期初现金及现金等价物余额,"115,348,242.17","242,761,944.80","278,948,434.41","214,551,196.21","214,551,196.21","214,551,196.21","527,264,176.29","527,264,176.29","527,264,176.29","527,264,176.29","299,720,603.67","299,720,603.67","299,720,603.67","299,720,603.67","255,722,454.04","255,722,454.04","255,722,454.04","255,722,454.04","358,583,328.98","358,583,328.98"
投资支付的现金,,"76,058,993.20",,"13,210,000.00","13,210,000.00","13,210,000.00",,,,"7,000,000.00",,,"1,050,000.00","1,050,000.00","1,000,000.00","1,000,000.00","1,000,000.00","2,765,518.18",,
期末现金及现金等价物余额,"242,761,944.80","278,948,434.41","214,551,196.21","260,306,365.43","112,369,260.41","527,264,176.29","365,468,528.68","230,963,807.18","168,282,872.12","299,720,603.67","162,720,006.74","336,427,322.43","141,415,319.59","255,722,454.04","209,225,861.35","436,792,810.37","288,603,295.32","358,583,328.98","246,657,945.51","296,126,072.06"
