科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"33,190,771.39","39,966,095.42","42,440,224.73","26,413,366.77","57,880,367.73","18,148,179.07","37,742,040.84","58,624,901.03","81,964,637.66","29,206,374.99","54,837,441.38","87,011,333.26","104,804,289.57","36,250,992.19","48,257,577.51","79,251,601.48","107,563,637.88","34,235,546.80","92,196,650.80","116,960,911.84","155,954,507.45","36,348,704.59","81,514,397.47","135,953,015.37","165,256,834.00","41,852,911.89","85,096,634.75","163,354,904.86","228,171,494.35","75,530,330.72","135,739,958.06","196,119,192.04","265,045,955.29","81,552,574.61","144,123,927.81","222,485,311.12","298,187,383.22","97,471,885.26"
取得借款收到的现金,"75,542,334.35","230,767,121.67","746,074,206.69","275,159,250.00","598,058,035.79","338,616,105.00","347,232,933.00","360,893,345.00","361,042,136.00","7,500,108.00","40,176,112.34","57,846,020.66","57,754,129.54","11,891,530.15","287,242,783.98","286,496,245.05","432,533,989.12","214,914,465.93","585,944,939.52","626,007,265.05","878,368,152.43","211,785,000.00","625,570,805.79","760,619,525.26","978,466,158.64","30,000,000.00","340,000,000.00","726,527,511.10","1,023,176,227.79","412,000,000.00","500,449,882.39","968,109,607.01","1,561,657,722.26","802,177,819.05","1,405,429,098.74","2,162,552,836.95","3,246,108,915.36","479,465,654.13"
支付的各项税费,"35,432,763.14","43,147,192.75","46,313,078.41","23,079,993.49","42,264,414.51","23,831,029.17","48,447,306.67","76,173,421.29","87,595,471.02","9,456,069.56","24,244,423.57","27,494,127.70","45,766,042.18","9,223,703.58","16,107,876.45","19,605,121.80","35,092,739.21","12,433,339.59","23,305,963.65","31,003,487.50","46,996,273.81","11,996,622.97","17,570,373.28","22,784,141.00","45,292,778.54","7,111,585.72","16,380,751.63","32,809,709.28","49,696,248.97","10,300,156.16","32,280,407.56","51,156,487.04","63,028,624.26","23,810,652.29","46,094,060.98","90,435,165.00","103,744,367.57","38,447,419.09"
收到其他与筹资活动有关的现金,"643,730,838.57","584,051,407.03","20,486,440.75",,,,,,,,,,,,,,,,,,,,,,"4,269,149.71",,,"16,573,571.79","82,549,539.15",,,,"171,055,648.85",,,,,
支付其他与经营活动有关的现金,"103,871,736.20","166,084,980.73","88,316,203.95","55,565,307.88","71,979,570.96","38,901,239.95","57,379,881.46","92,329,440.50","118,838,310.30","23,198,218.58","57,085,410.05","53,703,367.76","123,303,671.39","40,997,948.40","133,867,615.56","144,652,234.96","182,578,672.78","65,083,477.89","43,336,934.52","82,993,714.53","176,555,189.41","35,718,371.06","50,597,383.15","81,147,504.97","216,250,577.38","22,258,379.83","45,949,295.28","188,521,025.07","279,835,995.52","48,381,026.65","137,300,980.19","205,584,809.63","303,598,078.71","34,568,461.70","102,232,353.91","220,170,151.93","266,364,356.56","38,844,447.06"
筹资活动现金流入小计,"719,273,172.92","830,030,928.70","785,153,811.86","275,159,250.00","598,058,035.79","1,753,207,332.15","1,761,824,160.15","1,775,633,072.15","1,782,792,136.00","7,500,108.00","40,176,112.34","57,846,020.66","57,754,129.54","11,891,530.15","287,242,783.98","286,496,245.05","432,533,989.12","214,914,465.93","585,944,939.52","626,007,265.05","878,368,152.43","211,785,000.00","625,570,805.79","760,619,525.26","982,735,308.35","30,000,000.00","340,000,000.00","2,544,456,032.57","2,866,535,824.43","412,000,000.00","500,449,882.39","979,411,117.84","1,732,713,371.11","802,177,819.05","1,405,429,098.74","2,162,552,836.95","3,246,108,915.36","479,465,654.13"
经营活动现金流出小计,"1,694,293,425.63","1,841,878,877.73","1,363,896,963.26","1,016,643,619.95","2,190,798,224.44","590,308,271.91","1,428,566,168.12","2,096,804,363.42","2,649,867,992.94","781,797,422.48","1,478,838,966.96","2,191,004,121.10","2,632,108,111.13","765,848,170.24","1,559,606,742.62","2,379,222,222.31","3,055,854,666.89","856,276,214.22","1,832,897,034.11","2,770,915,577.92","3,252,092,669.91","921,927,510.80","1,531,849,073.60","2,560,403,875.40","3,199,958,646.38","755,804,281.24","1,477,944,748.50","2,707,817,753.67","4,541,247,331.96","1,461,886,074.18","2,932,579,971.73","4,634,765,125.41","5,934,740,091.26","1,548,188,092.93","2,996,092,036.61","4,664,589,531.87","6,312,583,756.73","1,553,341,698.38"
偿还债务支付的现金,"35,000,000.00","126,052,984.35","501,874,083.23","249,184,245.13","592,971,276.92","681,826,941.00","691,301,945.00","724,826,767.00","770,603,740.00",,"23,146,990.94","57,846,020.66","57,754,129.54","3,949,193.50",,,"108,832,839.97","96,000,000.00","406,268,993.80","453,460,785.60","638,415,728.56","250,143,833.94","507,853,112.73","587,560,060.70","1,048,782,731.66","60,000,000.00","370,000,000.00","599,092,716.88","871,358,894.99","285,655,060.70","582,993,316.46","776,862,377.63","1,599,929,458.31","662,665,264.85","1,101,131,328.91","1,938,487,460.92","2,974,475,391.19","478,192,161.14"
经营活动产生的现金流量净额,"77,529,501.53","161,638,801.82","9,500,122.05","69,768,934.08","130,081,475.52","-80,918,597.27","-153,012,428.60","-121,566,356.68","40,483,883.97","-127,499,029.14","-93,767,022.30","-155,787,562.01","115,684,339.92","-123,843,615.92","-159,388,633.70","-173,054,269.99","-259,959,311.64","-96,706,530.39","-137,412,732.50","-146,709,032.64","63,052,361.56","-19,930,823.39","92,440,893.45","54,393,934.58","253,268,769.28","33,682,492.19","104,483,487.80","222,286,601.93","313,947,242.86","-4,343,701.74","140,134,165.21","-14,718,488.02","395,216,366.80","-89,715,450.43","218,892,126.58","344,092,280.85","694,098,748.39","-142,986,721.00"
分配股利、利润或偿还利息支付的现金,"12,646,950.08","20,303,131.96","66,220,072.48","10,510,556.60","22,148,722.57","4,410,194.14","48,177,851.41","48,987,711.41","49,456,919.17","56,392.74","44,827,779.75","43,184,943.04","43,184,777.21","183,655.89","38,700,000.00","38,700,000.00","44,268,096.77","3,382,099.63","39,877,870.56","48,343,187.15","52,566,702.63","6,706,172.49","38,359,069.51","44,284,590.58","50,982,128.56","4,696,339.41","34,751,209.03","44,123,033.18","54,414,846.25","8,526,171.16","72,355,849.77","79,184,925.83","91,512,468.13","8,852,997.62","113,722,037.91","123,911,395.05","135,166,540.09","11,807,375.82"
收回投资收到的现金,,,"1,686,206.03",,,,,,,,,,,,,,"136,802.50",,,,"2,581,320.00",,,,"494,979,895.50",,,,"6,989,220.22",,"199,050,000.00","199,050,000.00","469,600,000.00",,,,,
支付其他与筹资活动有关的现金,"674,415,635.01","822,993,971.30","81,494,762.90",,,,,,"5,408,772.85",,,,,,,,,,,,,,,,"3,292,302.89",,,"18,447,219.71","77,129,237.29",,,,"39,693,840.46","20,000,000.00","20,000,000.00","96,195,229.47","99,159,825.35","6,157,362.04"
取得投资收益收到的现金,,,"5,828,825.00",,,,,,,,,,"45,727.68",,,,"794,475.00",,,,,,,,,,,,"1,309,373.30",,,,"5,568,928.78",,,,"94,425.61",
筹资活动现金流出小计,"722,062,585.09","969,350,087.61","649,588,918.61","259,694,801.73","615,119,999.49","686,237,135.14","739,479,796.41","773,814,478.41","825,469,432.02","56,392.74","67,974,770.69","101,030,963.70","100,938,906.75","4,132,849.39","38,700,000.00","38,700,000.00","153,100,936.74","99,382,099.63","446,146,864.36","501,803,972.75","690,982,431.19","256,850,006.43","546,212,182.24","631,844,651.28","1,103,057,163.11","64,696,339.41","404,751,209.03","661,662,969.77","1,002,902,978.53","294,181,231.86","655,349,166.23","856,047,303.46","1,731,135,766.90","691,518,262.47","1,234,853,366.82","2,158,594,085.44","3,208,801,756.63","496,156,899.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"1,304,875.00","55,086.03","3,000.00","1,313.71","23,829.87","43,060.64","36,623.32","44,118.33",,,,,,,"766,475.72","774,168.03",,,,"161,507.54",,"1,666,666.66","1,529,790.96","1,917,332.39","2,427.18","2,427.18","2,427.18","62,163.99","6,076.04","5,539.38","268,260.98","101,749.56",,"47,304.00","47,304.00","110,799.22",
筹资活动产生的现金流量净额,"-2,789,412.17","-139,319,158.91","135,564,893.25","15,464,448.27","-17,061,963.70","1,066,970,197.01","1,022,344,363.74","1,001,818,593.74","957,322,703.98","7,443,715.26","-27,798,658.35","-43,184,943.04","-43,184,777.21","7,758,680.76","248,542,783.98","247,796,245.05","279,433,052.38","115,532,366.30","139,798,075.16","124,203,292.30","187,385,721.24","-45,065,006.43","79,358,623.55","128,774,873.98","-120,321,854.76","-34,696,339.41","-64,751,209.03","1,882,793,062.80","1,863,632,845.90","117,818,768.14","-154,899,283.84","123,363,814.38","1,577,604.21","110,659,556.58","170,575,731.92","3,958,751.51","37,307,158.73","-16,691,244.87"
处置子公司及其他营业单位收到的现金净额,,,,,,"339,278.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"1,094,741.15","1,951,810.74","-900,307.18","-1,062,891.13","2,700,263.54","667,958.47","1,651,742.89","447,186.80","-476,649.06","81,822.88","150,736.77","1,245,976.57","685,254.23","2,163,717.95","-3,291,745.15","-583,484.86","82,499.80","152,762.65","-276,979.45","-2,756,729.71","-2,213,741.36","-907,174.68","-1,094,545.47","-2,380,005.41","-697,907.89","413,048.49","1,464,793.68","11,048,370.37","21,802,336.44","-509,285.90","-9,539,759.55","-21,411,575.39","-26,362,137.30","-18,837,613.32","3,853,926.60","2,038,167.11","24,522,949.68","-14,324,571.31"
收到其他与投资活动有关的现金,"226,192.03","961,784.59","1,231,723.96","145,130.22","273,761.80","661,534.39","2,240,685.21",,"12,136,434.73",,,,"38,488,579.28","129,802.50","136,802.50","119,087.89","25,196,998.82",,,,"43,133.67",,,,,,,,"3,730,000.00",,,,"21,590,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"226,192.03","2,266,659.59","8,801,841.02","148,130.22","275,075.51","1,024,642.96","2,283,745.85","36,623.32","12,180,553.06",,,,"38,534,306.96","129,802.50","136,802.50","885,563.61","26,902,444.35",,,,"2,785,961.21",,"1,666,666.66","1,529,790.96","496,897,227.89","2,427.18","2,427.18","2,427.18","12,090,757.51","6,076.04","199,055,539.38","199,318,260.98","496,860,678.34",,"47,304.00","47,304.00","205,224.83",
五、现金及现金等价物净增加额,"33,176,806.78","-8,183,284.01","63,669,814.80","-33,977,407.49","-41,083,205.34","945,403,414.05","784,512,251.19","682,607,062.38","685,047,458.81","-217,956,535.15","-285,088,667.10","-493,152,857.06","-351,482,242.21","-209,336,645.95","-161,795,223.49","-231,469,237.12","-205,006,616.15","-32,507,576.12","-75,314,173.85","-115,064,322.33","25,708,806.19","-97,991,492.34","-88,212,057.05","-103,893,365.86","-92,905,863.50","-34,846,597.03","-15,534,016.89","424,030,887.54","77,648,582.16","-7,577,635.25","-75,796,681.18","-50,831,823.60","214,932,084.79","-40,767,900.87","142,163,078.67","45,248,558.48","189,808,255.10","-292,314,628.42"
购建固定资产、无形资产和其他长期资产支付的现金,"42,884,215.76","34,573,482.25","89,296,734.34","118,196,028.93","156,978,056.21","42,340,787.12","88,755,172.69","198,128,984.80","324,463,033.14","97,983,044.15","163,673,723.22","295,426,328.58","458,182,042.85","95,545,231.24","247,794,431.12","306,513,290.93","243,548,406.04","51,486,174.68","77,422,537.06","89,801,852.28","218,699,425.96","32,088,487.84","60,583,695.24","86,211,959.97","224,454,754.36","34,248,225.48","56,733,516.52","258,976,411.55","351,033,387.00","120,549,491.79","250,547,342.38","337,383,835.55","652,360,427.26","42,874,393.70","251,206,010.43","304,887,944.99","526,150,468.92","118,312,091.24"
期初现金及现金等价物余额,"25,320,692.95","58,497,499.73","50,314,215.72","113,984,030.52","113,984,030.52","72,555,109.16","72,900,825.18","74,900,825.18","72,900,825.18","757,948,283.99","757,948,283.99","757,948,283.99","757,948,283.99","411,331,312.54","406,466,041.78","411,331,312.54","406,466,041.78","201,459,425.63","213,691,333.33","213,691,333.33","201,459,425.63","227,584,831.82","227,584,831.82","227,584,831.82","227,168,231.82","146,138,468.01","146,138,468.01","206,924,352.77","185,884,922.54","294,968,789.49","294,968,789.49","294,968,789.49","263,533,504.70","499,997,918.13","499,997,918.13","499,997,918.13","478,465,589.49","711,716,806.04"
投资支付的现金,,"147,915.00",,"100,000.00","100,000.00",,,,,,,,"154,052.50",,,,"7,916,895.00",,,,"6,602,070.50",,"200,000,000.00","200,000,000.00","497,597,343.66",,,"200,034,770.34","470,000,000.00",,,,,,,,,
期末现金及现金等价物余额,"58,497,499.73","50,314,215.72","113,984,030.52","80,006,623.03","72,900,825.18","1,017,958,523.21","857,413,076.37","757,507,887.56","757,948,283.99","539,991,748.84","472,859,616.89","264,795,426.93","406,466,041.78","201,994,666.59","244,670,818.29","179,862,075.42","201,459,425.63","168,951,849.51","138,377,159.48","98,627,011.00","227,168,231.82","129,593,339.48","139,372,774.77","123,691,465.96","134,262,368.32","111,291,870.98","130,604,451.12","630,955,240.31","263,533,504.70","287,391,154.24","219,172,108.31","244,136,965.89","478,465,589.49","459,230,017.26","642,160,996.80","545,246,476.61","668,273,844.59","419,402,177.62"
