科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"9,588,344.20","24,634,645.40","41,379,564.32","11,307,464.67","22,041,225.76","40,941,748.23","33,710,355.49","16,639,304.12","31,562,357.04","27,831,413.30","52,399,944.64","16,441,925.79","28,084,304.97","46,930,510.93","76,264,153.52","16,663,345.19","54,192,551.01","94,463,444.98","125,613,394.25","16,945,052.51","43,621,810.06","66,832,291.65","69,078,581.49","19,245,266.92","32,924,134.17","49,378,971.12","60,890,617.05","20,793,276.11","34,461,936.67","47,913,597.03","51,123,084.35","17,082,929.68","28,173,831.90","32,056,480.93","29,220,922.20","8,696,590.47","5,153,339.91","3,188,444.99","-11,674,773.51","4,130,742.30","9,750,576.18","15,376,029.21","20,318,543.21","6,447,676.76"
三、利润总额,"22,514,303.42","53,632,100.08","117,591,121.90","12,018,049.94","16,952,697.50","28,817,161.87","26,220,027.65","1,741,752.46","-41,697,286.40","-46,476,778.89","56,422,280.11","5,416,102.72","14,117,371.76","6,006,270.89","33,440,621.14","8,347,837.96","11,281,339.47","12,560,288.75","74,680,926.58","5,058,595.72","15,067,795.69","17,887,358.10","69,560,895.46","33,399,334.45","352,628,147.42","379,685,752.31","400,371,905.24","30,440,365.77","62,159,131.89","100,910,588.84","126,834,323.20","33,675,904.69","76,695,275.76","91,422,811.15","144,959,013.70","30,422,781.70","58,921,710.20","87,953,717.41","128,154,856.31","34,001,766.78","69,134,162.52","115,071,834.21","141,437,100.38","36,487,577.23"
资产减值损失,"459,878.95","2,535,165.92","-4,295,459.92","4,205,323.25","-2,682,303.18","-6,509,353.97","21,370,691.95","-9,620,620.67","3,739,477.70","9,302,941.93","30,213,764.44","-93,216.87","9,880,306.35","5,685,812.75","16,199,054.12","-3,410,663.20","1,855,622.77","-1,339,605.48","29,881,924.08","-3,224,440.56","-350,869.66","4,889,462.38","15,596,908.66","-3,620,471.95","-446,812.92","3,385,950.20","17,505,201.88","289,752.83","1,058,796.01","5,838,428.88","10,162,243.72","-814,099.65","69,146.22","2,074,668.80","34,442,437.15","-708,302.62","-327,931.83","-192,661.85","24,109,968.71","-1,448,108.10","-1,587,384.31","3,045,124.29","16,005,497.31","-1,505,247.65"
减:所得税,"7,791,738.30","18,375,646.75","29,692,032.66","4,681,393.04","10,764,347.09","11,339,210.75","24,862,918.76","4,107,166.00","13,962,746.86","13,428,684.59","42,372,159.39","4,070,702.97","13,850,414.12","23,447,662.74","31,520,631.48","10,513,789.15","11,001,758.92","16,994,903.69","47,172,559.36","2,599,657.87","10,193,370.41","11,168,971.83","42,097,582.90","7,179,582.76","17,117,751.75","28,563,827.17","41,784,415.54","8,965,328.10","15,292,665.33","24,507,687.17","36,575,732.97","11,436,623.15","22,288,291.54","27,512,127.23","32,217,794.09","4,812,247.84","19,828,617.75","28,323,936.29","45,300,566.19","12,259,641.39","18,646,607.82","23,306,846.00","20,139,342.77","11,946,514.39"
加:公允价值变动净收益,"2,244,499.05","2,937,525.39","5,658,840.69","-12,855,871.01","-23,847,156.36","-29,527,378.85","-33,454,520.96","8,494,459.11","17,457,208.29","9,566,569.70","22,553,505.20","-1,475,395.82","-11,444,928.89","-5,807,330.75","-7,333,635.65","1,786,242.75","-1,020,226.23","-6,161,531.22","-13,559,112.25","1,562,932.72","1,540,452.00","-1,879,912.11","1,233,889.04","32,665.78","-3,049,918.33","1,049,669.50","-1,166,942.05","-1,717,371.88","-1,343,734.16","5,263,571.53","12,872,410.17","8,414,126.40","14,991,806.32","-430,373.15","4,714,763.07","-5,561,712.44","-6,451,464.21","-5,159,947.12","-4,898,837.05","1,034,122.80","1,752,819.64","3,770,870.39","4,014,096.11","-935,368.56"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"17,770,083.04","131,860,967.85","171,241,266.22","2,149,426.95","604,749.34","5,532,808.32","1,578,187.59","903,611.08","22,928,787.13","31,480,941.40","104,876,862.99","1,135,602.96","4,288,857.81","6,222,166.78","11,797,042.70","901,009.37","15,918,631.56","16,001,062.24","190,632,922.56","-417,895.77","10,178,289.13","29,454,741.04","35,609,020.95","16,498,836.88","339,857,938.78","348,423,936.48","354,922,159.18","5,740,743.28","27,124,680.25","32,376,278.40","39,167,900.67","9,801,671.03","11,074,324.15","28,025,638.67","40,918,691.07","21,631,513.49","25,028,817.30","18,013,054.48","16,467,787.65","-135,304.26","6,932,503.44","42,141,465.19","44,024,300.76","-109,826.70"
四、净利润,"14,722,565.12","35,256,453.33","87,899,089.24","7,336,656.90","6,188,350.41","17,477,951.12","1,357,108.89","-2,365,413.54","-55,660,033.26","-59,905,463.48","14,050,120.72","1,345,399.75","266,957.64","-17,441,391.85","1,919,989.66","-2,165,951.19","279,580.55","-4,434,614.94","27,508,367.22","2,458,937.85","4,874,425.28","6,718,386.27","27,463,312.56","26,219,751.69","335,510,395.67","351,121,925.14","358,587,489.70","21,475,037.67","46,866,466.56","76,402,901.67","90,258,590.23","22,239,281.54","54,406,984.22","63,910,683.92","112,741,219.61","25,610,533.86","39,093,092.45","59,629,781.12","82,854,290.12","21,742,125.39","50,487,554.70","91,764,988.21","121,297,757.61","24,541,062.84"
其中:对联营企业和合营企业的投资权益,"574,206.15",,,,,,,,"1,049,043.98","1,049,043.98","-984,472.24","727,616.07","1,189,135.63","2,094,401.90","5,471,122.94","384,527.62","185,394.33","-510,089.88","-6,233,963.64","-580,804.78","338,321.52","775,309.76","707,682.18","-1,521,559.98","3,717,602.26","11,679,574.64","12,898,526.07","4,770,474.12","9,582,144.48","13,687,215.08","12,358,428.08","2,941,490.61","-80,648.77","5,650,427.49","9,817,027.58","1,821,021.68","1,684,340.47","601,874.82","-1,319,385.26","-189,600.15","1,256,417.76","1,709,002.06","2,473,714.29","-534,631.83"
归属于母公司所有者的净利润,"11,079,101.31","30,408,281.88","64,999,849.15","6,064,921.96","6,851,903.04","7,820,083.32","-20,042,733.28","859,823.45","-56,179,641.91","-46,183,473.55","18,284,329.26","6,516,901.47","1,704,087.70","3,476,623.58","24,392,618.80","4,105,283.67","3,850,471.93","1,916,122.36","36,670,342.96","2,255,050.17","4,001,193.30","4,393,136.10","19,727,798.00","28,251,918.64","335,886,591.88","347,289,789.23","333,814,435.36","16,781,893.70","41,909,222.07","58,635,964.10","52,315,408.62","19,158,988.13","40,254,950.73","48,912,789.24","76,214,193.00","21,156,796.52","31,295,519.73","41,168,620.63","46,996,161.40","18,635,744.89","39,350,061.13","70,564,336.25","82,891,332.04","15,983,841.37"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"3,643,463.81","4,848,171.45","22,899,240.09","1,271,734.94","-663,552.63","9,657,867.80","21,399,842.17","-3,225,236.99","519,608.65","-13,721,989.93","-4,234,208.54","-5,171,501.72","-1,437,130.06","-20,918,015.43","-22,472,629.14","-6,271,234.86","-3,570,891.38","-6,350,737.30","-9,161,975.74","203,887.68","873,231.98","2,325,250.17","7,735,514.56","-2,032,166.95","-376,196.21","3,832,135.91","24,773,054.34","4,693,143.97","4,957,244.49","17,766,937.57","37,943,181.61","3,080,293.41","14,152,033.49","14,997,894.68","36,527,026.61","4,453,737.34","7,797,572.72","18,461,160.49","35,858,128.72","3,106,380.50","11,137,493.57","21,200,651.96","38,406,425.57","8,557,221.47"
