科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付职工薪酬,"6,503,953.55","7,195,549.07","6,530,637.96",,"1,944,611.02","1,886,847.08","3,387,408.00","2,031,782.15","1,982,774.73","1,949,373.69","4,331,628.10","2,243,655.18","2,251,322.83","2,566,383.87"
应收关联公司款,,,,,,,,,,,,,,
应交税费,"3,430,422.84","1,777,807.99","3,728,557.56",,"2,345,951.28","86,982.52","1,459,144.63","500,046.46","5,697,797.43","4,830.54","9,308,453.30","4,324,903.24","3,530,309.68","2,733,598.93"
应收利息,,,,,,,,,,,"48,222.22",,,
应付利息,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,
存货,"22,574,076.55","29,843,576.91","34,634,484.56",,"32,263,619.20","33,134,985.72","37,496,670.48","32,719,180.47","27,853,879.02","31,236,931.16","27,594,790.13","31,888,272.12","33,502,160.41","56,989,022.23"
其他应付款,"3,241,725.44","3,895,701.50","3,533,222.13",,"7,273,550.24","5,643,909.61","2,388,254.19","1,008,459.06","21,011,795.92","21,457,093.68","21,187,497.04","22,880,742.56","16,413,611.69","14,271,075.28"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,
其他流动资产,"1,570,000.00","2,340,000.00","2,906,037.72",,,,,"140,000,000.00","40,000,000.00","40,000,000.00","40,593,264.83","40,691,206.84","40,615,811.27","9,608,105.62"
其他流动负债,,,,,,,,,,,,,,
流动资产合计,"227,660,889.36","292,343,813.37","327,357,580.24",,"449,923,510.63","451,554,784.20","460,624,565.15","462,456,512.25","462,281,563.65","452,694,295.76","469,567,438.28","464,886,572.46","470,944,553.92","457,629,989.55"
流动负债合计,"47,430,694.52","49,458,723.09","55,938,174.06",,"20,154,941.72","17,605,523.85","30,481,158.44","13,677,824.85","39,824,893.30","34,027,201.86","54,674,979.80","49,704,891.46","42,825,112.93","55,378,500.34"
可供出售金融资产,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,"5,454,211.71",,"5,275,081.47","5,185,516.35","5,830,162.82","5,730,382.85","5,630,602.87","5,597,342.88","5,431,042.93","5,331,262.96","5,231,482.99","5,131,703.02"
预计负债,,,,,,,,,,,,,,
固定资产,"29,568,966.37","27,475,522.31","24,004,405.40",,"23,308,234.39","23,948,162.03","28,300,175.54","29,519,974.17","31,529,547.01","30,881,935.62","35,168,103.77","35,757,054.95","36,299,420.76","42,246,512.58"
递延所得税负债,"285,627.54",,,,,,,,,,"746,874.21","755,870.68","707,317.52","5,687,667.03"
在建工程,,,,,,,,,,,,"1,058,398.05","36,633.81","2,144,418.57"
其他非流动负债,,,,,"17,082,300.45",,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"6,753,664.70","11,574,602.17","15,494,803.62",,"17,082,300.45","16,103,153.30","16,101,399.47","15,921,088.56","15,757,060.13","11,456,028.36","19,640,695.48","19,762,753.71","17,831,517.88","21,951,857.99"
固定资产清理,,,,,,,,,,,,,,
负债合计,"54,184,359.22","61,033,325.26","71,432,977.68","35,585,500.00","37,237,242.17","33,708,677.15","46,582,557.91","29,598,913.41","55,581,953.43","45,483,230.22","74,315,675.28","69,467,645.17","60,656,630.81","77,330,358.33"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"69,000,000.00","69,000,000.00","69,000,000.00",,"92,000,000.00","92,000,000.00","92,000,000.00","92,810,000.00","184,810,000.00","184,810,000.00","184,810,000.00","184,810,000.00","184,810,000.00","192,341,172.00"
油气资产,,,,,,,,,,,,,,
资本公积,"65,554,380.14","65,554,380.14","65,554,380.14",,"181,930,102.94","181,930,102.94","181,930,102.94","199,798,702.94","107,798,702.94","107,798,702.94","111,006,102.94","111,006,102.94","111,006,102.94","246,173,044.15"
无形资产,"4,991,722.93","3,027,164.39","2,901,556.58",,"2,972,017.74","2,928,940.71","3,419,515.96","3,333,783.81","3,250,115.51","3,166,668.90","3,083,507.19","3,000,345.48","2,937,066.65","22,203,754.32"
盈余公积,"9,960,751.13","15,581,711.59","19,164,259.25",,"19,164,319.25","19,164,319.25","21,996,722.79","21,996,722.79","21,996,722.79","21,996,722.79","25,057,180.19","25,057,180.19","25,057,180.19","25,057,180.19"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"18,678,600.00","18,678,600.00","18,678,600.00","18,678,600.00","11,207,160.00","11,207,160.00"
商誉,,,,,,,,,,,"27,113,065.92","27,113,065.92","27,113,065.92","183,103,823.99"
未分配利润,"64,874,893.27","113,839,189.44","137,469,144.94",,"154,693,477.48","159,698,811.48","159,023,754.31","160,212,063.89","159,789,437.26","160,325,945.66","173,073,813.12","174,566,391.00","181,033,746.29","184,106,942.95"
长期待摊费用,,,,,,,,,,,,,"130,703.87","1,547,218.24"
少数股东权益,"818,684.04","867,791.34","823,658.53",,"807,932.49","805,333.36","808,550.54","789,371.07","789,371.07",,"3,839,915.91","3,844,123.24","3,998,621.64","13,477,196.47"
递延所得税资产,"2,171,489.14","3,029,897.70","3,726,666.61",,"4,354,230.10","3,689,840.89","4,167,269.02","4,165,121.02","4,395,758.45","4,395,758.45","5,894,436.70","5,894,561.77","5,920,040.88","6,345,172.03"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"2,062,300.00","2,034,400.00","1,960,000.00","2,417,317.62"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"36,732,178.44","33,532,584.40","36,086,840.30",,"35,909,563.70","35,752,459.98","41,717,123.34","42,749,261.85","49,806,023.84","49,041,705.85","83,752,456.51","85,189,089.13","84,628,414.88","270,139,920.37"
所有者权益(或股东权益)合计,"210,208,708.58","264,843,072.51","292,011,442.86","293,135,900.00","448,595,832.16","453,598,567.03","455,759,130.58","475,606,860.69","456,505,634.06","456,252,771.39","479,004,219.51","480,608,016.42","494,916,337.99","650,439,551.59"
资产总计,"264,393,067.80","325,876,397.77","363,444,420.54","328,721,400.00","485,833,074.33","487,307,244.18","502,341,688.49","505,205,774.10","512,087,587.49","501,736,001.61","553,319,894.79","550,075,661.59","555,572,968.80","727,769,909.92"
负债和所有者(或股东权益)合计,"264,393,067.80","325,876,397.77","363,444,420.54","328,721,400.00","485,833,074.33","487,307,244.18","502,341,688.49","505,205,774.10","512,087,587.49","501,736,001.61","553,319,894.79","550,075,661.59","555,572,968.80","727,769,909.92"
