科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"39,639,806.63","60,403,701.14","73,590,089.22","41,933,207.81","55,561,105.69","86,800,469.91","24,878,435.31","45,895,339.78","69,214,484.83","98,560,648.60","26,098,617.31","56,063,281.42","82,895,413.81","117,628,447.04","34,952,961.61","69,632,235.58","96,356,389.21","128,968,576.31","39,922,068.68","79,613,692.11","126,314,247.60","173,810,228.14","57,384,315.01","110,644,627.43","158,207,784.12"
取得借款收到的现金,"361,900,000.00","320,000,000.00","282,788,509.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","190,000,000.00","190,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","557,495,020.00","180,000,000.00","180,000,000.00","308,668,124.37","488,668,124.37","54,000,000.00","388,753,154.68","515,828,919.09","615,530,325.22","166,253,239.79","421,286,237.43","691,130,367.63"
支付的各项税费,"16,571,827.51","22,177,267.97","33,995,396.32","18,628,694.09","25,806,808.66","31,858,517.03","10,603,782.30","19,226,249.43","28,534,051.48","44,047,797.90","10,067,520.70","22,031,275.73","33,786,611.87","35,504,939.35","10,136,673.42","19,830,683.34","35,817,152.46","43,706,556.99","13,434,613.26","49,450,395.63","78,091,715.13","75,984,621.09","26,149,583.52","47,436,102.06","70,628,580.57"
收到其他与筹资活动有关的现金,,,,,"36,561,420.00",,,,,,,,,,,,"3,432.75","82,140,000.00","2,364.36","36,850,000.00","36,850,000.00","17,329,140.22",,"2,015,291.00","2,000,000.00"
支付其他与经营活动有关的现金,"30,909,988.44","57,597,799.18","65,130,278.79","29,181,322.64","45,754,387.67","76,461,761.09","23,354,357.55","29,576,328.87","33,236,142.91","75,719,038.58","21,875,510.00","40,900,685.51","60,772,027.77","90,498,572.33","36,624,486.79","53,024,475.35","62,478,952.31","152,118,135.09","70,664,363.28","71,958,843.67","142,573,623.18","173,651,436.85","35,308,051.65","62,751,941.13","154,290,657.45"
筹资活动现金流入小计,"362,241,293.92","320,336,275.00","283,015,015.00","160,000,000.00","650,140,000.00","624,140,000.00","160,000,000.00","160,000,000.00","190,063,005.17","190,063,128.80","143,300,000.00","143,300,000.00","143,300,000.00","560,795,020.00","180,000,000.00","180,300,000.00","308,971,557.12","573,808,124.37","512,016,087.60","883,616,877.92","1,058,664,642.33","1,138,845,188.68","166,253,239.79","423,301,528.43","718,130,367.63"
经营活动现金流出小计,"462,391,651.67","514,787,940.10","652,490,773.35","318,061,323.04","482,410,050.80","692,929,614.16","171,150,563.58","309,538,849.87","486,164,524.85","693,311,784.78","161,033,998.07","360,490,309.82","573,860,621.49","910,184,846.21","313,583,299.79","597,519,059.70","840,085,904.31","1,129,140,820.98","341,236,558.73","664,559,130.18","1,015,199,948.03","1,391,307,476.99","312,605,611.24","686,314,139.43","900,166,973.05"
偿还债务支付的现金,"334,399,900.00","383,900,000.00","307,288,509.00","169,500,000.00","304,500,000.00","355,500,000.00","160,000,000.00","180,000,000.00","220,000,000.00","220,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","12,284,400.00","24,465,200.00","41,440,600.00","302,252,000.00","363,238,000.00","646,714,417.36","688,164,058.19","827,992,400.00","38,000,000.00","160,111,132.42","337,969,188.09"
经营活动产生的现金流量净额,"23,195,301.66","118,049,223.39","106,590,754.31","33,075,300.33","75,469,079.28","88,806,099.99","47,383,835.33","84,971,786.66","138,258,186.07","148,323,143.86","14,582,107.97","26,996,296.22","36,572,580.50","-58,016,150.68","-1,218,273.86","5,029,081.61","74,884,246.42","214,966,344.15","47,652,963.27","86,457,337.42","103,818,308.72","292,411,555.48","33,575,748.40","23,379,329.00","17,580,797.41"
分配股利、利润或偿还利息支付的现金,"22,388,723.49","15,675,675.60","16,274,305.26","8,833,922.18","12,821,985.77","14,563,530.48","1,171,043.67","55,764,897.47","55,926,675.25","56,472,070.43","1,179,002.11","28,647,337.40","28,660,671.79","31,903,557.72","13,435,695.15","42,776,933.66","47,942,206.34","40,419,067.83","5,266,074.15","65,318,414.56","75,487,690.24","98,767,753.22","9,348,395.41","131,136,441.75","148,081,613.57"
收回投资收到的现金,,"1,000,000.00",,,,,,,,"30,000,000.00",,"50,000,000.00","100,000,000.00","130,000,000.00",,"50,000,000.00","51,000,000.00","51,000,000.00",,,"20,000,000.00","40,000,000.00","26,017,274.50","26,046,344.53","26,045,879.44"
支付其他与筹资活动有关的现金,,,,,"36,001,420.00","5,710,000.00",,,,,,,,"80,000,000.00",,,540.00,"35,010,000.00","549,791.67","23,047.92","2,023,047.92","4,980,261.41","5,011.60","109,465,000.00","109,902,500.00"
取得投资收益收到的现金,,"1,726.03",,,,,,,,"295,890.41",,"506,301.37","1,035,616.44","1,146,452.06",,"261,780.82","265,227.40","265,227.40",,,"167,671.23","276,164.38","408,280.79","429,873.97","429,873.97"
筹资活动现金流出小计,"356,788,623.49","399,575,675.60","323,562,814.26","178,333,922.18","353,323,405.77","375,773,530.48","161,171,043.67","235,764,897.47","275,926,675.25","276,472,070.43","171,179,002.11","198,647,337.40","198,660,671.79","281,903,557.72","25,720,095.15","67,242,133.66","89,383,346.34","377,681,067.83","369,053,865.82","712,055,879.84","765,674,796.35","931,740,414.63","47,353,407.01","400,712,574.17","595,953,301.66"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"90,000.00",,,,,,,"30,000.00","119,835.00",,,,,,"50,000.00","210,696.80","50,000.00","2,800.00",700.00,"3,300.00","24,785.11",,"3,418.80","3,418.80"
筹资活动产生的现金流量净额,"5,452,670.43","-79,239,400.60","-40,547,799.26","-18,333,922.18","296,816,594.23","248,366,469.52","-1,171,043.67","-75,764,897.47","-85,863,670.08","-86,408,941.63","-27,879,002.11","-55,347,337.40","-55,360,671.79","278,891,462.28","154,279,904.85","113,057,866.34","219,588,210.78","196,127,056.54","142,962,221.78","171,560,998.08","292,989,845.98","207,104,774.05","118,899,832.78","22,588,954.26","122,177,065.97"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"2,648.47","-22,433.48","-54,896.01","-3,450.72","-2,757.97","-22,000.89","-5,663.56","-9,132.44","-5,346.08","-16,381.68",817.92,"28,789.88","16,967.77","59,360.40","233,161.70","-17,664.98","66,142.74","1,564,449.31","-136,645.43","651,318.83","1,851,875.23","1,624,725.28","-56,048.11","-167,179.11","-369,531.78"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","1,472,799.44",,,"52,584.48"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,091,726.03",,,,,,,"30,000.00","30,415,725.41",,"50,506,301.37","101,035,616.44","131,146,452.06",,"50,311,780.82","51,475,924.20","51,315,227.40","2,800.00",700.00,"22,170,971.23","41,773,748.93","26,425,555.29","26,479,637.30","26,531,756.69"
五、现金及现金等价物净增加额,"5,648,372.87","-16,085,209.45","26,490,589.45","-17,900,415.27","333,663,728.97","285,613,223.43","18,373,214.20","-52,256,413.65","-98,337,173.59","-98,237,744.28","-84,029,386.13","-137,561,080.36","-131,832,566.05","-126,441,700.80","135,599,186.35","56,143,912.58","62,376,523.83","41,630,938.17","171,764,014.07","89,063,803.70","190,140,492.10","44,969,712.78","51,907,691.75","-104,718,157.16","-62,570,567.17"
购建固定资产、无形资产和其他长期资产支付的现金,"23,002,247.69","54,795,514.74","39,428,096.68","16,235,437.70","21,583,331.57","34,501,490.19","27,833,913.90","61,454,170.40","120,756,343.50","160,551,290.24","20,733,309.91","59,745,130.43","84,097,058.97","348,522,824.86","17,695,606.34","57,237,151.21","84,138,000.31","142,082,534.29","21,568,511.22","55,957,736.30","77,731,982.05","128,566,258.12","21,057,882.36","72,073,836.46","118,931,257.36"
期初现金及现金等价物余额,"71,790,605.34","77,438,978.21","61,353,768.76","87,844,358.21","87,844,358.21","87,844,358.21","373,457,581.64","373,457,581.64","373,457,581.64","373,457,581.64","275,219,837.36","275,219,837.36","275,219,837.36","275,219,837.36","148,778,136.56","148,778,136.56","228,778,136.56","148,778,136.56","190,409,074.73","190,409,074.73","190,409,074.73","190,409,074.73","235,378,787.51","235,378,787.51","235,378,787.51"
投资支付的现金,,"1,168,810.05","69,372.91","16,402,905.00","17,035,855.00","17,035,855.00",,,"30,000,000.00","30,000,000.00","50,000,000.00","100,000,000.00","130,000,000.00","130,000,000.00",,"50,000,000.00","199,500,000.00","276,000,000.00",,"116,500,000.00","116,500,000.00","225,615,082.60","105,879,514.25","104,924,500.35","109,558,836.30"
期末现金及现金等价物余额,"77,438,978.21","61,353,768.76","87,844,358.21","69,943,942.94","421,508,087.18","373,457,581.64","391,830,795.84","321,201,167.99","275,120,408.05","275,219,837.36","191,190,451.23","137,658,757.00","143,387,271.31","148,778,136.56","284,377,322.91","204,922,049.14","291,154,660.39","190,409,074.73","362,173,088.80","279,472,878.43","380,549,566.83","235,378,787.51","287,286,479.26","130,660,630.35","172,808,220.34"
