科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"1,576,571.84","3,118,579.59","6,752,207.88","2,249,819.56","4,026,117.57","7,209,390.91","8,779,049.75","1,927,742.79","4,367,966.18","6,943,715.26","10,766,310.50","3,917,931.17","8,930,245.14","12,977,156.13","17,632,463.83","4,848,581.87","12,457,100.33","19,705,738.42","23,893,753.79","7,151,762.04","17,703,883.60","27,112,380.50","36,575,540.08","9,896,999.80","22,441,485.62","32,698,581.75","46,011,324.99","12,833,541.41","28,504,212.48","42,393,819.44","62,256,086.04","21,007,564.15","44,327,549.11","61,300,216.84","83,959,809.72","20,519,250.63","49,031,445.62","78,445,871.80","115,619,146.38","37,140,031.14","88,688,002.14","140,164,104.48","198,185,222.50","63,155,292.37","124,760,107.94"
取得借款收到的现金,"92,496,016.00","190,079,182.59","431,100,612.22","138,586,568.32","243,994,708.27","405,266,124.58","506,123,860.67","127,005,825.00","162,542,890.36","262,296,942.52","519,278,207.75","215,091,449.90","383,620,744.55","650,027,219.52","816,077,938.54","297,653,961.02","698,895,842.99","1,227,798,626.26","1,435,447,527.41","295,902,419.34","558,491,352.40","1,061,277,421.39","1,432,199,737.42","264,920,231.12","612,406,695.31","1,168,434,321.89","1,096,543,499.29","275,237,807.22","252,230,101.70","770,008,469.15","544,608,271.97","33,344,664.72","87,236,910.67","202,800,130.04","202,978,442.92",,"458,220,355.30","612,747,058.89","922,194,667.70","245,696,274.11","406,893,550.46","874,454,795.40","995,815,976.02","464,510,495.45","866,353,510.30"
支付的各项税费,"1,279,529.02","3,632,516.99","8,978,591.04","2,538,743.89","6,097,873.89","8,547,269.20","11,382,109.74","480,371.86","1,770,663.32","8,641,434.84","6,452,302.93","3,873,871.42","10,516,546.62","19,497,661.58","26,195,813.82","7,097,054.13","20,108,448.40","31,203,161.97","37,085,893.94","8,572,999.71","22,067,137.88","34,743,122.30","52,553,779.40","8,094,099.69","21,822,276.96","40,687,950.19","56,535,171.65","12,293,845.71","24,393,096.11","53,815,726.56","76,180,892.80","27,815,364.60","35,485,104.81","75,436,571.27","95,481,451.42","23,554,390.35","36,395,673.95","75,853,480.80","89,451,034.64","36,169,044.83","86,307,847.39","91,542,196.36","150,109,085.32","77,453,171.61","139,327,503.08"
收到其他与筹资活动有关的现金,"3,212,431.72","7,764,730.92","1,869,668.67",,,,"2,950,333.95","2,719,870.43","8,245,569.41",,"2,124,885.96",,,"8,540,379.46",,,,,,,,,"10,000,000.00",,"10,000,000.00","70,000,000.00","6,050,000.00",,,,"41,150,000.00",,"33,760,000.00",,,,"10,000,000.00",,"25,000,000.00",,"73,100,000.00",,,,"100,280,000.00"
支付其他与经营活动有关的现金,"2,728,512.32","8,722,720.05","11,671,524.88","4,127,074.17","7,873,400.73","12,703,316.97","11,187,880.87","53,519,400.60","177,094,128.43","171,730,245.56","291,024,887.35","3,849,976.50","22,183,966.10","17,594,093.00","123,931,943.83","14,291,377.38","85,981,146.69","128,165,312.92","151,648,673.52","6,348,304.10","-28,828,087.49","53,507,092.38","67,094,745.17","60,819,310.08","47,457,628.17","33,353,016.34","78,308,999.96","35,630,590.28","14,608,246.14","74,960,912.64","136,016,104.29","-13,975,387.65","50,256,225.20","46,428,862.14","86,710,576.52","29,849,321.29","16,456,261.35","47,680,623.00","261,451,516.77","12,589,299.67","23,669,983.47","89,627,972.46","172,849,540.75","22,335,948.50","130,620,894.52"
筹资活动现金流入小计,"97,649,997.72","205,980,858.51","442,487,225.89","138,586,568.32","480,470,708.27","662,813,562.08","760,870,512.12","259,725,695.43","300,788,459.77","392,296,942.52","651,403,093.71","215,091,449.90","383,620,744.55","658,567,598.98","816,677,938.54","297,653,961.02","698,895,842.99","1,227,798,626.26","1,496,941,927.41","295,902,419.34","559,391,352.40","1,062,177,421.39","1,453,599,737.42","264,920,231.12","622,406,695.31","1,238,434,321.89","1,102,593,499.29","792,831,015.35","769,823,309.83","1,287,008,877.28","1,102,758,680.10","38,861,664.72","126,513,910.67","208,116,490.04","208,294,802.92","501,226,386.00","969,025,901.30","1,113,590,404.89","1,698,038,013.70","305,294,748.11","882,236,344.46","1,276,595,469.40","1,520,971,570.02","462,606,695.45","1,057,729,710.30"
经营活动现金流出小计,"146,630,580.47","313,935,590.07","659,546,424.65","188,597,624.01","411,150,329.49","684,097,041.83","851,607,897.37","153,027,844.12","423,432,441.09","566,536,614.54","950,859,865.10","298,210,271.17","588,199,453.21","993,062,157.08","1,390,551,482.88","434,054,649.79","896,200,609.38","1,545,107,061.45","1,871,119,799.52","467,470,953.47","811,635,893.79","1,284,294,593.98","1,535,656,151.50","392,879,722.57","706,936,102.11","1,044,572,456.31","1,258,409,558.12","451,135,172.72","614,654,034.88","1,121,322,622.70","1,252,266,418.91","329,718,240.05","809,160,038.04","1,091,732,712.95","1,150,229,552.27","363,729,898.51","873,031,534.84","1,252,326,183.20","1,728,634,697.16","690,553,134.75","1,447,237,028.18","2,345,322,296.98","2,309,203,378.46","672,507,363.86","1,306,355,804.09"
偿还债务支付的现金,"47,705,230.00","136,783,409.00","369,010,757.49","101,442,990.93","217,800,539.79","371,821,019.32","508,797,647.40","92,786,600.00","226,786,600.00","319,132,021.76","455,405,135.05","167,348,878.37","331,207,536.27","441,146,706.30","607,951,532.78","150,326,824.56","416,684,442.17","859,016,177.93","1,203,236,570.50","324,776,907.96","624,308,971.63","1,128,790,764.71","1,596,627,673.22","253,578,556.90","560,496,760.98","1,180,253,303.14","1,037,281,900.16","220,968,715.13","530,832,591.53","1,174,162,168.67","948,885,323.38","122,001,720.52","194,309,820.62","352,583,028.62","399,378,491.57","3,561,825.64","33,567,091.37","74,380,988.76","138,455,590.81","412,808,373.31","526,966,633.98","570,127,285.22","759,439,795.08","333,676,553.98","630,765,119.04"
经营活动产生的现金流量净额,"-10,203,305.02","-1,769,633.75","-11,101,510.53","619,381.14","-30,237,491.19","-120,071,365.52","-75,769,015.95","25,476,187.49","-104,646,913.08","-41,250,310.82","-165,224,496.13","-40,172,219.35","-43,535,058.08","-113,562,810.09","-122,233,524.51","-108,094,694.25","-229,154,944.37","-264,665,588.57","-152,940,384.17","78,095,722.32","245,373,580.93","275,776,183.78","394,235,456.34","18,048,814.12","100,972,964.72","161,038,574.86","112,224,487.95","14,531,329.00","189,789,261.96","187,732,272.53","181,574,515.05","133,580,901.70","159,620,256.50","347,955,071.68","359,345,508.39","154,868,107.25","100,799,136.45","213,929,109.97","148,498,584.08","13,032,577.40","-55,931,695.82","-94,062,286.24","86,439,961.21","15,651,856.80","24,138,824.27"
分配股利、利润或偿还利息支付的现金,"2,578,968.11","5,439,503.18","12,381,737.54","2,733,030.41","7,783,196.42","12,075,449.56","16,040,415.30","2,716,908.75","6,535,746.48","9,845,856.90","10,307,573.04","3,271,801.06","24,152,265.82","31,379,177.19","32,514,586.63","3,503,617.10","31,649,099.21","37,082,425.32","64,230,468.08","24,496,516.77","49,976,032.80","67,791,505.51","75,977,385.07","35,261,980.64","55,797,841.25","68,361,333.25","78,536,125.66","68,326,551.33","72,702,205.27","85,702,941.75","87,359,142.66","55,318,375.96","71,598,315.74","73,652,276.07","73,777,608.08","20,969,373.11","55,635,611.23","65,619,887.39","72,944,979.83","20,594,121.59","47,842,674.43","64,888,711.12","77,048,491.84","47,837,249.50","94,722,726.24"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"20,841,300.00","20,841,300.00","20,841,300.00","19,600,000.00",,,"30,000,000.00","261,162,386.30",,,,,,,,"34,300,000.00","432,082,191.78","420,000,000.00","420,000,000.00","420,000,000.00","34,045,262.75","84,053,889.70"
支付其他与筹资活动有关的现金,,,"10,264,852.23","13,340,821.92","18,345,511.86","11,493,987.12","1,286,476.37",,,,,"6,923,211.28",,,,,,,,,,,,,,"80,000,000.00",,,,,,,,"37,000,000.00","37,200,000.00","2,070,000.00","1,250,000.00","21,250,000.00","1,250,000.00",,"87,100,000.00","40,280,000.00","73,582,400.00",,"75,062,781.03"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,"5,286,595.21","5,597,961.61",,,,"984,200.00",,,,"1,241,300.00",,,,,,,,,,,,,,"12,082,191.78","11,800,833.33","13,997,808.40",,
筹资活动现金流出小计,"50,284,198.11","142,222,912.18","391,657,347.26","117,516,843.26","243,929,248.07","395,390,456.00","526,124,539.07","95,503,508.75","233,322,346.48","328,977,878.66","465,712,708.09","177,543,890.71","355,359,802.09","472,525,883.49","640,466,119.41","153,830,441.66","448,333,541.38","896,098,603.25","1,267,467,038.58","349,273,424.73","674,285,004.43","1,196,582,270.22","1,672,605,058.29","288,840,537.54","616,294,602.23","1,328,614,636.39","1,115,818,025.82","289,295,266.46","603,534,796.80","1,259,865,110.42","1,036,244,466.04","177,320,096.48","265,908,136.36","463,235,304.69","510,356,099.65","26,601,198.75","90,452,702.60","161,250,876.15","212,650,570.64","433,402,494.90","661,909,308.41","675,295,996.34","910,070,686.92","381,513,803.48","800,550,626.31"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"6,800.00","93,800.00","82,600.00","82,600.00","82,600.00","167,900.00",,,"41,800.00","42,000.00",,"319,464.00","670,964.00","758,717.66",,"52,500.00","52,500.00","73,675.54","262,945.07","119,925.88",,"125,570.11",,,,"132,556.01",,"579,854.49","876,856.50","313,774.57",,"55,379.88","55,379.88","121,653.03","135,299.56","107,000.00","325,560.00","1,235,455.28","2,595.19","1,045,097.48","2,627,568.09","2,407,558.89","165,611.35","197,963.55"
筹资活动产生的现金流量净额,"47,365,799.61","63,757,946.33","50,829,878.63","21,069,725.06","236,541,460.20","267,423,106.08","234,745,973.05","164,222,186.68","67,466,113.29","63,319,063.86","185,690,385.62","37,547,559.19","28,260,942.46","186,041,715.49","176,211,819.13","143,823,519.36","250,562,301.61","331,700,023.01","229,474,888.83","-53,371,005.39","-114,893,652.03","-134,404,848.83","-219,005,320.87","-23,920,306.42","6,112,093.08","-90,180,314.50","-13,224,526.53","503,535,748.89","166,288,513.03","27,143,766.86","66,514,214.06","-138,458,431.76","-139,394,225.69","-255,118,814.65","-302,061,296.73","474,625,187.25","878,573,198.70","952,339,528.74","1,485,387,443.06","-128,107,746.79","220,327,036.05","601,299,473.06","610,900,883.10","81,092,891.97","257,179,083.99"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,"-90,429.49",,,,,,,,,,,,,,,,,,,,,,"14,106,714.28","18,196,961.50","19,492,092.97",,,,,,,,,,
四、汇率变动对现金的影响,"-79,185.35","-288,216.47","-1,289,542.46","-492,507.64","-859,545.63","-982,252.91","869,488.74",-504.07,"-12,325.71","-13,713.41","-441,443.12","-31,126.92","-92,212.01","-372,934.26","-2,076,970.12","-360,288.66","-1,214,733.04","2,225,718.11","3,134,920.24","-80,147.89","-163,836.22","-566,233.65","-803,356.90","630,024.04","-395,712.85","-311,050.57","-469,538.30","-928,058.18","-2,391,595.30","-2,364,702.13","-2,042,753.70","-75,154.48","-581,278.14","-2,011,782.51","3,823,999.70","731,463.39","-5,325,942.19","6,137,122.88","8,736,240.07","595,413.95","-3,634,181.52","2,423,554.19","-313,196.30","2,190,027.67","1,181,757.65"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","6,000,000.00","15,000,000.00","35,000,000.00","50,000,000.00",,"50,550,000.00","122,965,380.00","163,384,600.00",,"35,000,000.00","35,000,000.00","75,000,000.00",,,,"10,000,000.00",,,,"47,010.85",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"6,800.00","93,800.00","82,600.00","82,600.00","82,600.00","167,900.00",,,"41,800.00","-48,429.49",,"319,464.00","670,964.00","758,717.66",,"52,500.00","5,339,095.21","5,671,637.15","262,945.07","119,925.88",,"16,109,770.11","26,841,300.00","35,841,300.00","55,841,300.00","70,973,856.01",,"51,129,854.49","153,842,236.50","424,860,760.87",,"49,162,094.16","53,252,341.38","94,613,746.00","135,299.56","107,000.00","325,560.00","45,535,455.28","432,084,786.97","433,127,289.26","434,428,401.42","436,452,378.14","34,210,874.10","84,251,853.25"
五、现金及现金等价物净增加额,"29,173,680.56","42,823,891.67","3,628,484.93","13,446,911.34","189,054,349.59","122,207,978.06","118,619,720.24","189,697,870.10","-37,822,990.50","17,617,323.27","-5,452,484.48","-7,014,491.04","-17,726,431.27","39,275,745.33","-36,050,568.57","27,097,785.76","-8,192,477.07","-11,397,975.53","-48,053,975.13","14,337,077.25","39,879,344.39","11,898,382.39","18,226,641.90","-17,172,010.49","8,047,016.32","-18,669,945.66","-3,216,916.96","462,902,491.35","111,747,780.03","-19,179,794.59","30,721,990.54","-18,104,267.67","49,707,470.51","66,778,536.36","53,078,402.57","614,857,614.72","-31,428,123.78","-24,518,625.70","56,975,061.19","-59,974,059.52","-110,461,463.12","112,052,460.73","-35,612,891.42","33,885,256.89","17,059,556.43"
购建固定资产、无形资产和其他长期资产支付的现金,"2,287,364.68","13,072,416.66","29,281,876.71","7,832,287.22","16,322,673.79","24,094,109.59","41,394,625.60",,"629,865.00","4,479,516.36","25,428,501.36","4,358,703.96","2,679,567.64","33,501,189.81","56,666,560.73","8,270,750.69","28,437,601.27","44,578,411.28","91,976,225.17","10,570,436.86","90,556,674.17","128,906,718.91","172,309,906.78","38,771,842.23","134,483,628.63","145,058,455.45","142,721,196.09","54,236,528.36","293,068,254.15","385,533,368.35","410,184,745.74","13,151,583.13","19,099,376.32","77,298,279.54","92,643,554.79","15,502,442.73","28,038,065.65","219,706,496.20","653,639,210.21","377,579,091.05","704,349,911.09","832,036,681.70","1,055,092,917.57","99,260,393.65","349,691,962.73"
期初现金及现金等价物余额,"4,278,932.85","4,278,932.85","14,358,736.82","17,002,721.75","17,002,721.75","17,002,721.75","17,987,221.75","136,606,941.99","136,606,941.99","136,606,941.99","136,606,941.99","131,154,457.51","131,154,457.51","131,154,457.51","131,154,457.51","95,103,888.94","95,103,888.94","95,103,888.94","95,103,888.94","47,049,913.81","47,049,913.81","47,049,913.81","47,049,913.81","65,276,555.71","65,276,555.71","65,276,555.71","65,276,555.71","62,059,638.75","62,059,638.75","62,059,638.75","62,059,638.75","92,781,629.29","92,781,629.29","92,781,629.29","92,781,629.29","145,860,031.86","145,860,031.86","145,860,031.86","145,860,031.86","202,835,093.05","202,835,093.05","202,835,093.05","202,835,093.05","167,222,201.63","167,222,201.63"
投资支付的现金,"5,622,264.00","5,810,587.78","5,622,264.00",,,,,,,,,,,,"31,500,000.00",,,,"25,000,000.00",,,,,,,,"30,000,000.00",,,,"230,000,000.00",,,,,,"420,000,000.00","420,000,000.00","420,000,000.00",,,,"114,000,000.00",,
期末现金及现金等价物余额,"33,452,613.41","47,102,824.52","17,987,221.75","30,449,633.09","206,057,071.34","139,210,699.81","136,606,941.99","326,304,812.09","98,783,951.49","154,224,265.26","131,154,457.51","124,139,966.47","113,428,026.24","170,430,202.84","95,103,888.94","122,201,674.70","86,911,411.87","83,705,913.41","47,049,913.81","61,386,991.06","86,929,258.20","58,948,296.20","65,276,555.71","48,104,545.22","73,323,572.03","46,606,610.05","62,059,638.75","524,962,130.10","173,807,418.78","42,879,844.16","92,781,629.29","74,677,361.62","142,489,099.80","159,560,165.65","145,860,031.86","760,717,646.58","114,431,908.08","121,341,406.16","202,835,093.05","142,861,033.53","92,373,629.93","314,887,553.78","167,222,201.63","201,107,458.52","184,281,758.06"
