科目,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应付款,"343,734.91","1,047,340.29","397,143.16","766,449.14","494,218.90","267,258.24","1,359,135.48","1,332,679.96","8,779,011.86","12,533,489.00"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,"46,000,000.00",,,,,,,,,
其他流动资产,"5,566,376.39","3,442,100.21","2,063,726.74","4,304,617.51","1,512,727.60","80,812,005.80","288,607,583.77","840,233.09","130,987.13",
其他流动负债,,,,,,,,,,
流动资产合计,"413,197,762.22","486,292,685.19","557,422,000.55","1,399,967,078.86","1,428,952,718.84","1,403,139,919.53","1,402,258,307.14","1,488,636,050.72","1,580,387,502.76","1,618,762,866.63"
流动负债合计,"248,812,464.18","312,666,313.06","250,866,195.06","246,794,459.43","227,712,629.78","193,606,510.60","141,521,564.29","146,295,241.34","162,376,080.92","184,956,389.93"
可供出售金融资产,,,,,,,,,,
长期借款,"45,000,000.00",,,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,"9,420,393.04","21,147,665.41","27,733,063.28","32,934,570.24","30,585,188.74","38,331,893.72","37,858,440.78","37,198,776.48","35,085,047.44","39,363,661.39"
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"253,813,214.00","266,247,875.45","291,148,837.53","335,519,715.49","331,994,820.40","326,690,830.87","321,028,193.26","319,605,758.31","366,379,896.29","366,304,302.63"
递延所得税负债,"59,826.73",,,,,,,,,
在建工程,"32,822,794.10","55,390,820.25","46,539,587.00","20,615,064.88","35,547,961.51","44,759,929.37","71,871,213.59","85,184,873.16","37,639,657.10","23,869,446.91"
其他非流动负债,,,,,,,,,,
工程物资,"264,625.64",,,,,,,,,
非流动负债合计,"45,659,826.73","12,397,166.67","11,115,169.67","12,808,173.67","12,412,674.67","12,017,175.67","11,621,676.67","11,226,177.67","10,830,678.67","11,135,179.67"
固定资产清理,,"19,835.43",,,"-27,272.62",,,,,
负债合计,"294,472,290.91","325,063,479.73","261,981,364.73","259,602,633.10","240,125,304.45","205,623,686.27","153,143,240.96","157,521,419.01","173,206,759.59","196,091,569.60"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","180,000,000.00"
油气资产,,,,,,,,,,
资本公积,"173,812,313.22","174,872,313.22","174,872,313.22","770,290,641.85","770,290,641.85","720,290,641.85","720,290,641.85","720,290,641.85","720,290,641.85","690,290,641.85"
无形资产,"33,068,617.88","35,923,926.13","34,921,151.45","33,975,330.91","33,739,022.28","33,502,713.90","33,266,405.52","33,207,561.09","72,550,173.96","72,226,372.10"
盈余公积,"998,854.31","2,692,432.01","6,177,399.54","9,538,287.72","9,538,287.72","9,538,287.72","9,538,287.72","37,322,396.38","37,322,396.38","37,322,396.38"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"58,781,195.49","125,894,050.49","240,506,614.68","422,402,604.04","470,219,521.48","475,752,939.05","528,867,643.94","559,198,838.49","618,653,753.66","636,812,215.63"
长期待摊费用,"3,361,378.68","5,128,425.47","6,376,056.88","8,092,073.26","8,281,231.96","7,627,855.00","7,012,193.88","6,548,776.91","21,269,758.94","19,880,014.44"
少数股东权益,"131,016,772.52","158,221,707.62","197,707,803.15","290,821,631.74","302,470,932.11","321,809,278.95","341,434,781.02","365,604,362.78","389,343,643.86","396,570,278.03"
递延所得税资产,"1,069,826.29","3,570,411.10","5,478,126.65","5,229,671.94","5,427,216.79","4,846,924.87","4,785,764.04","5,898,678.59","6,873,607.07","4,894,581.51"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"12,797,508.21","19,154,085.57","22,457,370.43","58,728,798.07","62,401,004.08","70,500,234.62","73,277,677.78","63,449,340.50","19,935,206.11","44,470,918.07"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"346,618,357.84","406,583,044.81","434,654,193.22","495,095,224.79","507,949,173.14","526,260,382.35","549,099,888.85","551,093,765.04","559,733,346.91","571,009,297.05"
所有者权益(或股东权益)合计,"465,343,829.15","567,812,250.27","730,094,829.04","1,635,459,670.55","1,696,776,587.53","1,723,776,615.61","1,798,214,955.03","1,882,208,396.75","1,966,914,090.08","1,993,680,594.08"
资产总计,"759,816,120.06","892,875,730.00","992,076,193.77","1,895,062,303.65","1,936,901,891.98","1,929,400,301.88","1,951,358,195.99","2,039,729,815.76","2,140,120,849.67","2,189,772,163.68"
负债和所有者(或股东权益)合计,"759,816,120.06","892,875,730.00","992,076,193.77","1,895,062,303.65","1,936,901,891.98","1,929,400,301.88","1,951,358,195.99","2,039,729,815.76","2,140,120,849.67","2,189,772,163.68"
