科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,"49,660,542.60","23,037,295.74","65,277,600.00","19,500,256.00","33,847,847.00","31,672,587.22",,"6,118,000.00","138,504,682.60","116,731,554.38","11,000,000.00","52,000,000.00","63,540,000.00","100,000,000.00","125,000,000.00","132,000,000.00","178,000,000.00","249,000,000.00","60,000,000.00","122,000,000.00","122,000,000.00","126,000,000.00",
支付的各项税费,"17,027,239.81","25,004,924.92","28,540,331.34","14,668,890.87","21,167,672.85","22,260,730.16","7,904,140.64","9,398,948.41","25,379,460.03","42,112,762.12","7,787,798.68","20,651,555.74","30,662,167.31","38,495,447.54","5,936,058.59","17,094,879.32","24,512,666.77","28,737,033.43","7,563,646.74","7,807,952.22","24,919,100.20","16,086,873.21","4,264,998.88"
收到其他与筹资活动有关的现金,,,,"50,749,000.00","50,749,000.00",,,,,,,,,,,,,,"5,000,000.00",,,,"5,600,000.00"
支付其他与经营活动有关的现金,"24,400,187.11","23,510,778.30","26,879,759.82","15,821,082.88","20,647,532.24","39,137,119.24","3,980,534.87","22,560,382.70","34,543,475.25","55,258,175.82","19,986,089.32","17,300,917.50","30,976,480.94","71,126,988.78","13,926,928.09","16,365,247.01","27,392,032.92","83,633,536.88","11,497,834.28","45,300,388.05","21,969,677.43","88,702,470.68","10,105,823.84"
筹资活动现金流入小计,"76,705,224.47","23,037,295.74","67,677,600.00","299,081,056.00","313,563,647.00","260,863,017.08",,"10,118,000.00","177,269,507.60","155,496,379.38","11,000,000.00","52,000,000.00","63,540,000.00","104,362,480.00","125,000,000.00","132,000,000.00","178,000,000.00","249,000,000.00","65,000,000.00","407,245,110.17","407,245,110.17","412,245,110.17","5,600,000.00"
经营活动现金流出小计,"220,983,284.23","240,850,531.83","273,416,612.41","122,895,258.23","195,739,701.99","324,838,962.14","97,949,472.30","176,210,492.08","223,985,228.48","376,076,078.19","116,879,016.97","246,320,022.82","345,809,606.23","451,744,811.05","107,763,084.83","245,944,792.78","328,648,786.71","554,221,797.69","141,134,774.82","226,261,203.39","447,483,206.80","679,831,419.26","150,470,077.73"
偿还债务支付的现金,"16,220,000.00","51,827,838.34","68,228,500.00","9,103,656.00","22,776,064.52","45,137,950.08","4,454,376.45","2,631,537.14","22,837,256.74","8,749,537.14",,,"48,952,585.50","44,194,626.94","2,043,046.88","42,000,000.00","196,523,811.86","267,518,927.44",,"67,900,000.00","92,900,000.00","150,200,000.00","73,700,000.00"
经营活动产生的现金流量净额,"14,054,592.84","44,104,715.02","19,925,044.54","-340,536.50","-20,888,437.00","-12,062,646.85","-14,690,356.12","17,058,538.65","53,679,504.10","80,096,314.17","38,856,798.41","66,548,403.22","100,760,735.50","94,422,076.33","25,345,306.12","31,997,228.81","104,020,198.63","41,032,206.23","38,344,812.41","78,931,796.76","70,863,890.18","58,409,987.14","-22,481,623.74"
分配股利、利润或偿还利息支付的现金,"2,294,411.91","1,584,462.74","921,740.68","496,494.30","746,531.67","939,028.32",,"9,192,018.09","9,526,773.96","9,584,941.60","651,162.88","12,910,748.75","23,431,769.34","17,780,921.15","374,583.34","17,237,955.79","23,074,359.92","25,413,227.13","216,164.39","17,547,314.99","16,195,905.97","21,275,539.32","1,449,087.27"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00"
支付其他与筹资活动有关的现金,"1,800,000.00","632,847.88","521,142.71","106,779.80","47,894,361.30",,,,,,,"83,108,644.34","83,108,644.34",,,,,"344,640.00",,"12,509,692.43","9,509,692.43","13,849,555.96",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,"523,328.31","279,614.51","1,443,640.04","2,638,072.10"
筹资活动现金流出小计,"20,314,411.91","54,045,148.96","69,671,383.39","9,706,930.10","71,416,957.49","46,076,978.40","4,454,376.45","11,823,555.23","32,364,030.70","18,334,478.74","651,162.88","96,019,393.09","155,492,999.18","61,975,548.09","2,417,630.22","59,237,955.79","219,598,171.78","293,276,794.57","216,164.39","97,957,007.42","118,605,598.40","185,325,095.28","75,149,087.27"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,"39,223.29",,,,,,"101,167.78","101,167.78","101,277.78",,,,,,,,,
筹资活动产生的现金流量净额,"56,390,812.56","-31,007,853.22","-1,993,783.39","289,374,125.90","242,146,689.51","214,786,038.68","-4,454,376.45","-1,705,555.23","144,905,476.90","137,161,900.64","10,348,837.12","-44,019,393.09","-91,952,999.18","42,386,931.91","122,582,369.78","72,762,044.21","-41,598,171.78","-44,276,794.57","64,783,835.61","309,288,102.75","288,639,511.77","226,920,014.89","-69,549,087.27"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-233,792.51","240,453.23","-8,938.22","-158,422.68","-88,997.57","-272,322.64","22,476.60","-381,443.61","-496,763.75","2,056,901.47","3,084,791.76","3,057,527.11","-4,171,940.17","2,224,124.58","564,192.00","3,572,849.90","-843,784.92","6,953,862.24","-2,774,581.09","-1,927,125.04","2,335,051.05","-1,259,451.67","-5,033,646.23"
收到其他与投资活动有关的现金,"4,000,000.00",,,,,,,,"17,833,442.50",,,,,,,,,,,,,,"560,900.07"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,000,000.00",,,,,"39,223.29",,,"17,833,442.50",,,"101,167.78","101,167.78","101,277.78",,,,,,"523,328.31","279,614.51","1,443,640.04","83,198,972.17"
五、现金及现金等价物净增加额,"38,117,276.56","-15,117,875.75","-8,262,955.16","276,650,684.82","207,470,155.54","184,147,084.19","-23,914,309.96","-3,475,272.61","58,233,985.22","69,149,734.89","41,709,714.26","3,024,667.96","-26,646,115.32","159,727.52","129,640,829.09","62,150,853.85","-81,092,549.17","-183,677,029.98","73,074,042.28","361,143,537.77","342,154,562.48","72,051,066.16","-16,176,807.46"
购建固定资产、无形资产和其他长期资产支付的现金,"36,094,336.33","28,455,190.78","26,185,278.09","12,224,481.90","13,699,099.40","18,343,208.29","4,792,053.99","18,446,812.42","29,672,106.41","37,954,401.19","10,580,713.03","22,663,037.06","31,383,079.25","52,465,728.65","7,463,398.81","46,181,269.07","85,536,018.30","44,314,533.49","17,646,985.25","16,265,915.01","10,556,855.03","65,880,404.33","2,311,422.39"
期初现金及现金等价物余额,"19,783,576.76","57,900,853.32","42,782,977.57","34,520,022.41","34,520,022.41","34,520,022.41","218,667,106.60","218,667,106.60","218,667,106.60","218,667,106.60","287,816,841.49","287,816,841.49","287,816,841.49","287,816,841.49","287,976,569.01","287,976,569.01","287,976,569.01","287,976,569.01","104,299,539.03","104,299,539.03","104,299,539.03","104,299,539.03","176,350,605.19"
投资支付的现金,,,,,,,,,"128,015,568.12","2,000,000.00",,,,,,,"57,134,772.80","615,400.00","9,633,039.40",,,"127,406,650.00",
期末现金及现金等价物余额,"57,900,853.32","42,782,977.57","34,520,022.41","311,170,707.23","241,990,177.95","218,667,106.60","194,752,796.64","215,191,833.99","276,901,091.82","287,816,841.49","329,526,555.75","290,841,509.45","261,170,726.17","287,976,569.01","417,617,398.10","350,127,422.86","206,884,019.84","104,299,539.03","177,373,581.31","465,443,076.80","446,454,101.51","176,350,605.19","160,173,797.73"
