科目,2012年度,2013年度,2014年度,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与经营活动有关的现金,"16,966,351.59","29,538,375.54","27,407,094.65","29,376,346.55","31,483,325.39","2,384,665.61","27,542,968.55","67,493,283.39","98,159,698.64","6,422,964.27","72,041,840.01","100,719,760.65","95,528,219.82","207,610,442.91","215,828,254.45","223,162,775.69","32,379,788.09","21,604,695.82"
筹资活动现金流入小计,"191,880,000.00","360,700,000.00","360,420,000.00","505,000,000.00","565,000,000.00","611,204,255.00","1,136,204,255.00","1,646,204,255.00","1,917,204,255.25","915,000,000.00","1,500,000,000.00","2,091,200,000.00","2,473,670,000.00","730,000,000.00","1,109,172,000.00","1,645,000,000.00","2,185,189,768.12","484,120,000.00"
经营活动现金流出小计,"1,027,153,530.82","1,274,963,883.98","1,311,952,537.10","1,042,441,269.91","1,243,792,023.62","404,698,043.29","651,500,791.81","1,162,778,344.09","1,660,395,487.08","873,831,215.00","1,308,267,322.66","1,818,245,424.90","2,023,622,363.81","952,612,738.70","1,525,561,455.92","2,110,636,994.22","2,401,499,495.79","643,182,503.84"
偿还债务支付的现金,"81,840,000.00","98,200,000.00","333,400,000.00","303,200,000.00","369,800,000.00","176,600,000.00","480,800,000.00","545,800,000.00","825,800,000.00","330,000,000.00","975,000,000.00","1,385,000,000.00","2,057,705,644.92","472,705,644.92","1,090,531,393.18","1,883,531,393.18","2,155,773,579.27","735,045,217.00"
经营活动产生的现金流量净额,"52,788,245.03","-170,492,981.78","-106,548,133.18","-254,650,060.55","-139,764,031.44","-52,729,131.92","-45,501,832.75","-187,767,514.70","-233,147,534.94","-118,773,093.40","-35,883,767.82","-40,729,692.53","61,694,825.01","-88,931,543.26","25,679,710.97","95,830,510.08","62,510,732.54","112,176,507.90"
分配股利、利润或偿还利息支付的现金,"5,802,195.90","12,366,349.67","25,482,502.14","23,998,913.43","35,744,236.88","10,783,051.66","26,843,490.36","38,043,065.92","50,588,222.90","20,460,762.13","56,498,429.09","75,808,984.62","103,715,792.52","27,413,324.79","55,136,395.80","86,064,828.49","111,163,239.09","21,496,189.24"
收回投资收到的现金,"10,000,000.00",,,,,,,,"50,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","70,000,000.00","20,000,000.00","20,000,000.00","55,000,000.00","55,000,000.00",
支付其他与筹资活动有关的现金,"1,928,244.03","4,621,568.17","550,000.00","750,000.00","14,000,000.25","281,200.00","5,222,900.00","5,222,900.00","5,222,900.00",,,,,,,,"31,600,000.00",
取得投资收益收到的现金,"36,243.71",,"621,000.00",,,,,,"409,178.08","683,777.78","7,162,581.93","7,162,581.93","7,162,581.93","428,301.37","428,301.37","20,456,860.27","20,456,860.27","2,140,130.17"
筹资活动现金流出小计,"89,570,439.93","115,187,917.84","359,432,502.14","327,948,913.43","419,544,237.13","187,664,251.66","512,866,390.36","589,065,965.92","881,611,122.90","350,460,762.13","1,031,498,429.09","1,460,808,984.62","2,161,421,437.44","500,118,969.71","1,145,667,788.98","1,969,596,221.67","2,298,536,818.36","756,541,406.24"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,000.00",,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,004,000.00",,,,,
筹资活动产生的现金流量净额,"102,309,560.07","245,512,082.16","987,497.86","177,051,086.57","145,455,762.87","423,540,003.34","623,337,864.64","1,057,138,289.08","1,035,593,132.35","564,539,237.87","468,501,570.91","630,391,015.38","312,248,562.56","229,881,030.29","-36,495,788.98","-324,596,221.67","-113,347,050.24","-272,421,406.24"
处置子公司及其他营业单位收到的现金净额,"1,350,000.00",,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"200,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"11,396,243.71",,"621,000.00",,,,,,"50,409,178.08","41,683,777.78","48,162,581.93","48,162,581.93","78,166,581.93","20,428,301.37","20,428,301.37","75,456,860.27","275,456,860.27","2,140,130.17"
五、现金及现金等价物净增加额,"148,965,712.57","72,349,919.85","-126,739,575.72","-78,765,155.15","-1,810,128.24","366,961,341.42","299,124,561.83","485,221,504.05","236,264,692.37","197,646,256.77","179,147,540.83","232,359,487.39","35,740,386.90","153,192,067.34","-13,000,558.67","-184,803,691.96","-171,775,792.66","-158,118,259.55"
购建固定资产、无形资产和其他长期资产支付的现金,"11,528,336.24","2,669,180.53","16,799,940.40","1,166,179.46","2,501,857.96","3,849,530.00","19,937,580.00","35,375,380.27","48,341,673.06","9,803,665.48","21,632,844.19","40,464,417.39","51,369,582.60","8,185,721.06","22,612,782.03","31,494,840.64","46,396,335.23","13,491.38"
期初现金及现金等价物余额,"69,901,490.30","218,867,202.87","291,217,122.72","164,477,547.00","164,477,547.00","175,667,419.01","175,667,419.01","175,667,419.01","162,667,418.76","398,932,111.13","398,932,111.13","398,932,111.13","398,932,111.13","434,672,498.03","434,672,498.03","434,672,498.03","434,672,498.03","262,896,705.37"
投资支付的现金,"6,000,000.00",,"5,000,000.00",1.71,"5,000,001.71",,"6,900,000.00","96,900,000.00","316,357,750.00","280,000,000.00","280,000,000.00","365,000,000.00","365,000,000.00",,,,"150,000,000.00",
期末现金及现金等价物余额,"218,867,202.87","291,217,122.72","164,477,547.00","85,712,391.85","162,667,418.76","542,628,760.43","474,791,980.84","660,888,923.06","398,932,111.13","596,578,367.90","578,079,651.96","631,291,598.52","434,672,498.03","587,864,565.37","421,671,939.36","249,868,806.07","262,896,705.37","104,778,445.82"
