科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付的各项税费,"34,525,899.12","48,440,598.40","71,110,757.76","39,658,796.31","70,727,602.02","91,991,655.49","112,599,692.25","50,415,028.45","85,416,622.69","95,507,459.69","100,113,682.48","29,479,460.57","46,815,430.49","55,367,007.21","69,854,460.70","25,299,457.27","47,017,748.88","63,879,456.73","79,399,067.71","20,277,441.51","39,956,361.01","49,796,422.29","69,552,408.39","22,114,592.27","38,508,500.93","49,767,179.69"
收到其他与筹资活动有关的现金,,,,,"685,400.13","4,748,343.64",,,,,,,,,,,,,,"13,804,305.77","22,311,155.76","142,876,103.70","66,428,221.06","7,525,364.77","12,100,486.25","7,104,110.69"
支付其他与经营活动有关的现金,"65,646,258.06","58,700,432.98","63,700,204.30","19,044,831.30","40,147,685.23","60,452,711.67","87,117,491.53","28,612,866.01","64,138,526.92","92,619,840.61","125,860,057.76","38,293,976.27","93,051,629.69","142,340,556.77","217,860,303.06","31,557,983.08","75,765,198.35","135,154,499.33","185,025,377.53","49,993,810.67","115,784,492.43","189,521,056.76","309,531,829.62","123,060,898.48","116,009,976.43","159,091,838.01"
筹资活动现金流入小计,"53,000,000.00","155,000,000.00","80,000,000.00","689,070,000.00","725,685,400.13","770,448,343.64","809,900,000.00","157,700,000.00","345,700,000.00","478,700,000.00","653,700,000.00","124,000,000.00","223,663,021.73","322,720,715.85","410,811,031.63","211,879,207.22","610,935,008.14","653,167,626.80","972,566,705.58","227,512,017.72","392,422,365.98","1,531,472,698.96","1,599,532,127.39","207,525,364.77","214,585,401.09","424,589,018.29"
经营活动现金流出小计,"234,197,325.18","301,634,480.05","404,269,644.13","176,089,624.14","304,383,991.98","433,749,660.05","595,406,718.58","244,759,435.62","465,334,425.24","635,706,348.69","812,682,866.05","270,981,531.50","467,933,386.39","645,600,308.23","859,126,497.97","198,176,231.20","380,160,069.05","571,399,502.31","812,307,079.68","245,354,044.60","471,067,640.09","707,623,803.21","1,001,263,723.19","317,768,077.65","467,004,440.65","686,248,426.00"
偿还债务支付的现金,"40,000,000.00","148,000,000.00","60,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","60,000,000.00","99,000,000.00","179,000,000.00","179,000,000.00","199,500,000.00","126,000,000.00","290,250,000.00","405,250,000.00","429,729,706.85","41,390,739.08","88,474,427.45","188,614,546.97","366,607,900.44","141,750,000.00","175,315,493.57","698,417,542.14","1,045,479,031.29","112,945,268.39","129,528,365.58","179,605,568.91"
经营活动产生的现金流量净额,"48,330,422.48","76,256,626.31","108,779,299.70","-37,258,647.61","-55,876,587.93","-71,954,874.90","32,939,761.88","-9,988,984.31","-59,471,209.42","-81,927,940.02","-12,799,066.69","28,301,305.96","10,552,378.51","-20,113,518.20","42,437,026.07","34,847,811.51","45,070,821.14","-17,647,930.54","43,410,191.97","-18,630,560.10","-59,512,502.95","-77,734,728.51","-124,907,558.60","24,437,134.15","13,301,781.67","235,808,640.49"
分配股利、利润或偿还利息支付的现金,"1,729,861.62","2,703,476.67","3,229,492.27","939,277.77","1,945,144.43","3,275,022.21","5,545,510.68","2,426,434.52","41,704,491.49","47,350,637.82","54,670,993.83","8,649,316.65","52,528,673.35","61,296,762.29","73,898,157.36","29,253,470.97","40,619,690.39","53,510,831.98","67,276,311.45","13,093,833.75","43,609,362.40","59,749,442.79","81,277,029.51","11,227,132.03","20,438,550.19","28,724,093.25"
收回投资收到的现金,,,,,,,,,,"20,000,000.00","362,000,000.00",,,,,,,,"2,000,000.00",,,,,,,"227,662.41"
支付其他与筹资活动有关的现金,,,"560,000.00","1,591,731.05","46,059,499.41","46,059,499.41","10,259,499.41",,,,,,,,,,,,"81,193,789.19",,"30,572,121.00","79,212,998.42","1,448,568.75",,,
取得投资收益收到的现金,,,,,,,,,,"66,111.11","1,581,254.29",,,,"1,204,270.00",,,,,,,,,,"222,334.46","6,343.60"
筹资活动现金流出小计,"41,729,861.62","150,703,476.67","63,789,492.27","32,531,008.82","78,004,643.84","79,334,521.62","75,805,010.09","101,426,434.52","220,704,491.49","226,350,637.82","254,170,993.83","134,649,316.65","342,778,673.35","466,546,762.29","503,627,864.21","70,644,210.05","129,094,117.84","242,125,378.95","515,078,001.08","154,843,833.75","249,496,976.97","837,379,983.35","1,128,204,629.55","124,172,400.42","149,966,915.77","208,329,662.16"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"46,600.00",,"160,000.00","160,000.00","160,000.00","160,000.00",,,,,,,,"437,900.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.01","100,000.01","100,000.01","100,000.01",,,
筹资活动产生的现金流量净额,"11,270,138.38","4,296,523.33","16,210,507.73","656,538,991.18","647,680,756.29","691,113,822.02","734,094,989.91","56,273,565.48","124,995,508.51","252,349,362.18","399,529,006.17","-10,649,316.65","-119,115,651.62","-143,826,046.44","-92,816,832.58","141,234,997.17","481,840,890.30","411,042,247.85","457,488,704.50","72,668,183.97","142,925,389.01","694,092,715.61","471,327,497.84","83,352,964.35","64,618,485.32","216,259,356.13"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"102,375,726.45","102,375,726.45","102,375,726.45"
四、汇率变动对现金的影响,"-16,102.00","-188,372.43","-380,087.82","-5,437.94","130,286.24","12,112.38","-184,392.09","-135,281.29","-237,578.67","182,824.63","-225,729.80","322,773.16","93,037.49","-574,977.68","914,099.00","-25,094.49","-655,450.50","2,181,202.25","2,065,212.06","-96,334.35","774,087.91","-5,447,418.99","7,137,541.77","-254,326.12","-1,539,374.61","-1,839,915.39"
收到其他与投资活动有关的现金,,,,,,,"251,178.48",,,,,,"1,063,371.43","1,063,371.43",,,,,,,,,,,"51,000,000.00","56,880,541.27"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"46,600.00",,"160,000.00","160,000.00","160,000.00","411,178.48",,,"20,066,111.11","363,581,254.29",,"1,063,371.43","1,063,371.43","1,642,170.00","100,000.00","100,000.00","100,000.00","2,100,000.00","100,000.01","100,000.01","100,000.01","100,000.01","102,375,726.45","153,598,060.91","159,490,273.73"
五、现金及现金等价物净增加额,"40,741,206.90","12,027,656.65","86,674,325.05","602,754,559.26","540,619,488.77","523,314,325.70","596,554,100.75","-119,747,499.03","-223,667,999.84","-339,888,653.35","-51,510,964.73","-48,376,260.64","-225,063,284.90","-338,427,632.79","-299,747,217.30","124,010,080.59","388,145,915.70","-122,963,824.01","-106,589,754.03","-11,143,032.08","-21,052,146.60","445,451,683.74","117,895,587.35","108,889,665.47","175,434,739.39","244,640,168.50"
购建固定资产、无形资产和其他长期资产支付的现金,"18,821,861.96","68,383,720.56","37,935,394.56","16,680,346.37","51,474,965.83","96,016,733.80","170,707,437.43","165,796,798.91","288,854,720.26","357,459,011.25","439,496,428.70","66,351,023.11","117,656,420.71","174,976,461.90","250,987,051.22","52,147,633.60","138,210,345.24","242,916,371.00","338,607,836.17","65,184,321.61","98,760,720.58","158,980,484.38","230,898,774.47","51,021,833.36","63,116,750.52","93,618,726.82"
期初现金及现金等价物余额,"74,070,803.57","114,812,010.47","126,839,667.12","213,513,992.17","213,513,992.17","213,513,992.17","213,513,992.17","810,068,092.92","810,068,092.92","810,068,092.92","810,068,092.92","758,557,128.19","758,557,128.19","758,557,128.19","758,557,128.19","458,809,910.89","458,809,910.89","458,809,910.89","458,809,910.89","352,220,156.86","352,220,156.86","352,220,156.86","352,220,156.86","470,115,744.21","470,115,744.21","470,115,744.21"
投资支付的现金,,,,,,,,,,"173,000,000.00","362,100,000.00",,,,"2,000,000.00",,,,,,"6,578,400.00","6,578,400.00","4,863,119.20",,,"32,031,996.26"
期末现金及现金等价物余额,"114,812,010.47","126,839,667.12","213,513,992.17","816,268,551.43","754,133,480.94","736,828,317.87","810,068,092.92","690,320,593.89","586,400,093.08","470,179,439.57","758,557,128.19","710,180,867.55","533,493,843.29","420,129,495.40","458,809,910.89","582,819,991.48","846,955,826.59","335,846,086.88","352,220,156.86","341,077,124.78","331,168,010.26","797,671,840.60","470,115,744.21","579,005,409.68","645,550,483.60","714,755,912.71"
