科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
资产减值损失,"891,948.12","3,663,814.18","963,038.57","-781,230.42","4,896,029.69","3,207,609.60","5,599,837.05","-400,440.74","219,639.42","833,936.63","1,937,482.03","-164,287.29","429,272.09","24,653.72","2,870,401.42","739,050.37","1,306,009.40"
减:所得税,"39,327,545.57","39,208,561.05","49,750,313.65","10,220,358.55","24,183,270.93","36,891,123.69","42,574,984.64","10,215,267.07","24,368,730.10","36,400,922.26","41,610,498.11","12,211,514.54","29,174,785.04","46,308,996.27","55,924,065.67","15,836,566.77","38,315,321.81"
加:公允价值变动净收益,,,,,,,"-567,659.94","567,659.94","567,659.94","567,659.94","186,833.38","476,969.06","590,027.73","432,750.26","1,070,691.51","-3,871.42","-1,593,749.70"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,
投资收益,"3,094,967.32","4,098,264.65","4,464,734.25","2,474,220.11","2,944,787.73","3,411,627.04","9,000,671.75","5,546,345.37","14,126,402.98","22,401,786.20","26,389,151.89","5,745,982.47","12,934,098.87","19,564,755.08","28,023,461.14","5,917,424.07","12,103,781.39"
四、净利润,"226,062,790.21","231,731,775.77","264,135,464.87","51,564,461.89","122,163,357.74","189,087,013.20","221,595,229.05","53,691,658.75","132,374,335.12","205,637,291.11","253,604,980.42","65,098,892.29","166,574,505.86","260,387,094.36","351,419,352.01","91,504,953.78","222,705,127.68"
其中:对联营企业和合营企业的投资权益,"3,094,967.32","4,098,264.65","4,464,734.25","2,474,220.11","2,944,787.73","3,411,627.04","257,726.90","606,482.34","3,495,581.04","7,133,162.87","8,456,511.38","2,735,624.80","7,524,132.98","11,113,576.24","14,330,050.57","3,228,536.38","5,228,309.04"
归属于母公司所有者的净利润,"226,062,790.21","231,731,775.77","264,135,464.87","51,564,461.89","122,163,357.74","189,087,013.20","221,595,229.05","53,691,658.75","132,374,335.12","205,637,291.11","253,604,980.42","65,098,892.29","166,574,505.86","260,387,094.36","351,659,567.82","91,757,823.09","223,753,329.32"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,"-240,215.81","-252,869.31","-1,048,201.64"
