科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"9,285,600.36","12,582,403.86","8,801,739.10","16,222,226.69","9,166,806.92","13,887,569.43","19,327,044.05","9,515,210.69","14,041,956.37","22,842,393.82","31,447,007.95","11,646,613.24","19,816,554.87","28,110,694.46","39,041,780.82","14,761,601.13","25,247,720.55","34,148,272.66","45,819,395.04","16,773,511.88","27,669,889.55","38,223,761.01","47,504,396.99","15,282,841.49","33,137,454.17","51,543,040.57","77,011,176.21","29,736,717.11","65,513,123.56","93,638,980.38","126,919,920.56","38,755,033.56","88,443,399.74","114,298,637.89","170,047,337.10","42,934,498.92"
取得借款收到的现金,,"10,000,000.00",,"17,500,000.00",,,,,,"19,000,000.00","20,000,000.00",,,,"1,000,000.00",,,,,,,,,,"3,020,000.00",,,"7,000,000.00","71,893,173.03","96,061,617.97","162,474,605.42","56,890,696.67","81,890,696.67","154,162,469.57","194,560,499.36","25,000,000.00"
支付的各项税费,"8,399,964.89","29,280,558.07","14,301,718.72","24,202,559.92","6,059,003.32","12,985,953.10","15,382,023.33","6,573,884.50","10,206,342.35","12,932,042.32","17,157,660.02","2,313,938.30","13,539,724.54","15,475,930.81","19,577,446.10","6,182,651.44","10,017,247.08","16,606,002.99","21,646,502.74","6,771,215.28","15,403,431.97","24,705,515.36","27,869,560.86","4,930,528.57","10,442,144.86","15,122,084.61","21,015,380.80","89,591,897.00","135,431,906.48","66,974,438.78","76,486,550.14","27,310,260.65","72,580,893.73","109,317,071.96","148,746,413.12","8,131,288.29"
收到其他与筹资活动有关的现金,,,,,,,,,,,,"3,313,831.02",,,,,,,,,,,"4,799,880.00",,,,"20,000,000.00",,,"1,916.19","30,000,000.00",,,,"10,000,000.00",
支付其他与经营活动有关的现金,"8,551,774.76","11,610,774.70","4,492,200.87","11,540,499.26","8,611,207.26","6,202,302.86","14,551,994.64","4,515,382.93","6,470,012.09","13,093,073.14","14,776,345.63","1,981,721.08","9,080,290.73","12,067,015.69","16,918,118.69","3,902,251.18","6,961,520.95","12,074,097.90","18,301,469.40","5,693,201.79","8,008,277.47","12,164,151.03","30,523,292.46","6,530,180.90","20,898,935.77","37,364,433.73","52,165,364.36","35,623,961.81","36,512,685.80","50,516,649.04","60,872,168.17","5,353,612.71","38,893,237.77","62,544,588.31","68,706,923.09","13,380,021.16"
筹资活动现金流入小计,"4,350,000.00","29,800,000.00",,"17,500,000.00",,"273,700,000.00","273,700,000.00",,,"19,000,000.00","28,712,500.00","3,313,831.02",,,"1,000,000.00",,,,,,"8,265,949.17","8,265,949.17","13,815,829.17","2,389,662.00","5,409,662.00","2,389,662.00","423,039,662.00","7,000,000.00","84,072,052.03","108,242,413.16","204,653,484.42","57,490,696.67","82,490,696.67","627,202,405.67","677,650,435.46","25,000,000.00"
经营活动现金流出小计,"60,032,752.74","110,671,425.44","43,875,185.55","81,945,858.04","46,240,876.49","79,872,862.31","120,159,670.30","51,213,709.33","73,839,104.06","125,568,447.60","161,725,118.68","29,125,086.82","87,960,845.33","118,424,290.89","161,364,640.41","50,845,798.32","81,486,710.90","133,393,021.30","179,698,080.27","52,901,634.20","84,796,624.78","129,575,208.41","191,018,513.47","43,522,974.22","126,997,265.02","198,325,684.01","278,902,011.17","277,046,326.51","504,045,479.49","598,938,705.18","652,347,369.65","259,127,546.22","525,908,301.89","774,130,915.32","813,390,454.18","157,325,808.77"
偿还债务支付的现金,,,"10,000,000.00","10,000,000.00",,,,,,"17,500,000.00","17,500,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,,,,"4,000,000.00","1,480,000.00","4,265,984.61","3,900,000.00","27,150,000.00","28,200,000.00","32,400,000.00",,"44,893,173.03","94,221,617.97","161,474,605.42","30,890,696.67"
经营活动产生的现金流量净额,"12,580,827.17","-23,203,163.03","14,459,900.44","26,691,866.08","-2,443,367.78","-8,515,675.23","-31,751,204.00","-9,180,288.66","-8,241,987.33","-11,822,513.67","-16,981,643.70","26,266,756.97","39,423,042.32","36,639,694.56","37,294,345.05","-8,465,322.58","-6,260,512.58","896,415.98","8,485,177.48","-14,836,358.72","-10,288,921.39","-18,189,673.46","-15,649,902.30","2,840,510.03","-29,211,920.76","-48,348,600.98","44,336,506.05","-82,085,856.85","-123,486,340.01","-73,165,020.66","-141,504,808.07","-29,548,591.69","-6,181,136.67","-43,669,134.83","-48,172,747.90","124,462,410.57"
分配股利、利润或偿还利息支付的现金,"679,192.00","566,410.54","1,684,252.50","2,052,015.00","3,736,312.50","4,091,475.00","4,267,612.50","179,025.00","1,353,512.50","3,210,684.21","4,076,610.38","348,226.67","1,747,055.53","1,747,055.53","4,256,081.67",,"413,903.75","747,188.21","906,200.00",,"2,862,175.69","2,862,175.69","3,000,000.00",,"3,848,920.63","4,369,584.81","14,220,217.64","710,506.72","3,553,586.89","3,949,093.21","10,772,479.71","1,297,967.66","10,314,725.18","11,568,063.35","15,449,180.48","1,315,293.89"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"11,113,745.58","9,190,538.08","1,420,000.00","1,422,752.50","1,452,752.50","1,300,000.00",,"300,000.00","300,000.00","1,604,135.55",,"1,163,564.45","1,163,564.45","5,269,044.45",,,,,,,,"28,358,631.16",,,,"40,000,000.00","1,388,461.85","2,663,529.95","3,718,761.77","20,000,000.00","829,126.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,453,729.14"
筹资活动现金流出小计,"679,192.00","566,410.54","11,684,252.50","12,052,015.00","3,736,312.50","15,205,220.58","13,458,150.58","1,599,025.00","2,776,265.00","22,163,436.71","22,876,610.38","348,226.67","22,047,055.53","22,047,055.53","25,860,217.22","1,000,000.00","2,577,468.20","2,910,752.66","7,175,244.45",,"2,862,175.69","2,862,175.69","3,000,000.00",,"7,848,920.63","5,849,584.81","46,844,833.41","4,610,506.72","30,703,586.89","32,149,093.21","83,172,479.71","2,686,429.51","57,871,428.16","109,508,443.09","196,923,785.90","33,035,116.56"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,"70,000.00","70,000.00",,"110,000.00","110,000.00","525,930.77","159,918.32","178,271.68","173,304.16","463,304.16",,"4,779,119.23","4,779,503.85","4,447,134.91",,,"22,000.00","22,000.00","-2,524.27","71,760.60","71,760.60","580,430.06",,"20,512.82","76,013.67","11,452.99","17,964.96"
筹资活动产生的现金流量净额,"3,670,808.00","29,233,589.46","-11,684,252.50","5,447,985.00","-3,736,312.50","258,494,779.42","260,241,849.42","-1,599,025.00","-2,776,265.00","-3,163,436.71","5,835,889.62","2,965,604.35","-22,047,055.53","-22,047,055.53","-24,860,217.22","-1,000,000.00","-2,577,468.20","-2,910,752.66","-7,175,244.45",,"5,403,773.48","5,403,773.48","10,815,829.17","2,389,662.00","-2,439,258.63","-3,459,922.81","376,194,828.59","2,389,493.28","53,368,465.14","76,093,319.95","121,481,004.71","54,804,267.16","24,619,268.51","517,693,962.58","480,726,649.56","-8,035,116.56"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,507,423.04","69,747,235.04","101,098,023.04",,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,"-25,336.39",,,,"185,419.61",,,,354.26,"-171,143.47",,,-263.96,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,494,283.44",,,,,,,,,"270,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,"70,000.00","70,000.00",,"110,000.00","110,000.00","525,930.77","159,918.32","178,271.68","173,304.16","463,304.16",,"4,779,119.23","4,779,503.85","4,447,134.91",,,"22,000.00","15,516,283.44","-2,524.27","67,579,183.64","69,818,995.64","101,678,453.10",,"20,512.82","76,013.67","11,452.99","275,471,694.10"
五、现金及现金等价物净增加额,"2,493,281.86","-102,983.94","2,593,438.94","14,096,004.08","-8,213,176.28","247,550,609.19","225,835,607.59","-10,916,389.56","-15,174,094.90","-31,872,569.13","-28,678,749.11","24,689,061.88","6,451,823.68","-8,758,279.19","-18,160,955.66","-13,265,492.75","-16,754,763.07","-14,303,672.90","-13,715,106.41","-27,941,310.89","-4,730,697.04","-14,510,300.70","-10,877,654.05","-49,332,396.05","-88,962,648.24","-113,045,272.86","94,506,065.48","-91,637,257.78","-95,780,610.73","-128,467,794.76","-136,911,472.22","17,064,210.78","7,789,315.14","326,332,761.59","-20,443,278.83","386,336,423.33"
购建固定资产、无形资产和其他长期资产支付的现金,"13,508,353.31","6,133,410.37","182,209.00","18,043,847.00","1,788,496.00","2,183,495.00","2,410,037.83","137,075.90","4,155,842.57","16,956,618.75","17,602,995.03","4,543,288.94","11,034,163.11","23,460,918.22","31,121,014.26","3,960,088.49","7,642,764.37","12,010,350.78","15,463,307.30","4,261,507.48","4,624,668.36","6,503,519.95","7,639,129.44","1,719,668.08","4,468,568.85","6,417,470.07","7,347,963.25","11,938,369.94","29,891,919.50","44,206,429.69","61,099,776.22","7,964,130.22","10,669,329.52","14,968,079.83","30,208,369.92","5,562,564.78"
期初现金及现金等价物余额,"4,686,778.52","7,180,060.38","7,077,076.44","7,077,076.44","21,173,080.52","21,173,080.52","21,173,080.52","247,008,688.11","247,008,688.11","247,008,688.11","247,008,688.11","218,329,939.00","218,329,939.00","218,329,939.00","218,329,939.00","201,413,118.89","200,168,983.34","200,596,236.64","200,168,983.34","192,967,056.93","192,967,056.93","192,967,056.93","186,453,876.93","175,868,990.88","204,406,244.32","204,406,244.32","175,576,222.88","274,682,288.36","270,082,288.36","270,082,288.36","270,082,288.36","133,170,816.14","134,008,416.14","134,008,416.14","133,170,816.14","114,517,537.31"
投资支付的现金,"250,000.00",,,,"245,000.00","245,000.00","245,000.00",,,,,,,,,,"452,289.60","452,289.60","25,036.30","8,843,444.69",,,"2,826,250.00","52,842,900.00","52,842,900.00","54,841,279.00","6,664,125.00",,"43,350,000.00","137,000,860.00","137,466,700.00",,,"132,800,000.00","152,799,999.60",
期末现金及现金等价物余额,"7,180,060.38","7,077,076.44","9,670,515.38","21,173,080.52","12,959,904.24","268,723,689.71","247,008,688.11","236,092,298.55","231,834,593.21","215,136,118.98","218,329,939.00","243,019,000.88","224,781,762.68","209,571,659.81","200,168,983.34","188,147,626.14","183,414,220.27","186,292,563.74","186,453,876.93","165,025,746.04","188,236,359.89","178,456,756.23","175,576,222.88","126,536,594.83","115,443,596.08","91,360,971.46","270,082,288.36","183,045,030.58","174,301,677.63","141,614,493.60","133,170,816.14","150,235,026.92","141,797,731.28","460,341,177.73","112,727,537.31","500,853,960.64"
