科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付的各项税费,"184,148,813.00","251,022,332.00","233,871,942.00","154,321,697.76","204,181,117.51","266,984,574.15","56,717,167.90","179,857,717.02","249,415,657.52","309,936,070.40","74,106,315.52","148,642,285.47","211,288,564.34","236,460,204.54","48,289,093.17","140,314,300.91","207,718,591.89","324,665,856.57","47,660,805.94","129,962,126.40","196,524,492.31","252,791,644.77","53,497,415.36","115,243,466.50","157,472,600.53","179,031,300.61","22,837,496.88","53,298,187.27"
收到其他与筹资活动有关的现金,,"36,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"775,967,615.00","1,361,879,372.00","1,331,686,112.00","471,455,160.69","673,924,051.87","1,201,356,972.31","-112,284,460.44","246,596,936.14","264,811,809.68","942,685,342.38","177,776,685.87","864,725,729.83","577,049,861.94","1,220,907,623.03","322,404,651.96","973,925,026.00","654,981,981.67","742,344,842.79","148,945,525.33","303,064,959.76","517,344,432.97","522,515,747.72","153,706,422.89","258,682,664.50","338,461,990.76","551,084,261.84","143,199,124.98","320,103,449.42"
筹资活动现金流入小计,"361,818,000.00","1,380,482,970.00","1,998,460,461.00","593,931,024.13","2,073,348,972.13","2,120,464,482.26","967,861,300.00","1,781,093,700.00","1,819,415,167.94","1,951,873,867.94","120,000,000.00","490,000,000.00","1,690,007,740.00","1,852,805,450.91",,"154,231,070.00","1,419,231,400.00","1,627,890,025.00","23,609,830.00","30,829,380.00","777,803,230.00","1,628,696,680.00","36,722,250.00","36,722,250.00","1,753,202,850.00","2,932,328,850.00","150,000,000.00","537,807,500.00"
经营活动现金流出小计,"10,466,225,726.00","12,217,696,684.00","12,553,370,651.00","6,158,060,304.06","8,873,613,366.99","12,011,063,074.53","2,439,445,443.12","5,900,230,916.92","8,426,802,957.81","11,517,004,690.43","2,568,395,543.88","5,405,276,337.91","7,086,998,082.79","10,028,318,494.12","2,345,477,698.41","4,991,156,810.13","7,208,891,164.55","9,074,969,921.65","2,495,740,729.99","5,056,109,694.17","6,031,542,656.98","8,144,284,408.08","2,487,551,447.94","4,819,803,896.99","6,467,747,365.57","8,667,917,023.59","1,878,590,993.82","3,828,752,482.37"
偿还债务支付的现金,"533,911,500.00","753,000,000.00","1,605,542,380.00","446,625,684.31","986,423,076.75","1,343,245,567.36","632,820,000.00","813,063,700.00","817,959,360.00","970,949,260.00",,,"735,250,539.87","954,796,539.87",,"30,234,500.00","1,213,246,690.00","1,455,543,010.00","61,286,460.00","140,584,960.00","771,603,960.00","1,663,110,370.00","14,688,900.00","85,057,361.52","834,039,641.52","1,783,854,993.05","800,000,000.00","1,509,581,308.56"
经营活动产生的现金流量净额,"338,319,929.00","543,234,318.00","463,696,294.00","4,225,462.62","-497,918,134.10","555,132,844.85","-343,361,098.92","-759,965,478.87","-409,649,559.14","-131,904,552.83","-377,157,131.69","-365,339,320.44","-444,827,756.61","74,866,397.52","-399,957,110.23","256,360,072.95","451,109,119.19","637,795,720.18","252,971,498.09","487,141,637.61","1,263,832,404.47","2,093,174,716.44","-315,066,590.44","-949,254,026.96","-642,333,823.12","-556,313,931.89","-626,669,095.78","-482,419,228.94"
分配股利、利润或偿还利息支付的现金,"72,374,111.00","284,149,050.00","128,686,109.00","45,414,508.82","72,825,815.18","158,605,145.27","19,124,402.90","36,231,182.20","270,582,800.54","323,575,648.73","46,742,100.93","101,271,872.43","183,410,523.47","190,281,886.13","49,329,275.61","95,342,802.67","154,850,019.86","183,040,452.77","49,490,199.84","97,855,670.33","151,498,527.23","167,969,486.51","54,199,997.25","96,199,451.48","171,913,729.43","211,562,835.86","63,272,439.99","124,615,971.33"
收回投资收到的现金,"65,787,664.00","11,500,000.00","243,232,977.00","37,586,731.79","42,507,357.13","57,731,607.35","32,980,672.82","52,813,929.32","149,218,105.67","168,625,736.39","2,133,443.16","312,675,217.96","583,471,603.16","37,038,420.87","3,762,752.05","52,877,506.20","52,877,506.20","8,455,816.13",,"181,988,598.94","27,500,000.00","25,128,376.76",,"608,549,143.33","151,677,454.97","175,740,149.57","850,000,000.00","907,000,000.00"
支付其他与筹资活动有关的现金,"535,366.00",,,,"8,825,471.00","10,776,871.00","306,000.00","870,000.00","870,000.00","1,894,528.30",,,,,,,,,,,"9,166,758.48","19,140,912.00","3,578,184.74","17,910,139.34","17,910,139.34","17,925,712.05",,
取得投资收益收到的现金,"20,194,179.00","23,333,529.00","21,201,386.00","30,669,500.00","31,474,933.50","31,685,263.47","640,741.68","16,122,000.00","18,965,927.83","19,625,262.21",,"24,220,519.78","26,612,711.56","66,621,516.71",,"41,166,643.37","73,642,127.69","110,152,104.83","3,844,005.48","31,003,203.83","44,733,141.70","53,303,801.96","251,250.00","56,020,109.94","66,924,628.57","87,377,433.26","18,364,303.41","27,227,230.25"
筹资活动现金流出小计,"606,820,977.00","1,037,149,050.00","1,734,228,489.00","492,040,193.13","1,068,074,362.93","1,512,627,583.63","652,250,402.90","850,164,882.20","1,089,412,160.54","1,296,419,437.03","46,742,100.93","101,271,872.43","918,661,063.34","1,145,078,426.00","49,329,275.61","125,577,302.67","1,368,096,709.86","1,638,583,462.77","110,776,659.84","238,440,630.33","932,269,245.71","1,850,220,768.51","72,467,081.99","199,166,952.34","1,023,863,510.29","2,013,343,540.96","863,272,439.99","1,634,197,279.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,"9,708,730.00","14,980,810.00","19,227,527.00","1,913,426.05","3,021,823.63","5,082,868.81","842,997.81","1,654,470.95","8,336,489.00","10,381,432.69","424,210.13","7,155,487.61","8,582,540.00","8,401,219.56","165,300,352.00","167,669,071.81","168,109,478.92","171,965,083.80","143,999.24","932,704.89","1,398,922.47","2,731,156.62","1,044,960.83","2,028,476.34","2,724,443.84","3,249,182.64","1,208,721.85","1,796,706.77"
筹资活动产生的现金流量净额,"-245,002,977.00","343,333,920.00","264,231,972.00","101,890,831.00","1,005,274,609.20","607,836,898.63","315,610,897.10","930,928,817.80","730,003,007.40","655,454,430.91","73,257,899.07","388,728,127.57","771,346,676.66","707,727,024.91","-49,329,275.61","28,653,767.33","51,134,690.14","-10,693,437.77","-87,166,829.84","-207,611,250.33","-154,466,015.71","-221,524,088.51","-35,744,831.99","-162,444,702.34","729,339,339.71","918,985,309.04","-713,272,439.99","-1,096,389,779.89"
处置子公司及其他营业单位收到的现金净额,"51,215,377.00","101,190,666.00",,,,,,,,,,,"7,192,725.54","68,053,939.41",,,,,,,,,,,"31,000,000.00","30,745,880.59",,
四、汇率变动对现金的影响,"-728,294.00","-1,242,963.00","-5,730,961.00","-1,045,200.04","-324,225.37","1,150,630.22","-2,305,050.12","-6,985,260.23","-6,609,304.03","-6,593,547.62","1,016,727.55","646,255.05","-3,036,286.42","571,093.95","-2,111,536.88","-3,689,817.63","-18,449,024.48","-43,717,189.67","230,129.27","3,017,872.87","4,283,595.72","12,358,275.24","556,929.28","2,321,254.36","627,669.64","-1,818,638.73","-3,575,873.62","-160,981.37"
收到其他与投资活动有关的现金,"3,580,000.00","4,200,000.00","14,439,412.00","53,200,000.00","56,780,000.00","56,780,000.00","21,100,000.00","21,100,000.00","21,100,000.00","27,400,000.00",,"900,000.00","900,000.00","22,900,000.00",,"2,000,000.00","2,000,000.00","24,480,000.00",,"2,700,000.00","2,700,000.00","12,054,000.00","11,900,000.00","11,900,000.00","18,900,000.00","18,900,000.00","2,750,000.00","2,750,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"150,485,950.00","155,205,005.00","298,101,302.00","123,369,657.84","133,784,114.26","151,279,739.63","55,564,412.31","91,690,400.27","197,620,522.50","226,032,431.29","2,557,653.29","344,951,225.35","626,759,580.26","203,015,096.55","169,063,104.05","263,713,221.38","296,629,112.81","315,053,004.76","3,988,004.72","216,624,507.66","76,332,064.17","93,217,335.34","13,196,210.83","678,497,729.61","271,226,527.38","316,012,646.06","872,323,025.26","938,773,937.02"
五、现金及现金等价物净增加额,"38,395,048.00","21,473,092.00","128,867,602.00","-126,580,198.90","24,128,812.46","416,651,276.62","-220,274,988.71","-198,148,406.79","-182,273,072.60","864,104.48","-681,247,884.58","-642,128,449.79","-428,082,274.34","132,065,210.14","-504,678,371.46","-383,873,209.02","-292,643,746.96","-59,616,740.89","9,798,587.59","-54,151,098.84","512,416,598.68","1,204,020,380.16","-511,392,592.75","-643,867,330.77","-270,177,675.70","52,429,020.37","-670,858,106.29","-875,777,496.35"
购建固定资产、无形资产和其他长期资产支付的现金,"155,211,857.00","567,057,702.00","604,381,893.00","266,958,087.78","472,027,083.40","501,063,812.01","117,238,121.81","184,480,557.79","296,336,940.14","474,417,711.18","154,012,619.43","325,839,360.80","495,703,038.42","656,813,797.60","140,828,665.87","207,395,497.01","321,381,569.20","410,751,381.82","37,732,144.96","90,585,854.65","141,242,513.17","217,836,833.22","56,333,414.79","161,987,585.44","277,037,389.31","293,152,467.59","84,043,722.16","129,077,717.60"
期初现金及现金等价物余额,"1,149,387,530.00","1,187,782,578.00","1,209,255,670.00","1,338,123,271.72","1,338,123,271.72","1,374,837,521.56","1,801,034,213.37","1,811,500,620.08","1,811,500,620.08","1,614,299,426.99","1,618,450,134.70","1,618,450,134.70","1,618,450,134.70","1,617,836,958.07","1,749,902,168.21","1,749,902,168.21","1,749,902,168.21","1,749,902,168.21","1,690,285,427.32","1,690,285,427.32","1,690,285,427.32","1,690,285,427.32","2,894,305,807.48","2,894,305,807.48","2,894,305,807.48","2,894,305,807.48","2,946,734,827.85","2,946,734,827.85"
投资支付的现金,"49,467,703.00","332,081,817.00","195,357,578.00","72,540,064.03","129,137,669.62","84,450,786.19","1,567,407.94","142,057,117.83","270,021,589.05","139,661,178.61","226,910,413.37","644,883,522.04","842,229,595.33","160,045,020.43","81,514,886.92","721,514,956.04","751,686,075.42","547,303,456.57","122,492,069.69","462,738,012.00","536,322,936.80","355,369,025.13","118,000,895.64","51,000,000.00","352,000,000.00","326,000,000.00","115,620,000.00","106,503,725.57"
期末现金及现金等价物余额,"1,187,782,578.00","1,209,255,670.00","1,338,123,272.00","1,211,543,072.82","1,362,252,084.18","1,791,488,798.18","1,580,759,224.66","1,613,352,213.29","1,629,227,547.48","1,615,163,531.47","937,202,250.12","976,321,684.91","1,190,367,860.36","1,749,902,168.21","1,245,223,796.75","1,366,028,959.19","1,457,258,421.25","1,690,285,427.32","1,700,084,014.91","1,636,134,328.48","2,202,702,026.00","2,894,305,807.48","2,382,913,214.73","2,250,438,476.71","2,624,128,131.78","2,946,734,827.85","2,275,876,721.56","2,070,957,331.50"
