科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"1,852,035.65","2,534,835.89","2,989,969.26","1,544,909.83","9,162,421.21","6,817,906.74","1,307,987.10","1,959,633.24","7,744,652.26","2,904,654.62","1,843,266.79","10,844,757.12","3,392,757.52","3,213,249.48","3,537,953.47","2,714,919.40","3,362,271.49","3,797,629.19","7,471,194.61"
应付职工薪酬,"11,425,856.42","10,376,227.63","15,220,284.87","12,443,258.84","22,734,342.21","18,322,473.93","13,805,092.41","16,583,427.25","24,981,689.48","20,501,999.44","14,941,416.62","17,541,660.77","33,830,518.64","26,718,203.52","19,572,688.89","24,773,509.08","34,483,667.44","26,422,699.08","27,751,448.02"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"10,545,230.41","2,084,425.95","4,503,959.84","5,837,862.80","4,145,829.20","3,942,472.78","4,409,883.60","6,964,534.08","3,722,802.11","8,891,182.02","10,211,639.46","12,532,289.61","4,465,565.61","5,424,501.40","7,183,227.03","2,791,349.20","3,796,573.00","1,280,853.08","5,055,012.43"
应收利息,,,,,,,,,,,"986,111.11",,,,"3,208.33","34,378.39",,,
应付利息,"212,467.48","103,763.18","50,221.41","137,996.77","81,488.54",,,,,"32,293.09",,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,"5,197,500.00",,,,,,,,,,,,,,,,,,
存货,"78,270,194.00","86,742,065.11","87,724,324.33","101,977,591.07","102,342,068.48","102,752,763.35","100,357,392.28","95,862,904.95","103,653,896.70","110,628,063.32","104,665,434.50","116,367,257.84","133,558,535.12","139,655,604.39","181,594,974.56","206,062,186.22","235,539,279.67","244,442,305.92","286,913,151.67"
其他应付款,"8,664,180.66","7,357,944.97","4,978,856.58","5,270,915.61","8,797,095.18","8,601,911.43","11,555,600.19","12,437,449.06","19,061,519.91","19,042,152.59","22,087,524.71","19,391,390.57","16,332,475.13","15,232,120.61","12,727,044.89","11,754,889.98","39,889,637.74","35,684,472.85","45,378,994.70"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,
其他流动资产,"3,695,425.45","4,246,026.22","7,793,012.64","4,422,634.92","10,576,148.78","5,051,392.76","109,382,072.05","173,308,506.17","156,543,680.05","63,452,495.15","66,852,436.62","122,903,801.85","124,844,344.97","68,189,259.33","15,755,850.37","17,457,943.81","33,717,693.71","36,318,722.43","521,163,295.02"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"224,497,036.51","204,685,542.33","229,094,213.30","270,534,753.16","298,193,070.99","466,114,790.87","500,408,674.70","497,898,651.77","552,084,698.69","570,416,731.59","533,667,103.79","551,027,735.73","586,810,454.81","577,810,272.16","613,584,950.04","647,601,300.33","713,028,632.29","641,776,045.72","1,266,882,367.80"
流动负债合计,"215,725,236.88","195,610,666.45","191,017,707.16","222,588,393.27","239,627,922.05","158,889,002.21","190,369,693.78","185,269,412.30","245,931,572.48","259,352,283.38","248,103,769.06","289,548,025.68","310,694,971.41","283,295,716.07","351,756,769.28","362,461,653.39","433,041,765.28","382,796,421.03","494,594,276.21"
可供出售金融资产,"10,500,000.00","10,500,000.00","10,500,000.00","10,500,000.00","10,500,000.00","10,500,000.00","10,500,000.00","10,500,000.00","10,500,000.00","10,500,000.00","17,065,700.00","17,065,700.00","17,065,700.00","17,065,700.00","17,065,700.00","17,065,700.00","17,065,700.00","17,065,700.00","17,065,700.00"
长期借款,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"6,565,700.00",,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"82,072,274.59","120,861,547.91","168,412,729.90","165,742,523.03","174,113,207.61","171,837,028.86","170,012,564.40","169,947,966.87","181,791,387.90","183,219,405.87","186,145,887.61","238,197,384.28","264,229,591.57","264,098,922.24","273,596,861.16","285,248,896.77","291,642,678.19","290,705,444.35","297,448,655.15"
递延所得税负债,"227,162.17","254,282.22","984,465.00",,,,"36,675.00",,,,,,,,,,,,
在建工程,"19,675,059.50","36,627,024.23","1,185,681.23","8,258,572.32","335,752.14","75,000.00","2,859,650.00","2,923,376.00","22,525,675.63","32,207,668.16","36,224,509.25","9,083,035.49","4,981,598.63","9,272,955.06","16,898,982.62","31,485,565.88","5,020,864.43","8,133,414.64","15,856,733.50"
其他非流动负债,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"227,162.17","254,282.22","984,465.00",,"1,332,000.00","1,295,000.00","1,294,675.00","1,221,000.01","1,184,000.02","1,147,000.03","1,110,000.04","1,073,000.05","1,036,000.06","999,000.07","962,000.08","925,000.09","888,000.10","851,000.11","814,000.12"
固定资产清理,,,,,,,,,,"49,615.15",,,,,,,,,
负债合计,"215,952,399.05","195,864,948.67","192,002,172.16","222,588,393.27","240,959,922.05","160,184,002.21","191,664,368.78","186,490,412.31","247,115,572.50","260,499,283.41","249,213,769.10","290,621,025.73","311,730,971.47","284,294,716.14","352,718,769.36","363,386,653.48","433,929,765.38","383,647,421.14","495,408,276.33"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","250,000,000.00","253,044,790.00","253,044,790.00","253,044,790.00","303,044,790.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"4,018,477.37","4,018,477.37","4,018,477.37","4,018,477.37","4,018,477.37","202,878,477.37","202,878,477.37","202,878,477.37","202,878,477.37","202,878,477.37","202,878,477.37","202,878,477.37","202,878,477.37","202,878,477.37","52,878,477.37","78,393,817.57","82,377,720.69","82,377,720.69","552,806,207.48"
无形资产,"11,192,692.11","11,006,704.76","10,744,268.77","10,547,887.85","10,875,951.78","10,790,138.05","10,704,321.76","10,618,506.75","13,195,020.42","16,428,390.67","16,278,386.81","21,042,363.36","52,854,541.82","52,213,576.13","51,602,229.54","50,961,048.12","61,698,911.16","103,710,639.47","73,453,696.88"
盈余公积,"1,481,093.13","3,182,969.24","5,002,833.16","5,002,833.16","7,899,976.79","7,899,976.79","7,899,976.79","7,899,976.79","14,638,516.74","14,638,516.74","14,638,516.74","14,638,516.74","24,118,091.13","24,118,091.13","24,118,091.13","24,118,091.13","32,672,090.45","32,672,090.45","32,672,090.45"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"28,560,130.20","28,560,130.20","28,560,130.20"
商誉,,,,,,,,,,,,,,,,,,,
未分配利润,"56,122,090.40","112,083,007.67","149,459,541.59","164,468,294.81","172,407,859.11","194,184,239.06","197,100,924.76","224,402,065.10","234,868,765.88","263,236,870.96","241,581,039.58","270,106,683.00","295,613,257.42","320,214,225.14","301,188,559.04","325,225,498.49","327,252,953.72","353,276,603.49","329,372,621.07"
长期待摊费用,"3,735,101.34","5,371,205.64","4,404,328.28","3,442,466.55","3,109,749.53","3,391,971.50","2,431,965.13","2,129,724.01","3,430,674.44","5,977,752.25","3,783,278.55","14,088,996.25","10,843,917.66","13,616,462.57","10,921,312.28","15,076,509.51","15,699,417.07","17,839,458.03","17,188,921.94"
少数股东权益,,,,,,,,,,,"3,000,000.00","5,875,400.76","6,006,505.72","5,846,109.64","6,073,436.44","6,741,558.53","6,690,217.06","6,747,961.15","7,739,048.38"
递延所得税资产,"901,895.90","1,097,378.08","1,141,802.80","2,051,795.70","3,158,503.27","2,437,766.15","2,626,571.71","2,652,706.17","2,973,875.41","2,887,884.79","5,146,936.78","4,724,888.49","3,561,498.62","3,273,731.26","3,307,297.70","3,471,388.59","3,251,203.96","3,975,754.51","4,586,828.24"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"25,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","28,890,000.00",,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"128,077,023.44","185,463,860.62","196,388,810.98","200,543,245.45","202,093,164.33","199,031,904.56","199,135,073.00","223,772,279.80","247,416,633.80","270,836,416.89","277,644,699.00","333,092,367.87","353,536,848.30","359,541,347.26","373,392,383.30","403,309,108.87","394,378,774.81","441,430,411.00","425,600,535.71"
所有者权益(或股东权益)合计,"136,621,660.90","194,284,454.28","233,480,852.12","248,489,605.34","259,326,313.27","504,962,693.22","507,879,378.92","535,180,519.26","552,385,759.99","580,753,865.07","562,098,033.69","593,499,077.87","628,616,331.64","653,056,903.28","634,258,563.98","687,523,755.72","673,477,641.72","699,559,035.58","1,197,074,627.18"
资产总计,"352,574,059.95","390,149,402.95","425,483,024.28","471,077,998.61","500,286,235.32","665,146,695.43","699,543,747.70","721,670,931.57","799,501,332.49","841,253,148.48","811,311,802.79","884,120,103.60","940,347,303.11","937,351,619.42","986,977,333.34","1,050,910,409.20","1,107,407,407.10","1,083,206,456.72","1,692,482,903.51"
负债和所有者(或股东权益)合计,"352,574,059.95","390,149,402.95","425,483,024.28","471,077,998.61","500,286,235.32","665,146,695.43","699,543,747.70","721,670,931.57","799,501,332.49","841,253,148.48","811,311,802.79","884,120,103.60","940,347,303.11","937,351,619.42","986,977,333.34","1,050,910,409.20","1,107,407,407.10","1,083,206,456.72","1,692,482,903.51"
