科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
取得借款收到的现金,"275,444,722.22","219,170,000.00","40,000,000.00",,"40,000,000.00","40,000,000.00",,,,,"660,000,000.00"
支付的各项税费,"20,835,398.55","40,684,286.58","103,711,238.37","72,221,148.86","109,366,829.70","140,753,800.23","20,629,146.00","38,001,445.68","47,172,783.43","53,627,184.32","9,288,573.45"
收到其他与筹资活动有关的现金,"138,418,782.23","182,381,917.20","101,198,430.46","118,277,713.42","118,277,713.42","118,277,713.42","52,822,922.96","52,822,922.96","52,822,922.96","52,822,922.96","112,689,645.09"
支付其他与经营活动有关的现金,"23,048,013.33","22,998,460.77","19,217,145.90","22,283,529.31","31,495,940.48","33,914,467.70","17,643,238.26","27,933,593.24","35,264,811.15","64,959,556.61","20,822,047.02"
筹资活动现金流入小计,"413,863,504.45","401,551,917.20","141,198,430.46","118,277,713.42","158,277,713.42","965,117,385.42","52,822,922.96","52,822,922.96","54,822,922.96","57,072,922.96","773,189,645.09"
经营活动现金流出小计,"631,312,567.78","715,102,459.18","774,205,052.72","377,563,789.45","574,219,961.60","743,800,092.38","133,572,357.12","264,105,573.93","444,664,621.33","647,719,508.77","354,632,939.69"
偿还债务支付的现金,"273,413,179.60","278,090,000.00","65,000,000.00","40,000,000.00","40,000,000.00","80,000,000.00",,,,,"30,000,000.00"
经营活动产生的现金流量净额,"100,453,962.54","162,489,127.50","180,961,939.62","-16,434,813.97","-48,959,743.03","-21,460,092.40","36,025,623.68","61,790,293.84","118,250,378.73","130,604,020.30","-256,124,154.43"
分配股利、利润或偿还利息支付的现金,"8,712,303.88","7,607,653.57","2,425,620.28","1,194,482.64","1,614,499.31","1,875,015.98",,"24,903,049.81","27,377,440.00","28,002,240.00","1,224,609.58"
收回投资收到的现金,,,,,,,,,,,
支付其他与筹资活动有关的现金,"226,088,134.16","157,499,528.72","118,277,713.42","104,374,452.08","75,208,847.19","52,926,151.69","50,960,457.64","70,278,740.86","102,673,833.76","112,689,645.09","106,428,913.41"
取得投资收益收到的现金,,,,,,,,,,"16,216,120.14",
筹资活动现金流出小计,"508,213,617.64","443,197,182.29","185,703,333.70","145,568,934.72","116,823,346.50","134,801,167.67","50,960,457.64","95,181,790.67","130,051,273.76","140,691,885.09","137,653,522.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,"19,615.38","417,667.82","29,528.29","5,687.38","5,687.38","5,687.38",,,,,"4,000.00"
筹资活动产生的现金流量净额,"-94,350,113.19","-41,645,265.09","-44,504,903.24","-27,291,221.30","41,454,366.92","830,316,217.75","1,862,465.32","-42,358,867.71","-75,228,350.80","-83,618,962.13","635,536,122.10"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"472,700,000.00","259,500,000.00","352,800,000.00","643,800,000.00","242,000,000.00","406,572,887.67","534,682,887.67","723,687,361.05","409,380,094.50"
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"19,615.38","417,667.82","472,729,528.29","259,505,687.38","352,805,687.38","643,805,687.38","242,000,000.00","406,572,887.67","534,682,887.67","739,903,481.19","409,384,094.50"
五、现金及现金等价物净增加额,"-27,092,989.44","18,109,085.06","22,495,022.09","-26,988,807.81","-32,147,659.29","511,386,275.56","-81,411,961.66","-147,586,795.34","-17,575,709.75","-443,134,684.25","222,659,042.38"
购建固定资产、无形资产和其他长期资产支付的现金,"33,216,454.17","41,152,445.17","30,791,542.58","27,868,459.92","37,768,970.56","31,155,537.17","31,070,050.66","39,658,221.47","99,187,737.68","432,138,223.61","210,402,529.79"
期初现金及现金等价物余额,"30,177,660.44","3,084,671.00","21,193,756.06","43,688,778.15","43,688,778.15","43,688,778.15","555,075,053.71","555,075,053.71","555,075,053.71","555,075,053.71","111,940,369.46"
投资支付的现金,,,,,,,,,,,"40,000,000.00"
期末现金及现金等价物余额,"3,084,671.00","21,193,756.06","43,688,778.15","16,699,970.35","11,541,118.86","555,075,053.71","473,663,092.05","407,488,258.37","537,499,343.96","111,940,369.46","334,599,411.84"
