科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
流动负债合计,"81,432,567.24","89,046,295.65","107,494,599.97","108,518,654.55","92,016,200.00","88,895,307.40","91,340,876.73","98,128,208.22","90,938,252.22","126,139,552.45"
可供出售金融资产,,,"140,000.00","140,000.00",,,,,,
长期借款,,,"40,000,000.00","39,000,000.00",,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,"250,000.00","250,000.00","250,000.00",,"500,000.00","500,000.00","500,000.00","500,000.00","500,000.00"
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"26,210,940.13","24,273,429.19","134,967,159.68","137,846,505.70",,"137,856,575.14","143,374,580.49","142,715,589.13","165,343,456.42","170,890,177.77"
递延所得税负债,,,,,,,,,,
在建工程,"29,112.00","21,100,003.63","436,566.13","1,453,680.00",,"1,956,170.00","1,988,187.74","4,038,187.74","4,038,187.74","6,469,275.80"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,,"250,000.00","41,950,000.00","40,865,000.00",,"2,030,000.00","1,987,500.00","2,748,250.00","2,685,499.93","2,622,750.00"
固定资产清理,,,,,,,,,,
负债合计,"81,432,567.24","89,296,295.65","149,444,599.97","149,383,654.55","133,088,700.00","90,925,307.40","93,328,376.73","100,876,458.22","93,623,752.15","128,762,302.45"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"50,000,000.00","135,000,000.00","142,290,000.00","142,290,000.00",,"189,720,000.00","189,720,000.00","189,720,000.00","189,720,000.00","189,720,000.00"
油气资产,,,,,,,,,,
资本公积,,"7,903,766.38","19,713,566.38","19,713,566.38",,"224,109,331.45","224,109,331.45","224,109,331.45","224,109,331.45","224,109,331.45"
无形资产,"8,009,529.26","10,910,915.95","25,996,343.63","25,592,957.21",,"25,265,792.23","24,942,295.21","24,611,469.20","24,532,677.60","24,204,552.58"
盈余公积,"799,194.17","2,042,180.64","6,245,735.85","6,245,735.85",,"11,474,767.91","11,474,767.91","11,474,767.91","11,474,767.91","16,627,499.51"
开发支出,"7,000,000.00","12,250,000.00","12,250,000.00","12,250,000.00",,"13,860,198.05","15,307,703.25","17,265,632.17","18,471,114.04","18,765,284.48"
减:库存股,,,,,,,,,,
商誉,"7,667,186.44","7,667,186.44","7,667,186.44","7,667,186.44",,"7,667,186.44","7,667,186.44","7,667,186.44","7,667,186.44","7,667,186.44"
未分配利润,"14,230,742.29","34,175,678.51","80,002,027.68","104,579,537.55",,"130,131,446.51","135,687,135.85","140,079,735.34","152,266,853.47","174,072,139.49"
长期待摊费用,"277,967.62","520,660.41","570,743.65","421,756.57",,"272,769.49","694,092.99","614,876.85","1,617,755.31","112,444.50"
少数股东权益,"6,634,853.92",,,,,,,,,
递延所得税资产,"8,763,526.80","3,900,107.62","6,938,132.34","5,834,075.22",,"6,290,290.08","6,310,635.22","5,979,966.69","6,046,377.51","4,365,148.62"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"17,002,863.13","28,072,527.68","334,679.71","714,318.86",,"1,181,416.20","24,298,391.66","29,159,953.76","4,882,952.03","21,255,910.00"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"74,961,125.38","108,694,830.92","189,300,811.58","191,920,480.00",,"194,350,397.63","224,583,073.00","232,052,861.98","232,599,707.09","253,729,980.19"
所有者权益(或股东权益)合计,"71,664,790.38","179,121,625.53","248,251,329.91","272,828,839.78","283,835,600.00","555,435,545.87","560,991,235.21","565,383,834.70","577,570,952.83","604,528,970.45"
资产总计,"153,097,357.62","268,417,921.18","397,695,929.88","422,212,494.33","416,924,300.00","646,360,853.27","654,319,611.94","666,260,292.92","671,194,704.98","733,291,272.90"
负债和所有者(或股东权益)合计,"153,097,357.62","268,417,921.18","397,695,929.88","422,212,494.33",,"646,360,853.27","654,319,611.94","666,260,292.92","671,194,704.98","733,291,272.90"
