科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"15,955,317.94","22,137,008.61","26,604,643.48","17,515,978.24","30,524,072.33","14,199,266.07","24,099,286.52","32,171,642.91","42,450,806.92","22,355,531.73","32,448,314.14","46,171,069.10","74,499,536.20","44,457,621.35","90,919,351.17","118,041,000.73","179,693,250.04","56,074,103.76","98,023,736.77","144,433,461.75","201,343,600.72","55,395,410.62","103,412,960.51","152,597,381.20","219,022,935.27","64,793,404.17"
取得借款收到的现金,"29,000,000.00","24,000,000.00",,,,,,,,,,"156,398,200.00","379,539,528.90","118,262,773.00","420,847,864.45","548,619,113.00","703,127,518.28","174,957,884.00","352,958,314.00","592,298,357.40","945,040,031.00","281,285,000.00","676,104,613.00","829,104,613.00","1,295,646,939.00","200,000,000.00"
支付的各项税费,"16,039,063.73","24,278,678.79","34,986,593.28","15,644,698.75","34,822,802.16","6,718,384.13","14,310,330.99","20,293,556.15","28,965,146.64","6,418,657.89","15,042,022.63","26,824,417.24","46,041,050.72","20,525,538.35","36,625,195.81","62,174,785.84","86,196,148.63","21,346,716.55","46,219,682.77","64,217,980.52","71,603,955.58","26,067,411.77","49,988,168.23","67,671,801.17","101,574,053.49","30,206,171.00"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,"7,800,123.00","20,010,638.28","1,300,000.00","1,300,000.00","5,580,000.00","38,068,052.34","38,900,000.00","92,003,052.34","50,100,000.00","24,000,000.00","81,000,000.00","118,606,383.03","138,580,823.06",
支付其他与经营活动有关的现金,"68,727,439.64","91,491,580.86","108,028,093.38","49,209,771.32","119,176,635.02","24,173,684.46","59,579,817.43","92,512,457.98","147,359,392.08","26,253,706.17","80,209,917.30","127,406,623.55","194,748,396.46","109,580,476.58","96,357,064.27","122,394,261.97","227,828,511.04","72,601,382.80","115,806,021.94","152,635,739.29","278,711,875.32","59,857,708.02","164,625,917.86","90,525,904.85","262,517,151.28","20,929,334.77"
筹资活动现金流入小计,"29,678,634.33","24,000,000.00",,,,"172,112,384.27","168,271,969.21","168,271,969.21","168,271,969.21","56,499,999.12","56,496,917.27","212,895,117.27","443,836,569.17","138,273,411.28","926,147,864.72","1,053,919,113.27","1,212,707,518.55","213,025,936.34","391,858,314.00","684,301,409.74","995,140,031.00","305,285,000.00","757,104,613.00","947,710,996.03","2,080,115,462.06","200,000,000.00"
经营活动现金流出小计,"187,602,694.34","245,114,312.57","304,720,161.56","138,775,826.30","301,785,868.57","91,661,812.70","164,560,385.45","235,314,522.80","341,925,477.54","154,808,308.28","280,619,636.20","430,810,235.25","640,629,680.45","337,767,615.93","711,384,985.15","932,292,058.77","1,748,273,459.34","263,866,068.18","570,120,720.05","890,077,598.67","1,674,240,100.54","418,217,562.50","763,574,214.82","1,037,999,629.33","1,630,000,575.98","275,208,723.09"
偿还债务支付的现金,"31,000,000.00","29,000,000.00","24,000,000.00",,,,,,,"7,893,510.00","8,511,678.54","8,511,678.54","39,893,510.00","15,775,133.29","107,320,000.00","378,349,208.01","572,055,919.75","77,452,632.00","268,917,740.00","377,917,740.00","598,222,786.00","143,390,474.00","488,850,000.00","699,134,085.24","1,100,917,679.24","470,000,000.00"
经营活动产生的现金流量净额,"35,345,075.76","53,500,470.73","61,319,050.66","25,019,368.40","67,911,398.22","-20,447,877.52","-12,722,090.26","2,293,317.09","17,959,691.13","-33,016,261.22","1,014,562.74","15,661,967.10","54,158,885.73","-60,117,642.87","-87,548,473.05","-68,703,872.94","-44,127,713.72","14,225,666.87","103,593,482.84","102,375,786.64","-4,371,739.71","-4,824,356.70","45,008,702.57","180,581,384.00","203,948,204.25","-6,021,009.36"
分配股利、利润或偿还利息支付的现金,"4,355,078.50","1,723,702.37","111,602.00",,,,"22,900,000.00","22,900,000.00","22,900,000.00","2,092,538.90","23,395,734.72","23,328,129.79","31,822,814.02","6,553,963.22","19,046,841.28","28,779,970.23","53,290,828.94","10,544,037.07","47,194,543.36","56,804,914.35","70,058,074.28","16,473,071.08","57,791,996.94","80,055,254.50","100,368,850.40","13,408,640.99"
收回投资收到的现金,,"1,970,000.00",,,,,,,,"13,680,000.00","63,040,000.00","120,040,000.00","120,040,000.00",,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,
支付其他与筹资活动有关的现金,,,,,,"4,527,988.25",,,,,,"646,666.66","999,750.60","166,590.92","5,091,216.00","83,819,952.60","2,549,012.66","3,151,091.74","19,752,790.12","81,757,431.00","28,273,313.36","43,254,463.12","77,918,038.46","175,680,923.68","248,103,750.37","19,385,713.13"
取得投资收益收到的现金,,,,,,,,,,,,,,"88,047.10","88,047.10","88,047.10","88,047.10",,,,,,"138,000.00","1,050,049.35","1,048,909.35",
筹资活动现金流出小计,"35,355,078.50","30,723,702.37","24,111,602.00",,,"4,527,988.25","22,900,000.00","22,900,000.00","22,900,000.00","9,986,048.90","31,907,413.26","32,486,474.99","72,716,074.62","22,495,687.43","131,458,057.28","490,949,130.84","627,895,761.35","91,147,760.81","335,865,073.48","516,480,085.35","696,554,173.64","203,118,008.20","624,560,035.40","954,870,263.42","1,449,390,280.01","502,794,354.12"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"24,200.00","157,500.00","6,006.88","14,114.00","36,682.50","43,732.50","54,752.50","54,752.50",,,,"26,750.00",,"2,424.94","9,924.94","19,595.56","8,934.10","8,934.10","11,180.10","15,180.10","78,217.16","78,217.16","85,580,417.16","176,982,766.84","82,500.00"
筹资活动产生的现金流量净额,"-5,676,444.17","-6,723,702.37","-24,111,602.00",,,"167,584,396.02","145,371,969.21","145,371,969.21","145,371,969.21","46,513,950.22","24,589,504.01","180,408,642.28","371,120,494.55","115,777,723.85","794,689,807.44","562,969,982.43","584,811,757.20","121,878,175.53","55,993,240.52","167,821,324.39","298,585,857.36","102,166,991.80","132,544,577.60","-7,159,267.39","630,725,182.05","-302,794,354.12"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,"477,467.83",,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"27,579.08",,,,,,,,,,"84,835.88","118,296.61","626,096.48","381,642.14","666,609.76","155,624.77","3,298,750.63","-450,230.56","-683,076.19","-573,730.59","-219,818.04","-358,647.90","20,126.10","-2,070,783.04","-1,334,354.24","-237,679.88"
收到其他与投资活动有关的现金,,,,,,,,,"19,981,830.90","6,100,123.00",,,,,,,"980,000.00",,,"27,000.00","62,848,658.00","26,882,255.00","27,223,155.00","29,223,155.00",,"960,062.11"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,994,200.00","157,500.00","6,006.88","14,114.00","36,682.50","43,732.50","54,752.50","20,514,051.23","19,780,123.00","63,040,000.00","120,040,000.00","120,066,750.00","88,047.10","90,472.04","97,972.04","1,087,642.66","8,934.10","5,008,934.10","5,038,180.10","67,863,838.10","26,960,472.16","27,439,372.16","115,853,621.51","178,031,676.19","1,042,562.11"
五、现金及现金等价物净增加额,"21,062,827.92","30,846,311.10","747,883.31","-12,969,750.02","9,176,827.31","137,268,604.98","116,477,627.58","118,124,620.14","11,267,790.51","-17,819,080.58","5,601,102.10","71,548,620.42","58,783,636.08","-91,899,858.87","518,484,967.84","246,720,422.11","68,562,557.81","4,721,455.37","-86,819,895.00","-9,225,065.06","-41,134,159.76","13,605,325.55","48,191,201.81","40,069,637.24","685,191,034.92","-506,108,903.61"
购建固定资产、无形资产和其他长期资产支付的现金,"6,024,974.57","16,672,257.26","36,617,065.35","37,995,125.30","58,748,684.91","9,904,596.02","16,215,983.87","29,595,418.66","52,537,921.06","22,971,896.44","55,002,800.53","78,041,400.04","97,384,325.79","35,229,199.09","76,613,018.35","134,998,854.19","338,370,397.11","125,244,693.47","235,036,079.17","267,391,151.88","349,487,928.59","110,339,133.81","151,820,436.62","242,084,177.84","311,095,390.26","156,418,421.36"
期初现金及现金等价物余额,"28,766,602.72","49,829,430.64","80,675,741.74","81,423,625.05","81,423,625.05","90,600,452.36","90,600,452.36","90,600,452.36","90,600,452.36","101,868,242.87","101,868,242.87","101,868,242.87","101,868,242.87","160,651,878.95","160,651,878.95","160,651,878.95","160,651,878.95","229,214,436.76","229,214,436.76","229,214,436.76","229,214,436.76","188,080,277.00","188,080,277.00","188,080,277.00","188,080,277.00","873,271,311.92"
投资支付的现金,,,,,,,,,"120,040,000.00","28,124,996.14","28,125,000.00","166,638,885.53","264,804,264.89","112,800,430.00","53,000,000.00","53,000,000.00","58,000,000.00","5,696,397.10","5,696,397.10",,,,"1,140.00","1,140.00",,
期末现金及现金等价物余额,"49,829,430.64","80,675,741.74","81,423,625.05","68,453,875.03","90,600,452.36","227,869,057.34","207,078,079.94","208,725,072.50","101,868,242.87","84,049,162.29","107,469,344.97","173,416,863.29","160,651,878.95","68,752,020.08","679,136,846.79","407,372,301.06","229,214,436.76","233,935,892.13","142,394,541.76","219,989,371.70","188,080,277.00","201,685,602.55","236,271,478.81","228,149,914.24","873,271,311.92","367,162,408.31"
