科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
长期待摊费用,"252,997,327.06","306,188,578.93","284,121,965.24",,"291,261,623.04","271,554,611.75","302,332,049.07","295,063,485.20","306,325,728.23","301,486,698.58"
少数股东权益,"502,417,124.11","546,981,433.76","649,519,218.66",,"639,691,985.98","670,171,634.23","663,897,763.44","686,982,005.96","697,756,147.79","710,947,077.76"
递延所得税资产,"67,672,769.78","80,729,497.30","72,347,040.23",,"77,896,143.42","72,656,323.23","76,976,176.05","77,424,141.41","95,601,504.74","106,275,598.76"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"154,336,564.92","94,309,634.44","128,632,088.00",,"40,192,168.00","18,659,268.00","58,237,880.00","12,821,650.00","14,303,250.00","10,271,860.00"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"3,563,890,470.70","3,662,028,029.61","3,896,903,890.17",,"3,829,430,029.50","3,811,803,119.14","4,011,532,557.83","3,839,239,988.13","3,888,280,739.60","3,970,250,434.64"
所有者权益(或股东权益)合计,"3,949,122,078.72","4,447,474,735.13","5,443,683,008.08",,"5,974,740,215.72","10,241,966,543.46","10,442,467,300.77","10,743,301,486.43","10,645,390,558.13","10,814,378,482.75"
资产总计,"7,935,723,232.99","8,991,273,879.91","10,891,476,820.86","13,676,556,900.00","10,969,334,579.57","14,251,094,104.88","14,358,735,959.58","15,608,604,928.30","15,539,286,450.60","16,970,120,128.29"
负债和所有者(或股东权益)合计,"7,935,723,232.99","8,991,273,879.91","10,891,476,820.86",,"10,969,334,579.57","14,251,094,104.88","14,358,735,959.58","15,608,604,928.30","15,539,286,450.60","16,970,120,128.29"
