科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"11,218,255.27","13,688,101.05","22,276,536.83","5,426,801.71","14,552,575.39","23,191,570.28","32,706,236.50","9,328,920.24","20,117,768.10","33,640,299.56","46,615,828.13","15,358,172.07","29,850,019.75","50,156,910.14","69,598,703.28","18,004,863.48","36,795,612.04","54,140,447.86","75,399,995.05","24,709,865.61","52,513,578.21","58,047,347.06","104,350,213.40","27,092,518.49","58,933,971.03","96,952,676.50","127,541,465.62","38,097,444.36","73,392,816.57","117,481,671.98"
取得借款收到的现金,"50,000,000.00","82,000,000.00","141,700,000.00","40,000,000.00","60,000,000.00","80,000,000.00","105,000,000.00","20,000,000.00","30,000,000.00","62,000,000.00","72,000,000.00","35,000,000.00","105,000,000.00","135,000,000.00","155,000,000.00","50,000,000.00","110,000,000.00","145,000,000.00","190,000,000.00","91,350,000.00","185,350,000.00","225,350,000.00","315,250,000.00","156,600,000.00","224,600,000.00","418,181,170.00","573,181,170.00","107,300,000.00","222,200,000.00","415,070,000.00"
支付的各项税费,"7,507,479.47","12,756,568.91","16,713,167.56","10,213,434.43","11,092,333.73","15,278,453.12","18,685,746.43","7,803,298.83","9,438,327.80","12,827,428.69","13,458,219.52","9,778,974.40","12,279,552.90","17,776,440.50","30,604,717.75","17,195,287.50","21,685,786.32","26,880,047.04","39,914,562.78","14,623,007.83","20,316,695.25","32,362,478.82","52,387,060.74","23,771,343.57","32,752,137.88","49,890,666.09","88,375,810.59","32,872,179.21","60,346,053.04","72,526,631.78"
收到其他与筹资活动有关的现金,,,,,,,"3,458,793.53","11,471,174.60","2,760,256.71","3,439,988.82","4,040,081.09","425,227.87","594,121.37","786,351.05","997,303.51","217,220.12","439,512.64","661,655.71","852,970.91","2,204.86",,"3,466.44","3,466.90",,"58,207,327.67","124,149,995.79","99,877,327.67",,"27,426,520.00","42,853,042.79"
支付其他与经营活动有关的现金,"13,141,285.99","15,383,223.58","16,959,886.04","7,887,459.08","18,714,315.89","28,949,168.00","25,142,603.18","9,594,052.90","18,342,062.39","27,614,413.80","60,281,673.72","15,519,141.77","33,341,642.39","40,843,056.30","50,764,115.90","8,889,690.37","29,508,224.90","38,495,051.02","62,954,828.65","39,017,746.01","35,406,979.38","56,194,668.81","86,897,490.16","56,301,292.04","75,508,178.87","60,970,376.37","141,487,429.73","47,140,853.14","95,465,833.95","109,972,177.90"
筹资活动现金流入小计,"79,350,000.00","131,500,000.00","141,700,000.00","423,549,515.75","443,549,515.75","464,349,515.75","492,808,309.28","31,771,174.60","33,060,256.71","66,139,988.82","76,740,081.09","35,425,227.87","105,594,121.37","135,786,351.05","155,997,303.51","50,217,220.12","110,439,512.64","145,661,655.71","190,852,970.91","114,152,200.66","208,331,995.80","248,335,462.24","338,235,462.70","156,600,000.00","440,497,319.22","700,021,157.34","880,830,690.25","107,300,000.00","250,526,520.00","459,073,042.79"
经营活动现金流出小计,"169,155,208.87","161,011,947.29","224,419,980.01","66,702,119.76","137,977,632.94","199,941,738.36","268,913,774.54","103,826,716.16","174,183,929.80","261,434,018.36","350,692,319.67","123,532,674.20","220,201,719.35","315,683,777.38","482,849,137.15","150,937,704.56","265,009,135.88","375,922,022.19","579,580,497.80","207,247,171.12","334,324,113.94","525,549,865.73","783,490,628.70","239,163,710.59","464,379,682.96","638,269,821.41","1,198,261,090.78","464,345,609.41","860,377,679.36","1,190,319,131.14"
偿还债务支付的现金,"25,000,000.00","45,000,000.00","98,700,000.00","20,000,000.00","125,000,000.00","125,000,000.00","170,000,000.00",,,,"31,000,000.00","24,000,000.00","49,000,000.00","81,000,000.00","81,000,000.00","35,000,000.00","105,000,000.00","135,000,000.00","155,000,000.00","53,900,000.00","143,150,000.00","193,900,000.00","294,350,000.00","107,650,000.00","96,400,000.00","208,028,156.55","324,650,000.00","115,533,183.56","194,363,183.56","254,095,681.11"
经营活动产生的现金流量净额,"-5,440,977.93","21,242,841.02","13,824,204.54","-25,008,603.33","-37,916,258.75","-39,007,415.59","2,417,231.81","-54,031,404.04","-46,318,632.80","-56,958,150.64","-47,213,589.28","-47,126,606.78","-73,660,303.74","-83,958,300.92","-48,894,712.67","-52,261,598.73","-49,439,605.38","-56,028,166.39","35,238,641.53","-57,709,639.46","-56,610,792.62","-77,464,244.23","89,405,632.69","-87,222,055.57","-152,469,839.47","-133,470,273.98","-70,683,412.44","-32,722,603.23","-79,441,655.75","-151,455,876.28"
分配股利、利润或偿还利息支付的现金,"1,080,795.63","1,918,332.50","4,341,382.38","1,631,318.05","2,852,069.31","3,178,037.71","4,196,358.66","720,032.88","7,558,985.22","10,641,821.60","12,273,051.70","1,316,663.33","7,399,511.11","10,611,688.90","12,984,775.13","2,517,602.14","5,274,972.25","7,861,222.27","10,634,658.40","3,095,756.88","9,490,430.08","12,499,861.06","16,274,071.12","4,413,634.71","12,333,867.36","17,122,853.48","25,017,764.13","4,534,235.37","24,299,702.86","30,688,367.73"
收回投资收到的现金,"600,000.00",,,,,,,,,,"80,000,000.00",,,"4,058,510.90","9,955,974.88",,,,"6,000,000.00",,,,,,,"300,000.00",,,,
支付其他与筹资活动有关的现金,,,"484,531.20","78,078.71","3,709,332.20","18,074,857.36","23,812,174.05",,,,,,,"3,311,040.00",,,,,,"268,000.00","17,000,000.00","23,093,315.14","40,870,551.42",,"57,824,712.33","100,399,725.94","135,025,328.77","28,910,928.73","74,435,025.90","110,274,624.83"
取得投资收益收到的现金,"65,789.66",,,,,,,,,,,,,,,,,,700.15,,,,"574,000.00",,,,,,,
筹资活动现金流出小计,"26,080,795.63","46,918,332.50","103,525,913.58","21,709,396.76","131,561,401.51","146,252,895.07","198,008,532.71","720,032.88","7,558,985.22","10,641,821.60","43,273,051.70","25,316,663.33","56,399,511.11","94,922,728.90","93,984,775.13","37,517,602.14","110,274,972.25","142,861,222.27","165,634,658.40","57,263,756.88","169,640,430.08","229,493,176.20","351,494,622.54","112,063,634.71","166,558,579.69","325,550,735.97","484,693,092.90","148,978,347.66","293,097,912.32","395,058,673.67"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,"60,000.00",,,,"119,948.08",,"67,376.43","67,376.43","670,251.64","95,000.00","236,591.72","305,953.00","492,966.05",,"78,431.37","78,431.37","98,314.63",,"80,780.00","165,000.00","1,378,708.97",954.00,954.00,954.00
筹资活动产生的现金流量净额,"53,269,204.37","84,581,667.50","38,174,086.42","401,840,118.99","311,988,114.24","318,096,620.68","294,799,776.57","31,051,141.72","25,501,271.49","55,498,167.22","33,467,029.39","10,108,564.54","49,194,610.26","40,863,622.15","62,012,528.38","12,699,617.98","164,540.39","2,800,433.44","25,218,312.51","56,888,443.78","38,691,565.72","18,842,286.04","-13,259,159.84","44,536,365.29","273,938,739.53","374,470,421.37","396,137,597.35","-41,678,347.66","-42,571,392.32","64,014,369.12"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,"6,000,000.00",,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"6,111.24",,"-7,718.50",,"-4,647.51","-4,647.51","-10,661.72",,-107.70,-53.02,618.20,,-191.91,-191.91,-52.48,,-11.64,-12.15,-668.33,,"-6,160.84","-1,406.09",-503.30,,"2,316.29","1,377.70","5,923.91",,"1,375.65","1,375.65"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"43,813,200.00",,"2,019,744.68",,"2,019,744.68",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"665,789.66",,,,,,"60,000.00",,,,"80,119,948.08",,"67,376.43","10,125,887.33","10,626,226.52","95,000.00","236,591.72","305,953.00","6,493,666.20",,"78,431.37","78,431.37","44,485,514.63",,"2,100,524.68","465,000.00","3,398,453.65",954.00,954.00,954.00
五、现金及现金等价物净增加额,"3,540,149.00","67,815,053.86","-45,301,963.85","352,032,520.95","232,327,812.82","209,396,291.46","205,665,754.42","-62,602,927.80","-146,284,500.69","-107,928,487.02","-75,258,320.97","-55,727,184.11","-49,414,772.34","-61,432,780.24","-4,891,582.27","-41,713,409.25","-58,753,158.88","-64,732,275.70","-30,052,181.17","-51,357,803.81","-72,012,776.27","-94,593,135.40","16,066,973.30","-78,812,207.61","54,784,400.94","996,493.85","207,061,831.45","-83,795,025.05","-154,914,204.75","-143,656,665.12"
购建固定资产、无形资产和其他长期资产支付的现金,"44,359,978.34","38,009,454.66","97,292,536.31","24,798,994.71","41,739,395.16","69,688,266.12","91,600,592.24","10,100,595.60","20,244,115.60","21,845,534.50","24,914,693.72","18,709,141.87","25,016,263.38","28,463,796.89","28,535,572.02","2,246,428.50","3,384,673.97","5,480,483.60","6,248,433.08","2,253,407.69","10,049,982.71","14,141,053.68","20,288,632.19","29,971,517.33","29,702,340.09","71,757,831.24","80,758,931.02","9,395,028.16","32,903,486.33","56,217,487.61"
期初现金及现金等价物余额,"17,484,514.72","21,024,663.72","88,839,717.58","43,537,753.73","43,537,753.73","43,537,753.73","43,537,753.73","249,203,508.15","249,203,508.15","249,203,508.15","249,203,508.15","173,897,737.18","173,945,187.18","173,945,187.18","173,945,187.18","169,053,604.91","169,053,604.91","169,053,604.91","169,053,604.91","161,210,112.12","139,001,423.74","139,001,423.74","139,001,423.74","155,068,397.04","155,068,397.04","167,083,093.14","155,068,397.04","362,130,228.49","362,130,228.49","362,130,228.49"
投资支付的现金,"600,000.00",,,,,,,"29,522,069.88","80,600,000.00","60,000,000.00","80,000,000.00",,,,"100,000.00",,"6,330,000.00","6,330,000.00","90,423,700.00","48,283,200.44","800,000.00","800,000.00",,"6,155,000.00","13,785,000.00","13,785,000.00","14,785,000.00",,,
期末现金及现金等价物余额,"21,024,663.72","88,839,717.58","43,537,753.73","395,570,274.68","275,865,566.55","252,934,045.19","249,203,508.15","186,600,580.35","102,919,007.46","141,275,021.13","173,945,187.18","118,170,553.07","124,530,414.84","112,512,406.94","169,053,604.91","127,340,195.66","110,300,446.03","104,321,329.21","139,001,423.74","109,852,308.31","66,988,647.47","44,408,288.34","155,068,397.04","76,256,189.43","209,852,797.98","168,079,586.99","362,130,228.49","278,335,203.44","207,216,023.74","218,473,563.37"
