科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"4,289,780.69","4,867,904.69","7,373,099.90","11,666,466.21","3,599,811.60","8,375,343.46","14,204,990.65","17,764,496.21","8,184,556.72","14,375,500.95","16,224,207.63","31,184,637.96","6,226,590.78","19,927,822.17","25,779,242.36","41,348,786.80","11,489,510.09","23,929,441.64","36,043,239.98","54,100,152.61","13,619,115.98","28,002,636.61","41,208,277.63","57,443,301.91","11,512,295.70","36,631,928.34","58,481,189.78","69,471,292.67","20,264,071.57","38,889,535.27","60,603,792.33","78,913,074.15","26,659,358.27","72,820,657.89","140,930,062.85","272,121,160.10","72,039,355.12","125,039,314.77"
取得借款收到的现金,"9,541,000.00","22,000,000.00","82,000,000.00","82,000,000.00","55,000,000.00","63,000,000.00","115,000,000.00","225,000,000.00",,"20,000,000.00","100,000,000.00","140,000,000.00","20,000,000.00","60,000,000.00",,"150,000,000.00","40,000,000.00","148,000,000.00","239,800,000.00","298,060,000.00","120,000,000.00","260,000,000.00","338,100,000.00","411,000,000.00","160,000,000.00","285,000,000.00","404,000,000.00","432,000,000.00","140,000,000.00","284,940,000.00","352,320,000.00","698,745,000.00","350,000,000.00","695,000,000.00","736,000,000.00","1,115,000,000.00","269,800,000.00","413,800,000.00"
支付的各项税费,"3,235,820.17","9,142,035.13","6,658,277.88","13,186,329.58","4,748,184.25","7,301,182.94","11,068,735.07","13,393,768.08","2,307,669.38","5,523,149.83","7,176,001.49","9,810,263.45","2,611,131.74","8,089,207.52","8,663,959.26","13,802,695.89","7,588,314.01","19,983,964.59","22,793,584.95","23,691,539.23","9,826,716.32","23,891,510.91","22,482,563.60","21,654,975.54","11,523,146.55","14,476,921.65","18,608,555.99","41,760,634.11","14,239,528.52","31,774,841.85","37,569,192.45","61,342,272.85","13,412,226.99","42,132,469.03","73,102,065.27","111,314,390.20","53,240,518.19","92,410,174.09"
收到其他与筹资活动有关的现金,,,,,,,,"1,479,400.00",,,,,,,,"61,822,950.01","8,032,597.50",,"2,228.24",,,,,"50,000,000.00",,"33,000,000.00","54,000,000.00",,,"16,000,000.00","16,000,000.00","24,790,000.00",,,,"28,500,000.00","76,318.20",
支付其他与经营活动有关的现金,"3,155,481.02","5,285,735.61","11,596,167.16","14,107,369.16","5,773,895.23","6,662,597.51","6,516,254.90","18,689,873.13","6,546,166.39","21,092,607.93","42,748,258.43","14,470,579.33","13,200,411.31","19,502,603.89","66,888,566.69","54,264,666.10","9,671,556.77","21,795,639.51","162,158,748.82","64,038,874.20","33,481,172.56","29,104,428.49","120,067,557.41","57,675,766.41","31,994,005.33","66,171,313.66","170,237,703.32","87,464,341.43","55,573,359.72","119,600,886.99","234,380,423.18","236,811,686.74","55,338,052.56","124,641,007.11","196,783,883.42","144,028,966.20","252,957,022.94","227,697,498.66"
筹资活动现金流入小计,"9,541,000.00","62,000,000.00","112,000,000.00","675,500,000.00","55,000,000.00","63,000,000.00","120,390,000.00","229,419,400.00",,"20,000,000.00","100,000,000.00","140,000,000.00","20,000,000.00","60,000,000.00","102,100,000.00","211,822,950.01","49,157,597.50","150,500,000.00","255,879,228.24","315,285,000.00","120,000,000.00","260,000,000.00","341,475,000.00","464,375,000.00","160,000,000.00","538,500,000.00","678,500,000.00","947,924,991.48","148,963,000.00","309,952,900.00","382,767,900.00","727,835,000.00","350,000,000.00","695,000,000.00","4,093,749,960.00","4,505,249,960.00","269,876,318.20","417,800,000.00"
经营活动现金流出小计,"63,536,247.86","253,497,501.62","197,672,747.22","248,520,369.57","65,786,035.65","133,269,176.32","213,153,194.96","306,917,388.52","140,035,450.31","234,878,535.19","317,993,741.54","513,091,365.06","107,197,817.39","211,693,871.52","455,468,086.19","532,940,019.25","100,191,890.65","213,305,959.13","434,507,952.09","389,120,725.66","197,225,515.24","324,856,827.25","596,281,344.65","714,292,990.17","163,044,741.42","478,297,123.93","673,636,030.09","872,054,769.50","244,247,574.10","487,835,034.73","728,776,791.42","1,054,058,704.89","430,997,439.92","1,008,536,505.18","1,846,077,572.04","3,103,508,416.32","1,199,296,245.64","2,184,639,590.20"
偿还债务支付的现金,"6,211,000.00","13,000,000.00","24,000,000.00","35,000,000.00","46,000,000.00","72,000,000.00","107,000,000.00","117,000,000.00","50,000,000.00","50,000,000.00","110,000,000.00","180,000,000.00","2,000,000.00","52,000,000.00","122,067,527.07","140,000,000.00","42,000,000.00","80,000,000.00","119,000,000.00","151,700,000.00","81,000,000.00","172,000,000.00","244,800,000.00","300,600,000.00","160,000,000.00","278,000,000.00","320,000,000.00","395,501,686.00","185,640,173.00","259,303,210.00","300,354,607.74","396,704,792.72","149,203,635.54","341,774,892.24","396,091,410.10","642,818,124.26","259,561,115.07","489,782,418.92"
经营活动产生的现金流量净额,"5,147,174.04","-18,918,548.72","-68,654,052.73","-36,796,507.11","-20,356,190.88","-58,750,935.64","-83,023,020.26","-93,743,149.35","16,852,496.09","-13,324,687.73","-40,032,390.48","-51,905,349.83","-40,003,679.04","-30,212,116.02","-45,092,634.79","-120,460,910.23","-36,268,714.64","-82,418,943.27","-151,095,515.70","-132,646,906.66","-83,498,193.91","-132,350,428.25","-147,766,993.71","-170,916,781.85","101,214,981.49","14,275,803.45","6,536,304.95","135,084,874.94","-81,094,214.86","-20,437,961.28","4,220,534.26","160,751,306.42","-10,276,746.51","152,348,500.61","230,978,577.06","289,556,658.97","148,059,479.47","52,603,716.03"
分配股利、利润或偿还利息支付的现金,"327,739.73","1,328,857.38","1,303,022.50","2,300,689.22","983,474.55","4,381,847.55","11,708,294.03","12,836,886.25","1,322,091.10","9,095,804.88","19,310,463.79","22,189,354.02","1,731,293.32","12,018,772.95","14,479,006.94","20,889,405.65","2,004,050.00","4,946,565.64","16,080,446.09","20,967,990.60","4,175,791.81","10,129,520.67","21,763,251.13","27,573,573.04","8,084,436.36","18,063,441.08","26,762,201.09","66,864,948.81","5,633,034.15","12,753,064.94","22,274,089.90","30,405,337.91","7,360,272.11","18,348,548.02","23,583,015.49","62,264,107.24","12,087,123.62","91,984,549.68"
收回投资收到的现金,,"750,000.00",,,,,,,,,,,,"6,000,000.00","6,000,000.00","100,000,000.00",,"1,450,000.00","1,400,000.00","78,420,000.00",,,,"2,000,000.00",,,,,,,,"32,736,000.00",,,,"23,708,920.38",,"40,178,448.40"
支付其他与筹资活动有关的现金,"130,200.00","1,222,545.00","3,474,735.30","4,311,082.44","6,474,463.25","7,177,302.25","8,390,314.25","8,911,307.21","50,000.00","1,069,060.00","1,074,460.00","2,641,360.00",,"808,200.00","2,034,836.00","4,107,419.73","510,900.00","8,495,279.54","3,550,281.97","9,889,451.98","1,490,190.87","1,846,977.50","2,822,056.58","21,667,076.91","9,746,053.87","19,579,253.87","43,432,709.35","58,579,349.35",,"29,231,673.98","43,250,865.25","5,304,491.25","10,047,023.75","16,457,210.93","29,894,655.37","57,624,868.53","9,882,969.01","561,608.93"
取得投资收益收到的现金,,,,,,,,,,,,,,,"15,301.91","41,587.32","10,395.00","21,474.53","21,249.87","21,249.87",,,,,,,,,,,,,,,,,"345,797.26","262,842.92"
筹资活动现金流出小计,"6,668,939.73","15,551,402.38","28,777,757.80","41,611,771.66","53,457,937.80","83,559,149.80","127,098,608.28","138,748,193.46","51,372,091.10","60,164,864.88","130,384,923.79","204,830,714.02","3,731,293.32","64,826,972.95","138,581,370.01","164,996,825.38","44,514,950.00","93,441,845.18","138,630,728.06","182,557,442.58","86,665,982.68","183,976,498.17","269,385,307.71","349,840,649.95","177,830,490.23","315,642,694.95","390,194,910.44","520,945,984.16","191,273,207.15","301,287,948.92","365,879,562.89","432,414,621.88","166,610,931.40","376,580,651.19","449,569,080.96","762,707,100.03","281,531,207.70","582,328,577.53"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"2,529,889.90","103,000.00","103,000.00","82,000.00","82,000.00","82,000.00","82,000.00",,,,,"5,000.00","5,000.00","5,000.00","5,000.00",,"83,700.00","83,700.00","2,464,255.00",,"110,286.06","110,286.06","397,427.02",,,,"3,312.00","50,000.00","50,906.00","50,906.00","63,506.00","350,000.00","508,355.48","556,355.48","617,391.23",470.00,"8,837.38"
筹资活动产生的现金流量净额,"2,872,060.27","46,448,597.62","83,222,242.20","633,888,228.34","1,542,062.20","-20,559,149.80","-6,708,608.28","90,671,206.54","-51,372,091.10","-40,164,864.88","-30,384,923.79","-64,830,714.02","16,268,706.68","-4,826,972.95","-36,481,370.01","46,826,124.63","4,642,647.50","57,058,154.82","117,248,500.18","132,727,557.42","33,334,017.32","76,023,501.83","72,089,692.29","114,534,350.05","-17,830,490.23","222,857,305.05","288,305,089.56","426,979,007.32","-42,310,207.15","8,664,951.08","16,888,337.11","295,420,378.12","183,389,068.60","318,419,348.81","3,644,180,879.04","3,742,542,859.97","-11,654,889.50","-164,528,577.53"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,-313.36,,,,"-285,057.41","-91,437.78","-21,285.95","-187,576.44","-52,369.05","34,955.79","14,640.00","34,955.79","44,734.63",,"-31,593.09","-31,593.09","111,734.03","-30,540.42","-123,707.84","-22,155.75","-395,739.19","21,721.31","-9,235,945.78","-18,540,101.65","-19,371,651.99","-14,696,397.50","-2,023,354.26"
收到其他与投资活动有关的现金,,,,,,,,"1,509,874.41",,,,,,"11,650,459.40",,"11,650,459.40",,"8,039,563.71","8,089,788.37","8,080,593.92",,,,,,,,,,,,"54,010,000.00",,,"25,400,000.00","25,400,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"3,279,889.90","103,000.00","103,000.00","82,000.00","82,000.00","82,000.00","1,591,874.41",,,,,"5,000.00","17,655,459.40","6,020,301.91","111,697,046.72","10,395.00","9,594,738.24","9,594,738.24","88,986,098.79",,"110,286.06","110,286.06","2,397,427.02",,,,"3,312.00","50,000.00","50,906.00","50,906.00","86,809,506.00","350,000.00","508,355.48","25,956,355.48","49,726,311.61","346,267.26","40,450,128.70"
五、现金及现金等价物净增加额,"5,915,086.69","20,013,348.72","-6,227,805.19","573,290,259.14","-26,638,990.55","-132,403,593.63","-152,992,554.85","-108,355,189.65","-66,288,479.04","-106,137,210.67","-108,637,885.73","-155,799,472.92","-23,999,254.41","-61,997,604.55","-148,477,622.45","-143,601,088.64","-44,093,565.21","-19,966,072.90","-38,924,078.01","-25,645,026.74","-52,800,799.38","-79,014,108.27","-105,314,766.43","-113,129,929.36","42,489,201.20","25,316,440.91","46,702,532.60","227,703,206.52","-162,020,872.32","-149,172,822.55","-144,879,105.57","274,730,059.30","567,617,247.57","380,924,212.99","1,659,183,120.80","1,511,033,535.79","-109,529,710.25","-371,100,950.21"
购建固定资产、无形资产和其他长期资产支付的现金,"1,354,147.62","8,796,590.08","20,898,994.66","23,904,462.09","7,906,861.87","53,175,508.19","63,342,926.31","104,325,121.25","25,768,884.03","36,647,658.06","32,220,571.46","32,437,710.49","269,282.05","3,843,974.98","4,882,487.76","8,203,292.35","1,640,185.75","2,753,736.74","5,536,644.75","13,259,507.24","824,648.58","7,812,107.91","9,937,076.86","15,704,677.45","1,295,290.06","95,685,074.50","113,647,268.82","164,364,074.02","30,899,309.89","54,926,160.51","80,615,877.19","154,215,042.05","23,231,074.21","68,149,669.08","86,303,786.07","381,472,367.10","135,901,422.84","111,269,127.84"
期初现金及现金等价物余额,"2,253,875.50","8,168,962.19","28,182,310.91","28,182,310.91","601,472,570.05","601,472,570.05","601,472,570.05","601,472,570.05","502,231,268.30","502,231,268.30","502,231,268.30","493,117,380.40","343,709,525.20","337,317,907.48","347,607,404.18","337,317,907.48","232,112,062.44","232,112,062.44","232,112,062.44","193,716,818.84","170,761,792.10","168,071,792.10","168,071,792.10","168,071,792.10","54,941,862.74","54,941,862.74","54,941,862.74","54,941,862.74","282,745,923.02","282,645,069.26","282,645,069.26","282,645,069.26","557,393,988.36","557,375,128.56","557,375,128.56","557,375,128.56","2,068,408,664.35","2,068,408,664.35"
投资支付的现金,"750,000.00",,,,,,,"2,550,000.00","6,000,000.00","16,000,000.00","6,000,000.00","6,000,000.00",,"40,770,000.00","67,650,000.00","173,175,000.00","5,000,000.00","1,425,000.00","2,750,000.00","101,399,900.00","1,845,630.00","15,000,000.00","19,845,630.00","43,484,981.76","39,600,000.00","116,100,000.00","134,460,000.00","126,572,690.76","7,120,000.00","82,400,850.00","85,400,850.00","24,380,850.00",,"190,000,000.00","205,000,000.00","253,311,500.00","70,863,200.00","151,367,544.00"
期末现金及现金等价物余额,"8,168,962.19","28,182,310.91","21,954,505.72","601,472,570.05","574,833,579.50","469,068,976.42","448,480,015.20","493,117,380.40","435,942,789.26","396,094,057.63","393,593,382.57","337,317,907.48","319,710,270.79","275,320,302.93","199,129,781.73","193,716,818.84","188,018,497.23","212,145,989.54","193,187,984.43","168,071,792.10","117,960,992.72","89,057,683.83","62,757,025.67","54,941,862.74","97,431,063.94","80,258,303.65","101,644,395.34","282,645,069.26","120,725,050.70","133,472,246.71","137,765,963.69","557,375,128.56","1,125,011,235.93","938,299,341.55","2,216,558,249.36","2,068,408,664.35","1,958,878,954.10","1,697,307,714.14"
