科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"69,650,063.12","102,962,877.51","52,634,968.03","75,975,871.87","109,167,028.43","33,193,346.04","71,639,222.67","109,369,846.47","156,520,800.12","45,935,995.65","90,830,239.05","144,486,694.45","205,662,220.55","57,029,024.84","110,890,135.10","162,934,369.31","262,020,027.56","59,646,558.36","118,957,736.47","181,592,888.62","281,468,573.60","64,030,334.62","126,475,913.23","189,518,715.75","282,684,674.32","73,029,563.42","145,235,903.05","230,394,655.06","323,461,651.97","81,808,748.25","161,668,078.71","239,856,018.65","367,274,934.23","94,382,931.55","185,183,311.08","282,024,158.10","438,080,967.44"
取得借款收到的现金,"70,000,000.00","50,000,000.00",,,,,,"30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"51,220,432.58","62,656,119.80","40,096,303.46","57,574,571.40","84,883,686.57","25,735,259.89","48,819,309.81","61,252,012.52","84,018,534.22","39,862,817.27","98,372,740.78","130,348,917.93","158,489,264.07","61,790,462.05","145,906,074.97","187,250,830.08","278,377,070.21","77,999,177.52","148,589,625.80","195,888,230.05","290,349,331.21","68,488,994.31","180,384,224.76","230,394,238.20","315,128,918.13","83,530,836.33","179,200,721.49","242,069,685.46","312,677,315.63","94,585,795.23","219,252,037.93","274,276,046.22","296,262,116.06","103,177,739.87","218,993,468.74","283,575,841.34","370,993,451.29"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,"437,537.94",,,,,,"1,220,112.00",,,,,,"4,450,000.00","3,000,000.00","3,000,000.00","4,000,000.00","11,220,000.00",,,,,,"1,051,312.17",,"18,831,592.08"
支付其他与经营活动有关的现金,"107,831,847.40","138,949,923.61","59,250,718.97","101,787,261.27","157,099,661.44","39,007,175.82","89,497,080.57","177,959,884.93","226,333,756.20","63,483,560.50","115,636,505.18","185,168,961.48","248,124,271.49","82,635,197.96","152,092,944.76","234,300,625.13","294,937,257.67","96,071,843.36","172,639,774.89","241,769,172.35","278,695,590.34","58,902,745.32","130,084,645.21","189,091,882.80","334,743,031.90","75,426,311.83","162,869,351.66","291,984,418.76","361,402,495.91","83,022,025.16","207,860,054.61","365,758,464.08","369,470,142.82","99,443,130.78","291,431,025.84","471,015,220.34","433,180,744.64"
筹资活动现金流入小计,"80,171,290.00","50,000,000.00",,,"780,000,000.00",,,"30,000,000.00","30,000,000.00",,,,"437,537.94",,,,,,"1,220,112.00",,"11,136,277.50",,"50,753,477.20","50,753,477.20","71,439,014.94","11,787,470.63","11,230,684.93","31,716,121.56","67,554,846.62","1,280,353.83","83,363,300.42","83,883,004.50","83,392,100.00","83,911,171.26","139,446,557.43","151,218,245.26","124,417,991.08"
经营活动现金流出小计,"533,108,801.98","738,158,984.55","373,078,366.24","551,703,826.20","817,335,505.77","284,290,279.71","607,815,026.22","977,849,143.49","1,312,139,458.13","313,824,229.70","592,414,818.57","972,639,010.93","1,362,244,338.27","472,510,763.02","880,471,174.41","1,213,279,408.73","1,552,192,657.21","508,784,317.59","1,017,961,188.05","1,511,447,142.25","1,976,544,151.31","460,785,036.54","980,576,078.15","1,412,748,148.33","2,231,459,826.98","549,164,784.91","1,047,297,888.01","1,550,585,659.27","2,507,360,220.86","550,711,217.84","1,082,851,839.47","1,681,921,037.07","2,628,110,278.94","699,862,830.14","1,479,377,009.99","2,132,148,289.27","3,078,167,928.66"
偿还债务支付的现金,"39,944,444.44","75,500,000.00","44,222,222.23","57,222,222.23","65,222,222.23",,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"50,597,222.12","67,072,056.21","32,600,062.80","67,541,082.17","129,223,126.90","7,892,284.52","-90,324,023.59","-153,018,539.23","-62,782,604.37","61,700,397.14","107,214,877.97","118,929,974.05","211,728,037.77","17,890,091.71","19,555,694.00","201,993,886.42","450,064,115.01","1,166,724.80","-28,741,700.43","-34,473,593.11","217,813,465.68","82,976,613.32","68,292,200.23","169,747,549.08","435,767,496.19","-8,499,977.69","-46,057,469.10","-10,436,604.26","290,951,554.70","42,734,952.86","77,722,048.63","38,458,581.64","419,806,129.66","-47,008,163.07","-170,964,279.38","-156,217,887.17","365,753,190.24"
分配股利、利润或偿还利息支付的现金,"5,424,668.62","30,436,984.37","2,410,357.79","2,658,529.58","2,736,742.91",,,"18,862,090.15","20,294,426.44","1,570,332.77","19,030,179.53","60,566,403.25","72,619,194.67","4,768,016.78","13,415,234.07","16,670,788.50","33,404,659.29","3,068,527.40","22,832,851.49","44,722,111.49","52,464,346.39","1,872,812.00","28,333,925.48","29,497,451.58","33,870,204.73","5,171,763.65","23,033,038.92","23,683,765.92","26,955,890.27","6,633,226.89","59,643,287.09","73,305,571.01","97,108,670.11","11,682,779.00","61,334,095.81","70,969,189.58","97,751,006.26"
收回投资收到的现金,,,,,,,,,,,,,"592,900,000.00",,,,,,,"300,000,000.00","560,000,000.00","50,000,000.00","140,000,000.00","370,000,000.00","650,000,000.00","170,000,000.00","290,000,000.00","470,000,000.00","650,000,000.00",,"200,000,000.00","410,000,000.00","808,665,767.09","70,000,000.00","220,000,000.00","370,000,000.00","618,924,919.37"
支付其他与筹资活动有关的现金,"5,000,000.00",,,,"39,083,152.96","3,328,095.76","3,328,095.76","3,346,995.76","3,509,517.65",,,,,,,,,,,,,,,,,,,,"301,016,039.38",,,,"4,637,771.38",,,"4,420,462.59","13,220,017.24"
取得投资收益收到的现金,,,,,,,,,,,,,"3,122,265.47",,,,"119,671.23","118,356.16",,"7,285,992.55","12,012,656.60","5,470,724.07","8,570,864.79","17,340,938.75","16,862,699.91","7,815,100.99","9,528,183.19","13,032,840.69","18,309,739.62","471,780.82","7,918,356.15","16,005,845.77","3,754,070.00","31,124,482.19","33,324,189.48","50,909,088.38","11,713,940.00"
筹资活动现金流出小计,"50,369,113.06","105,936,984.37","46,632,580.02","59,880,751.81","107,042,118.10","3,328,095.76","3,328,095.76","22,209,085.91","23,803,944.09","31,570,332.77","49,030,179.53","90,566,403.25","102,619,194.67","4,768,016.78","13,415,234.07","16,670,788.50","33,404,659.29","3,068,527.40","22,832,851.49","44,722,111.49","52,464,346.39","1,872,812.00","28,333,925.48","29,497,451.58","33,870,204.73","5,171,763.65","23,033,038.92","23,683,765.92","327,971,929.65","6,633,226.89","59,643,287.09","73,305,571.01","101,746,441.49","11,682,779.00","61,334,095.81","75,389,652.17","110,971,023.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,"8,431,512.00","149,650.00","58,200.00","76,920.00","111,368.06","123,500.00","123,500.00","123,500.00","431,495.17","54,874.00","54,874.00","164,874.00","191,082.09","47,760.00","47,760.00","79,480.00","170,955.13","5,435.00","97,635.00","552,635.00","2,037,181.52","118,000.01","226,000.01","297,900.01","635,555.48","180,000.00","122,100.00","160,330.00","943,437.81",,"70,000.00","120,000.00","2,736,562.12","120,000.00",,,"3,496,162.04"
筹资活动产生的现金流量净额,"29,802,176.94","-55,936,984.37","-46,632,580.02","-59,880,751.81","672,957,881.90","-3,328,095.76","-3,328,095.76","7,790,914.09","6,196,055.91","-31,570,332.77","-49,030,179.53","-90,566,403.25","-102,181,656.73","-4,768,016.78","-13,415,234.07","-16,670,788.50","-33,404,659.29","-3,068,527.40","-21,612,739.49","-44,722,111.49","-41,328,068.89","-1,872,812.00","22,419,551.72","21,256,025.62","37,568,810.21","6,615,706.98","-11,802,353.99","8,032,355.64","-260,417,083.03","-5,352,873.06","23,720,013.33","10,577,433.49","-18,354,341.49","72,228,392.26","78,112,461.62","75,828,593.09","13,446,967.58"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,"20,328.76",,,,,"15,900,000.00",,,,"3,232,200.00",,,,,,"1,644,250.19",,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,431,512.00","149,650.00","58,200.00","97,248.76","111,368.06","123,500.00","123,500.00","123,500.00","16,331,495.17","54,874.00","54,874.00","164,874.00","599,445,547.56","47,760.00","47,760.00","79,480.00","290,626.36","123,791.16","1,741,885.19","307,838,627.55","574,049,838.12","55,588,724.08","148,796,864.80","387,638,838.76","667,498,255.39","177,995,100.99","299,650,283.19","483,193,170.69","669,253,177.43","471,780.82","207,988,356.15","426,125,845.77","815,156,399.21","101,244,482.19","253,324,189.48","420,909,088.38","634,135,021.41"
五、现金及现金等价物净增加额,"34,747,376.64","-519,838.03","-15,007,274.79","718,793.13","774,002,475.45","-16,509,726.94","-133,754,165.55","-224,947,726.10","-187,325,114.60","-1,661,475.80","-25,563,364.23","-141,768,454.83","-131,004,876.81","-23,849,993.04","-46,146,756.28","109,336,349.20","128,216,130.25","-71,683,951.89","-173,857,767.86","-172,819,588.45","27,002,351.63","58,045,181.04","-42,669,773.81","44,970,693.70","249,611,400.70","-45,501,259.91","-394,220,467.22","-161,802,975.89","-214,928,324.75","-188,846,487.59","-304,284,113.74","-338,343,468.69","-197,267,963.77","-101,486,922.78","-281,305,939.39","-127,105,869.09","-67,035,226.96"
购建固定资产、无形资产和其他长期资产支付的现金,"49,683,534.42","11,804,559.87","1,032,957.57","7,038,785.99","28,289,901.41","21,197,415.70","40,225,546.20","79,843,600.96","143,355,264.49","31,846,414.17","83,802,936.67","170,296,899.63","247,096,805.41","37,019,827.97","52,334,976.21","76,066,228.72","88,733,951.83","19,905,940.45","45,245,213.13","61,462,511.40","83,532,883.28","48,647,344.36","72,178,390.56","93,671,719.76","171,223,161.09","41,612,090.19","61,510,927.32","68,091,897.96","190,215,973.85","16,700,348.21","63,214,531.85","143,005,329.59","323,876,151.15","120,361,634.16","138,278,502.11","154,125,854.39","230,470,406.19"
期初现金及现金等价物余额,"44,249,685.20","78,997,061.84","78,477,223.81","78,477,223.81","78,477,223.81","853,443,052.58","852,479,699.26","852,479,699.26","852,479,699.26","665,154,584.66","665,154,584.66","665,154,584.66","665,154,584.66","534,153,377.07","534,153,377.07","534,153,377.07","534,149,707.85","662,365,838.10","662,365,838.10","662,365,838.10","662,365,838.10","689,368,189.73","689,368,189.73","689,368,189.73","689,368,189.73","938,979,590.43","938,979,590.43","938,979,590.43","938,979,590.43","724,051,265.68","724,051,265.68","724,051,265.68","724,051,265.68","526,783,301.91","526,783,301.91","553,442,517.55","526,783,301.91"
投资支付的现金,"4,400,000.00",,,,,,,,,,,,"592,900,000.00",,,,"200,000,000.00","50,000,000.00",,"340,000,000.00","640,000,000.00","30,000,000.00","210,000,000.00","440,000,000.00","720,000,000.00","170,000,000.00","574,500,000.00","574,500,000.00","724,500,000.00","210,000,000.00","550,500,000.00","670,500,000.00","1,090,000,000.00","107,590,000.00","303,499,809.00","313,499,809.00","849,900,000.00"
期末现金及现金等价物余额,"78,997,061.84","78,477,223.81","63,469,949.02","79,196,016.94","852,479,699.26","836,933,325.64","718,725,533.71","627,531,973.16","665,154,584.66","663,493,108.86","639,591,220.43","523,386,129.83","534,149,707.85","510,303,384.03","488,006,620.79","643,489,726.27","662,365,838.10","590,681,886.21","488,508,070.24","489,546,249.65","689,368,189.73","747,413,370.77","646,698,415.92","734,338,883.43","938,979,590.43","893,478,330.52","544,759,123.21","777,176,614.54","724,051,265.68","535,204,778.09","419,767,151.94","385,707,796.99","526,783,301.91","425,296,379.13","245,477,362.52","426,336,648.46","459,748,074.95"
