科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流入小计,"460,500,000.00","331,393,732.38","140,000,000.00","255,000,000.00","118,000,000.00","623,511,300.00","573,511,300.00","768,011,300.00","75,000,000.00","92,500,000.00","67,500,000.00","362,000,000.00","157,000,000.00","141,500,000.00","192,000,000.00","318,500,000.00","70,000,000.00","155,000,000.00","220,000,000.00","250,000,000.00","120,000,000.00","150,000,000.00","215,000,000.00","327,000,000.00","181,000,000.00","366,000,000.00","493,075,340.31","625,000,000.00","166,000,000.00","256,000,000.00","326,000,000.00","1,469,904,457.59","179,166,450.00","449,166,450.00","542,304,750.00","721,912,545.00",,"461,977,850.00","1,067,090,165.00","1,270,665,417.00","317,688,416.00"
经营活动现金流出小计,"801,211,727.70","987,518,880.05","146,919,776.32","787,353,079.25","204,533,624.38","363,567,406.73","620,702,360.45","898,623,075.51","291,389,874.61","594,535,476.18","1,076,349,849.62","1,347,315,967.55","423,152,133.64","602,365,773.62","759,982,249.52","1,163,176,470.23","294,700,110.30","768,596,042.39","1,054,361,636.48","1,383,900,755.50","333,497,668.09","573,094,891.33","1,158,823,274.76","1,370,597,711.02","347,365,220.39","548,353,798.28","961,150,851.20","1,082,724,664.32","159,189,198.55","422,666,843.34","652,002,181.88","1,735,916,880.56","534,396,980.82","1,086,141,633.82","2,179,223,634.43","2,898,376,785.39","748,868,116.33","2,347,958,416.79","3,647,329,614.99","5,208,321,378.91","1,480,829,449.52"
偿还债务支付的现金,"232,300,000.00","341,393,732.38","140,000,000.00","265,500,000.00","140,000,000.00","180,000,000.00","240,000,000.00","383,000,000.00","54,800,000.00","50,000,000.00","50,000,000.00","283,000,000.00","50,000,000.00","50,000,000.00","175,500,000.00","362,000,000.00","57,000,000.00","106,500,000.00","171,500,000.00","221,500,000.00","70,000,000.00","100,000,000.00","165,000,000.00","247,000,000.00","144,000,000.00","314,000,000.00","339,000,000.00","532,190,000.00","131,053,029.68","315,303,029.68","390,713,299.44","476,838,073.84","110,444,161.00","206,115,762.00","311,808,551.00","436,471,602.00","70,000,000.00","375,999,748.25","494,699,748.25","704,982,458.25","218,263,130.00"
经营活动产生的现金流量净额,"19,991,615.09","76,833,118.95","17,537,347.16","73,765,885.86","-15,106,901.30","74,500,871.39","90,272,970.64","115,366,794.68","-130,452,695.37","-57,447,810.03","-146,760,207.57","-89,989,408.43","-131,363,101.05","-7,009,810.32","103,361,096.06","189,119,563.07","-19,782,116.15","-85,429,996.47","-11,681,344.81","2,234,916.93","-63,156,819.98","62,463,689.37","-9,674,412.17","42,024,185.23","-71,645,835.56","22,611,029.25","-59,805,280.32","10,575,533.26","57,129,944.36","118,839,645.38","185,808,562.45","637,941,764.41","59,969,309.32","189,753,087.04","302,714,625.38","483,064,874.73","150,253,089.25","56,980,738.13","65,781,720.83","286,938,465.38","-105,220,874.09"
分配股利、利润或偿还利息支付的现金,"30,886,398.66","29,621,004.29","6,669,627.62","27,221,789.38","5,011,372.99","20,555,354.06","23,849,432.13","27,491,869.91","3,206,888.18","19,728,846.67","22,828,567.62","27,694,126.07","4,797,230.46","22,986,975.32","28,619,557.11","32,727,148.37","2,567,792.98","18,612,533.17","21,714,532.65","28,486,829.92",,"28,106,908.28","32,832,021.86","37,749,938.36","4,933,918.24","30,361,202.45","37,211,968.54","42,812,511.55","5,313,906.59","39,116,719.15","42,672,701.76","46,595,139.84","3,250,274.22","7,446,777.59","58,616,635.59","67,424,126.54","3,169,760.41","256,555,428.04","270,583,722.43","282,098,480.29","15,143,216.84"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,013,663.45",,"2,750,000.00","14,750,000.00","31,209.53"
支付其他与筹资活动有关的现金,,,,,,"8,592,277.53","8,592,277.53","7,671,500.00",,,,"70,000,000.00",,,,,,,,,"3,987,730.76",,,,,,,"4,635,268.60","-291,427.44",,"-9,995,000.00","300,892,776.80",,,,"35,809,295.00",,,"49,243,298.64","74,141,802.49","3,397,808.14"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,496,330.77",,"407,556.81"
筹资活动现金流出小计,"263,186,398.66","371,014,736.67","146,669,627.62","292,721,789.38","145,011,372.99","209,147,631.59","272,441,709.66","418,163,369.91","58,006,888.18","69,728,846.67","72,828,567.62","380,694,126.07","54,797,230.46","72,986,975.32","204,119,557.11","394,727,148.37","59,567,792.98","125,112,533.17","193,214,532.65","249,986,829.92","73,987,730.76","128,106,908.28","197,832,021.86","284,749,938.36","148,933,918.24","344,361,202.45","376,211,968.54","579,637,780.15","136,075,508.83","354,419,748.83","423,391,001.20","824,325,990.48","113,694,435.22","213,562,539.59","370,425,186.59","539,705,023.54","73,169,760.41","632,555,176.29","814,526,769.32","1,061,222,741.03","236,804,154.98"
处置固定资产、无形资产和其他长期资产收回的现金净额,"27,257,271.07","20,132.00",,"2,000.00",,,,"2,000.00","479,140.39","468,861.09","468,861.09","907,493.07",,,,"144,289.49","89,561.21","64,688.23","69,389.08","114,359.53",,"6,655.94","439,272.01","19,527.60",,"94,020.34","94,020.34","5,883.50",,,,"141,008.00","45,179.49","-4,230.25","-4,130.25","45,179.49",,-450.00,"100,650.00","10,808,567.00","1,404,512.07"
筹资活动产生的现金流量净额,"197,313,601.34","-39,621,004.29","-6,669,627.62","-37,721,789.38","-27,011,372.99","414,363,668.41","301,069,590.34","349,847,930.09","16,993,111.82","22,771,153.33","-5,328,567.62","-18,694,126.07","102,202,769.54","68,513,024.68","-12,119,557.11","-76,227,148.37","10,432,207.02","29,887,466.83","26,785,467.35","13,170.08","46,012,269.24","21,893,091.72","17,167,978.14","42,250,061.64","32,066,081.76","21,638,797.55","116,863,371.77","45,362,219.85","29,924,491.17","-98,419,748.83","-97,391,001.20","645,578,467.11","65,472,014.78","235,603,910.41","171,879,563.41","182,207,521.46","-73,169,760.41","-170,577,326.29","252,563,395.68","209,442,675.97","80,884,261.02"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,269.31",,,,,,,,,,
四、汇率变动对现金的影响,,"18,745.46","-495,851.00","-52,076.00","-79,123.64","-245,664.79","-199,582.35","-329,789.13","-114,681.31","-304,934.63","-664,923.39","-936,609.14","-6,731.41","-99,605.48","-347,616.36","-570,798.22","-278,128.95","-1,005,961.45","-1,354,208.59","-1,665,477.85","3,779.65","220,961.01","106,550.61","3,488.07","261,343.95","262,076.07","1,386,572.49","1,873,889.59","121,432.68","539,676.91","664,371.91","1,335,191.14","5,138.99","-682,988.06","-1,070,802.00","-5,675,845.31","-118,719.68","207,144.16","597,260.84","955,203.45","122,635.60"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"1,150,000.00",,,,,,,,,,,,"93,073,000.00","301,408,570.21","969,967,688.44","1,473,971,224.47","4,165,680,584.03","913,827,465.74","2,822,968,488.61","3,742,237,353.28","4,917,641,350.26","416,760,467.22"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"27,257,271.07","20,132.00",,"2,000.00",,,,"2,000.00","479,140.39","468,861.09","468,861.09","907,493.07",,,,"144,289.49","89,561.21","64,688.23","69,389.08","1,264,359.53",,"6,655.94","439,272.01","19,527.60",,"94,020.34","94,020.34","5,883.50",,,"30,269.31","93,214,008.00","301,453,749.70","969,963,458.19","1,473,967,094.22","4,165,725,763.52","914,841,129.19","2,822,968,038.61","3,753,584,334.05","4,943,199,917.26","418,603,745.63"
五、现金及现金等价物净增加额,"20,590,068.19","-4,054,581.66","-6,625,069.18","16,736,929.84","-43,042,006.93","475,015,896.34","370,652,100.98","451,271,742.16","-136,083,270.94","-76,318,985.62","-221,115,279.19","-195,391,819.26","-62,946,932.95","-26,080,567.81","-18,092,399.80","-36,954,577.12","-93,287,992.84","-121,883,335.90","-64,269,205.04","-116,193,028.97","-19,053,270.16","53,751,190.97","-42,463,993.77","20,494,606.64","-44,170,353.45","-5,838,171.24","-18,268,695.10","-14,327,335.53","72,278,803.26","-8,003,002.11","15,775,741.24","-1,616,928,720.37","-1,155,110,490.27","-626,310,800.68","-831,200,003.97","-301,272,665.19","-382,984,601.85","-177,428,257.58","-389,673,577.82","53,908,521.04","-581,371,077.71"
购建固定资产、无形资产和其他长期资产支付的现金,"135,344,424.81","41,305,573.78","3,158,058.02","19,257,090.64","844,609.00","13,602,978.67","20,490,877.65","13,615,193.48","22,988,146.47","41,806,255.38","68,830,441.70","86,679,168.69","33,779,870.03","87,484,176.69","108,986,322.39","149,420,483.09","83,749,515.97","65,399,533.04","78,088,508.07","95,039,997.66","1,912,499.07","30,833,207.07","50,503,382.36","63,802,655.90","4,851,943.60","50,444,094.45","76,807,379.38","72,144,861.73","14,897,064.95","28,962,575.57","73,336,461.23","128,317,481.85","18,961,293.32","82,948,268.26","104,940,484.98","99,519,089.85","4,790,340.20","21,806,852.19","54,152,136.14","103,003,680.22","33,336,955.51"
期初现金及现金等价物余额,"44,115,073.25","64,705,141.44","60,650,559.78","60,650,559.78","77,387,489.62","77,387,489.62","77,387,489.62","77,387,489.62","528,659,231.78","528,659,231.78","528,659,231.78","528,659,231.78","333,267,412.52","333,267,412.52","333,267,412.52","333,267,412.52","296,312,835.40","296,312,835.40","296,312,835.40","296,312,835.40","193,019,806.43","193,019,806.43","193,019,806.43","180,119,806.43","200,614,413.07","200,614,413.07","200,614,413.07","200,614,413.07","186,287,077.54","186,287,077.54","186,287,077.54","3,286,763,350.88","1,669,834,630.51","1,669,834,630.51","1,669,834,630.51","1,669,834,630.51","1,270,574,696.43","1,377,161,965.32","1,383,428,800.00","1,368,561,965.32","1,447,470,486.36"
投资支付的现金,"5,000,000.00",,,,,,,,,,,,,,,,,,,"23,000,000.00",,,,,,,,,,,,,,,"24,750,000.00","24,750,000.00","30,000,000.00","30,000,000.00","746,128,723.00","50,000,000.00",
期末现金及现金等价物余额,"64,705,141.44","60,650,559.78","65,722,095.92","77,387,489.62","34,345,482.69","552,403,385.96","448,039,590.60","528,659,231.78","392,575,960.84","452,340,246.16","307,543,952.59","333,267,412.52","270,320,479.57","307,186,844.71","315,175,012.72","296,312,835.40","203,024,842.56","174,429,499.50","232,043,630.36","180,119,806.43","173,966,536.27","246,770,997.40","150,555,812.66","200,614,413.07","156,444,059.62","194,776,241.83","182,345,717.97","186,287,077.54","258,565,880.80","178,284,075.43","202,062,818.78","1,669,834,630.51","514,724,140.24","1,043,523,829.83","838,634,626.54","1,368,561,965.32","887,590,094.58","1,199,733,707.74","993,755,222.18","1,422,470,486.36","866,099,408.65"
