科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"2,064,838.07","3,941,760.62","5,075,508.95","5,141,057.75","6,493,066.94","8,777,118.05","2,425,561.13","2,388,963.55","2,293,976.55","1,661,202.17","612,222.57","793,992.79","1,541,129.29","1,163,015.43","4,335,120.62","3,383,240.32","5,827,623.90","2,527,172.64","880,042.27","1,089,829.43","885,556.52","994,123.31","857,393.41","3,297,067.66","2,223,774.07","2,632,286.33","1,452,738.04","1,096,888.30","2,083,228.07","1,451,624.57","910,873.39","1,403,945.98","1,192,262.04","1,208,063.58","1,322,966.61","1,123,720.87","804,564.84","856,159.64","552,155.44","1,219,346.78","916,319.37","484,768.42","60,583.00","588,948.65","423,944.80","500,048.60","62,288,569.86","66,923,556.91"
应付职工薪酬,"10,193,724.85","9,776,769.71","8,343,077.40","8,457,798.58","8,017,563.08","6,649,799.10","5,985,277.29","6,868,377.19","6,508,487.33","5,897,545.80","4,558,243.69","6,027,999.33","5,281,497.15","5,965,795.23","4,693,548.77","3,862,656.11","3,331,776.80","2,533,431.39","2,477,503.02","3,346,663.48","2,580,350.93","3,581,218.52","2,837,121.90","3,631,203.99","3,887,903.23","3,709,648.41","3,093,500.84","3,495,559.34","3,960,795.17","2,644,437.95","3,285,045.00","3,482,297.63","8,356,983.13","11,269,648.00","10,625,178.02","6,587,762.16","10,581,394.79","13,008,360.30","12,625,879.74","9,715,694.25","10,795,545.90","12,060,829.90","10,786,827.23","7,584,719.92","12,198,462.43","10,997,494.64","54,232,684.08","42,536,075.05"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"216,141.52","2,704,243.43","4,310,943.12","4,592,482.80","3,922,294.08","5,911,627.36","1,577,496.45","2,251,024.77","-572,442.82","-527,580.27","741,240.96","-49,177.65","4,918,989.26","-1,299,958.17","-2,100,354.16","3,809,683.95","1,293,303.95","1,192,763.36","-1,409,524.62","-1,965,666.52","-2,353,357.15","38,678.41","194,183.71","1,261,811.06","-716,212.57","-173,017.61","797,224.36","-1,547,544.15","-1,871,383.94","843,883.85","1,932,246.50","1,968,268.45","1,429,093.15","1,357,749.54","1,511,376.85","1,508,029.07","1,053,721.68","1,084,697.64","2,870,567.48","2,657,309.06","2,823,948.53","2,866,434.38","2,015,713.42","3,412,604.89","3,425,613.16","4,520,753.82","35,796,522.44","37,052,215.59"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"569,614.45",,,"327,399.67","147,854.11","1,227,654.11",,,,"597,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"578,133.93",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"4,477,200.01",,,,,,,,"192,929.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"29,560,813.78","20,440,059.14","24,399,578.17","26,081,074.02","29,543,118.38","41,390,319.53","29,831,740.91","23,850,670.47","26,301,408.44","30,196,431.97","27,023,187.04","36,640,482.85","28,158,023.98","38,066,935.65","61,286,821.45","64,335,673.64","65,830,255.54","69,167,984.01","70,288,496.26","74,606,884.65","78,454,977.58","78,491,010.57","78,186,766.09","75,055,445.87","68,954,057.86","76,313,086.36","71,697,272.64","71,206,825.43","73,491,054.06","71,609,697.12","77,500,101.70","74,795,507.65","75,896,439.46","68,258,053.43","75,616,775.73","68,973,267.44","72,038,138.03","67,494,339.90","71,779,529.60","73,558,763.90","70,744,222.53","62,822,621.86","60,045,796.17","57,123,197.19","55,978,885.78","59,003,910.13","219,174,354.03","255,733,392.32"
其他应付款,"7,048,592.28","1,942,850.82","11,555,413.38","7,478,772.10","7,112,315.87","6,938,049.58","6,495,630.82","6,311,576.77","6,893,430.10","7,743,561.33","5,555,005.81","5,673,421.13","7,451,436.45","7,905,429.85","6,534,228.55","6,148,216.45","7,306,368.28","8,329,161.28","4,653,833.74","5,819,910.38","8,014,770.36","7,551,548.18","4,758,618.24","3,509,938.05","4,153,523.00","5,879,726.44","4,070,048.52","5,411,205.94","5,895,067.12","8,296,770.76","7,330,961.72","8,734,867.20","10,425,943.60","10,060,520.75","8,233,816.37","12,448,984.91","10,129,938.83","10,744,711.94","9,609,419.16","10,017,380.55","9,662,359.63","11,538,333.56","49,414,481.35","54,628,512.27","43,949,945.67","44,471,180.22","155,575,453.49","135,596,359.62"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"4,500,000.00","4,500,000.00",,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","1,061,971.14",,,,"51,221,218.64","50,000,000.00","50,000,000.00","50,000,000.00","1,309,585.27",,,,"1,404,346.07","50,000,000.00","51,454,267.58","50,000,000.00","51,505,963.69",
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,120,762.01","2,256,063.94","4,053,162.70","791,076.42","6,388,972.32","13,269,143.42","13,440,146.57","12,600,077.67","13,118,465.89","13,088,732.89","10,426,433.66","14,539,687.89","14,654,448.86","12,952,400.06","15,419,054.06","23,112,979.52","17,121,470.43","11,735,033.83"
其他流动负债,,"467,318.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"201,056,438.24","207,522,774.50","435,658,034.31","410,406,156.68","403,716,381.59","430,481,052.18","383,923,294.66","367,870,049.97","383,850,411.63","392,443,062.18","373,360,135.41","390,284,658.29","417,002,259.02","424,660,193.42","389,985,115.31","413,882,785.43","433,410,062.62","425,412,446.64","397,927,013.90","398,529,505.74","385,073,135.92","369,504,393.51","374,823,803.75","362,991,216.56","375,452,672.19","421,405,689.88","408,515,724.20","403,153,910.86","439,749,314.34","466,765,757.12","454,057,400.88","522,911,034.84","562,070,946.26","571,335,325.81","523,098,212.73","539,561,754.56","532,978,077.85","561,038,723.81","516,162,093.18","583,467,482.24","596,723,449.93","580,077,248.83","530,136,926.37","579,585,734.85","620,470,143.80","663,507,156.55","1,776,615,071.76","2,120,517,975.96"
流动负债合计,"206,107,164.77","196,202,753.37","200,180,638.98","166,307,478.31","187,138,718.58","207,242,095.42","132,209,845.37","125,349,007.70","143,478,351.82","152,960,710.96","175,753,697.38","190,667,248.13","209,493,351.63","213,568,233.23","176,125,949.20","174,494,237.92","187,523,148.07","186,547,012.43","220,494,257.53","219,304,158.62","209,536,805.72","214,734,951.39","173,647,325.33","166,092,933.16","177,806,023.87","208,494,270.94","232,545,610.53","222,391,499.55","243,966,807.50","259,913,130.98","192,664,505.14","205,243,302.99","233,167,631.98","229,748,718.39","261,186,648.95","260,964,988.88","253,730,758.85","274,658,662.60","264,913,079.91","269,774,722.58","284,675,590.17","271,792,410.42","245,187,012.10","326,903,922.99","352,792,185.85","364,620,813.33","1,574,285,718.50","1,542,810,229.02"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,535,218.61","6,535,218.61"
长期借款,"19,000,000.00","19,000,000.00",,"19,000,000.00",,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,"20,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,"19,000,000.00",,,,,,,,,,,,,,,,,,"13,103,467.83","12,406,895.52","12,633,659.34","11,001,370.86","11,219,711.43","11,433,728.73","11,643,346.59","9,993,610.08","10,194,195.18","10,390,144.20","9,519,404.31","8,912,928.36","9,094,473.24","9,271,046.55","8,221,342.08","7,754,049.15","7,915,176.03","8,070,971.64","6,911,756.75","6,511,314.15","6,650,545.65","6,784,060.08","5,507,410.66","5,178,655.62","3,840,139.77","5,404,028.34","64,820,814.70","69,341,538.99"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"214,011,418.59","214,011,418.59"
专项应付款,"2,680,815.82","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"220,057,964.40","214,633,970.54","221,129,178.74","214,092,057.76","207,811,785.99","220,369,575.53","238,822,097.85","232,893,281.72","224,967,907.82","217,105,730.00","209,380,853.90","200,684,534.60","195,734,717.59","188,278,519.70","258,173,927.66","250,525,866.48","241,671,479.14","253,549,712.47","268,456,116.77","261,652,170.08","285,116,533.45","311,701,061.27","338,922,411.90","326,732,443.89","325,698,632.21","317,795,609.68","322,902,565.53","304,668,196.40","293,771,238.74","286,445,149.92","288,712,382.94","279,457,550.24","271,128,225.56","265,569,618.66","283,191,181.04","272,236,829.04","281,541,870.65","281,992,376.30","278,737,679.68","265,330,164.30","268,471,508.95","278,502,593.34","324,340,417.11","319,530,058.13","312,755,216.65","310,958,903.73","301,152,025.66","307,636,786.69"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"562,500.00","562,500.00"
在建工程,"39,948.00","631,979.57","4,690.00","1,407,711.29","17,306,990.79","9,573,116.38","18,195,277.78","22,502,470.90","29,307,812.77","39,267,915.26","47,192,554.48","50,352,345.15","60,378,450.28","69,289,984.49","19,508,724.57","25,538,390.20","27,613,953.40","28,011,466.66","27,680,383.58","33,493,913.60","34,255,287.18","33,986,541.54","3,004,375.60","8,687,366.67","9,553,302.38","9,197,155.50","653,777.56","8,053,917.15","8,245,631.79","9,928,910.31","2,782,761.44","6,171,377.52","6,207,814.59","6,383,469.75","295,040.89","15,814,156.03","7,987,388.89","8,392,280.12","47,656,094.29","53,282,481.30","54,045,524.56","56,028,442.45","40,003,526.65","35,066,542.27","34,847,035.50","36,661,911.39","83,670,162.30","76,231,714.96"
其他非流动负债,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,"1,330,000.00","1,330,000.00","1,330,000.00","1,330,000.00",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"21,680,815.82","21,300,000.00","21,300,000.00","21,300,000.00","2,300,000.00","2,300,000.00","52,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,,,,"22,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00","3,000,000.00","3,000,000.00","16,103,467.83","15,406,895.52","62,633,659.34","61,001,370.86","61,219,711.43","61,433,728.73","12,973,346.59","11,323,610.08","11,524,195.18","11,720,144.20","59,519,404.31","58,912,928.36","59,094,473.24","59,271,046.55","11,221,342.08","10,304,049.15","10,915,176.03","11,070,971.64","9,911,756.75","62,271,314.15","62,410,545.65","62,544,060.08","64,641,410.66","15,061,351.12","14,983,530.77","20,327,419.34","78,473,217.50","83,483,941.79"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"227,787,980.59","217,502,753.37","221,480,638.98","187,607,478.31","189,438,718.58","209,542,095.42","184,209,845.37","176,349,007.70","194,478,351.82","203,960,710.96","175,753,697.38","190,667,248.13","209,493,351.63","213,568,233.23","198,125,949.20","226,494,237.92","239,523,148.07","238,547,012.43","223,494,257.53","222,304,158.62","225,640,273.55","230,141,846.91","236,280,984.67","227,094,304.02","239,025,735.30","269,927,999.67","245,518,957.12","233,715,109.63","255,491,002.68","271,633,275.18","252,183,909.45","264,156,231.35","292,262,105.22","289,019,764.94","272,407,991.03","271,269,038.03","264,645,934.88","285,729,634.24","274,824,836.66","332,046,036.73","347,086,135.82","334,336,470.50","309,828,422.76","341,965,274.11","367,775,716.62","384,948,232.67","1,652,758,936.00","1,626,294,170.81"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"149,240,000.00","149,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","199,240,000.00","237,762,488.00","262,371,833.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"23,061.95","23,061.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","185,145,221.95","324,873,418.69","653,336,711.39"
无形资产,,,"12,415,200.00","12,807,293.00","12,723,218.00","12,639,143.00","12,555,068.00","12,470,993.00","12,386,918.00","12,302,843.00","12,218,768.00","12,134,693.00","12,558,368.00","12,436,214.00","12,689,446.00","12,562,678.00","12,435,910.00","12,309,142.00","12,182,374.00","12,055,606.00","11,928,838.00","11,802,070.00","11,675,302.00","11,548,534.00","11,421,766.00","11,294,998.00","11,178,230.00","11,081,462.00","10,984,694.00","10,899,641.00","10,814,588.00","10,729,535.00","10,644,522.00","16,702,179.48","16,450,874.70","16,199,569.92","15,948,265.14","15,696,960.36","15,445,655.58","15,194,350.80","14,943,046.02","14,691,741.24","14,440,436.46","14,189,131.68","13,937,826.90","13,686,522.12","60,826,437.80","60,485,010.67"
盈余公积,"4,512,758.99","4,512,758.99","7,678,508.95","7,678,508.95","7,889,454.82","7,889,454.82","10,771,424.66","10,771,424.66","10,771,424.66","10,771,424.66","10,897,558.74","10,897,558.74","10,897,558.74","10,897,558.74","12,545,435.08","12,545,435.08","12,545,435.08","12,545,435.08","13,318,220.96","13,318,220.96","13,318,220.96","13,318,220.96","14,208,782.10","14,208,782.10","14,208,782.10","14,208,782.10","15,246,690.07","15,246,690.07","15,246,690.07","15,246,690.07","16,622,144.49","16,622,144.49","16,622,144.49","16,622,144.49","19,852,810.07","19,852,810.07","19,852,810.07","19,852,810.07","21,748,544.21","21,748,544.21","21,748,544.21","21,748,544.21","23,675,312.49","23,675,312.49","23,675,312.49","23,675,312.49","29,113,551.23","29,113,551.23"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,983,550.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"43,243,116.86","54,895,082.15","58,387,766.23","61,769,437.10","63,420,429.91","73,747,021.65","76,262,007.65","66,363,902.62","58,556,957.56","61,675,641.26","69,871,693.72","66,271,985.02","79,447,865.14","84,226,625.65","83,720,811.43","77,531,481.42","77,290,678.44","83,003,968.81","84,491,639.19","85,383,829.86","93,054,826.15","99,358,509.02","94,446,864.53","85,290,063.93","85,727,255.56","92,518,600.33","100,400,956.25","95,911,992.86","99,993,577.94","106,509,685.00","109,592,206.02","108,673,744.38","111,509,786.64","118,723,470.77","118,759,075.39","118,485,296.89","120,478,346.85","128,728,624.09","130,599,058.25","133,322,981.69","135,067,415.88","142,392,374.09","146,442,630.52","153,202,154.66","163,880,117.40","185,709,154.40","326,316,836.53","348,891,427.66"
长期待摊费用,"1,572,044.65","1,304,408.75","1,054,273.01","1,056,667.53","1,904,688.84","830,146.70",,,,"1,888,900.00","1,250,000.00","1,000,001.00","750,002.00","500,003.00","250,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"366,666.83","200,000.18"
少数股东权益,,,,,,,,,"4,453,855.57","4,348,212.95","4,863,337.69","4,603,415.89","4,568,997.12","4,456,472.73","4,306,704.61","4,030,252.47","3,863,830.35","3,278,038.23","2,972,479.81","2,755,695.22","2,536,189.04","2,351,204.58","2,110,701.13","1,987,850.25","1,853,846.37","1,727,317.51","1,369,800.08","1,369,800.08","1,369,800.08",,,"50,000,000.00","49,984,006.40","55,951,747.84","55,508,338.80","54,906,177.99","54,236,557.29","53,567,318.75","52,893,883.10","52,177,315.50","52,608,616.99","53,149,820.50","53,652,596.40","53,794,381.25","54,158,258.68","54,832,302.65","22,310,563.76","22,152,543.72"
递延所得税资产,"2,080,523.10","2,080,523.10","1,670,760.05","1,670,760.05","1,670,760.05","1,670,760.05","2,132,761.34","2,132,761.34","2,132,761.34","2,132,761.34","2,369,197.69","2,369,197.69","2,369,197.69","2,369,197.69","2,476,908.73","2,476,908.73","2,476,908.73","2,476,908.73","2,415,931.19","2,415,931.19","2,560,937.10","2,560,937.10","3,006,661.13","3,006,661.13","3,074,468.50","3,074,468.50","3,671,328.18","3,671,328.18","3,735,413.85","3,735,413.85","4,567,844.57","4,567,844.57","4,711,756.29","4,711,756.29","5,086,235.38","5,086,235.38","5,143,268.51","5,143,268.51","6,405,621.44","6,405,621.44","6,712,405.39","6,712,405.39","8,650,877.53","8,650,877.53","8,735,730.37","8,735,730.37","44,433,790.18","44,433,790.18"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,848,504.08",,,,"22,791,892.50",,,,"44,400.00",,,,"412,000.00",,"3,128,673.92",,"111,215,415.02","102,124,771.97"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"223,750,480.15","218,650,881.96","236,274,101.80","231,034,489.63","241,417,443.67","245,082,741.66","271,705,204.97","269,999,506.96","268,795,399.93","272,698,149.60","272,411,374.07","266,540,771.44","271,790,735.56","272,873,918.88","293,099,006.96","291,103,843.41","284,198,251.27","296,347,229.86","310,734,805.54","309,617,620.87","333,861,595.73","360,050,609.91","356,608,750.63","349,975,005.69","349,748,169.09","341,362,231.68","338,405,901.27","327,474,903.73","316,736,978.38","311,009,115.08","308,726,081.03","300,926,307.33","292,692,318.44","293,367,024.18","327,815,224.51","309,336,790.37","310,620,793.19","311,224,885.29","348,289,450.99","340,212,617.84","344,172,484.92","355,935,182.42","387,847,257.75","377,436,609.61","373,404,483.34","370,043,067.61","822,211,134.99","811,658,711.85"
